batter,year,prior_career_fp_per_pa,prior_career_pa
607680,2017,0.5037098103874691,1213
607680,2018,0.4989165763813651,1846
607680,2019,0.5035579740477187,2389
607680,2020,0.5240606460118655,3034
607680,2021,0.5296284924777402,3257
607680,2023,0.5246947835738068,3604
607680,2024,0.5233595800524934,3810
607732,2019,,0
607732,2020,0.42452830188679236,212
607732,2021,0.40168539325842695,356
607732,2022,0.43167305236270753,783
607732,2023,0.3856041131105398,1167
607732,2024,0.3628808864265928,1444
607732,2025,0.38956521739130434,1725
607752,2019,,0
607776,2016,,0
607776,2018,,128
607776,2019,0.43162393162393164,234
608061,2016,,0
608061,2017,,113
608070,2015,,0
608070,2016,0.5295774647887324,355
608070,2017,0.6341212744090442,973
608070,2018,0.711372064276885,1618
608070,2019,0.7565817867932672,2317
608070,2020,0.7476406850751486,2861
608070,2021,0.758908507223114,3115
608070,2022,0.7715275926419621,3751
608070,2023,0.7736699729486023,4436
608070,2024,0.7641895845523698,5127
608070,2025,0.7741435703219143,5809
608070,2026,0.7755322431348349,6482
608324,2016,,0
608324,2017,0.5753424657534246,219
608324,2018,0.6269185360094451,847
608324,2019,0.7005795235028976,1553
608324,2020,0.7579135086937138,2243
608324,2021,0.7466996699669967,2424
608324,2022,0.7301699716713881,2824
608324,2023,0.7236426314277506,3481
608324,2024,0.7158145065398336,4205
608324,2025,0.7007434944237918,4842
608324,2026,0.6950168602472836,5338
608336,2015,,0
608336,2017,,123
608336,2018,0.5121951219512195,656
608336,2019,0.5125709651257097,1233
608336,2020,0.5379084967320261,1530
608336,2021,0.5128059191804212,1757
608336,2022,0.5077894736842106,2375
608336,2023,0.4757630161579892,2785
608336,2024,0.46102021174205965,3117
608348,2019,,0
608348,2020,0.5846994535519126,366
608348,2021,0.5434343434343434,495
608348,2022,0.5351288056206089,854
608348,2023,0.49834437086092714,1208
608348,2024,0.47240618101545256,1359
608348,2025,0.4734010759115362,1673
608365,2015,,0
608365,2016,0.3804971319311663,523
608365,2017,0.46078431372549017,1122
608365,2018,0.4661803713527852,1508
608365,2019,0.44754181449569186,1973
608369,2015,,0
608369,2016,,113
608369,2017,0.64125,800
608369,2018,0.6202263083451203,1414
608369,2019,0.6141268803139307,1529
608369,2020,0.6256038647342995,2070
608369,2021,0.6429192006950478,2302
608369,2022,0.650313537440059,2711
608369,2023,0.6437462951985774,3374
608369,2024,0.670076726342711,3910
608369,2025,0.66756695926176,4443
608369,2026,0.6630523731587561,4888
608384,2017,,0
608384,2018,0.5189504373177842,343
608384,2019,0.4892541087231353,791
608385,2017,,0
608385,2018,,137
608385,2019,0.6348195329087049,471
608385,2020,0.6238317757009346,856
608385,2021,0.6284889316650626,1039
608385,2022,0.6719160104986877,1524
608385,2023,0.61323032351521,2071
608385,2024,0.5859788359788359,2268
608475,2018,,0
608475,2019,,101
608577,2016,,0
608577,2017,0.4788732394366197,568
608577,2018,0.510548523206751,1185
608577,2019,0.5142359093550262,1721
608577,2020,0.52461257976299,2194
608577,2021,0.5070422535211268,2343
608577,2022,0.4920760697305864,2524
608596,2019,,0
608596,2021,0.5195729537366548,281
608596,2023,0.4207920792079208,606
608597,2018,,0
608597,2019,0.4312354312354312,429
608654,2018,,0
608671,2016,,0
608671,2018,0.3769633507853403,382
608671,2021,0.4090909090909091,770
608671,2023,0.4250269687162891,927
608671,2024,0.45596707818930043,1215
608672,2015,,0
608686,2021,,0
608700,2015,,0
608700,2016,0.2674418604651162,258
608700,2017,0.26161369193154027,409
608700,2018,0.3263757115749525,527
608700,2019,0.36691542288557205,804
608700,2021,0.3711656441717791,978
608700,2022,0.38488271068635965,1151
608701,2016,,0
608701,2018,,174
608701,2021,0.3804347826086956,276
608701,2022,0.3764434180138567,433
608701,2023,0.4278688524590164,610
608701,2024,0.44730679156908665,854
608701,2025,0.463855421686747,1162
608703,2017,,0
608703,2022,,130
608841,2022,,0
608841,2023,0.6541666666666667,240
608841,2024,0.5283648498331479,899
609275,2016,,0
609275,2018,,150
609275,2019,0.5056433408577878,443
609275,2020,0.5067567567567568,888
609275,2021,0.5008912655971479,1122
609280,2018,,0
609280,2021,0.6771004942339374,607
609280,2022,0.6233766233766234,770
609280,2024,0.5857142857142857,910
609280,2025,0.5573637103336045,1229
611177,2015,,0
611177,2016,,198
611177,2017,0.5216819973718791,761
613564,2022,,0
614173,2018,,0
614173,2021,,155
614173,2022,0.25773195876288657,291
614177,2018,,0
614177,2019,0.493006993006993,286
614177,2020,0.5215827338129496,834
614177,2021,0.5088372093023256,1075
614177,2022,0.5233463035019456,1542
620443,2017,,0
620443,2021,,139
620443,2022,0.36100386100386095,518
620443,2024,0.3255474452554744,685
620443,2025,0.34482758620689646,812
620446,2018,,0
621002,2017,,0
621002,2018,0.2874015748031496,254
621002,2019,0.4218487394957983,595
621005,2019,,0
621005,2020,,130
621006,2019,,0
621006,2021,0.2903225806451613,310
621011,2021,,0
621020,2016,,0
621020,2017,,145
621020,2018,0.4109195402298851,696
621020,2019,0.4219512195121951,1230
621020,2020,0.4546478873239437,1775
621020,2021,0.4713094654242276,2039
621020,2022,0.47919762258543835,2692
621020,2023,0.4895249336087341,3389
621020,2024,0.49180734856007946,4028
621020,2025,0.49059052563270605,4623
621020,2026,0.48926059684470635,5261
621028,2019,,0
621028,2020,0.6278195488721805,532
621028,2021,0.5546099290780142,705
621028,2022,0.5023809523809524,1260
621028,2023,0.4926704907584449,1569
621028,2024,0.4972557628979144,1822
621028,2025,0.4960150023441163,2133
621035,2015,,0
621035,2017,,102
621035,2018,0.5201192250372578,671
621035,2019,0.49411764705882355,1275
621035,2020,0.4955595026642984,1689
621035,2021,0.5057773109243697,1904
621035,2022,0.5096540627514079,2486
621035,2023,0.4775510204081633,2940
621035,2024,0.4777510523150932,3326
621035,2025,0.465565509518477,3572
621043,2015,,0
621043,2016,0.6812933025404158,433
621043,2017,0.6224862888482633,1094
621043,2018,0.6628571428571428,1575
621043,2019,0.6260401370533529,2043
621043,2020,0.6350951374207188,2365
621043,2021,0.6169308078855817,2587
621043,2022,0.6270136307311028,3228
621043,2023,0.6135531135531136,3822
621043,2024,0.5922308041799182,4402
621043,2025,0.6003355001048438,4769
621043,2026,0.583831217326363,5356
621311,2016,,0
621311,2018,0.5774058577405857,239
621311,2019,0.6019607843137255,510
621311,2021,0.6034669555796316,923
621433,2018,,0
621433,2021,,147
621433,2022,0.357630979498861,439
621438,2021,,0
621438,2022,0.5940959409594095,271
621438,2023,0.5266272189349112,676
621438,2024,0.5386289445048965,919
621438,2025,0.5250596658711217,1257
621439,2015,,0
621439,2016,,138
621439,2017,0.3347547974413646,469
621439,2019,0.3965341488277268,981
621439,2020,0.4615987460815047,1276
621439,2021,0.481218993621545,1411
621439,2022,0.527927927927928,1665
621439,2023,0.5373352855051244,2049
621439,2024,0.5275459098497496,2396
621439,2025,0.5413074712643678,2784
621439,2026,0.5652435357787132,3326
621446,2018,,0
621446,2019,0.2592592592592592,405
621446,2020,0.19999999999999996,655
621446,2021,0.22946544980443281,767
621450,2022,,0
621453,2018,,0
621453,2019,,153
621453,2021,0.33486238532110085,436
621466,2019,,0
621466,2020,,143
621466,2021,0.47058823529411764,255
621466,2023,0.4397905759162304,573
621466,2024,0.4577836411609499,758
621471,2017,,0
621493,2018,,0
621493,2020,,147
621493,2021,0.3293172690763052,249
621493,2022,0.43415637860082307,486
621493,2023,0.5061845861084682,1051
621493,2024,0.5198358413132695,1462
621493,2025,0.5030559473436765,2127
621493,2026,0.5163024005732713,2791
621512,2019,,0
621512,2021,,145
621512,2022,0.26143790849673204,306
621512,2024,0.27419354838709675,620
621514,2019,,0
621514,2020,0.36778846153846156,416
621545,2023,,0
621550,2021,,0
621550,2022,0.472,375
621550,2023,0.43578485181119647,911
621550,2024,0.4489291598023064,1214
621559,2017,,0
621563,2016,,0
621563,2018,,104
621563,2019,0.5284178187403994,651
621563,2020,0.5021881838074398,914
621563,2021,0.5109289617486339,1098
621563,2022,0.509375,1600
621563,2023,0.4974645030425964,1972
621566,2017,,0
621566,2018,0.7777777777777778,216
621566,2019,0.5901826484018264,876
621566,2020,0.6106816584680252,1423
621566,2021,0.591726618705036,1668
621566,2022,0.6373344724476719,2341
621566,2023,0.619125862635557,3043
621566,2024,0.653120849933599,3765
621566,2025,0.6352172934023869,4441
621566,2026,0.6265246853823814,5165
621573,2018,,0
621573,2019,,123
622100,2021,,0
622110,2015,,0
622110,2016,0.5700325732899023,614
622110,2018,0.5300713557594292,981
622110,2019,0.5061648280337443,1541
622110,2021,0.4935672514619883,1710
622110,2022,0.49483521888834237,2033
622110,2023,0.47192982456140353,2280
622168,2018,,0
622168,2019,0.5167173252279635,329
622194,2016,,0
622194,2017,,101
622534,2017,,0
622534,2018,0.4517958412098298,529
622534,2019,0.4571428571428571,1050
622534,2020,0.47050938337801607,1492
622534,2021,0.4742580254391278,1651
622534,2022,0.4900756143667297,2116
622534,2023,0.48850342880193626,2479
622534,2024,0.4905861456483126,2815
622569,2019,,0
622569,2023,,157
622666,2017,,0
622666,2018,0.49609375,256
622666,2019,0.5473145780051151,782
622666,2020,0.5368932038834952,1030
622666,2022,0.5133967156439067,1157
622682,2018,,0
622682,2019,0.3454545454545454,220
622682,2020,0.40625,512
622682,2021,0.4206896551724138,725
622682,2022,0.42071881606765327,946
622761,2021,,0
622761,2022,0.3507109004739336,211
622761,2023,0.3946308724832214,745
622761,2024,0.4257064721969006,1097
623143,2016,,0
623168,2022,,0
623168,2025,,174
623182,2017,,0
623205,2022,,0
623520,2018,,0
623520,2019,0.4575471698113207,212
623520,2020,0.4842105263157895,570
623520,2021,0.49230769230769234,715
623520,2022,0.45489443378119004,1042
623912,2019,,0
623912,2021,0.4775784753363228,446
623912,2022,0.4796044499381953,809
623912,2023,0.49356913183279744,1244
623912,2024,0.5229303156640858,1679
623993,2018,,0
623993,2019,,108
623993,2020,0.49221789883268485,514
623993,2021,0.5655375552282769,679
623993,2022,0.5290957923008057,1117
623993,2023,0.546742209631728,1765
623993,2024,0.5510119785212721,2421
623993,2025,0.5722618276085548,3086
624413,2019,,0
624413,2020,0.6955266955266955,693
624413,2021,0.6652360515021459,932
624413,2022,0.6585987261146496,1570
624413,2023,0.6762749445676275,2255
624413,2024,0.6728458633710951,2913
624413,2025,0.6475978894751457,3601
624413,2026,0.6466357308584687,4310
624414,2017,,0
624414,2021,,136
624414,2022,0.4119496855345912,318
624414,2023,0.46440129449838186,618
624415,2019,,0
624415,2020,0.5348837209302325,430
624415,2021,0.5510791366906475,695
624415,2022,0.49294354838709675,992
624415,2023,0.46872586872586874,1295
624415,2024,0.4724602203182375,1634
624424,2015,,0
624424,2016,,194
624424,2017,0.522140221402214,542
624424,2018,0.594704684317719,982
624424,2019,0.5687847008019741,1621
624424,2020,0.5848391361833407,2269
624424,2021,0.5911270983213429,2502
624424,2023,0.5732484076433121,2983
624424,2024,0.561830292499276,3453
624424,2025,0.5551890383151484,3941
624428,2016,,0
624428,2017,,160
624428,2018,0.5684039087947883,614
624428,2019,0.5807453416149069,966
624428,2020,0.572063492063492,1575
624428,2021,0.5584487534626039,1805
624428,2022,0.560556464811784,2444
624428,2023,0.5349524122087299,3047
624428,2024,0.5398230088495575,3503
624428,2025,0.5262048986041612,3797
624431,2019,,0
624431,2021,,127
624431,2022,0.3706293706293706,429
624431,2023,0.4194373401534527,782
624431,2024,0.4153522607781283,951
624431,2025,0.42616033755274263,1185
624503,2021,,0
624503,2022,0.3842592592592592,216
624503,2024,0.4264036418816389,659
624507,2017,,0
624512,2019,,0
624512,2021,,105
624512,2022,0.42857142857142855,322
624512,2023,0.3976510067114094,596
624512,2024,0.3690773067331671,802
624512,2025,0.35796045785639957,961
624513,2021,,0
624577,2015,,0
624577,2016,0.5016077170418006,311
624577,2017,0.5110456553755522,679
624577,2018,0.5740592473979184,1249
624577,2019,0.5936207914943886,1693
624585,2015,,0
624585,2016,0.3688118811881188,404
624585,2017,0.42451420029895365,669
624585,2018,0.38382541720154045,779
624585,2019,0.4092664092664093,1036
624585,2020,0.5122377622377622,1716
624585,2021,0.5015873015873016,1890
624585,2022,0.5,2492
624585,2023,0.4874910650464618,2798
624585,2024,0.5048831015093223,3379
624585,2025,0.5072206739295667,3947
624585,2026,0.495776630689817,4262
624636,2018,,0
624641,2021,,0
624641,2022,0.46788990825688076,327
624641,2023,0.4506769825918762,517
624641,2024,0.44430844553243576,817
624641,2025,0.45787545787545786,1092
628329,2015,,0
628336,2018,,0
628338,2016,,0
628338,2017,,107
628338,2018,0.4221388367729831,533
628338,2019,0.4126436781609195,870
628338,2021,0.40834845735027225,1102
628356,2015,,0
628356,2016,0.561965811965812,468
628356,2019,0.6035714285714285,840
628450,2021,,0
628450,2022,0.4878892733564013,289
628451,2021,,0
628451,2022,0.5441176470588235,272
628451,2023,0.485,400
628451,2024,0.4955300127713921,783
628451,2025,0.4741966893865628,1027
630105,2020,,0
630105,2021,,193
630105,2022,0.6279904306220095,836
630105,2023,0.5834428383705651,1522
630105,2024,0.552078239608802,2045
630105,2025,0.5430586488492948,2694
630105,2026,0.5359701027717222,3211
630111,2015,,0
630111,2016,0.3873239436619718,426
630111,2017,0.4924318869828456,991
640447,2018,,0
640447,2019,0.4736842105263157,247
640449,2017,,0
640449,2019,,142
640449,2020,0.4781491002570694,389
640449,2021,0.5282331511839709,549
640457,2018,,0
640457,2019,,191
640457,2020,0.6420382165605095,785
640457,2021,0.5923159018143009,937
640457,2022,0.6047120418848168,1528
640458,2019,,0
640458,2021,0.5850622406639004,482
640458,2022,0.5470914127423823,722
640461,2017,,0
640461,2018,0.4545454545454545,308
640461,2019,0.4439252336448598,642
640461,2021,0.4505928853754941,1012
640461,2022,0.44819277108433736,1245
640492,2022,,0
640492,2023,0.34101382488479254,217
641313,2016,,0
641313,2017,0.394919168591224,433
641313,2018,0.3877159309021113,1042
641313,2019,0.41550575408843127,1651
641313,2020,0.46175115207373274,2170
641313,2021,0.47887913007109995,2391
641313,2022,0.49932019034670294,2942
641313,2023,0.5015179113539769,3294
641313,2024,0.4698952879581152,3820
641319,2017,,0
641319,2018,0.3323615160349854,343
641343,2018,,0
641343,2019,0.46134020618556704,388
641343,2021,0.4217016029593095,811
641343,2023,0.3783303730017762,1126
641343,2024,0.37124463519313305,1398
641343,2025,0.37492844876931886,1747
641343,2026,0.3901322482197355,1966
641355,2017,,0
641355,2018,0.7153284671532847,548
641355,2019,0.6342082980524979,1181
641355,2020,0.7280130293159609,1842
641355,2021,0.7170263788968825,2085
641355,2022,0.6595482546201232,2435
641355,2023,0.6175485599464167,2986
641355,2024,0.64257481648786,3542
641355,2025,0.6357003891050583,4112
641355,2026,0.6425576519916143,4770
641432,2018,,0
641432,2019,,108
641432,2020,0.604494382022472,445
641432,2021,0.5405405405405406,555
641432,2023,0.5219976218787158,841
641432,2024,0.5242424242424243,990
641470,2019,,0
641470,2021,,102
641470,2022,0.3363363363363363,333
641477,2019,,0
641487,2018,,0
641487,2019,,137
641487,2020,0.4514925373134328,536
641487,2021,0.4700520833333333,768
641487,2022,0.4735395189003436,1455
641487,2023,0.46747572815533983,2060
641487,2024,0.49351611708040016,2699
641487,2025,0.4793781725888325,3152
641487,2026,0.47584033613445376,3808
641505,2021,,0
641505,2023,,103
641511,2022,,0
641511,2023,,167
641513,2019,,0
641525,2018,,0
641525,2019,,124
641531,2018,,0
641531,2019,0.33762886597938147,388
641531,2020,0.48717948717948717,975
641531,2021,0.48406546080964685,1161
641531,2022,0.44809384164222876,1705
641553,2017,,0
641553,2018,0.1726190476190476,336
641553,2019,0.24155193992490614,799
641553,2021,0.26456542502387775,1047
641553,2022,0.3108677337826453,1187
641583,2018,,0
641584,2021,,0
641584,2022,0.4867924528301887,265
641584,2023,0.5263157894736842,513
641584,2024,0.58006718924972,893
641584,2025,0.5505882352941176,1275
641598,2018,,0
641598,2019,0.4970238095238094,336
641598,2021,0.6594827586206896,696
641598,2022,0.6315228966986155,939
641598,2023,0.597053726169844,1154
641598,2024,0.598,1500
641598,2025,0.537027446918695,1931
641645,2021,,0
641645,2022,,156
641645,2023,0.40853658536585363,492
641645,2024,0.39052287581699346,612
641658,2019,,0
641658,2020,0.4054878048780488,328
641658,2021,0.375,512
641658,2022,0.3986083499005964,1006
641658,2023,0.38686131386861317,1233
641658,2024,0.38922558922558925,1485
641680,2021,,0
641680,2022,0.3859649122807017,285
641680,2023,0.4462585034013605,735
641680,2024,0.5101050929668552,1237
641680,2025,0.48032407407407407,1728
641779,2022,,0
641786,2020,,0
641786,2021,0.5082644628099173,242
641796,2019,,0
641796,2021,0.544,250
641820,2017,,0
641820,2018,0.5255102040816326,588
641820,2019,0.4685714285714286,1225
641820,2021,0.5401574803149606,1905
641820,2022,0.5283392786365438,2523
641820,2023,0.5086760925449871,3112
641829,2021,,0
641856,2018,,0
641856,2019,,132
641856,2021,0.44254278728606355,409
641856,2023,0.4098591549295775,710
641857,2018,,0
641857,2019,0.3019801980198019,202
641857,2020,0.4468371467025572,743
641857,2021,0.43482905982905984,936
641857,2022,0.4774951076320939,1533
641857,2023,0.46857410881801126,2132
641857,2024,0.45813700616165276,2759
641857,2025,0.4442160892542572,3406
641914,2022,,0
641933,2018,,0
641933,2019,,142
641933,2020,0.41638225255972694,293
641933,2021,0.4177777777777778,450
641933,2022,0.5319148936170213,987
641933,2023,0.5277372262773723,1370
641933,2024,0.5091687041564792,1636
641933,2025,0.5132701421800948,2110
641943,2023,,0
641943,2025,0.4962121212121212,264
642082,2018,,0
642082,2019,,184
642082,2020,0.3036649214659686,382
642086,2017,,0
642086,2018,,183
642086,2019,0.35843373493975905,332
642086,2020,0.4706994328922495,529
642086,2021,0.5500685871056241,729
642086,2022,0.48650858544562553,1223
642086,2023,0.46545454545454545,1375
642086,2024,0.4604793472718001,1961
642086,2025,0.45458553791887124,2268
642133,2019,,0
642133,2020,0.4645476772616136,409
642133,2021,0.5325884543761639,537
642133,2022,0.511600928074246,862
642133,2023,0.5393028024606972,1463
642133,2024,0.5112947658402204,1815
642133,2025,0.4995527728085868,2236
642136,2019,,0
642136,2023,,165
642136,2024,0.38135593220338976,472
642136,2025,0.3490136570561456,659
642162,2017,,0
642162,2018,,195
642162,2020,0.4298780487804878,328
642162,2021,0.46443514644351463,478
642165,2019,,0
642165,2021,0.5115384615384615,260
642165,2022,0.43157894736842106,570
642180,2019,,0
642180,2020,,108
642180,2021,0.49065420560747663,214
642180,2022,0.49722222222222223,360
642180,2024,0.44933078393881454,523
642180,2025,0.43536404160475484,673
642201,2021,,0
642201,2022,0.2805429864253393,221
642201,2025,0.301775147928994,338
642211,2021,,0
642215,2025,,0
642336,2019,,0
642336,2021,0.4489795918367347,245
642336,2022,0.4866412213740458,524
642336,2023,0.4520048602673147,823
642350,2022,,0
642350,2023,0.3323076923076923,325
642350,2024,0.42525399129172714,689
642423,2018,,0
642423,2021,,157
642707,2017,,0
642708,2017,,0
642708,2018,,170
642708,2019,0.43175853018372695,762
642708,2020,0.47320169252468264,1418
642708,2021,0.465814696485623,1565
642708,2022,0.4714352066883418,2153
642708,2023,0.483356940509915,2824
642708,2024,0.48486646884273,3370
642708,2025,0.4773950484391819,3716
642715,2018,,0
642715,2019,0.4241486068111455,323
642715,2020,0.4185022026431718,908
642715,2021,0.42138364779874216,1113
642715,2022,0.45775913720790895,1669
642715,2023,0.479002624671916,2286
642715,2024,0.4750512645249487,2926
642715,2025,0.4976499861763893,3617
642715,2026,0.49907063197026025,4304
642721,2021,,0
642727,2021,,0
642727,2022,0.3125,256
642731,2021,,0
642731,2022,,132
642731,2023,0.5851851851851851,675
642731,2024,0.5385892116182572,1205
642731,2025,0.5072463768115942,1587
642851,2018,,0
642851,2021,,118
642851,2022,0.36964980544747084,257
642851,2023,0.37557603686635943,434
642851,2025,0.3333333333333333,579
643217,2016,,0
643217,2017,,118
643217,2018,0.6030927835051546,776
643217,2019,0.6349757113115891,1441
643217,2021,0.5950413223140496,2057
643217,2022,0.587986137851367,2597
643217,2023,0.5774286630330234,3119
643217,2024,0.5606951871657754,3740
643217,2025,0.550891181988743,4264
643217,2026,0.5515202702702703,4736
643265,2019,,0
643265,2020,0.4750593824228028,421
643265,2021,0.5090252707581228,554
643265,2022,0.5124378109452736,804
643265,2023,0.4725274725274725,1274
643265,2024,0.45233968804159447,1731
643289,2019,,0
643289,2020,,112
643289,2021,0.47750865051903113,289
643289,2022,0.45588235294117646,476
643289,2023,0.4507422402159244,741
643289,2024,0.49229521492295214,1233
643289,2025,0.4876580373269115,1661
643289,2026,0.48712967459932005,2059
643335,2017,,0
643376,2019,,0
643376,2020,0.4296875,384
643376,2021,0.448210922787194,531
643376,2022,0.4904891304347826,736
643376,2023,0.5431472081218274,985
643376,2024,0.5629860031104199,1286
643376,2025,0.5354037267080746,1610
643393,2016,,0
643393,2018,,136
643393,2019,0.5046511627906977,430
643393,2020,0.5014084507042254,710
643393,2021,0.4975728155339806,824
643393,2022,0.5351882160392799,1222
643393,2023,0.5176866928691746,1781
643396,2018,,0
643396,2019,0.4621212121212121,396
643396,2020,0.42718446601941745,618
643396,2021,0.43919716646989376,847
643396,2022,0.45543905635648757,1526
643396,2023,0.46524064171123,2057
643396,2024,0.46239669421487606,2420
643396,2025,0.4623029472241261,2918
643418,2019,,0
643418,2020,,170
643418,2021,0.38461538461538464,299
643446,2018,,0
643446,2019,0.6532258064516129,248
643446,2020,0.7079754601226994,815
643446,2021,0.6845703125,1024
643446,2022,0.6255172413793103,1450
643446,2023,0.6264705882352941,2040
643446,2024,0.6067708333333334,2688
643446,2025,0.5936708860759494,3160
643446,2026,0.5911098840419657,3622
643524,2021,,0
643524,2022,0.803088803088803,259
643565,2019,,0
643565,2020,0.6554054054054054,296
643565,2021,0.6142506142506142,407
643565,2023,0.5066889632107023,598
643565,2024,0.523,1000
643565,2025,0.5166543301258327,1351
643603,2016,,0
643603,2018,0.3876811594202898,276
643603,2019,0.5165692007797271,513
644374,2021,,0
644374,2022,0.4661354581673306,251
644374,2023,0.3741496598639455,441
645277,2017,,0
645277,2018,0.6382113821138211,246
645277,2019,0.6036519871106337,931
645277,2020,0.6301955990220048,1636
645277,2021,0.6278409090909091,1760
645277,2022,0.6390024529844645,2446
645277,2023,0.6294659300184162,2715
645277,2024,0.6457345971563981,3376
645277,2025,0.6346659652814308,3802
645277,2026,0.6174496644295302,4470
645302,2019,,0
645302,2020,0.5316045380875203,617
645302,2021,0.4770755885997522,807
645302,2022,0.42990654205607476,1177
645302,2023,0.39873817034700315,1585
645302,2024,0.40853302162478083,1711
645302,2025,0.445440956651719,2007
645444,2022,,0
645444,2023,,124
645444,2024,0.180327868852459,244
645444,2025,0.22625698324022342,358
645801,2019,,0
645801,2022,,163
645801,2023,0.5288461538461539,312
646240,2017,,0
646240,2018,0.5625,240
646240,2019,0.5164383561643836,730
646240,2020,0.6431564245810056,1432
646240,2021,0.6291666666666667,1680
646240,2022,0.6484641638225256,2344
646240,2023,0.6511156186612576,2958
646240,2024,0.6522821576763486,3615
646240,2025,0.6463472485768501,4216
646240,2026,0.6368229587712207,4948
647304,2019,,0
647304,2020,0.4480286738351254,279
647304,2021,0.4464751958224543,383
647304,2022,0.44952681388012616,634
647304,2023,0.5149911816578483,1134
647304,2024,0.5717791411042945,1630
647304,2025,0.5944395410414828,2266
647304,2026,0.6165099268547545,2871
647351,2021,,0
647351,2022,0.5478723404255319,376
647351,2024,0.47050754458161864,729
647351,2025,0.4464775846294602,1093
648717,2015,,0
649557,2016,,0
649557,2017,0.7260869565217392,460
649557,2018,0.6194225721784777,762
649557,2019,0.6090534979423868,1215
649557,2021,0.6281613123718387,1463
649557,2022,0.6026936026936027,1782
649557,2023,0.5870080606922712,2109
649966,2019,,0
649966,2020,0.3975903614457831,249
649966,2021,0.36314363143631434,369
649966,2022,0.49627263045793396,939
649966,2023,0.49115357395612175,1413
649966,2024,0.479874213836478,1590
649966,2025,0.4755738669805768,1699
650331,2021,,0
650331,2022,,129
650333,2019,,0
650333,2020,0.6420765027322405,366
650333,2021,0.6283367556468172,487
650333,2022,0.5853154084798345,967
650333,2023,0.6031847133757962,1570
650333,2024,0.6236854138088705,2187
650333,2025,0.6138509968520461,2859
650333,2026,0.608314479638009,3536
650391,2019,,0
650391,2020,0.5714285714285714,504
650391,2021,0.589041095890411,730
650391,2022,0.5650364203954215,961
650391,2023,0.5756400310318076,1289
650391,2024,0.5593029792017987,1779
650402,2018,,0
650402,2019,0.5557851239669421,484
650402,2020,0.6194852941176471,1088
650402,2021,0.6041666666666666,1248
650402,2022,0.5575070821529745,1765
650402,2023,0.5525641025641026,2340
650402,2024,0.5664010624169987,3012
650402,2025,0.5456769983686787,3678
650402,2026,0.5474808451358254,4307
650489,2019,,0
650489,2020,,110
650489,2021,0.448,250
650489,2022,0.40285714285714286,700
650489,2023,0.4065934065934066,1092
650489,2024,0.4430379746835443,1501
650489,2025,0.45156761815629387,2137
650490,2017,,0
650490,2018,,179
650490,2019,0.4882943143812709,299
650490,2020,0.5564142194744977,647
650490,2021,0.5572519083969466,786
650490,2022,0.5512048192771084,1328
650490,2023,0.5763520678685048,1886
650490,2024,0.6083634901487737,2487
650490,2025,0.5870054679961403,3109
650490,2026,0.5962765957446808,3760
650559,2021,,0
650559,2022,0.4018264840182648,219
650559,2023,0.42857142857142855,574
650559,2024,0.43713572023313907,1201
650619,2019,,0
650859,2019,,0
650859,2020,0.39655172413793094,406
650859,2021,0.36132812499999994,512
650859,2022,0.3598862019914651,703
650859,2023,0.4177631578947367,1216
650859,2024,0.45728038507821894,1662
650859,2025,0.48197054342305734,1969
650859,2026,0.4605891719745223,2512
650907,2023,,0
650968,2025,,0
655316,2023,,0
655316,2024,0.4285714285714285,315
655316,2025,0.39824945295404807,457
656180,2021,,0
656180,2022,,121
656180,2023,0.27797833935018046,277
656180,2024,0.3264367816091954,435
656180,2025,0.31327433628318585,565
656185,2018,,0
656185,2019,0.4486301369863014,292
656185,2022,0.44343065693430656,548
656248,2024,,0
656252,2021,,0
656305,2017,,0
656305,2018,0.4846625766871165,326
656305,2019,0.5577942735949099,943
656305,2020,0.5902045877247365,1613
656305,2021,0.5835694050991501,1765
656305,2022,0.5339195979899497,2388
656305,2023,0.5239202657807309,3010
656305,2024,0.5069560378408459,3594
656305,2025,0.5165016501650165,4242
656305,2026,0.519673503557974,4778
656308,2019,,0
656308,2020,0.4386422976501306,383
656308,2021,0.4077490774907749,542
656308,2022,0.3858858858858859,666
656371,2019,,0
656371,2021,0.2835820895522388,201
656413,2022,,0
656413,2023,,112
656413,2024,0.44173441734417335,369
656448,2023,,0
656514,2019,,0
656537,2021,,0
656537,2024,,150
656537,2025,0.40683229813664595,322
656541,2020,,0
656541,2021,,114
656541,2022,0.4147727272727273,352
656541,2024,0.3695652173913043,552
656555,2017,,0
656555,2018,0.8732394366197183,213
656555,2019,0.6853546910755148,874
656555,2020,0.6230234029095509,1581
656555,2021,0.6308040770101925,1766
656555,2022,0.6341022161917684,2211
656555,2024,0.6048526863084922,2885
656555,2025,0.5841904202174552,3403
656577,2021,,0
656577,2024,,151
656577,2025,0.0879478827361563,307
656582,2021,,0
656582,2022,0.6161137440758294,211
656582,2023,0.48600883652430044,679
656582,2024,0.48653344917463076,1151
656669,2018,,0
656669,2019,,103
656669,2021,0.6373626373626373,364
656669,2022,0.5942549371633752,557
656716,2021,,0
656716,2022,,172
656716,2023,0.3916666666666666,360
656716,2024,0.398410896708286,881
656716,2025,0.3971807628524046,1206
656775,2018,,0
656775,2020,,191
656775,2021,0.4144927536231884,345
656775,2022,0.5656862745098039,1020
656775,2023,0.5549645390070922,1692
656775,2024,0.5558659217877095,2148
656775,2025,0.5579901775595013,2647
656775,2026,0.5468998410174881,3145
