pitcher,year,primary_catcher,primary_catcher_pitches,total_pitches,primary_catcher_share
608650,2017,488771,86,86,1.0
608652,2017,571466,106,246,0.43089430894308944
608665,2017,622194,652,1679,0.38832638475282905
608678,2017,431145,546,1089,0.5013774104683195
608700,2017,425784,33,45,0.7333333333333333
608716,2017,592663,562,703,0.7994310099573257
608717,2017,460026,872,1042,0.836852207293666
608718,2017,444489,473,1291,0.36638264910921764
611093,2017,455104,163,349,0.4670487106017192
612434,2017,456078,590,1043,0.5656759348034516
612672,2017,454560,263,493,0.5334685598377282
613534,2017,446308,60,131,0.4580152671755725
614179,2017,620443,15,15,1.0
620982,2017,595284,313,580,0.5396551724137931
621056,2017,491696,5,5,1.0
621058,2017,572287,816,919,0.8879216539717084
621094,2017,608700,50,104,0.4807692307692308
621107,2017,595284,490,1020,0.4803921568627451
621111,2017,518735,113,196,0.576530612244898
621112,2017,622194,556,937,0.5933831376734259
621121,2017,435263,1546,2015,0.7672456575682383
621199,2017,425877,734,985,0.7451776649746192
621237,2017,491696,183,467,0.39186295503211993
621242,2017,572287,804,1138,0.7065026362038664
621244,2017,488771,1371,2388,0.5741206030150754
621294,2017,596142,101,181,0.5580110497237569
621295,2017,592663,569,757,0.7516512549537648
621345,2017,435559,165,248,0.6653225806451613
621381,2017,521692,555,655,0.8473282442748091
621385,2017,543510,416,660,0.6303030303030303
621389,2017,457763,1405,2527,0.55599525128611
621397,2017,547379,152,300,0.5066666666666667
622072,2017,518735,1505,2284,0.6589316987740805
622097,2017,519237,360,803,0.44831880448318806
622161,2017,455117,230,360,0.6388888888888888
622217,2017,592663,417,556,0.75
622382,2017,488771,40,105,0.38095238095238093
622491,2017,571466,1014,1488,0.6814516129032258
622492,2017,642156,30,59,0.5084745762711864
622505,2017,543510,91,134,0.6791044776119403
622608,2017,547172,1011,2221,0.45520036019810894
622663,2017,596142,2173,3082,0.7050616482803375
622703,2017,596142,45,45,1.0
622766,2017,595978,573,774,0.7403100775193798
622795,2017,455139,89,191,0.46596858638743455
623149,2017,518595,680,1137,0.5980650835532102
623167,2017,518595,655,911,0.7189901207464325
623184,2017,547172,387,997,0.3881644934804413
623352,2017,444489,400,781,0.5121638924455826
623395,2017,592663,630,930,0.6774193548387096
623406,2017,572287,50,120,0.4166666666666667
623430,2017,622194,294,735,0.4
623434,2017,455139,83,129,0.6434108527131783
623439,2017,572287,146,353,0.41359773371104813
623451,2017,571466,236,414,0.5700483091787439
623454,2017,595751,35,57,0.6140350877192983
623913,2017,444489,19,32,0.59375
624586,2017,435263,420,850,0.49411764705882355
625643,2017,553882,478,767,0.6232073011734028
627262,2017,471083,40,79,0.5063291139240507
627500,2017,543089,70,106,0.660377358490566
627894,2017,435559,278,432,0.6435185185185185
628317,2017,518735,1533,2185,0.7016018306636156
628333,2017,592663,830,972,0.8539094650205762
628452,2017,571466,820,1236,0.6634304207119741
628711,2017,518735,322,416,0.7740384615384616
629496,2017,491696,128,176,0.7272727272727273
635903,2017,471083,168,309,0.5436893203883495
640455,2017,622194,772,2692,0.2867756315007429
640463,2017,455104,339,491,0.6904276985743381
641427,2017,488771,339,503,0.6739562624254473
641438,2017,608596,42,79,0.5316455696202531
641490,2017,547379,36,42,0.8571428571428571
641501,2017,553882,104,104,1.0
641627,2017,446653,74,104,0.7115384615384616
641729,2017,543510,271,407,0.6658476658476659
641771,2017,465041,1251,2708,0.4619645494830133
641816,2017,642156,181,373,0.48525469168900803
641835,2017,471083,129,340,0.37941176470588234
641838,2017,460077,367,715,0.5132867132867133
641850,2017,608700,78,165,0.4727272727272727
641871,2017,455117,827,985,0.8395939086294416
641941,2017,572287,531,717,0.7405857740585774
642003,2017,571466,202,341,0.592375366568915
642008,2017,608700,75,185,0.40540540540540543
642073,2017,455104,92,156,0.5897435897435898
642083,2017,460269,143,231,0.6190476190476191
642098,2017,431145,33,55,0.6
642229,2017,492802,137,314,0.43630573248407645
642231,2017,456078,191,341,0.5601173020527859
642239,2017,488671,139,247,0.562753036437247
642564,2017,435263,451,1039,0.4340712223291627
643230,2017,553869,414,644,0.6428571428571429
643320,2017,455139,123,166,0.7409638554216867
643327,2017,455104,1655,2442,0.6777231777231777
643329,2017,553882,150,262,0.5725190839694656
643338,2017,596142,805,1141,0.7055214723926381
643354,2017,456078,351,709,0.49506346967559944
643410,2017,519237,704,1518,0.463768115942029
643414,2017,516949,83,83,1.0
643493,2017,467092,593,1341,0.44220730797912006
643603,2017,435263,19,19,1.0
643617,2017,543510,109,164,0.6646341463414634
643778,2017,596142,70,151,0.46357615894039733
644364,2017,595284,75,172,0.436046511627907
644428,2017,455117,204,383,0.5326370757180157
645261,2017,608348,137,155,0.8838709677419355
650828,2017,553869,203,300,0.6766666666666666
656186,2017,572287,500,772,0.6476683937823834
656427,2017,425877,192,359,0.5348189415041783
656546,2017,547172,764,1614,0.47335811648079307
656547,2017,596142,386,661,0.583963691376702
656756,2017,519222,1705,2527,0.6747130985358132
656794,2017,452095,1283,1854,0.692017259978425
656945,2017,456078,37,37,1.0
657205,2017,572287,44,135,0.32592592592592595
657610,2017,488771,318,630,0.5047619047619047
657681,2017,595978,171,308,0.5551948051948052
658792,2017,542908,86,138,0.6231884057971014
659275,2017,595978,725,1946,0.3725590955806783
664208,2017,595978,326,730,0.4465753424657534
664641,2017,572287,1925,2666,0.7220555138784697
664701,2017,543877,242,366,0.6612021857923497
112526,2018,455139,1786,2229,0.8012561686855092
279571,2018,641598,229,590,0.38813559322033897
282332,2018,596142,1245,2507,0.4966094934184284
407822,2018,488671,331,1010,0.32772277227722774
407845,2018,641598,449,1186,0.3785834738617201
408314,2018,608700,48,48,1.0
424144,2018,543228,303,480,0.63125
425492,2018,600474,315,842,0.37410926365795727
425772,2018,488671,20,20,1.0
425794,2018,425877,483,734,0.6580381471389646
425844,2018,425772,3221,3221,1.0
429719,2018,518960,1050,1486,0.7065948855989233
429722,2018,641598,429,429,1.0
430641,2018,521692,214,446,0.4798206278026906
430935,2018,455139,1646,3061,0.5377327670695851
433586,2018,518960,380,499,0.7615230460921844
433587,2018,572287,1604,2565,0.6253411306042885
433589,2018,518960,912,1332,0.6846846846846847
434378,2018,435263,1534,3427,0.44762182667055733
434538,2018,543510,1878,2265,0.8291390728476821
434628,2018,521692,1375,2087,0.6588404408241495
434671,2018,435559,1440,2130,0.676056338028169
434778,2018,571912,16,16,1.0
435043,2018,641598,351,945,0.37142857142857144
435221,2018,435559,792,1215,0.6518518518518519
444468,2018,545358,385,1006,0.3827037773359841
445197,2018,455104,192,339,0.5663716814159292
445213,2018,600474,347,1001,0.34665334665334663
445276,2018,518735,957,1145,0.8358078602620087
445926,2018,455139,515,1483,0.3472690492245448
446099,2018,431145,503,917,0.5485278080697928
446321,2018,543302,76,76,1.0
446372,2018,543228,2763,3181,0.8685947815152468
446386,2018,543228,8,8,1.0
446399,2018,425877,287,588,0.4880952380952381
446899,2018,592663,469,1091,0.4298808432630614
448167,2018,455139,75,145,0.5172413793103449
448178,2018,455139,168,313,0.536741214057508
448179,2018,518735,1163,2113,0.5504022716516801
448281,2018,600474,309,624,0.4951923076923077
448306,2018,553882,2325,3306,0.7032667876588021
448602,2018,600474,3,3,1.0
448609,2018,545358,286,627,0.45614035087719296
448614,2018,446308,92,148,0.6216216216216216
448802,2018,571912,722,1386,0.5209235209235209
448855,2018,444489,1164,2306,0.5047701647875108
450203,2018,545358,1224,2688,0.45535714285714285
450212,2018,595751,226,374,0.6042780748663101
450306,2018,608700,996,1555,0.6405144694533762
450665,2018,488671,101,101,1.0
450729,2018,455139,806,1116,0.7222222222222222
451584,2018,455104,581,1110,0.5234234234234234
451596,2018,643396,901,1676,0.5375894988066826
451661,2018,518735,480,578,0.8304498269896193
452657,2018,575929,3125,3125,1.0
453172,2018,571466,850,1141,0.7449605609114811
453178,2018,521692,1166,2065,0.5646489104116222
453192,2018,543228,416,592,0.7027027027027027
453214,2018,543877,635,827,0.7678355501813785
453265,2018,457763,572,971,0.5890834191555098
453281,2018,572287,1689,2452,0.6888254486133768
453284,2018,455117,534,1150,0.4643478260869565
453286,2018,446308,1783,3503,0.5089922923208678
453329,2018,488671,735,1421,0.5172413793103449
453343,2018,457763,343,662,0.5181268882175226
453344,2018,575929,438,488,0.8975409836065574
453385,2018,595978,1333,2390,0.5577405857740586
453562,2018,595751,1700,2760,0.6159420289855072
455119,2018,455139,454,708,0.6412429378531074
456034,2018,543877,1498,2716,0.5515463917525774
456068,2018,553882,169,258,0.6550387596899225
456124,2018,444489,45,45,1.0
456501,2018,457763,639,794,0.8047858942065491
456696,2018,571466,653,979,0.6670071501532175
456701,2018,571466,1488,1823,0.816236972024136
456713,2018,455139,291,414,0.7028985507246377
457429,2018,444489,128,236,0.5423728813559322
457754,2018,543228,104,139,0.7482014388489209
457915,2018,592663,482,595,0.8100840336134454
457918,2018,431145,1488,3051,0.48770894788593905
458006,2018,444489,450,676,0.665680473372781
458584,2018,553882,230,595,0.3865546218487395
458677,2018,575929,711,1037,0.6856316297010607
458681,2018,641598,1258,2948,0.42672998643147897
458690,2018,456078,332,836,0.39712918660287083
458708,2018,543228,727,1189,0.6114381833473507
458924,2018,467092,173,539,0.3209647495361781
459429,2018,455104,485,865,0.5606936416184971
460060,2018,571466,29,29,1.0
460077,2018,521692,24,24,1.0
460269,2018,553902,29,48,0.6041666666666666
460283,2018,608700,411,781,0.5262483994878361
460576,2018,605421,21,21,1.0
461325,2018,431145,576,1158,0.49740932642487046
461829,2018,446308,1382,3030,0.4561056105610561
461833,2018,454560,185,566,0.32685512367491165
461865,2018,571679,30,64,0.46875
461872,2018,608700,336,489,0.6871165644171779
462136,2018,571912,1637,2500,0.6548
462382,2018,455117,418,1020,0.40980392156862744
462480,2018,431145,28,56,0.5
462515,2018,435559,57,99,0.5757575757575758
465657,2018,553882,325,1053,0.30864197530864196
465753,2018,595751,18,32,0.5625
467008,2018,575929,709,883,0.8029445073612684
467055,2018,460026,11,11,1.0
467100,2018,553869,1275,2544,0.5011792452830188
468396,2018,543228,31,31,1.0
468504,2018,456124,1821,3018,0.6033797216699801
471911,2018,543228,2418,2982,0.8108651911468813
472610,2018,595751,388,767,0.5058670143415906
473879,2018,457763,534,994,0.5372233400402414
474463,2018,518960,743,1203,0.6176226101413134
475054,2018,467092,378,778,0.48586118251928023
475115,2018,607257,781,2512,0.3109076433121019
475857,2018,572287,241,313,0.7699680511182109
476451,2018,571851,629,1384,0.45447976878612717
476454,2018,596142,546,1143,0.4776902887139108
476589,2018,596142,329,993,0.33131923464249746
476594,2018,595978,486,613,0.7928221859706363
477132,2018,518735,1594,2364,0.6742808798646363
477569,2018,571974,293,676,0.4334319526627219
487675,2018,518735,80,127,0.6299212598425197
488671,2018,571974,13,13,1.0
488748,2018,518960,468,683,0.6852122986822841
488768,2018,543376,1918,2659,0.7213238059420835
488786,2018,543510,573,842,0.6805225653206651
488818,2018,460026,16,16,1.0
488846,2018,575929,561,728,0.7706043956043956
488984,2018,595751,656,962,0.681912681912682
489119,2018,456124,1096,1295,0.8463320463320463
489265,2018,467092,534,1130,0.4725663716814159
489334,2018,595978,634,1177,0.5386576040781649
489446,2018,595978,474,1047,0.45272206303724927
489448,2018,456124,44,44,1.0
491646,2018,553882,213,453,0.47019867549668876
491696,2018,467092,14,23,0.6086956521739131
493200,2018,431145,538,1166,0.4614065180102916
493247,2018,435559,295,528,0.5587121212121212
493603,2018,455104,705,1285,0.5486381322957199
500724,2018,455117,73,128,0.5703125
500779,2018,575929,2076,2919,0.71120246659815
500872,2018,456078,79,157,0.5031847133757962
501593,2018,553882,350,838,0.41766109785202865
501625,2018,455117,534,1029,0.5189504373177842
501697,2018,543376,123,151,0.8145695364238411
501789,2018,545358,413,891,0.46352413019079686
501817,2018,455139,263,405,0.6493827160493827
501822,2018,518960,441,649,0.6795069337442219
501925,2018,545358,255,687,0.37117903930131
501957,2018,642082,281,520,0.5403846153846154
501985,2018,455139,1290,2556,0.5046948356807511
502004,2018,465041,264,450,0.5866666666666667
502026,2018,444489,641,1227,0.5224123879380603
502028,2018,455117,111,201,0.5522388059701493
502032,2018,425877,641,984,0.6514227642276422
502042,2018,467092,932,2512,0.37101910828025475
502043,2018,435064,1670,3246,0.514479359211337
502051,2018,435559,37,53,0.6981132075471698
502083,2018,543228,470,780,0.6025641025641025
502085,2018,519222,551,1188,0.46380471380471383
502143,2018,642851,7,7,1.0
502154,2018,519222,167,656,0.2545731707317073
502171,2018,543376,878,2454,0.35778321108394456
502188,2018,457763,461,806,0.5719602977667494
502190,2018,543302,890,2807,0.3170644816530103
502202,2018,571974,369,991,0.37235116044399597
502212,2018,455139,476,778,0.6118251928020566
502239,2018,518960,1107,1791,0.6180904522613065
502327,2018,607345,713,1974,0.36119554204660587
502381,2018,425877,148,207,0.714975845410628
502522,2018,571851,320,889,0.35995500562429694
502593,2018,431145,302,790,0.3822784810126582
502624,2018,444489,1765,2602,0.6783243658724059
502706,2018,460026,1765,2932,0.6019781718963165
502748,2018,545358,646,1156,0.5588235294117647
503285,2018,543376,172,336,0.5119047619047619
503449,2018,521692,347,603,0.5754560530679934
504379,2018,572287,505,765,0.6601307189542484
506433,2018,575929,740,740,1.0
516472,2018,593993,32,32,1.0
516969,2018,521692,201,696,0.28879310344827586
517008,2018,572287,498,1093,0.4556267154620311
517414,2018,488671,88,210,0.41904761904761906
518397,2018,518735,629,976,0.6444672131147541
518445,2018,543510,66,127,0.5196850393700787
518452,2018,455104,938,1936,0.484504132231405
518489,2018,506702,294,486,0.6049382716049383
518516,2018,457763,1190,2062,0.577109602327837
518553,2018,575929,926,1170,0.7914529914529914
518566,2018,593993,203,571,0.3555166374781086
518586,2018,452095,10,10,1.0
518614,2018,571974,23,43,0.5348837209302325
518617,2018,455139,487,1019,0.47791952894995093
518633,2018,521692,1764,2788,0.6327116212338594
518693,2018,435559,432,895,0.48268156424581005
518715,2018,457763,294,952,0.3088235294117647
518748,2018,460077,104,311,0.33440514469453375
518774,2018,571466,1689,2541,0.6646989374262101
518813,2018,506747,248,826,0.30024213075060535
518858,2018,553882,286,515,0.5553398058252427
518875,2018,600474,238,742,0.32075471698113206
518883,2018,518960,38,49,0.7755102040816326
518886,2018,506702,565,1111,0.5085508550855086
519008,2018,571974,482,1078,0.44712430426716143
519043,2018,455139,1187,1796,0.660913140311804
519096,2018,543228,637,938,0.6791044776119403
519141,2018,543877,611,1449,0.42167011732229126
519144,2018,506702,3012,3096,0.9728682170542635
519151,2018,641598,410,1118,0.3667262969588551
519166,2018,543228,626,751,0.833555259653795
519203,2018,575929,2,2,1.0
519240,2018,572287,82,221,0.37104072398190047
519242,2018,506702,1724,2525,0.6827722772277228
519293,2018,457763,435,829,0.5247285886610374
519294,2018,465041,87,165,0.5272727272727272
519295,2018,572033,9,9,1.0
519301,2018,600474,295,731,0.40355677154582764
519326,2018,457763,420,801,0.5243445692883895
519381,2018,518735,190,228,0.8333333333333334
519393,2018,543877,103,213,0.4835680751173709
519443,2018,506702,290,648,0.44753086419753085
519455,2018,543510,1638,2076,0.7890173410404624
520980,2018,518735,680,980,0.6938775510204082
521230,2018,518960,403,448,0.8995535714285714
521655,2018,467092,325,845,0.38461538461538464
523260,2018,543877,539,1176,0.4583333333333333
525768,2018,600474,151,371,0.40700808625336926
527048,2018,455139,995,1408,0.7066761363636364
527054,2018,435559,1594,2814,0.566453447050462
527055,2018,435559,285,644,0.44254658385093165
532077,2018,455117,184,531,0.3465160075329567
533167,2018,593993,139,499,0.2785571142284569
534606,2018,488771,5,5,1.0
534812,2018,571466,116,176,0.6590909090909091
541640,2018,572287,601,753,0.798140770252324
541650,2018,456124,37,72,0.5138888888888888
541652,2018,553882,405,620,0.6532258064516129
542289,2018,518735,67,67,1.0
542432,2018,435559,98,163,0.6012269938650306
542881,2018,455104,2082,2857,0.7287364368218411
542882,2018,467092,558,1362,0.40969162995594716
542888,2018,572287,149,208,0.7163461538461539
542914,2018,575929,186,244,0.7622950819672131
542924,2018,547379,81,118,0.6864406779661016
542946,2018,518960,13,13,1.0
542947,2018,543376,202,456,0.44298245614035087
542960,2018,543376,377,1167,0.32305055698371893
543001,2018,606988,268,425,0.6305882352941177
543022,2018,575929,1376,1954,0.7041965199590583
543031,2018,592407,238,341,0.6979472140762464
543037,2018,545358,1549,3257,0.47559103469450414
