Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid,Name
TEX,Rangers,109,391,454,88,59,16,0,13,48,49,56,2,112,4,3,0,8,3,2,0.225064,0.325991,0.365729,0.69172,0.307099,0.123348,0.246696,0.5,0.140665,2.34862,0.27881,,,51.448,-2.19559,0.0,-0.991431,-0.991431,0.166119,-2.3302555084228516,-11.67695426940918,97.498,450.5,4.133027522,450.5,4.133027522,999.0,0.90066225,OF,/players/andrew-mccutchen/9847/stats/batting,13.0,AL,Andrew McCutchen,457705,9847,9847,Andrew McCutchen
STL,Cardinals,116,421,453,100,75,18,0,7,51,47,16,1,96,8,2,6,11,10,4,0.23753,0.277405,0.330166,0.607571,0.267102,0.0353201,0.211921,0.166667,0.0926366,4.4787,0.290625,,,36.6241,-16.9014,0.9,-0.285033,-0.285033,0.165598,-16.012794613838196,2.5644620656967163,70.7063,336.8,2.903448275,336.8,2.903448275,999.0,0.0,2B/3B,/players/dakota-harris/sa3022431/stats/batting,28.0,NL,Dakota Harris,703766,sa3022431,sa3022431,Dakota Harris
CHW,White Sox,131,470,523,108,74,21,4,9,61,51,45,1,104,4,3,1,6,8,6,0.229787,0.300766,0.348936,0.649702,0.287097,0.0860421,0.198853,0.432692,0.119149,4.99726,0.275,,,50.7739,-11.0225,-5.6,-1.66251,-1.66251,0.164232,-12.7229243516922,-3.6783361434936523,82.0569,448.5,3.423664122,448.5,3.423664122,999.0,0.0,OF,/players/tristan-peters/30063/stats/batting,4.0,AL,Tristan Peters,671976,30063,30063,Tristan Peters
ATL,Braves,116,340,376,82,53,13,0,16,37,52,29,2,90,3,4,0,11,1,0,0.241176,0.303191,0.420588,0.72378,0.311438,0.0771277,0.239362,0.322222,0.179412,1.82424,0.277311,,,43.9337,-0.493589,-3.0,-0.347939,-0.347939,0.159983,-1.034475415945053,-9.90770149230957,98.4594,405.2,3.493103448,405.2,3.493103448,999.0,0.0754717,1B,/players/rowdy-tellez/15679/stats/batting,16.0,NL,Rowdy Tellez,642133,15679,15679,Rowdy Tellez
CHC,Cubs,77,228,244,46,29,10,0,7,26,27,10,0,71,1,2,3,5,3,1,0.201754,0.236515,0.337719,0.574234,0.248995,0.0409836,0.290984,0.140845,0.135965,4.02403,0.256579,,,16.1399,-12.6906,1.2,-0.0735843,-0.0735843,0.159944,-12.23486015200615,5.682657480239868,57.9472,160.3,2.081818181,160.3,2.081818181,999.0,0.03225806,C,/players/christian-bethancourt/10028/stats/batting,17.0,NL,Christian Bethancourt,542194,10028,10028,Christian Bethancourt
CLE,Guardians,75,239,280,41,25,10,1,5,25,23,34,0,95,3,2,2,4,1,1,0.171548,0.280576,0.284519,0.565094,0.259095,0.121429,0.339286,0.357895,0.112971,3.09675,0.255319,,,20.8172,-12.2669,-0.8,-0.618821,-0.618821,0.15899,-12.430238723754883,4.344032943248749,64.2092,182.4,2.432,182.4,2.432,999.0,0.0,C,/players/dom-nunez/15055/stats/batting,5.0,AL,Dom Nuñez,624513,15055,15055,Dom Nuñez
CHC,Cubs,119,380,436,81,50,17,1,13,49,44,46,1,116,7,3,0,12,1,0,0.213158,0.307339,0.365789,0.673129,0.298038,0.105505,0.266055,0.396552,0.152632,3.07546,0.267717,,,46.201,-5.31579,-3.3,-0.473371,-0.473371,0.158796,-4.843392610549927,-8.105996370315552,91.5433,411.7,3.459663865,411.7,3.459663865,999.0,0.02684564,OF,/players/michael-conforto/16376/stats/batting,17.0,NL,Michael Conforto,624424,16376,16376,Michael Conforto
TOR,Blue Jays,81,262,297,45,26,10,1,8,33,35,24,0,129,9,1,1,3,3,2,0.171756,0.263514,0.30916,0.572674,0.258249,0.0808081,0.434343,0.186047,0.137405,4.965,0.293651,,,21.8772,-13.2157,-0.6,-0.608533,-0.608533,0.157301,-13.544362604618073,4.856349349021912,63.0457,199.0,2.456790123,199.0,2.456790123,999.0,0.0,C,/players/cj-stubbs/25814/stats/batting,14.0,AL,C.J. Stubbs,667690,25814,25814,C.J. Stubbs
CLE,Guardians,106,404,437,93,62,20,4,7,54,47,22,0,125,8,3,0,1,14,6,0.230198,0.281465,0.351485,0.63295,0.277662,0.0503432,0.286041,0.176,0.121287,6.8119,0.312727,,,39.0772,-12.5577,3.4,-0.264458,-0.264458,0.155241,-12.111209124326706,-1.4170193672180176,76.9991,363.2,3.426415094,363.2,3.426415094,999.0,0.0,OF,/players/esteban-gonzlez/sa3015535/stats/batting,5.0,AL,Esteban González,691416,sa3015535,sa3015535,Esteban González
TBR,Rays,79,279,320,59,33,12,2,12,38,41,36,0,117,4,1,0,4,4,2,0.21147,0.309375,0.397849,0.707224,0.311072,0.1125,0.365625,0.307692,0.18638,5.0127,0.311258,,,37.2952,-0.515281,0.0,-0.500957,-0.500957,0.15467,-1.2751510739326477,-8.230452537536621,97.9473,332.4,4.207594936,332.4,4.207594936,999.0,0.0,1B,/players/xavier-isaac/sa3020498/stats/batting,12.0,AL,Xavier Isaac,800060,sa3020498,sa3020498,Xavier Isaac
MIA,Marlins,82,306,344,69,47,15,2,5,31,35,28,0,75,7,1,2,2,15,5,0.22549,0.304094,0.336601,0.640695,0.286624,0.0813954,0.218023,0.373333,0.111111,5.71698,0.281938,,,33.2642,-7.382,-3.7,0.411076,0.411076,0.153803,-7.5022057592868805,-2.4360376596450806,80.591,301.8,3.680487804,301.8,3.680487804,999.0,0.0,OF,/players/fenwick-trimble/sa3025202/stats/batting,20.0,NL,Fenwick Trimble,814458,sa3025202,sa3025202,Fenwick Trimble
TBR,Rays,111,386,436,82,54,16,2,10,48,49,43,1,148,4,2,1,7,5,2,0.212435,0.296552,0.341969,0.638521,0.283768,0.0986239,0.33945,0.290541,0.129534,4.61984,0.313043,,,41.1494,-10.3674,5.7,-0.479202,-0.479202,0.153654,-11.199323445558548,-2.309994697570801,79.1387,369.9,3.332432432,369.9,3.332432432,999.0,0.05555556,1B,/players/logan-davidson/25844/stats/batting,12.0,AL,Logan Davidson,669722,25844,25844,Logan Davidson
ARI,Diamondbacks,89,297,334,60,42,13,1,4,32,32,29,0,88,4,3,1,6,3,2,0.20202,0.279279,0.292929,0.572209,0.258296,0.0868263,0.263473,0.329545,0.0909091,3.75616,0.269231,,,24.6152,-14.8495,5.1,-0.71416,-0.71416,0.153255,-15.938225030899048,6.327219128608704,61.5417,219.1,2.461797752,219.1,2.461797752,999.0,0.0,3B/SS,/players/daniel-serretti/sa3019967/stats/batting,15.0,NL,Danny Serretti,681400,sa3019967,sa3019967,Danny Serretti
CHW,White Sox,124,425,467,97,62,21,2,12,50,47,39,1,139,1,2,0,7,9,5,0.228235,0.293362,0.371765,0.665127,0.291022,0.0835118,0.297645,0.280576,0.143529,4.53413,0.307971,,,46.8254,-8.35424,-7.0,-0.914356,-0.914356,0.152642,-9.302419126033783,-5.2840975522994995,84.7604,426.4,3.438709677,426.4,3.438709677,999.0,0.03225806,OF,/players/jarred-kelenic/22558/stats/batting,4.0,AL,Jarred Kelenic,672284,22558,22558,Jarred Kelenic
ATL,Braves,78,255,294,59,37,13,1,8,37,33,34,1,87,3,1,1,2,2,2,0.231373,0.327645,0.384314,0.711959,0.314362,0.115646,0.295918,0.390805,0.152941,3.69018,0.31677,,,35.0503,0.311944,0.0,-0.900957,-0.900957,0.151105,-0.7398815602064133,-7.561728477478027,100.462,303.2,3.887179487,303.2,3.887179487,999.0,0.04444444,OF,/players/ben-gamel/12160/stats/batting,16.0,NL,Ben Gamel,592325,12160,12160,Ben Gamel
,,94,286,319,67,46,12,1,8,34,36,25,0,72,5,1,2,5,5,3,0.234266,0.305994,0.367133,0.673127,0.297779,0.0783699,0.225705,0.347222,0.132867,4.07152,0.285024,,,33.7359,-3.9564,-1.3,-0.730279,-0.730279,0.14905,-4.709784030914307,-4.816313982009888,89.4156,296.0,3.14893617,296.0,3.14893617,999.0,0.07843137,OF,/players/joshua-palacios/19818/stats/batting,-1.0,,Joshua Palacios,641943,19818,19818,Joshua Palacios
LAA,Angels,39,135,157,31,22,7,0,2,15,13,16,0,27,3,3,0,4,3,0,0.22963,0.318471,0.325926,0.644397,0.289694,0.101911,0.171975,0.592593,0.0962963,4.10091,0.266055,,,15.5729,-2.97788,-1.7,0.329331,0.329331,0.148549,-2.8303342163562775,-1.1231334805488586,82.9247,140.4,3.6,140.4,3.6,999.0,0.10714286,3B,/players/anthony-rendon/12861/stats/batting,1.0,AL,Anthony Rendon,543685,12861,12861,Anthony Rendon
CHW,White Sox,124,475,510,111,74,18,1,18,55,67,29,0,178,4,2,0,12,2,0,0.233684,0.282353,0.389474,0.671827,0.292221,0.0568627,0.34902,0.162921,0.155789,3.12979,0.330961,,,51.6334,-8.62698,2.2,-0.306379,-0.306379,0.145191,-8.970305293798447,-7.1694886684417725,85.5864,476.5,3.842741935,476.5,3.842741935,999.0,0.13043478,1B,/players/tim-elko/31522/stats/batting,4.0,AL,Tim Elko,671284,31522,31522,Tim Elko
MIA,Marlins,93,353,374,78,51,16,2,9,46,41,13,0,104,5,1,2,5,7,3,0.220963,0.258065,0.354108,0.612172,0.266504,0.0347594,0.278075,0.125,0.133144,5.94458,0.286307,,,30.0557,-14.1353,2.6,-0.284067,-0.284067,0.144932,-14.996954292058945,3.9741915464401245,66.8081,285.1,3.065591397,285.1,3.065591397,999.0,0.0,SS,/players/echedry-vargas/sa3018565/stats/batting,20.0,NL,Echedry Vargas,800448,sa3018565,sa3018565,Echedry Vargas
NYM,Mets,109,388,434,82,42,20,2,18,47,59,40,1,109,3,3,0,5,5,1,0.21134,0.288018,0.412371,0.70039,0.302717,0.0921659,0.251152,0.366972,0.201031,4.3243,0.242424,,,47.6376,-3.64281,0.0,0.035942,0.035942,0.141502,-1.8893462792038918,-11.162551879882812,96.2571,445.5,4.087155963,445.5,4.087155963,999.0,0.0,3B/OF,/players/jose-rojas/19331/stats/batting,25.0,NL,Jose Rojas,670351,19331,19331,Jose Rojas
SDP,Padres,129,485,552,102,81,15,2,4,46,44,54,0,128,8,2,3,7,8,4,0.210309,0.298725,0.274227,0.572952,0.263554,0.0978261,0.231884,0.421875,0.0639175,3.83434,0.276056,,,43.038,-22.185,-2.4,-0.982109,-0.982109,0.137913,-20.69633638858795,3.6846561431884766,69.8667,368.7,2.858139534,368.7,2.858139534,999.0,0.0,2B/3B/SS,/players/ryan-jackson/sa3025514/stats/batting,29.0,NL,Ryan Jackson,810838,sa3025514,sa3025514,Ryan Jackson
BAL,Orioles,114,386,426,83,45,20,2,16,49,54,32,1,133,5,3,0,10,2,3,0.215026,0.28169,0.401554,0.683245,0.295439,0.0751174,0.312207,0.240602,0.186529,3.68963,0.279167,,,44.2422,-6.09298,-2.0,-1.36329,-1.36329,0.136924,-6.63277542591095,-6.695767402648926,89.5049,405.0,3.552631578,405.0,3.552631578,999.0,0.0,OF,/players/will-robertson/25467/stats/batting,2.0,AL,Will Robertson,683770,25467,25467,Will Robertson
PHI,Phillies,70,239,256,58,38,9,3,8,30,33,11,0,86,3,2,1,4,3,2,0.242678,0.282353,0.405858,0.688211,0.296566,0.0429688,0.335938,0.127907,0.16318,5.69942,0.340136,,,26.8213,-3.42712,0.1,-0.562322,-0.562322,0.135684,-4.466571867465973,-2.721869371831417,87.1322,246.3,3.518571428,246.3,3.518571428,999.0,0.0,OF,/players/raylin-heredia/sa3016826/stats/batting,26.0,NL,Raylin Heredia,699712,sa3016826,sa3016826,Raylin Heredia
MIL,Brewers,83,289,326,63,41,14,3,5,39,35,28,0,77,4,5,0,2,3,0,0.217993,0.291411,0.3391,0.630511,0.278824,0.0858896,0.236196,0.363636,0.121107,5.74337,0.273585,,,29.4592,-9.06021,-2.1,0.118078,0.118078,0.133492,-8.635907635092735,-0.9021750688552856,77.3434,270.2,3.255421686,270.2,3.255421686,999.0,0.0,2B/OF,/players/joshua-adamczewski/sa3023168/stats/batting,23.0,NL,Josh Adamczewski,815304,sa3023168,sa3023168,Josh Adamczewski
TBR,Rays,42,154,170,30,18,7,1,4,19,20,11,1,55,4,1,0,2,5,1,0.194805,0.264706,0.331169,0.595875,0.261449,0.0647059,0.323529,0.2,0.136364,6.69716,0.270833,,,12.9639,-7.12292,4.2,0.379229,0.379229,0.132783,-6.881243169307709,2.326102137565613,63.7637,129.3,3.078571428,129.3,3.078571428,999.0,0.0,OF,/players/ryan-cermak/sa3020204/stats/batting,12.0,AL,Ryan Cermak,688714,sa3020204,sa3020204,Ryan Cermak
PHI,Phillies,97,356,388,90,63,20,1,6,35,44,24,0,88,6,2,0,10,0,0,0.252809,0.309278,0.365169,0.674447,0.297341,0.0618557,0.226804,0.272727,0.11236,1.6961,0.318182,,,40.8949,-4.95033,1.8,-0.613956,-0.613956,0.131918,-6.287438154220581,-5.328160047531128,87.6626,358.1,3.691752577,358.1,3.691752577,999.0,0.0,1B,/players/keaton-anthony/sa3022608/stats/batting,26.0,NL,Keaton Anthony,805704,sa3022608,sa3022608,Keaton Anthony
TBR,Rays,106,400,448,85,57,15,0,13,62,48,41,0,114,2,5,0,3,19,5,0.2125,0.285714,0.3475,0.633214,0.279817,0.0915179,0.254464,0.359649,0.135,5.48624,0.258993,,,40.8447,-12.09,2.1,1.09225,1.09225,0.125415,-11.360197067260742,-2.8382716178894043,76.4167,392.8,3.705660377,392.8,3.705660377,999.0,0.0,3B/OF,/players/macauley-horvath/sa3022885/stats/batting,12.0,AL,Mac Horvath,690991,sa3022885,sa3022885,Mac Horvath
SFG,Giants,73,274,306,60,47,10,2,1,28,24,25,0,45,4,3,0,8,8,3,0.218978,0.29085,0.281022,0.571872,0.259396,0.0816993,0.147059,0.555556,0.0620438,5.3003,0.255411,,,22.8249,-13.3313,-2.0,-0.130279,-0.130279,0.124767,-12.579846024513245,3.6216931343078613,65.6728,205.6,2.816438356,205.6,2.816438356,999.0,0.0,C,/players/onil-perez/sa3015610/stats/batting,30.0,NL,Onil Perez,692366,sa3015610,sa3015610,Onil Perez
SDP,Padres,115,420,479,99,71,20,3,5,44,46,44,1,101,7,4,4,7,4,3,0.235714,0.315789,0.333333,0.649123,0.289915,0.091858,0.210856,0.435644,0.097619,3.81249,0.295597,,,47.5983,-8.99926,-8.4,-1.22735,-1.22735,0.123702,-8.082581520080566,-6.640005469322205,87.9249,408.7,3.553913043,408.7,3.553913043,999.0,0.0,2B,/players/nate-mondou/19563/stats/batting,29.0,NL,Nate Mondou,670148,19563,19563,Nate Mondou
PIT,Pirates,60,192,220,38,28,6,1,3,23,19,18,0,66,5,1,4,8,3,1,0.197917,0.282407,0.286458,0.568866,0.259138,0.0818182,0.3,0.272727,0.0885417,5.15847,0.282258,,,16.3641,-9.6306,0.1,-0.146203,-0.146203,0.122874,-10.258024841547012,4.141739942133427,61.2196,144.0,2.4,144.0,2.4,999.0,0.0,C,/players/wyatt-hendrie/sa3017163/stats/batting,27.0,NL,Wyatt Hendrie,689134,sa3017163,sa3017163,Wyatt Hendrie
CLE,Guardians,84,316,356,69,53,8,5,3,42,31,31,0,69,5,4,0,4,12,3,0.218354,0.294944,0.303797,0.598741,0.269284,0.0870787,0.19382,0.449275,0.085443,7.24438,0.266129,,,29.4126,-12.6515,-0.9,0.583899,0.583899,0.120357,-11.48847621679306,0.4080541133880615,71.228,272.7,3.246428571,272.7,3.246428571,999.0,0.0,OF,/players/nicholas-mitchell/sa3025315/stats/batting,5.0,AL,Nick Mitchell,814455,sa3025315,sa3025315,Nick Mitchell
CHW,White Sox,110,388,426,95,76,12,3,4,48,38,28,0,118,6,1,3,6,19,7,0.244845,0.304965,0.322165,0.627129,0.280578,0.0657277,0.276995,0.237288,0.0773196,6.383,0.340824,,,39.1021,-11.233,-4.0,0.207195,0.207195,0.120257,-11.056702300906181,-2.4347442388534546,77.566,352.0,3.2,352.0,3.2,999.0,0.0,OF,/players/dru-baker/sa3017331/stats/batting,4.0,AL,Dru Baker,681333,sa3017331,sa3017331,Dru Baker
,,71,261,285,62,44,12,3,3,33,29,17,0,52,4,2,1,3,2,1,0.237548,0.292254,0.340996,0.63325,0.279433,0.0596491,0.182456,0.326923,0.103448,5.09164,0.283654,,,25.895,-7.77997,-1.0,-0.438626,-0.438626,0.118835,-8.364847511053085,0.04717814922332764,76.5346,230.3,3.243661971,230.3,3.243661971,999.0,0.0,2B/SS,/players/jose-devers/20540/stats/batting,-1.0,,José Devers,672701,20540,20540,José Devers
MIA,Marlins,80,278,314,56,39,12,2,3,33,32,23,0,84,11,1,1,5,15,4,0.201439,0.28754,0.291367,0.578907,0.263794,0.0732484,0.267516,0.27381,0.0899281,6.72486,0.276042,,,24.5429,-12.5586,-0.6,0.880009,0.880009,0.116774,-12.163557231426239,2.8611992597579956,64.9513,229.3,2.86625,229.3,2.86625,999.0,0.0,2B/SS,/players/chase-jaworsky/sa3022700/stats/batting,20.0,NL,Chase Jaworsky,814172,sa3022700,sa3022700,Chase Jaworsky
STL,Cardinals,117,431,481,90,65,17,0,8,48,46,42,1,160,6,2,0,6,5,1,0.208817,0.286902,0.303944,0.590847,0.265881,0.0873181,0.33264,0.2625,0.0951276,3.42545,0.309434,,,38.4113,-18.4226,0.7,-0.148905,-0.148905,0.116656,-17.325311705470085,2.4673426747322083,69.8704,348.2,2.976068376,348.2,2.976068376,999.0,0.0,OF,/players/chase-davis/sa3022426/stats/batting,28.0,NL,Chase Davis,690971,sa3022426,sa3022426,Chase Davis
LAD,Dodgers,91,324,363,66,45,13,1,7,33,34,34,0,98,3,2,0,9,0,0,0.203704,0.283747,0.314815,0.598561,0.268614,0.0936639,0.269972,0.346939,0.111111,2.01517,0.266968,,,29.7936,-13.0976,-4.2,-0.541337,-0.541337,0.116509,-13.403572380542755,2.468871593475342,70.1038,265.8,2.92087912,265.8,2.92087912,999.0,0.0,C/1B,/players/griffin-lockwood-powell/sa3019303/stats/batting,22.0,NL,Griffin Lockwood-Powell,674976,sa3019303,sa3019303,Griffin Lockwood-Powell
KCR,Royals,110,426,492,100,77,16,3,4,57,43,44,1,58,6,2,14,3,12,2,0.234742,0.313808,0.314554,0.628362,0.282907,0.0894309,0.117886,0.758621,0.0798122,5.86851,0.262295,,,46.0909,-12.0427,-4.7,0.749154,0.749154,0.114336,-12.929399192333221,-2.8922396898269653,76.4114,402.3,3.657272727,402.3,3.657272727,999.0,0.0,2B/OF,/players/javier-vaz/sa3019906/stats/batting,7.0,AL,Javi Vaz,805834,sa3019906,sa3019906,Javi Vaz
,,105,390,429,86,60,16,2,8,45,44,32,0,130,4,3,0,10,6,2,0.220513,0.284382,0.333333,0.617716,0.2738,0.0745921,0.30303,0.246154,0.112821,4.66192,0.305882,,,37.0167,-13.673,5.3,-0.252795,-0.252795,0.109309,-14.272901684045792,0.5711641311645508,72.2718,338.4,3.222857142,338.4,3.222857142,999.0,0.0,2B,/players/coco-montes/21547/stats/batting,,,Coco Montes,663796,21547,21547,Coco Montes
CIN,Reds,100,340,364,73,49,15,1,8,35,40,16,0,104,3,5,0,9,0,0,0.214706,0.252747,0.335294,0.588041,0.255854,0.043956,0.285714,0.153846,0.120588,2.35119,0.27897,,,26.1046,-16.9048,1.7,-0.448914,-0.448914,0.107561,-19.442667305469513,8.387243032455444,55.9734,250.2,2.502,250.2,2.502,999.0,0.0,C,/players/will-banfield/23790/stats/batting,18.0,NL,Will Banfield,677943,23790,23790,Will Banfield
STL,Cardinals,96,347,395,67,53,11,0,3,36,35,28,0,89,12,2,6,10,4,2,0.193084,0.275064,0.25072,0.525785,0.243393,0.0708861,0.225316,0.314607,0.0576369,3.40505,0.249027,,,24.3316,-22.3407,2.6,-0.63299,-0.63299,0.10684,-21.95029306411743,9.856760501861572,54.4655,210.3,2.190625,210.3,2.190625,999.0,0.0,C,/players/samuel-hernandez/sa3020141/stats/batting,28.0,NL,Sammy Hernandez,803679,sa3020141,sa3020141,Sammy Hernandez
SDP,Padres,107,369,414,69,45,20,2,2,30,30,36,0,98,3,5,1,5,5,2,0.186992,0.261501,0.268293,0.529794,0.239833,0.0869565,0.236715,0.367347,0.0813008,4.1121,0.244526,,,24.3051,-24.6122,2.8,-0.373575,-0.373575,0.1067,-23.13266760110855,10.40582013130188,53.6168,226.5,2.116822429,226.5,2.116822429,999.0,0.0,C,/players/ethan-salas/sa3020881/stats/batting,29.0,NL,Ethan Salas,806956,sa3020881,sa3020881,Ethan Salas
,,96,353,389,71,40,16,1,14,38,48,28,1,118,6,1,1,6,1,1,0.201133,0.270619,0.371105,0.641723,0.280204,0.0719794,0.303342,0.237288,0.169972,2.7543,0.256757,,,35.5879,-10.3755,3.4,-0.69144,-0.69144,0.101057,-11.517304360866547,-0.8879189491271973,76.3876,329.4,3.43125,329.4,3.43125,999.0,0.76923077,DH/OF,/players/travis-blankenhorn/18395/stats/batting,-1.0,,Travis Blankenhorn,663905,18395,18395,Travis Blankenhorn
LAA,Angels,113,370,428,74,55,13,2,4,41,32,46,1,121,5,3,4,7,5,2,0.2,0.294811,0.278378,0.57319,0.262067,0.107477,0.28271,0.380165,0.0783784,4.53541,0.282258,,,32.8534,-17.7181,3.4,-0.51221,-0.51221,0.100516,-18.725850641727448,4.972604393959045,63.8939,288.0,2.548672566,288.0,2.548672566,999.0,0.0,2B/3B,/players/yolmer-sanchez/11602/stats/batting,1.0,AL,Yolmer Sánchez,570560,11602,11602,Yolmer Sánchez
,,84,285,315,67,44,14,1,8,24,35,24,0,93,4,2,0,7,1,0,0.235088,0.301587,0.375439,0.677026,0.297528,0.0761905,0.295238,0.258065,0.140351,2.51693,0.317204,,,33.2486,-3.97111,0.7,-0.275321,-0.275321,0.100456,-4.40807631611824,-5.087036907672882,88.9303,297.6,3.542857142,297.6,3.542857142,999.0,0.46875,1B/DH,/players/garrett-cooper/15279/stats/batting,-1.0,,Garrett Cooper,643265,15279,15279,Garrett Cooper
TOR,Blue Jays,120,373,414,73,54,12,1,6,39,34,36,0,154,1,2,2,6,2,1,0.19571,0.26699,0.281501,0.548492,0.24781,0.0869565,0.371981,0.233766,0.0857909,3.37846,0.311628,,,26.9866,-21.9307,4.3,-0.61027,-0.61027,0.0988645,-22.150877118110657,8.863492488861084,55.8546,244.7,2.039166666,244.7,2.039166666,999.0,0.0,SS,/players/joshua-rivera/sa3022590/stats/batting,14.0,AL,Josh Rivera,687069,sa3022590,sa3022590,Josh Rivera
HOU,Astros,119,415,455,88,58,19,4,7,42,43,32,0,138,7,1,0,12,7,6,0.212048,0.279121,0.327711,0.606832,0.269779,0.0703297,0.303297,0.231884,0.115663,4.95119,0.298893,,,37.7747,-15.987,0.9,-1.69747,-1.69747,0.098843,-17.271002173423767,2.571810722351074,70.9596,335.0,2.81512605,335.0,2.81512605,999.0,0.0,2B/3B/SS,/players/pascanel-ferreras/sa3022702/stats/batting,21.0,AL,Pascanel Ferreras,814299,sa3022702,sa3022702,Pascanel Ferreras
KCR,Royals,80,236,267,48,36,9,1,2,30,21,17,0,77,5,3,6,5,4,2,0.20339,0.268199,0.275424,0.543623,0.24544,0.0636704,0.28839,0.220779,0.0720339,5.28093,0.2875,,,16.8907,-14.6574,2.8,-0.401932,-0.401932,0.0972668,-15.947113007307053,7.70520281791687,50.6017,151.4,1.8925,151.4,1.8925,999.0,0.0,C,/players/canyon-brown/sa3025630/stats/batting,7.0,AL,Canyon Brown,701401,sa3025630,sa3025630,Canyon Brown
,,108,282,321,64,50,10,1,3,41,24,30,0,77,3,1,5,3,13,4,0.22695,0.306962,0.301418,0.60838,0.276101,0.0934579,0.239875,0.38961,0.0744681,5.90136,0.300493,,,28.2975,-9.63115,-2.7,0.413992,0.413992,0.0941112,-8.611382633447647,-1.520546793937683,76.1445,251.8,2.331481481,251.8,2.331481481,999.0,0.03571429,2B/OF,/players/tyler-wade/15730/stats/batting,-1.0,,Tyler Wade,642180,15730,15730,Tyler Wade
CHW,White Sox,95,296,337,54,42,7,2,3,35,27,27,0,111,6,2,6,5,5,2,0.182432,0.26284,0.25,0.51284,0.235981,0.0801187,0.329377,0.243243,0.0675676,5.63427,0.277174,,,18.7307,-21.0885,9.5,-0.31416,-0.31416,0.0934989,-21.427021831274033,10.738242268562317,46.8449,169.2,1.781052631,169.2,1.781052631,999.0,0.0,3B/SS,/players/jason-matthews/sa3018152/stats/batting,4.0,AL,Jason Matthews,667240,sa3018152,sa3018152,Jason Matthews
LAD,Dodgers,56,195,209,49,39,8,1,1,20,18,12,0,23,1,1,0,5,0,0,0.251282,0.296651,0.317949,0.614599,0.273068,0.0574163,0.110048,0.521739,0.0666667,2.49702,0.27907,,,17.9096,-6.78536,-2.9,-0.343287,-0.343287,0.0918686,-6.993116945028305,0.9396531581878662,73.1546,156.7,2.798214285,156.7,2.798214285,999.0,0.0,C,/players/nelson-quiroz/sa3009565/stats/batting,22.0,NL,Nelson Quiroz,685716,sa3009565,sa3009565,Nelson Quiroz
LAA,Angels,97,263,300,57,36,13,2,6,33,27,29,1,101,5,2,1,3,6,2,0.21673,0.304348,0.34981,0.654158,0.28996,0.0966667,0.336667,0.287129,0.13308,5.49818,0.322785,,,29.822,-5.62534,-0.1,-0.0745502,-0.0745502,0.0894853,-6.047251231968403,-3.4068783298134804,83.1082,269.5,2.778350515,269.5,2.778350515,999.0,0.0,OF,/players/chris-taylor/13757/stats/batting,1.0,AL,Chris Taylor,621035,13757,13757,Chris Taylor
,,30,90,104,13,10,2,0,1,7,8,8,0,36,3,1,2,1,1,0,0.144444,0.235294,0.2,0.435294,0.206511,0.0769231,0.346154,0.222222,0.0555556,3.52553,0.222222,,,3.29201,-8.99639,4.3,0.0613648,0.0613648,0.0868341,-8.942562393844128,6.210641026496887,26.5442,32.9,1.096666666,32.9,1.096666666,999.0,0.0,C,/players/weston-eberly/sa3022928/stats/batting,-1.0,,Weston Eberly,814440,sa3022928,sa3022928,Weston Eberly
,,75,257,292,45,32,7,0,6,25,30,22,0,95,10,2,1,6,1,0,0.175097,0.264605,0.272374,0.536978,0.246256,0.0753425,0.325342,0.231579,0.0972763,2.59896,0.246835,,,18.6656,-15.8365,3.5,-0.222507,-0.222507,0.0861204,-17.73473708331585,8.86449146270752,49.3984,169.6,2.261333333,169.6,2.261333333,999.0,0.0,C,/players/matheu-nelson/sa3017328/stats/batting,-1.0,,Mat Nelson,680756,sa3017328,sa3017328,Mat Nelson
PHI,Phillies,73,272,294,61,46,9,1,5,30,31,16,0,68,5,1,0,4,1,1,0.224265,0.278912,0.319853,0.598764,0.266342,0.0544218,0.231293,0.235294,0.0955882,3.21099,0.28,,,23.588,-11.1503,-2.0,-0.651829,-0.651829,0.0848812,-12.350111722946167,3.4012346267700195,66.4277,210.5,2.883561643,210.5,2.883561643,999.0,0.0,C,/players/caleb-ricketts/sa3019917/stats/batting,26.0,NL,Caleb Ricketts,681080,sa3019917,sa3019917,Caleb Ricketts
ATL,Braves,73,250,272,51,35,10,0,6,23,24,19,0,73,1,2,0,6,1,0,0.204,0.261029,0.316,0.577029,0.255472,0.0698529,0.268382,0.260274,0.112,2.34864,0.260116,,,19.4223,-12.7166,-0.2,-0.163092,-0.163092,0.0843685,-13.019223645329475,4.797060772776604,60.1207,182.9,2.505479452,182.9,2.505479452,999.0,0.0,C,/players/chadwick-tromp/16953/stats/batting,16.0,NL,Chadwick Tromp,644433,16953,16953,Chadwick Tromp
