Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid,Name
HOU,Astros,113,404,473,117,67,24,1,25,65,73,58,9,83,6,5,0,8,2,1,0.289604,0.382664,0.539604,0.922268,0.387723,0.122622,0.175476,0.698795,0.25,2.65707,0.305648,,,84.5633,28.6747,0.0,-0.814922,-0.814922,3.31585,28.289646863937378,-12.165637969970703,152.207,754.5,6.67699115,754.5,6.67699115,33.38999938964844,0.72093023,DH/OF,/players/yordan-alvarez/19556/stats/batting,21.0,AL,Yordan Alvarez,670541,19556,19556,Yordan Alvarez
MIL,Brewers,152,547,610,144,102,25,3,14,80,70,55,1,125,1,4,3,9,28,6,0.263254,0.329489,0.396709,0.726199,0.317893,0.0901639,0.204918,0.44,0.133455,6.04257,0.315534,,,74.4722,2.39598,4.7,2.10643,2.10643,3.30525,5.075416803359985,6.941328525543213,104.107,685.0,4.506578947,685.0,4.506578947,48.18000030517578,0.0,2B,/players/brice-turang/22186/stats/batting,23.0,NL,Brice Turang,668930,22186,22186,Brice Turang
BOS,Red Sox,149,543,584,142,90,31,4,17,82,77,27,0,127,8,4,2,9,21,7,0.26151,0.304124,0.427256,0.73138,0.315546,0.0462329,0.217466,0.212598,0.165746,6.4803,0.310174,,,70.1853,1.18119,11.1,0.50817,0.50817,3.3035,-1.0641318559646606,13.245796918869019,97.7157,650.0,4.362416107,650.0,4.362416107,125.02999877929688,0.0,OF,/players/ceddanne-rafaela/24262/stats/batting,3.0,AL,Ceddanne Rafaela,678882,24262,24262,Ceddanne Rafaela
MIL,Brewers,152,583,632,160,96,38,4,22,91,94,38,2,129,3,6,2,13,22,7,0.274443,0.319048,0.466552,0.7856,0.335199,0.0601266,0.204114,0.294574,0.19211,6.19532,0.315068,,,86.038,11.3623,5.5,0.642153,0.642153,3.28957,12.598174095153809,-1.4664902687072754,115.962,798.0,5.25,798.0,5.25,19.3799991607666,0.01290323,OF,/players/jackson-chourio/28806/stats/batting,23.0,NL,Jackson Chourio,694192,28806,28806,Jackson Chourio
ARI,Diamondbacks,100,327,368,91,65,16,1,9,43,45,35,2,64,3,3,0,11,3,2,0.278287,0.350543,0.415902,0.766446,0.334137,0.0951087,0.173913,0.546875,0.137615,3.34385,0.319066,,,49.7809,6.29889,7.8,-0.885804,-0.885804,3.25363,5.000363290309906,14.560729026794434,113.496,433.4,4.334,433.4,4.334,181.22000122070312,0.09803922,C,/players/gabriel-moreno/22664/stats/batting,15.0,NL,Gabriel Moreno,672515,22664,22664,Gabriel Moreno
PIT,Pirates,141,497,569,120,68,23,4,25,77,75,63,4,172,4,5,0,7,32,5,0.241449,0.328647,0.454728,0.783375,0.335854,0.110721,0.302285,0.366279,0.21328,7.07249,0.311475,,,77.7643,10.5326,-2.2,3.48759,3.48759,3.23219,12.775579929351807,-0.10931801795959473,113.773,747.3,5.3,747.3,5.3,92.93000030517578,0.02439024,SS/OF,/players/oneil-cruz/21711/stats/batting,27.0,NL,Oneil Cruz,665833,21711,21711,Oneil Cruz
NYY,Yankees,146,450,529,99,56,17,1,25,71,69,70,0,132,5,2,2,7,6,2,0.22,0.330171,0.428889,0.75906,0.33251,0.132325,0.249527,0.530303,0.208889,3.82154,0.250847,,,70.8612,8.35578,2.4,-0.483854,-0.483854,3.19769,8.697406142950058,4.343709707260132,114.726,625.2,4.28219178,625.2,4.28219178,253.82000732421875,0.0,OF,/players/trent-grisham/18564/stats/batting,9.0,AL,Trent Grisham,663757,18564,18564,Trent Grisham
CHC,Cubs,143,529,603,138,80,27,4,27,75,89,65,2,151,3,6,0,10,7,4,0.26087,0.341625,0.480151,0.821776,0.351868,0.107794,0.250415,0.430464,0.219282,4.33977,0.310924,,,90.251,19.0019,-1.8,-1.20191,-1.20191,3.14275,19.108036160469055,-8.4468252658844,128.418,804.8,5.627972027,804.8,5.627972027,113.43000030517578,0.60571429,DH/OF,/players/seiya-suzuki/30116/stats/batting,17.0,NL,Seiya Suzuki,673548,30116,30116,Seiya Suzuki
CHC,Cubs,132,494,571,120,75,25,1,19,72,71,64,2,82,8,5,0,14,2,1,0.242915,0.336252,0.412955,0.749208,0.327635,0.112084,0.143608,0.780488,0.17004,2.91976,0.253769,,,74.2272,6.75911,2.1,-0.96676,-0.96676,3.09194,7.030951082706451,4.198030471801758,111.818,651.8,4.937878787,651.8,4.937878787,119.16999816894531,0.02597403,3B,/players/alex-bregman/17678/stats/batting,17.0,NL,Alex Bregman,608324,17678,17678,Alex Bregman
ATL,Braves,152,570,656,142,79,33,1,29,84,90,77,4,159,5,4,0,14,1,0,0.249123,0.341463,0.463158,0.804621,0.346292,0.117378,0.242378,0.484277,0.214035,2.44319,0.292746,,,95.2139,17.7025,3.9,-0.836463,-0.836463,3.08947,16.52939134836197,-8.151733875274658,122.336,847.1,5.573026315,847.1,5.573026315,48.0099983215332,0.0,1B,/players/matt-olson/14344/stats/batting,16.0,NL,Matt Olson,621566,14344,14344,Matt Olson
SDP,Padres,131,481,536,128,91,25,1,11,60,54,44,2,98,5,6,0,13,14,2,0.266112,0.330224,0.390852,0.721076,0.315069,0.0820896,0.182836,0.44898,0.12474,4.75445,0.309524,,,64.2088,0.87631,2.1,1.06993,1.06993,3.08791,4.345410585403442,8.008289337158203,105.156,585.4,4.46870229,585.4,4.46870229,237.1999969482422,0.05263158,SS,/players/xander-bogaerts/12161/stats/batting,29.0,NL,Xander Bogaerts,593428,12161,12161,Xander Bogaerts
HOU,Astros,135,462,540,110,66,21,1,22,60,74,62,0,94,13,3,0,12,0,1,0.238095,0.342593,0.430736,0.773329,0.339257,0.114815,0.174074,0.659574,0.192641,1.77401,0.252149,,,75.2926,11.4875,-1.2,-1.34035,-1.34035,3.07078,10.637864708900452,0.784126877784729,118.82,649.6,4.811851851,649.6,4.811851851,243.60000610351562,0.11347518,3B,/players/isaac-paredes/20036/stats/batting,21.0,AL,Isaac Paredes,670623,20036,20036,Isaac Paredes
SFG,Giants,152,572,663,146,82,33,1,30,89,92,81,11,160,6,4,0,15,2,1,0.255245,0.351433,0.473776,0.825209,0.351403,0.122172,0.241327,0.50625,0.218531,2.70689,0.300518,,,98.9812,20.6426,-1.5,-1.05258,-1.05258,3.05625,21.50055682659149,-13.68033504486084,128.701,891.0,5.861842105,891.0,5.861842105,61.619998931884766,0.71641791,3B,/players/rafael-devers/17350/stats/batting,30.0,NL,Rafael Devers,646240,17350,17350,Rafael Devers
SEA,Mariners,138,487,555,129,91,26,1,11,66,58,52,2,82,11,4,1,7,4,3,0.264887,0.34657,0.390144,0.736714,0.324935,0.0936937,0.147748,0.634146,0.125257,3.20115,0.296482,,,70.9309,5.35334,0.3,-1.43201,-1.43201,3.04577,8.321815848350525,2.3392415642738342,114.911,608.1,4.406521739,608.1,4.406521739,268.5799865722656,0.01388889,2B/OF,/players/brendan-donovan/24679/stats/batting,11.0,AL,Brendan Donovan,680977,24679,24679,Brendan Donovan
TOR,Blue Jays,135,467,521,118,84,21,2,11,60,60,30,2,90,17,4,3,9,19,4,0.252677,0.318533,0.376874,0.695406,0.305491,0.0575816,0.172745,0.333333,0.124197,5.67955,0.289189,,,58.3604,-3.19975,7.1,1.31031,1.31031,3.00615,-1.398544192314148,12.842945098876953,95.5886,535.4,3.965925925,535.4,3.965925925,412.2200012207031,0.0,2B,/players/andres-gimenez/19950/stats/batting,14.0,AL,Andrés Giménez,665926,19950,19950,Andrés Giménez
CHC,Cubs,147,515,586,131,74,27,3,27,82,86,59,2,144,9,3,0,6,4,0,0.254369,0.33959,0.475728,0.815319,0.350648,0.100683,0.245734,0.409722,0.221359,4.55074,0.299712,,,87.1263,17.8859,1.6,-0.124234,-0.124234,3.00364,19.0327575430274,-9.165726065635681,127.583,779.4,5.302040816,779.4,5.302040816,106.45999908447266,0.0104712,1B,/players/michael-busch/26319/stats/batting,17.0,NL,Michael Busch,683737,26319,26319,Michael Busch
NYM,Mets,133,519,582,125,84,22,2,17,80,70,54,1,96,4,5,0,6,8,2,0.240848,0.314433,0.38921,0.703643,0.308102,0.0927835,0.164948,0.5625,0.148362,4.76591,0.262774,,,66.4272,-2.34056,7.9,-0.149871,-0.149871,2.98841,-0.18721697479486465,10.038448095321655,99.9459,599.6,4.508270676,599.6,4.508270676,266.25,0.0,2B/SS,/players/marcus-semien/12533/stats/batting,25.0,NL,Marcus Semien,543760,12533,12533,Marcus Semien
MIN,Twins,129,436,508,105,52,25,3,25,65,72,56,1,159,14,2,0,5,5,2,0.240826,0.344488,0.483945,0.828433,0.357032,0.110236,0.312992,0.352201,0.243119,4.53893,0.314961,,,78.1624,18.1383,0.1,-0.617837,-0.617837,2.98489,17.183865249156952,-5.499647043645382,129.732,690.5,5.352713178,690.5,5.352713178,340.5899963378906,0.11450382,OF,/players/matt-wallner/26466/stats/batting,8.0,AL,Matt Wallner,670242,26466,26466,Matt Wallner
PHI,Phillies,148,507,570,132,94,22,3,13,70,63,52,1,94,3,6,2,6,23,4,0.260355,0.329225,0.392505,0.72173,0.31598,0.0912281,0.164912,0.553191,0.13215,5.83519,0.293103,,,68.7036,1.35373,5.7,1.98488,1.98488,2.97002,2.276257663965225,7.794356107711792,100.431,632.8,4.275675675,632.8,4.275675675,181.44000244140625,0.0,2B,/players/bryson-stott/26294/stats/batting,26.0,NL,Bryson Stott,681082,26294,26294,Bryson Stott
CHC,Cubs,150,551,637,135,79,33,1,22,80,80,77,2,150,5,4,0,9,8,3,0.245009,0.340659,0.428312,0.768972,0.335282,0.120879,0.235479,0.513333,0.183303,3.76544,0.295039,,,86.7617,11.4952,2.6,-0.678218,-0.678218,2.96337,12.198756873607635,-4.421605110168457,117.056,766.0,5.106666666,766.0,5.106666666,184.86000061035156,0.03208556,OF,/players/ian-happ/17919/stats/batting,17.0,NL,Ian Happ,664023,17919,17919,Ian Happ
SEA,Mariners,144,526,585,145,95,29,0,21,68,90,48,6,84,5,6,0,16,18,2,0.275665,0.338462,0.45057,0.789032,0.337778,0.0820513,0.14359,0.571429,0.174905,4.31877,0.290398,,,80.8648,11.7425,1.1,1.84353,1.84353,2.93822,18.224369883537292,-9.647354483604431,123.758,755.1,5.24375,755.1,5.24375,67.45999908447266,0.10810811,1B,/players/josh-naylor/18839/stats/batting,11.0,AL,Josh Naylor,647304,18839,18839,Josh Naylor
BAL,Orioles,112,430,466,110,66,23,2,19,67,64,29,0,107,6,1,0,7,4,2,0.255814,0.311159,0.451163,0.762322,0.328968,0.0622318,0.229614,0.271028,0.195349,4.53996,0.298361,,,61.0822,6.02071,4.7,-0.685804,-0.685804,2.93555,6.235718369483948,6.4122278690338135,112.602,549.7,4.908035714,549.7,4.908035714,646.8400268554688,0.18823529,2B/3B,/players/jordan-westburg/27815/stats/batting,2.0,AL,Jordan Westburg,676059,27815,27815,Jordan Westburg
DET,Tigers,111,392,429,95,60,20,2,13,48,60,28,1,110,7,2,0,10,1,1,0.242347,0.30303,0.403061,0.706092,0.306925,0.0652681,0.25641,0.254545,0.160714,3.14687,0.302583,,,48.5546,-2.13509,9.0,-0.830075,-0.830075,2.93213,-2.992991864681244,16.881393432617188,95.7223,435.7,3.925225225,435.7,3.925225225,254.6199951171875,0.03921569,C,/players/dillon-dingler/27464/stats/batting,6.0,AL,Dillon Dingler,693307,27464,27464,Dillon Dingler
DET,Tigers,149,548,630,142,99,25,1,17,79,69,71,1,112,4,6,1,11,6,3,0.259124,0.344992,0.40146,0.746452,0.328296,0.112698,0.177778,0.633929,0.142336,3.47195,0.294118,,,82.2351,7.79578,-2.0,-1.17064,-1.17064,2.92506,6.584279298782349,0.31481480598449707,110.444,713.2,4.786577181,713.2,4.786577181,261.510009765625,0.09090909,2B,/players/gleyber-torres/16997/stats/batting,6.0,AL,Gleyber Torres,650402,16997,16997,Gleyber Torres
TEX,Rangers,143,544,619,136,87,26,3,20,78,72,59,1,137,11,4,1,7,8,1,0.25,0.333333,0.419118,0.752451,0.328804,0.095315,0.221325,0.430657,0.169118,4.75296,0.296675,,,81.0546,7.91498,4.8,0.160621,0.160621,2.9192,9.243747562170029,-2.0231919288635254,112.45,720.5,5.038461538,720.5,5.038461538,145.4600067138672,0.04081633,OF,/players/brandon-nimmo/12927/stats/batting,13.0,AL,Brandon Nimmo,607043,12927,12927,Brandon Nimmo
LAD,Dodgers,149,536,589,138,84,29,2,23,73,81,36,0,132,10,6,1,9,9,4,0.257463,0.312925,0.447761,0.760686,0.327505,0.0611205,0.224109,0.272727,0.190299,4.37557,0.297158,,,76.5052,6.9103,0.1,-0.696287,-0.696287,2.91083,6.595951795578003,2.264168120920658,110.446,692.4,4.646979865,692.4,4.646979865,133.4199981689453,0.0,OF,/players/andy-pages/24816/stats/batting,22.0,NL,Andy Pages,681624,24816,24816,Andy Pages
WSN,Nationals,152,573,630,146,91,31,5,19,89,73,38,2,119,14,4,1,6,31,6,0.254799,0.314785,0.425829,0.740614,0.32017,0.0603175,0.188889,0.319328,0.17103,7.28928,0.289294,,,78.0788,3.63942,-6.2,2.81206,2.81206,2.88452,6.4948225021362305,0.7444448471069336,104.932,739.7,4.866447368,739.7,4.866447368,65.0,0.00555556,SS,/players/cj-abrams/25768/stats/batting,24.0,NL,CJ Abrams,682928,25768,25768,CJ Abrams
PHI,Phillies,128,476,550,129,75,31,0,23,73,77,66,7,119,4,4,0,11,9,3,0.271008,0.361818,0.481092,0.842911,0.360105,0.12,0.216364,0.554622,0.210084,3.4238,0.313609,,,85.9968,21.0101,0.2,-0.339583,-0.339583,2.86825,19.645438581705093,-9.904350087046623,130.658,771.2,6.025,771.2,6.025,47.900001525878906,0.02339181,OF,/players/bryce-harper/11579/stats/batting,26.0,NL,Bryce Harper,547180,11579,11579,Bryce Harper
ATH,Athletics,139,510,584,132,71,29,1,31,91,101,68,3,161,3,3,0,3,2,1,0.258824,0.347603,0.501961,0.849564,0.362847,0.116438,0.275685,0.42236,0.243137,3.12541,0.314642,,,92.613,23.6089,-2.4,-0.92715,-0.92715,2.84976,20.875782668590546,-13.12898302078247,131.676,824.4,5.930935251,824.4,5.930935251,19.8700008392334,0.03246753,1B,/players/nick-kurtz/35110/stats/batting,10.0,AL,Nick Kurtz,701762,35110,35110,Nick Kurtz
HOU,Astros,145,541,574,146,98,26,2,20,63,75,25,1,100,3,5,0,19,1,1,0.269871,0.303136,0.436229,0.739365,0.317112,0.043554,0.174216,0.25,0.166359,2.5852,0.295775,,,69.713,1.89048,-4.0,-1.03473,-1.03473,2.83252,1.3774034976959229,6.545267105102539,103.565,634.5,4.375862068,634.5,4.375862068,113.04000091552734,0.17073171,C,/players/yainer-diaz/23003/stats/batting,21.0,AL,Yainer Diaz,673237,23003,23003,Yainer Diaz
MIA,Marlins,132,506,566,143,114,21,4,4,68,49,49,1,77,2,4,5,6,26,6,0.282609,0.345811,0.363636,0.709447,0.3143,0.0865724,0.136042,0.636364,0.0810277,6.06922,0.324009,,,67.4495,0.572205,5.4,1.66022,1.66022,2.83029,1.3582867681980133,7.479659080505371,99.5499,601.7,4.558333333,601.7,4.558333333,182.42999267578125,0.01694915,2B/SS,/players/xavier-edwards/22266/stats/batting,20.0,NL,Xavier Edwards,669364,22266,22266,Xavier Edwards
STL,Cardinals,121,461,526,117,87,18,2,10,66,64,52,1,86,10,3,0,7,13,2,0.253796,0.340304,0.366594,0.706899,0.314925,0.0988593,0.163498,0.604651,0.112798,5.19685,0.290761,,,62.9496,0.798645,5.2,0.803918,0.803918,2.8231,2.9653186202049255,7.132686495780945,103.467,556.9,4.602479338,556.9,4.602479338,999.0,0.0,2B,/players/jj-wetherholt/34985/stats/batting,28.0,NL,JJ Wetherholt,802139,34985,34985,JJ Wetherholt
NYM,Mets,128,426,473,108,70,18,1,19,60,62,41,0,115,4,2,0,8,5,1,0.253521,0.323467,0.434272,0.75774,0.329468,0.0866808,0.243129,0.356522,0.180751,3.87357,0.302721,,,62.1915,6.30295,1.9,-0.16871,-0.16871,2.80092,8.00609576702118,3.6379482746124268,114.582,557.0,4.3515625,557.0,4.3515625,292.9200134277344,0.03225806,3B,/players/brett-baty/26123/stats/batting,25.0,NL,Brett Baty,683146,26123,26123,Brett Baty
TOR,Blue Jays,118,434,495,109,63,25,0,21,56,80,50,6,94,8,3,0,8,1,1,0.251152,0.337374,0.453917,0.791291,0.33922,0.10101,0.189899,0.531915,0.202765,1.67001,0.273292,,,69.0037,10.5156,-1.8,-0.96871,-0.96871,2.77006,10.01327520608902,0.018783092498779297,118.824,619.4,5.249152542,619.4,5.249152542,999.0,0.02631579,3B,/players/kazuma-okamoto/37123/stats/batting,14.0,AL,Kazuma Okamoto,672960,37123,37123,Kazuma Okamoto
CHW,White Sox,124,446,508,111,79,19,1,12,66,55,55,0,132,4,2,1,6,7,2,0.248879,0.335306,0.376682,0.711987,0.316471,0.108268,0.259843,0.416667,0.127803,4.18775,0.325658,,,61.4331,1.40902,-0.8,-0.330066,-0.330066,2.76908,1.042161613702774,8.53274554014206,102.292,533.9,4.305645161,533.9,4.305645161,266.8800048828125,0.18421053,C,/players/kyle-teel/33549/stats/batting,4.0,AL,Kyle Teel,691019,33549,33549,Kyle Teel
WSN,Nationals,152,565,650,148,84,34,3,27,88,93,79,5,192,3,3,0,8,14,6,0.261947,0.353846,0.476106,0.829952,0.35626,0.121538,0.295385,0.411458,0.214159,4.90915,0.346705,,,99.6033,22.8008,0.0,-0.719973,-0.719973,2.76516,22.12553894519806,-16.718107223510742,129.655,889.1,5.849342105,889.1,5.849342105,37.790000915527344,0.18781726,OF,/players/james-wood/29518/stats/batting,24.0,NL,James Wood,695578,29518,29518,James Wood
NYM,Mets,119,392,443,91,53,16,1,21,53,65,43,1,121,6,2,0,13,1,0,0.232143,0.316027,0.438776,0.754803,0.327023,0.0970655,0.273138,0.355372,0.206633,2.86547,0.277778,,,57.3679,5.02406,-2.3,-0.466769,-0.466769,2.7505,6.3104234635829926,5.838594675064087,112.908,516.0,4.336134453,516.0,4.336134453,165.25,0.0462963,C,/players/francisco-alvarez/26121/stats/batting,25.0,NL,Francisco Alvarez,682626,26121,26121,Francisco Alvarez
BAL,Orioles,143,519,595,128,75,26,2,25,74,81,65,0,144,5,6,0,10,5,2,0.246628,0.332773,0.44894,0.781713,0.338475,0.109244,0.242017,0.451389,0.202312,3.60664,0.289326,,,82.5837,12.2799,0.3,-0.776277,-0.776277,2.75021,12.653775334358215,-6.25864189863205,119.151,733.5,5.129370629,733.5,5.129370629,148.42999267578125,0.05641026,OF,/players/taylor-ward/17548/stats/batting,2.0,AL,Taylor Ward,621493,17548,17548,Taylor Ward
TOR,Blue Jays,146,471,505,129,91,26,3,9,63,56,21,1,50,4,4,5,10,6,3,0.273885,0.308,0.399151,0.707151,0.305927,0.0415842,0.0990099,0.42,0.125265,4.64336,0.288462,,,56.747,-2.92263,10.8,-0.787745,-0.787745,2.74276,-3.234567880630493,12.655526399612427,95.8891,506.5,3.469178082,506.5,3.469178082,337.67999267578125,0.0,2B/3B,/players/ernie-clement/20352/stats/batting,14.0,AL,Ernie Clement,676391,20352,20352,Ernie Clement
NYY,Yankees,135,477,541,115,70,17,2,26,72,85,55,2,143,5,3,1,4,28,7,0.24109,0.324074,0.448637,0.772711,0.333555,0.101664,0.264325,0.384615,0.207547,5.97761,0.286174,,,72.9279,9.00455,-5.7,1.88836,1.88836,2.72674,11.737123250961304,-3.712198495864868,115.446,685.7,5.079259259,685.7,5.079259259,19.520000457763672,0.00595238,2B/OF,/players/jazz-chisholm-jr/20454/stats/batting,9.0,AL,Jazz Chisholm Jr.,665862,20454,20454,Jazz Chisholm Jr.
TOR,Blue Jays,122,417,459,95,50,19,3,23,64,71,34,1,113,4,3,1,4,7,3,0.227818,0.290393,0.453237,0.74363,0.317787,0.0740741,0.246187,0.300885,0.22542,5.55141,0.253521,,,55.9977,1.76331,7.3,-0.402898,-0.402898,2.71971,1.7928840816020966,8.986508131027222,104.059,522.3,4.28114754,522.3,4.28114754,192.2100067138672,0.01923077,OF,/players/daulton-varsho/19918/stats/batting,14.0,AL,Daulton Varsho,662139,19918,19918,Daulton Varsho
NYY,Yankees,119,402,452,93,52,21,1,19,49,68,39,0,111,5,6,0,9,5,1,0.231343,0.303097,0.430348,0.733446,0.316482,0.0862832,0.245575,0.351351,0.199005,3.67134,0.266187,,,54.665,1.25767,0.7,-0.0432781,-0.0432781,2.70981,1.9197143763303757,9.003938853740692,103.685,502.7,4.224369747,502.7,4.224369747,246.13999938964844,0.00653595,C,/players/austin-wells/27562/stats/batting,9.0,AL,Austin Wells,669224,27562,27562,Austin Wells
MIA,Marlins,148,550,644,130,82,27,6,15,80,75,75,0,131,8,3,8,6,37,13,0.236364,0.334906,0.389091,0.723997,0.320546,0.11646,0.203416,0.572519,0.152727,6.77521,0.282555,,,80.0101,3.91655,-1.5,0.986999,0.986999,2.68005,3.90894091129303,0.8662550449371338,103.828,714.4,4.827027027,714.4,4.827027027,137.0800018310547,0.01,OF,/players/jakob-marsee/31370/stats/batting,20.0,NL,Jakob Marsee,805300,31370,31370,Jakob Marsee
COL,Rockies,136,483,524,120,77,22,4,17,66,63,32,0,141,3,4,2,11,18,3,0.248447,0.296935,0.416149,0.713084,0.307961,0.0610687,0.269084,0.22695,0.167702,6.51369,0.31307,,,59.7473,-2.16732,15.8,1.63206,1.63206,2.67679,-8.99081563949585,17.725338220596313,82.8953,566.2,4.163235294,566.2,4.163235294,166.25,0.02352941,OF,/players/brenton-doyle/25479/stats/batting,19.0,NL,Brenton Doyle,686668,25479,25479,Brenton Doyle
NYY,Yankees,152,557,614,128,75,31,4,18,72,73,46,0,151,5,4,2,8,22,7,0.229803,0.292484,0.396768,0.689252,0.299707,0.0749186,0.245928,0.304636,0.166966,6.00311,0.280612,,,65.8948,-6.65406,3.2,0.701568,0.701568,2.67171,-4.994372665882111,9.968077421188354,92.1291,616.9,4.058552631,616.9,4.058552631,641.989990234375,0.0,SS,/players/anthony-volpe/27647/stats/batting,9.0,AL,Anthony Volpe,683011,27647,27647,Anthony Volpe
SEA,Mariners,143,513,594,124,88,23,1,12,66,56,69,1,112,5,3,4,8,5,1,0.241715,0.335593,0.360624,0.696217,0.310886,0.116162,0.188552,0.616071,0.118908,3.5198,0.285714,,,69.1397,-1.04597,-4.1,-0.472387,-0.472387,2.66932,3.191339910030365,2.4476189613342285,105.233,595.3,4.162937062,595.3,4.162937062,748.5399780273438,0.00531915,SS,/players/jp-crawford/15491/stats/batting,11.0,AL,J.P. Crawford,641487,15491,15491,J.P. Crawford
COL,Rockies,135,518,558,138,85,32,4,17,68,66,29,0,138,3,4,4,10,7,4,0.266409,0.306859,0.442085,0.748944,0.321768,0.0519713,0.247312,0.210145,0.175676,4.90494,0.3297,,,69.8792,3.94722,7.3,-1.01047,-1.01047,2.65425,-6.067442893981934,13.450793743133545,92.3535,628.3,4.654074074,628.3,4.654074074,209.22999572753906,0.0,SS,/players/ezequiel-tovar/24064/stats/batting,19.0,NL,Ezequiel Tovar,678662,24064,24064,Ezequiel Tovar
DET,Tigers,97,354,405,88,50,22,3,13,57,56,43,0,53,2,5,1,6,7,4,0.248588,0.329208,0.437853,0.767061,0.331883,0.106173,0.130864,0.811321,0.189266,5.05342,0.255973,,,54.0449,6.19099,2.2,-0.865228,-0.865228,2.65067,5.2994964718818665,6.664285898208618,112.915,479.0,4.938144329,479.0,4.938144329,999.0,0.0,3B/SS,/players/kevin-mcgonigle/33572/stats/batting,6.0,AL,Kevin McGonigle,805808,33572,33572,Kevin McGonigle
ATL,Braves,96,320,367,71,40,15,0,16,40,46,36,1,100,9,2,0,10,0,0,0.221875,0.316076,0.41875,0.734826,0.3207,0.0980926,0.27248,0.36,0.196875,1.16621,0.26699,,,45.6418,2.2779,5.4,-0.554541,-0.554541,2.64825,1.5350303649902344,12.142357349395752,104.804,406.5,4.234375,406.5,4.234375,746.0599975585938,0.08235294,C,/players/sean-murphy/19352/stats/batting,16.0,NL,Sean Murphy,669221,19352,19352,Sean Murphy
PHI,Phillies,150,556,666,123,61,20,1,41,96,105,99,5,192,8,3,0,6,6,2,0.221223,0.345345,0.482014,0.82736,0.355161,0.148649,0.288288,0.515625,0.260791,3.53092,0.251534,,,101.461,22.768,0.0,-0.695108,-0.695108,2.64511,20.83159339427948,-17.129629135131836,127.271,908.7,6.058,908.7,6.058,24.690000534057617,0.94554455,DH/OF,/players/kyle-schwarber/16478/stats/batting,26.0,NL,Kyle Schwarber,656941,16478,16478,Kyle Schwarber
MIA,Marlins,150,577,635,141,83,34,1,23,85,81,47,2,129,7,4,0,15,15,3,0.244367,0.307087,0.426343,0.73343,0.316623,0.0740158,0.20315,0.364341,0.181976,5.12901,0.275058,,,76.8697,1.83954,-8.7,0.880222,0.880222,2.64224,1.73905611038208,2.9659318923950195,101.141,715.2,4.768,715.2,4.768,86.8499984741211,0.45783133,C/DH,/players/agustin-ramirez/26546/stats/batting,20.0,NL,Agustín Ramírez,682663,26546,26546,Agustín Ramírez
MIL,Brewers,138,516,571,141,105,22,5,9,73,61,44,1,76,6,3,2,7,17,5,0.273256,0.335677,0.387597,0.723274,0.31782,0.0770578,0.1331,0.578947,0.114341,5.98375,0.304147,,,69.6768,2.20879,9.9,0.335756,0.335756,2.62722,3.080920934677124,3.605907917022705,104.056,618.8,4.484057971,618.8,4.484057971,216.39999389648438,0.00540541,OF,/players/sal-frelick/29622/stats/batting,23.0,NL,Sal Frelick,686217,29622,29622,Sal Frelick
