Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid,Name
SEA,Mariners,10,8,27,28,0,0,,160.7,668,149,75,69,23,148,46,1,6,3.86434,1.21344,8.28874,2.57623,3.21739,1.28811,0.221557,0.0688623,0.15269461274147034,,0.241883,0.283146,0.737101,4.12456,658.8799774169921,4.1000621650864275,644.4999847412109,4.010578699318767,1.92943,1.86197,171.0500030517578,11.0,AL,Luis Castillo,622491,15689,15689,Luis Castillo
HOU,Astros,6,6,22,22,0,0,,123.7,516,107,58,54,18,140,44,0,3,3.92886,1.2207,10.1859,3.20129,3.18182,1.30962,0.271318,0.0852713,0.1860465183854103,,0.228145,0.286174,0.739269,3.90312,554.7799774169923,4.484882709003784,523.4999847412109,4.232012915572267,1.92921,1.79836,999.0,21.0,AL,Tatsuya Imai,837227,37124,37124,Tatsuya Imai
MIN,Twins,6,6,25,27,0,1,,127.7,541,120,64,59,16,115,46,0,3,4.15818,1.29992,8.10493,3.24197,2.5,1.12764,0.212569,0.0850277,0.12754158675670624,,0.243902,0.288089,0.710306,4.11399,523.1799774169924,4.096945888174464,517.4999847412109,4.052466696228331,1.92505,1.49253,664.0399780273438,8.0,AL,Simeon Woods Richardson,680573,24494,24494,Simeon Woods Richardson
STL,Cardinals,10,9,28,29,0,1,,154.0,645,155,72,67,18,111,36,0,3,3.91558,1.24026,6.48701,2.1039,3.08333,1.05195,0.172093,0.055814,0.11627906560897827,,0.255776,0.287212,0.717732,3.9728,624.2000000000003,4.053246753246755,645.0,4.188311688311688,1.92248,2.32258,715.3800048828125,28.0,NL,Michael McGreevy,700241,29869,29869,Michael McGreevy
MIL,Brewers,8,6,23,26,0,1,,116.7,493,91,54,50,14,141,50,0,9,3.85604,1.20823,10.874,3.85604,2.82,1.07969,0.286004,0.10142,0.18458418548107147,,0.209677,0.275986,0.716639,3.79495,563.7799774169922,4.831019641474671,510.49998474121094,4.3744644223737525,1.91331,1.87892,114.13999938964844,23.0,NL,Jacob Misiorowski,694819,31623,31623,Jacob Misiorowski
CHW,White Sox,7,7,28,28,0,0,,141.7,591,119,69,64,17,136,53,1,13,4.06493,1.21383,8.63797,3.36627,2.56604,1.07975,0.230118,0.0896785,0.1404399275779724,,0.226667,0.274194,0.695007,4.17254,604.0799774169923,4.263090969844131,561.4999847412109,3.96259701364924,1.90786,1.85041,245.5399932861328,4.0,AL,Shane Smith,681343,31687,31687,Shane Smith
LAA,Angels,7,8,28,29,0,0,,148.3,649,150,78,72,22,151,57,1,4,4.36952,1.39582,9.16386,3.4592,2.64912,1.33513,0.232666,0.0878274,0.14483821392059326,,0.255102,0.308434,0.732123,4.26123,555.8200225830079,3.7479434332110064,574.5000152587891,3.8739042713187555,1.88945,1.40614,506.57000732421875,1.0,AL,Yusei Kikuchi,579328,20633,20633,Yusei Kikuchi
NYY,Yankees,8,7,27,28,0,1,,138.0,591,128,72,67,18,136,50,0,6,4.36957,1.28986,8.86957,3.26087,2.72,1.17391,0.230118,0.0846024,0.1455160677433014,,0.239252,0.288714,0.693717,4.07717,575.0,4.166666666666667,564.0,4.086956521739131,1.88826,1.19896,285.04998779296875,9.0,AL,Will Warren,701542,30182,30182,Will Warren
BAL,Orioles,9,9,27,27,0,0,,141.3,597,128,71,66,19,140,49,0,8,4.20382,1.25265,8.9172,3.12102,2.85714,1.21019,0.234506,0.082077,0.15242881327867508,,0.237037,0.286089,0.704787,4.11178,588.1200225830078,4.162208137869473,568.5000152587891,4.023354585849153,1.87941,1.49401,186.92999267578125,2.0,AL,Shane Baz,669358,22264,22264,Shane Baz
NYM,Mets,9,8,25,26,0,1,,116.7,501,103,57,53,15,131,48,0,2,4.0874,1.29392,10.1028,3.7018,2.72917,1.15681,0.261477,0.0958084,0.16566866636276245,,0.228381,0.288525,0.723077,3.84636,527.2799774169923,4.518251852661549,504.49998474121094,4.323050539281184,1.87028,1.43038,722.8099975585938,25.0,NL,Jonah Tong,804636,32157,32157,Jonah Tong
ARI,Diamondbacks,10,7,27,27,0,0,,154.0,641,147,70,65,21,132,45,0,2,3.7987,1.24675,7.71429,2.62987,2.93333,1.22727,0.205928,0.0702028,0.13572543114423752,,0.247475,0.285714,0.750308,4.10916,622.1000000000001,4.039610389610391,620.0,4.025974025974026,1.8588,2.78559,284.17999267578125,15.0,NL,Merrill Kelly,518876,11156,11156,Merrill Kelly
ATH,Athletics,7,9,24,24,0,0,,139.3,596,137,74,68,17,113,43,1,10,4.3934,1.29218,7.30079,2.77818,2.62791,1.09835,0.189597,0.0721477,0.11744965612888336,,0.252302,0.290557,0.678617,4.24066,532.5200225830079,3.822828506221544,542.5000152587891,3.8944723860287334,1.85698,1.37555,642.52001953125,10.0,AL,Luis Severino,622663,15890,15890,Luis Severino
WSN,Nationals,8,8,26,29,0,0,,153.3,645,161,78,72,23,115,31,1,6,4.22701,1.25245,6.75147,1.81996,3.70968,1.35029,0.178295,0.048062,0.1302325539290905,,0.264803,0.293617,0.713392,4.3093,551.920022583008,3.600261001930093,586.5000152587891,3.8258317259183117,1.85565,1.79906,709.4099731445312,24.0,NL,Zack Littell,641793,15823,15823,Zack Littell
PIT,Pirates,7,5,17,32,0,1,,108.3,460,104,46,43,11,100,30,1,5,3.57341,1.2373,8.31025,2.49307,3.33333,0.914127,0.217391,0.0652174,0.15217390656471252,,0.244706,0.296178,0.74199,3.57835,494.7200225830078,4.568051788018653,497.50001525878906,4.593721156416109,1.83576,2.17016,239.36000061035156,27.0,NL,Braxton Ashcraft,677952,23793,23793,Braxton Ashcraft
SDP,Padres,8,6,22,23,0,0,,118.7,504,106,54,50,16,125,45,1,6,3.79107,1.27211,9.47768,3.41196,2.77778,1.21314,0.248016,0.0892857,0.158730149269104,,0.233996,0.288462,0.754277,4.07027,502.97997741699226,4.2374051419420935,482.49998474121094,4.064869394660555,1.8259,1.85149,129.55999755859375,29.0,NL,Michael King,650633,19853,19853,Michael King
ARI,Diamondbacks,14,10,30,30,0,0,,175.0,729,159,81,75,23,159,56,0,6,3.85714,1.22857,8.17714,2.88,2.83929,1.18286,0.218107,0.0768176,0.14128944277763367,,0.238381,0.280412,0.733042,4.08942,730.6999999999999,4.175428571428571,708.0,4.045714285714285,1.82535,3.01249,222.69000244140625,15.0,NL,Zac Gallen,668678,19291,19291,Zac Gallen
MIA,Marlins,7,7,26,26,0,0,,109.7,450,93,54,50,15,114,38,0,3,4.1021,1.19417,9.35278,3.11759,3.0,1.23063,0.253333,0.0844444,0.1688888892531395,,0.227384,0.278571,0.7,3.95556,490.4799774169921,4.471102926724844,458.49998474121094,4.179580651743654,1.81152,1.57264,78.6500015258789,20.0,NL,Eury Pérez,691587,27768,27768,Eury Pérez
NYY,Yankees,7,5,19,19,0,0,,115.0,472,101,54,50,16,110,33,0,4,3.91304,1.16522,8.6087,2.58261,3.33333,1.25217,0.233051,0.0699153,0.1631355956196785,,0.232184,0.275081,0.716846,3.99601,500.6,4.35304347826087,476.0,4.139130434782609,1.80345,1.63178,232.89999389648438,9.0,AL,Gerrit Cole,543037,13125,13125,Gerrit Cole
MIA,Marlins,8,7,25,25,0,0,,123.0,531,120,61,56,15,113,42,0,3,4.09756,1.31707,8.26829,3.07317,2.69048,1.09756,0.212806,0.079096,0.13370998948812485,,0.246914,0.293296,0.716312,3.98066,504.70000000000005,4.103252032520325,511.0,4.154471544715447,1.80122,1.71751,999.0,20.0,NL,Robby Snelling,702281,31893,31893,Robby Snelling
TOR,Blue Jays,6,5,19,19,0,1,,103.3,425,97,45,42,13,93,24,0,2,3.65924,1.17135,8.10261,2.091,3.875,1.13262,0.218824,0.0564706,0.16235293447971344,,0.243108,0.286689,0.7393,3.72565,464.32002258300787,4.494869398506825,459.50001525878906,4.448209116010959,1.80045,1.86949,474.0400085449219,14.0,AL,Shane Bieber,669456,19427,19427,Shane Bieber
DET,Tigers,6,6,22,22,0,0,,107.0,448,96,50,46,12,101,36,1,4,3.86916,1.23364,8.49533,3.02804,2.80556,1.00935,0.225446,0.0803571,0.145089291036129,,0.235294,0.284746,0.711806,3.82673,476.6,4.454205607476636,461.0,4.308411214953271,1.7992,1.61673,999.0,6.0,AL,Reese Olson,681857,24968,24968,Reese Olson
BOS,Red Sox,8,7,22,25,0,1,,109.0,470,99,53,49,12,110,40,0,11,4.04587,1.27523,9.08257,3.30275,2.75,0.990826,0.234043,0.0851064,0.1489361748099327,,0.236277,0.292929,0.703764,3.95165,472.5999999999999,4.33577981651376,460.0,4.220183486238532,1.79688,1.61086,266.4800109863281,3.0,AL,Connelly Early,813349,33666,33666,Connelly Early
NYM,Mets,10,8,26,28,0,0,,144.0,619,127,68,63,16,143,56,0,13,3.9375,1.27083,8.9375,3.5,2.55357,1.0,0.231018,0.0904685,0.14054927229881287,,0.230909,0.283887,0.716065,4.03097,617.6000000000001,4.28888888888889,591.0,4.104166666666667,1.7903,2.00204,87.29000091552734,25.0,NL,Nolan McLean,690997,33703,33703,Nolan McLean
TOR,Blue Jays,4,3,25,28,0,1,,108.7,453,88,51,47,12,116,47,0,2,3.89144,1.24195,9.60442,3.89144,2.46809,0.99356,0.256071,0.103753,0.15231788158416748,,0.217822,0.275362,0.71066,3.78831,516.9799774169921,4.7560256847399325,476.49998474121094,4.383624637709031,1.78856,1.54897,194.2899932861328,14.0,AL,Trey Yesavage,702056,35456,35456,Trey Yesavage
TOR,Blue Jays,7,7,22,23,0,1,,129.3,542,119,65,60,19,126,40,0,5,4.17633,1.2297,8.7703,2.78422,3.15,1.32251,0.232472,0.0738007,0.15867159515619278,,0.239437,0.284091,0.70997,4.14055,534.7200225830078,4.135498916956432,520.5000152587891,4.0255220647631145,1.77664,1.40929,250.02000427246094,14.0,AL,Cody Ponce,664074,17920,17920,Cody Ponce
TBR,Rays,10,9,27,27,0,0,,144.3,597,122,70,65,21,142,53,0,8,4.05405,1.21275,8.85655,3.30561,2.67925,1.30977,0.237856,0.0887772,0.14907871931791306,,0.227612,0.270777,0.721154,4.3271,593.3200225830078,4.111711781254742,549.5000152587891,3.8080388332472404,1.75959,1.95704,129.10000610351562,12.0,AL,Ryan Pepiot,686752,26221,26221,Ryan Pepiot
BAL,Orioles,9,10,27,31,0,1,,155.3,674,155,79,73,20,139,54,1,11,4.23052,1.34578,8.05538,3.12943,2.57407,1.15905,0.206231,0.0801187,0.12611276656389236,,0.254516,0.3,0.718232,4.27487,587.2200225830079,3.781197753018082,603.5000152587891,3.8860270663205125,1.74475,1.49753,359.3599853515625,2.0,AL,Chris Bassitt,605135,12304,12304,Chris Bassitt
LAA,Angels,7,7,17,39,0,1,,112.7,476,99,57,53,14,126,39,2,6,4.23248,1.22449,10.0621,3.11446,3.23077,1.11801,0.264706,0.0819328,0.18277312070131302,,0.229698,0.292096,0.684122,3.71189,525.3799774169923,4.661756802515928,502.49998474121094,4.458740003089668,1.73899,1.07441,350.4599914550781,1.0,AL,Reid Detmers,672282,27468,27468,Reid Detmers
MIL,Brewers,7,7,26,27,0,1,,124.0,533,113,63,58,14,111,46,0,9,4.20968,1.28226,8.05645,3.33871,2.41304,1.01613,0.208255,0.0863039,0.12195121496915817,,0.236402,0.280453,0.688666,4.1432,512.5999999999999,4.1338709677419345,499.0,4.024193548387097,1.72122,1.43543,528.2000122070312,23.0,NL,Brandon Sproat,687075,33850,33850,Brandon Sproat
DET,Tigers,7,8,25,25,0,0,,125.3,536,124,63,58,17,111,37,0,5,4.166,1.28492,7.97287,2.65762,3.0,1.22107,0.20709,0.0690299,0.13805970549583435,,0.251012,0.29235,0.714286,4.13274,491.7200225830079,3.9243416648592784,501.50001525878906,4.002394278088197,1.69827,1.43104,289.6499938964844,6.0,AL,Casey Mize,663554,20492,20492,Casey Mize
ATL,Braves,9,9,27,27,0,1,,152.0,649,148,79,73,18,128,50,1,6,4.32237,1.30263,7.57895,2.96053,2.56,1.06579,0.197227,0.0770416,0.12018490582704544,,0.249578,0.290828,0.688657,4.09566,610.5999999999999,4.0171052631578945,618.0,4.065789473684211,1.6942,1.68933,740.5499877929688,16.0,NL,Bryce Elder,693821,27779,27779,Bryce Elder
CHC,Cubs,8,7,25,25,0,0,,137.0,558,126,66,61,24,127,30,0,4,4.0073,1.13869,8.34307,1.9708,4.23333,1.57664,0.227599,0.0537634,0.1738351210951805,,0.240458,0.273458,0.735294,4.30302,543.0000000000001,3.9635036496350375,525.0,3.832116788321168,1.69364,1.89522,157.92999267578125,17.0,NL,Shota Imanaga,684007,33829,33829,Shota Imanaga
STL,Cardinals,8,9,24,31,0,0,,132.0,559,126,64,59,15,114,40,1,6,4.02273,1.25758,7.77273,2.72727,2.85,1.02273,0.203936,0.0715564,0.13237924128770828,,0.245614,0.289062,0.703448,3.93059,554.7000000000002,4.202272727272728,555.0,4.204545454545454,1.69106,1.68576,410.2300109863281,28.0,NL,Matthew Liberatore,669461,22294,22294,Matthew Liberatore
LAA,Angels,5,6,19,19,0,0,,96.3,410,89,49,45,12,101,33,0,4,4.20561,1.26687,9.43925,3.08411,3.06061,1.1215,0.246341,0.0804878,0.16585366427898407,,0.238606,0.296154,0.693916,3.81011,424.6200225830079,4.409345889166689,416.50001525878906,4.325025981929982,1.68918,1.08619,397.1099853515625,1.0,AL,Grayson Rodriguez,680570,24492,24492,Grayson Rodriguez
MIL,Brewers,9,7,23,28,0,0,,143.0,608,133,70,65,17,123,48,0,7,4.09091,1.26573,7.74126,3.02098,2.5625,1.06993,0.202303,0.0789474,0.12335526943206787,,0.240506,0.280872,0.706107,4.11416,584.3,4.0860139860139855,575.0,4.020979020979021,1.66604,1.87947,592.1400146484375,23.0,NL,Quinn Priester,682990,25977,25977,Quinn Priester
SEA,Mariners,7,6,23,23,0,0,,123.3,508,110,59,55,16,109,36,1,5,4.0146,1.1841,7.9562,2.62774,3.02778,1.16788,0.214567,0.0708661,0.14370078593492508,,0.235546,0.274854,0.703883,4.0516,524.6200225830078,4.254825706393432,503.50001525878906,4.083536113518457,1.66058,1.27836,341.6000061035156,11.0,AL,Bryce Miller,682243,29837,29837,Bryce Miller
LAD,Dodgers,5,4,17,24,0,1,,87.3,362,71,42,39,11,100,32,1,5,4.02062,1.17984,10.3093,3.29897,3.125,1.13402,0.276243,0.0883978,0.18784529715776443,,0.218462,0.280374,0.696347,3.75369,419.1200225830079,4.800916471154336,386.50001525878906,4.42726233388152,1.63301,1.20394,111.20999908447266,22.0,NL,Emmet Sheehan,686218,29839,29839,Emmet Sheehan
ATH,Athletics,7,7,19,25,0,0,,106.3,452,92,51,47,14,116,42,0,7,3.9793,1.26058,9.82126,3.55597,2.7619,1.18532,0.256637,0.0929204,0.16371680051088333,,0.228288,0.285714,0.725524,4.04765,460.22002258300796,4.329445055226625,434.50001525878906,4.087488267025069,1.62777,1.5366,409.239990234375,10.0,AL,Jacob Lopez,682052,25098,25098,Jacob Lopez
CHC,Cubs,8,7,25,26,0,0,,124.3,511,108,58,54,16,111,37,0,5,3.9099,1.16653,8.03701,2.679,3.0,1.15849,0.217221,0.072407,0.14481409639120102,,0.230277,0.269006,0.709625,4.03618,538.2200225830079,4.330008120425356,509.50001525878906,4.098954165324003,1.62773,1.90776,177.7100067138672,17.0,NL,Cade Horton,690990,31872,31872,Cade Horton
BAL,Orioles,7,7,24,26,0,1,,125.7,539,120,65,60,17,122,47,1,3,4.29594,1.32856,8.73508,3.36516,2.59574,1.21718,0.226345,0.0871985,0.13914655894041061,,0.245399,0.294286,0.712291,4.14548,507.07997741699216,4.034049242067887,505.49998474121094,4.0214796898472,1.62472,1.11887,999.0,2.0,AL,Cade Povich,700249,30055,30055,Cade Povich
BAL,Orioles,9,9,26,27,0,1,,147.0,623,144,76,70,21,125,47,0,4,4.28571,1.29932,7.65306,2.87755,2.65957,1.28571,0.200642,0.0754414,0.12520063668489456,,0.251748,0.288732,0.711634,4.33242,556.1,3.7829931972789117,563.0,3.8299319727891157,1.6237,1.32344,999.0,2.0,AL,Dean Kremer,665152,19350,19350,Dean Kremer
CHC,Cubs,6,6,15,24,0,8,,99.0,419,88,48,44,12,107,34,0,4,4.0,1.23232,9.72727,3.09091,3.14706,1.09091,0.25537,0.0811456,0.1742243468761444,,0.230971,0.290076,0.703422,3.70079,488.2,4.931313131313131,471.0,4.757575757575758,1.6149,1.23113,733.6500244140625,17.0,NL,Ben Brown,676962,23590,23590,Ben Brown
MIA,Marlins,7,7,20,26,0,1,,122.0,517,130,64,59,16,89,25,0,4,4.35246,1.27049,6.56557,1.84426,3.56,1.18033,0.172147,0.0483559,0.12379110604524612,,0.266393,0.29765,0.686275,4.09415,463.0000000000002,3.7950819672131164,497.0,4.073770491803279,1.60937,1.28284,999.0,20.0,NL,Janson Junk,676083,23301,23301,Janson Junk
BOS,Red Sox,5,4,21,28,0,1,,103.0,434,95,51,47,15,109,30,0,5,4.1068,1.21359,9.52427,2.62136,3.63333,1.31068,0.251152,0.0691244,0.1820276454091072,,0.238095,0.290909,0.711538,3.93125,447.70000000000005,4.346601941747573,437.0,4.242718446601942,1.60641,1.39251,673.0,3.0,AL,Payton Tolle,801139,35466,35466,Payton Tolle
BAL,Orioles,6,6,19,33,0,13,,113.7,501,121,56,52,15,105,36,2,4,4.1161,1.38083,8.31135,2.8496,2.91667,1.18734,0.209581,0.0718563,0.13772454857826233,,0.262473,0.31085,0.742647,4.05862,484.2799774169922,4.259278719571498,515.4999847412109,4.533861025307447,1.60615,1.17376,999.0,2.0,AL,Dietrich Enns,608650,13932,13932,Dietrich Enns
MIL,Brewers,7,7,25,31,0,0,,136.3,578,127,72,67,21,132,45,1,6,4.42406,1.26192,8.71607,2.97139,2.93333,1.38665,0.228374,0.0778547,0.15051903575658798,,0.240987,0.283422,0.701262,4.32369,531.120022583008,3.89669853771994,519.5000152587891,3.8114453677709528,1.59372,1.24683,288.6499938964844,23.0,NL,Chad Patrick,694477,30113,30113,Chad Patrick
TBR,Rays,6,3,1,68,12,12,,65.7,264,50,22,20,5,87,17,2,2,2.73973,1.01979,11.9178,2.32877,5.11765,0.684932,0.329545,0.0643939,0.2651515305042267,,0.204082,0.294118,0.75,2.34366,519.6799774169922,7.909893478783431,488.49998474121094,7.435312137473103,1.58486,1.30353,149.2100067138672,12.0,AL,Griffin Jax,643377,20253,20253,Griffin Jax
KCR,Royals,8,8,27,27,0,0,,141.7,599,137,71,66,20,121,44,0,5,4.19196,1.27735,7.68525,2.79464,2.75,1.27029,0.202003,0.0734558,0.12854758650064468,,0.249091,0.286064,0.718954,4.29957,541.3799774169922,3.820606838931256,543.4999847412109,3.8355680765450657,1.58395,1.83967,298.0,7.0,AL,Noah Cameron,702070,30184,30184,Noah Cameron
COL,Rockies,7,11,26,26,0,0,,135.7,595,155,79,73,20,101,36,1,5,4.84156,1.40752,6.6986,2.38762,2.80556,1.32646,0.169748,0.0605042,0.10924370214343071,,0.279783,0.311778,0.687117,4.46896,434.1799774169922,3.1995577537307853,497.49998474121094,3.666175356886442,1.5791,1.58294,999.0,19.0,NL,Kyle Freeland,607536,16256,16256,Kyle Freeland
NYM,Mets,8,7,25,25,0,1,,127.3,538,109,57,53,15,126,57,0,4,3.74705,1.30401,8.90809,4.02985,2.21053,1.06049,0.234201,0.105948,0.1282527893781662,,0.228512,0.279762,0.751724,4.12492,547.1200225830079,4.297879100290038,514.5000152587891,4.041633958560102,1.57707,2.12468,223.52000427246094,25.0,NL,Kodai Senga,673540,31838,31838,Kodai Senga
ATH,Athletics,8,8,24,26,0,0,,109.0,463,103,54,50,14,98,33,1,6,4.12844,1.24771,8.09174,2.72477,2.9697,1.15596,0.211663,0.0712743,0.14038877189159393,,0.242925,0.285256,0.704467,4.08009,445.6000000000001,4.088073394495414,442.0,4.055045871559633,1.57471,1.4489,999.0,10.0,AL,Gage Jump,695611,sa3034986,sa3034986,Gage Jump
ATL,Braves,7,5,16,35,0,1,,102.0,420,88,42,39,11,105,35,1,2,3.44118,1.20588,9.26471,3.08824,3.0,0.970588,0.25,0.0833333,0.1666666641831398,,0.229765,0.28839,0.752788,3.56651,493.7,4.840196078431372,470.0,4.607843137254902,1.57098,2.07391,302.9100036621094,16.0,NL,Reynaldo López,625643,16400,16400,Reynaldo López
NYM,Mets,6,6,21,21,0,0,,96.0,418,87,49,45,11,105,41,0,6,4.21875,1.33333,9.84375,3.84375,2.56098,1.03125,0.251196,0.0980861,0.1531100496649742,,0.234501,0.298039,0.701599,3.90597,417.90000000000015,4.353125000000001,406.0,4.229166666666667,1.5623,0.963817,999.0,25.0,NL,Tylor Megill,656731,21318,21318,Tylor Megill
TOR,Blue Jays,7,5,14,48,2,13,,108.7,452,100,48,44,14,104,30,1,4,3.64305,1.19595,8.61086,2.4839,3.46667,1.15915,0.230089,0.0663717,0.16371682286262512,,0.239234,0.286667,0.742754,3.83431,540.1799774169922,4.969457153473522,529.4999847412109,4.8712051481780065,1.55005,1.53416,999.0,14.0,AL,Louis Varland,686973,27691,27691,Louis Varland
ATH,Athletics,7,8,22,30,0,1,,120.3,513,111,62,57,16,110,47,0,3,4.26434,1.31338,8.22943,3.51621,2.34043,1.19701,0.214425,0.0916179,0.12280701845884323,,0.239741,0.281899,0.707965,4.28227,478.8200225830079,3.9802162131035077,467.50001525878906,3.8861180664945794,1.52513,1.29544,735.3200073242188,10.0,AL,Luis Morales,806960,32227,32227,Luis Morales
,,7,5,21,24,0,0,,109.0,459,106,55,51,13,84,35,1,3,4.21101,1.29358,6.93578,2.88991,2.4,1.07339,0.183007,0.0762527,0.10675381869077682,,0.251781,0.287037,0.700326,4.19018,425.1,3.9000000000000004,430.0,3.944954128440367,1.52425,1.29256,999.0,-1.0,,Clayton Kershaw,477132,2036,2036,Clayton Kershaw
MIL,Brewers,8,7,20,21,0,1,,94.0,391,83,46,43,14,96,29,0,3,4.11702,1.19149,9.19149,2.7766,3.31034,1.34043,0.245524,0.0741688,0.1713555008172989,,0.231198,0.277108,0.714286,4.05003,407.6000000000001,4.336170212765959,388.0,4.127659574468085,1.51535,1.26667,413.3999938964844,23.0,NL,Logan Henderson,701656,31475,31475,Logan Henderson
HOU,Astros,4,4,23,28,0,1,,112.7,471,99,53,49,16,115,39,1,4,3.91304,1.22449,9.18367,3.11446,2.94872,1.27773,0.244161,0.0828025,0.1613588035106659,,0.231308,0.279461,0.735294,4.08456,484.77997741699244,4.301508345555938,460.49998474121094,4.086069185544849,1.51208,1.57409,237.9499969482422,21.0,AL,Mike Burrows,681347,24728,24728,Mike Burrows
CHC,Cubs,8,6,25,25,0,0,,129.3,541,106,61,56,17,139,51,0,8,3.89791,1.21423,9.67517,3.54988,2.72549,1.18329,0.256932,0.0942699,0.16266173124313354,,0.219917,0.273006,0.720721,4.06321,573.1200225830078,4.4324826686476735,526.5000152587891,4.07192577596487,1.50894,1.92451,174.72000122070312,17.0,NL,Edward Cabrera,665795,21690,21690,Edward Cabrera
TEX,Rangers,6,6,18,18,0,0,,105.7,436,96,50,46,14,95,29,1,4,3.91675,1.18259,8.08893,2.46925,3.27586,1.19205,0.21789,0.0665138,0.1513761430978775,,0.238213,0.278912,0.711575,3.99606,451.3799774169921,4.270387799897649,437.49998474121094,4.139072822825533,1.50463,1.44593,132.50999450683594,13.0,AL,Nathan Eovaldi,543135,9132,9132,Nathan Eovaldi
PHI,Phillies,9,3,0,66,29,3,,66.0,268,50,19,18,3,81,20,4,4,2.45455,1.06061,11.0455,2.72727,4.05,0.409091,0.302239,0.0746269,0.22761192917823792,,0.204918,0.29375,0.775076,2.36241,568.5000000000001,8.613636363636365,538.0,8.151515151515152,1.50331,1.66906,41.84000015258789,26.0,NL,Jhoan Duran,661395,21029,21029,Jhoan Duran
MIN,Twins,7,8,24,26,0,1,,122.3,528,115,62,57,15,118,48,0,5,4.1946,1.33279,8.68357,3.5323,2.45833,1.10384,0.223485,0.0909091,0.13257575035095215,,0.242105,0.292398,0.711268,4.09998,502.52002258300786,4.108912592343432,497.50001525878906,4.067865926775531,1.50293,1.3565,298.7799987792969,8.0,AL,Mick Abel,690953,27756,27756,Mick Abel
MIN,Twins,5,6,19,21,0,1,,91.7,391,86,46,43,12,93,32,0,4,4.22028,1.2868,9.12759,3.14068,2.90625,1.17775,0.237852,0.0818414,0.1560102328658104,,0.242254,0.296,0.711462,3.98574,389.3799774169921,4.246237626777328,384.49998474121094,4.193020692882166,1.49142,1.06297,999.0,8.0,AL,David Festa,701581,30056,30056,David Festa
PIT,Pirates,7,7,13,39,0,4,,103.3,439,98,44,41,10,90,34,0,4,3.57212,1.27783,7.84124,2.96225,2.64706,0.871249,0.205011,0.0774487,0.12756263464689255,,0.244389,0.292359,0.745763,3.75469,468.6200225830078,4.536495728351612,468.50001525878906,4.535333992430282,1.49027,1.91194,745.6199951171875,27.0,NL,Carmen Mlodzinski,669387,27572,27572,Carmen Mlodzinski
CLE,Guardians,5,5,18,32,0,1,,103.3,441,89,46,43,12,114,45,0,2,3.74637,1.29719,9.93224,3.92062,2.53333,1.0455,0.258503,0.102041,0.15646258741617203,,0.225888,0.287313,0.750853,3.80309,476.42002258300784,4.6120039545816915,451.50001525878906,4.370764781416007,1.48768,1.58906,270.80999755859375,5.0,AL,Joey Cantillo,676282,23335,23335,Joey Cantillo
ATL,Braves,6,6,24,25,0,0,,130.0,554,130,67,62,18,110,36,0,4,4.29231,1.27692,7.61538,2.49231,3.05556,1.24615,0.198556,0.064982,0.1335740089416504,,0.252918,0.290155,0.703125,4.16591,502.6,3.8661538461538463,516.0,3.9692307692307693,1.48248,1.49092,999.0,16.0,NL,Lucas Braun,814351,sa3022996,sa3022996,Lucas Braun
ARI,Diamondbacks,7,5,23,29,0,1,,139.3,578,132,65,60,19,117,37,1,4,3.87653,1.21321,7.55922,2.39052,3.16216,1.22757,0.202422,0.0640138,0.13840830326080322,,0.24581,0.281796,0.730337,4.11145,568.9200225830077,4.084135033160206,564.5000152587891,4.052404902310343,1.47991,2.27148,251.42999267578125,15.0,NL,Ryne Nelson,669194,26253,26253,Ryne Nelson
HOU,Astros,8,9,23,26,0,1,,136.0,584,124,68,63,19,136,52,0,9,4.16912,1.29412,9.0,3.44118,2.61538,1.25735,0.232877,0.0890411,0.1438356190919876,,0.237094,0.285326,0.722892,4.2969,543.3000000000001,3.9948529411764713,526.0,3.8676470588235294,1.47397,1.4999,725.9600219726562,21.0,AL,Ryan Weiss,680802,24621,24621,Ryan Weiss
WSN,Nationals,8,12,26,29,0,1,,141.7,616,146,80,74,17,103,53,0,2,4.70007,1.40438,6.54199,3.36627,1.9434,1.07975,0.167208,0.086039,0.08116883039474487,,0.26025,0.292517,0.679224,4.40543,504.87997741699223,3.5630203831366796,532.4999847412109,3.7579392816480697,1.47366,0.876856,999.0,24.0,NL,Mitchell Parker,680730,27636,27636,Mitchell Parker
