Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid,Name
TOR,Blue Jays,5,6,1,38,0,0,,49.0,222,49,29,27,6,34,24,1,6,4.95918,1.4898,6.2449,4.40816,1.41667,1.10204,0.153153,0.108108,0.04504504054784775,,0.255208,0.282895,0.681115,5.17595,139.4,2.8448979591836734,145.0,2.9591836734693877,-0.316149,-0.342245,999.0,14.0,AL,Travis Kuhn,674047,sa3009928,sa3009928,Travis Kuhn
SDP,Padres,3,4,0,37,0,0,,46.3,212,41,26,24,6,48,28,0,6,4.66523,1.49028,9.33045,5.44276,1.71429,1.16631,0.226415,0.132075,0.09433962404727936,,0.230337,0.282258,0.709571,4.94939,156.21999435424803,3.374082007094348,147.49999618530273,3.185745110493161,-0.317672,-0.257699,999.0,29.0,NL,Andrew Moore,681097,sa3016795,sa3016795,Andrew Moore
KCR,Royals,2,3,0,38,0,0,,55.7,249,60,35,32,8,37,19,0,4,5.17056,1.41831,5.97846,3.07002,1.94737,1.29264,0.148594,0.0763052,0.07228916138410568,,0.265487,0.287293,0.648968,4.91252,162.780005645752,2.922441713036013,179.50000381469727,3.2226212092644957,-0.320622,-0.536552,999.0,7.0,AL,Ben Sears,700786,sa3020178,sa3020178,Ben Sears
,,4,4,2,38,0,0,,59.7,264,60,35,32,8,44,22,1,7,4.82412,1.37353,6.63317,3.31658,2.0,1.20603,0.166667,0.0833333,0.0833333358168602,,0.255319,0.284153,0.663842,4.86043,188.38000564575202,3.1554439403406924,195.50000381469727,3.2747068897201705,-0.321393,-0.546865,999.0,-1.0,,Yorlin Calderon,683583,sa3010371,sa3010371,Yorlin Calderon
KCR,Royals,2,3,0,45,0,0,,62.0,280,62,36,33,8,51,29,0,6,4.79032,1.46774,7.40323,4.20968,1.75862,1.16129,0.182143,0.103571,0.07857142388820648,,0.253061,0.290323,0.689223,4.86094,196.2,3.164516129032258,203.0,3.274193548387097,-0.321443,-0.306848,999.0,7.0,AL,Chazz Martinez,681324,sa3020468,sa3020468,Chazz Martinez
MIL,Brewers,3,3,3,36,0,0,,55.3,249,50,34,31,8,52,31,0,7,5.04521,1.46474,8.46293,5.04521,1.67742,1.30199,0.208835,0.124498,0.08433735370635986,,0.236967,0.278146,0.673352,5.19662,170.81999435424802,3.0889691991129204,162.49999618530273,2.9385171505825207,-0.322873,-0.332349,999.0,23.0,NL,Mark Manfredi Sr.,815081,sa3023516,sa3023516,Mark Manfredi Sr.
,,1,3,2,25,0,0,,43.3,202,46,27,25,5,29,26,0,3,5.1963,1.66282,6.02771,5.40416,1.11538,1.03926,0.143564,0.128713,0.014851480722427368,,0.265896,0.294964,0.692308,5.30604,110.31999435424805,2.547805919124012,122.49999618530273,2.829099268908411,-0.324022,-0.231105,999.0,-1.0,,J.C. Flowers,669001,sa3011493,sa3011493,J.C. Flowers
,,3,3,0,34,0,0,,39.0,176,38,25,23,6,33,20,0,4,5.30769,1.48718,7.61538,4.61538,1.65,1.38462,0.1875,0.113636,0.07386363297700882,,0.25,0.283186,0.665323,5.28898,110.00000000000001,2.8205128205128207,111.0,2.8461538461538463,-0.325363,-0.453883,999.0,-1.0,,Michael Martinez,681597,sa3006415,sa3006415,Michael Martinez
KCR,Royals,3,6,0,40,0,0,,53.0,246,52,31,29,6,45,32,1,4,4.92453,1.58491,7.64151,5.43396,1.40625,1.01887,0.182927,0.130081,0.052845537662506104,,0.247619,0.289308,0.701058,4.94646,165.20000000000005,3.1169811320754723,169.0,3.188679245283019,-0.325615,-0.284728,999.0,7.0,AL,Caden Monke,681387,sa3017305,sa3017305,Caden Monke
STL,Cardinals,2,3,0,36,0,0,,44.7,208,40,26,24,5,45,31,0,4,4.83221,1.58837,9.0604,6.24161,1.45161,1.00671,0.216346,0.149038,0.06730769574642181,,0.231214,0.284553,0.703125,4.92485,150.28000564575194,3.361968749010589,143.50000381469727,3.210290858287242,-0.327049,-0.298006,999.0,28.0,NL,Randel Clemente,695003,sa3016003,sa3016003,Randel Clemente
,,2,5,4,30,0,0,,53.3,244,56,35,32,8,41,25,1,7,5.40338,1.5197,6.92308,4.22139,1.64,1.35084,0.168033,0.102459,0.06557376682758331,,0.264151,0.294479,0.659026,5.34902,136.41999435424808,2.559474602382218,148.49999618530273,2.786116291012022,-0.327522,-0.448819,999.0,-1.0,,Parker Dunshee,670161,20018,20018,Parker Dunshee
SEA,Mariners,3,3,1,40,0,0,,47.7,210,47,27,25,7,38,18,0,5,4.71698,1.36268,7.16981,3.39623,2.11111,1.32075,0.180952,0.0857143,0.095238097012043,,0.251337,0.28169,0.688406,4.89614,151.68000564575203,3.17987428133544,154.50000381469727,3.238993738858305,-0.327576,-0.384643,999.0,11.0,AL,Stefan Raeth,806288,sa3020487,sa3020487,Stefan Raeth
,,1,1,0,24,0,0,,25.0,117,22,16,15,3,25,21,0,1,5.4,1.72,9.0,7.56,1.19048,1.08,0.213675,0.179487,0.034188032150268555,,0.231579,0.283582,0.695876,5.33514,74.89999999999999,2.9959999999999996,70.0,2.8,-0.327704,-0.429809,999.0,-1.0,,Jordan Holloway,656548,20631,20631,Jordan Holloway
SEA,Mariners,3,3,4,33,0,0,,52.7,241,49,32,30,7,49,32,0,5,5.12334,1.537,8.36812,5.4649,1.53125,1.19545,0.20332,0.13278,0.07053941488265991,,0.240196,0.283784,0.688202,5.10857,163.48000564575202,3.1020873487485234,159.50000381469727,3.0265654934651054,-0.333565,-0.49977,999.0,11.0,AL,Gunner Mayer,686763,sa3011199,sa3011199,Gunner Mayer
NYY,Yankees,2,3,0,30,0,0,,45.7,207,42,28,26,7,44,24,1,6,5.12035,1.4442,8.66521,4.72648,1.83333,1.37856,0.21256,0.115942,0.09661835432052612,,0.237288,0.277778,0.676157,5.17015,140.88000564575196,3.0827134199962423,135.50000381469727,2.964989093054488,-0.333869,-0.484201,999.0,9.0,AL,Yovanny Cruz,672442,sa3002951,sa3002951,Yovanny Cruz
TOR,Blue Jays,2,2,5,24,0,0,,49.7,232,54,32,30,7,30,26,0,5,5.4326,1.60966,5.4326,4.70825,1.15385,1.26761,0.12931,0.112069,0.017241373658180237,,0.268657,0.286585,0.683761,5.63011,108.280005645752,2.178672112345213,124.50000381469727,2.505030219386537,-0.336557,-0.378954,999.0,14.0,AL,Geison Urbaez,696064,sa3015135,sa3015135,Geison Urbaez
,,1,3,1,21,0,0,,45.3,208,47,31,29,7,35,24,0,5,5.76159,1.56733,6.95364,4.76821,1.45833,1.39073,0.168269,0.115385,0.05288461595773697,,0.26257,0.291971,0.653595,5.51924,109.91999435424806,2.4264899824616557,118.49999618530273,2.6158939995821515,-0.337576,-0.465174,999.0,-1.0,,Donovan Benoit,687630,sa3017464,sa3017464,Donovan Benoit
CIN,Reds,2,5,0,29,0,0,,53.7,240,56,36,33,9,43,25,1,2,5.53073,1.50838,7.2067,4.18994,1.72,1.50838,0.179167,0.104167,0.07499999552965164,,0.262911,0.291925,0.657895,5.2208,146.08000564575198,2.720298018069447,156.50000381469727,2.9143389495574135,-0.340831,-0.591637,999.0,18.0,NL,Easton Sikorski,675783,sa3020250,sa3020250,Easton Sikorski
PHI,Phillies,2,2,0,43,0,0,,45.7,210,44,29,27,6,41,29,1,3,5.31729,1.59737,8.0744,5.71116,1.41379,1.18162,0.195238,0.138095,0.05714285373687744,,0.247191,0.290076,0.681115,5.14827,135.98000564575196,2.9754924152216935,136.50000381469727,2.9868709307635797,-0.341625,-0.44195,999.0,26.0,NL,Lenny Torres Jr.,678013,sa3008329,sa3008329,Lenny Torres Jr.
,,1,2,0,30,0,0,,39.7,182,44,25,23,5,25,20,1,2,5.21411,1.61209,5.66751,4.53401,1.25,1.1335,0.137363,0.10989,0.02747253328561783,,0.275,0.3,0.684211,5.17544,101.88000564575194,2.5662469442786118,117.50000381469727,2.959697772207231,-0.342729,-0.40412,999.0,-1.0,,Garvin Alston,664691,sa3010238,sa3010238,Garvin Alston
BAL,Orioles,3,5,13,23,0,0,,81.0,359,91,55,51,15,48,29,0,4,5.66667,1.48148,5.33333,3.22222,1.65517,1.66667,0.133705,0.0807799,0.05292478948831558,,0.279141,0.288973,0.656566,5.57958,175.29999999999998,2.164197530864197,207.0,2.5555555555555554,-0.346858,-0.669247,999.0,2.0,AL,Ryan Long,702465,sa3017616,sa3017616,Ryan Long
,,1,3,4,20,0,0,,29.7,141,32,22,20,5,22,19,1,2,6.06061,1.71717,6.66667,5.75758,1.15789,1.51515,0.156028,0.134752,0.021276608109474182,,0.266667,0.290323,0.659091,5.96342,56.080005645751996,1.8882156298032928,64.50000381469727,2.1717172443706567,-0.34723,-0.458878,999.0,,,Miguel Gomez,685777,sa3009527,sa3009527,Miguel Gomez
,,3,4,5,32,0,0,,66.7,300,72,43,40,11,45,28,0,5,5.3973,1.49925,6.07196,3.77811,1.60714,1.48426,0.15,0.0933333,0.056666672229766846,,0.269663,0.2891,0.673759,5.414,162.07997741699228,2.4299847801007095,181.49998474121094,2.7211393260190273,-0.347504,-0.430388,999.0,-1.0,,Wander Guante,685588,sa3009851,sa3009851,Wander Guante
,,2,2,0,34,0,0,,50.0,222,49,29,27,8,47,24,1,2,4.86,1.46,8.46,4.32,1.95833,1.44,0.211712,0.108108,0.10360359400510788,,0.25,0.29078,0.711974,4.89514,160.20000000000002,3.204,162.0,3.24,-0.348027,-0.324243,999.0,-1.0,,Zack Weiss,592848,15444,15444,Zack Weiss
WSN,Nationals,3,4,1,47,0,0,,56.7,260,58,36,33,7,44,29,1,6,5.2381,1.53439,6.98413,4.60317,1.51724,1.11111,0.169231,0.111538,0.05769231170415878,,0.257778,0.293103,0.660622,5.0399,165.68000564575192,2.9220459156332947,175.50000381469727,3.095238120868042,-0.349043,-0.551616,999.0,24.0,NL,Jack Sinclair,695378,sa3017596,sa3017596,Jack Sinclair
,,3,3,1,43,0,0,,54.3,251,51,31,29,7,54,35,0,5,4.80663,1.58379,8.95028,5.80111,1.54286,1.16022,0.215139,0.139442,0.07569721341133118,,0.241706,0.293333,0.721785,5.03201,171.11999435424812,3.1513811557746068,168.49999618530273,3.103130728412589,-0.350233,-0.117788,999.0,-1.0,,Ryan Harbin,689877,sa3011733,sa3011733,Ryan Harbin
CHW,White Sox,2,4,1,35,0,0,,52.0,236,56,34,31,8,38,26,1,2,5.36538,1.57692,6.57692,4.5,1.46154,1.38462,0.161017,0.110169,0.05084746330976486,,0.269231,0.296296,0.677966,5.28898,132.79999999999998,2.5538461538461537,148.0,2.8461538461538463,-0.350445,-0.653623,999.0,4.0,AL,Mark McLaughlin,687202,sa3020604,sa3020604,Mark McLaughlin
,,4,5,16,23,0,0,,78.7,363,77,55,51,14,69,50,0,6,5.83227,1.61372,7.89072,5.71792,1.38,1.60102,0.190083,0.137741,0.05234159529209137,,0.250814,0.28125,0.670391,5.82891,179.97997741699226,2.286912127015174,181.49998474121094,2.3062260708926856,-0.353484,-0.594592,999.0,-1.0,,Nick Nastrini,680897,29833,29833,Nick Nastrini
,,2,2,0,27,0,0,,36.3,166,39,22,20,5,26,16,1,3,4.95868,1.51515,6.44628,3.96694,1.625,1.23967,0.156627,0.0963855,0.0602409690618515,,0.265306,0.293103,0.6875,5.06351,100.71999435424803,2.774655550169207,111.49999618530273,3.0716253038227785,-0.35361,-0.262097,999.0,-1.0,,Gerardo Gutierrez,677916,sa3005379,sa3005379,Gerardo Gutierrez
,,1,3,1,33,0,0,,42.7,194,44,28,26,7,32,21,0,2,5.48009,1.52225,6.74473,4.42623,1.52381,1.47541,0.164948,0.108247,0.05670102685689926,,0.25731,0.280303,0.67029,5.38338,110.48000564575199,2.587353715966224,117.50000381469727,2.751756480451374,-0.354185,-0.582408,999.0,-1.0,,Cole Ayers,681408,sa3018791,sa3018791,Cole Ayers
,,2,3,0,31,0,0,,44.3,202,45,27,25,6,37,25,1,3,5.07901,1.58014,7.51693,5.07901,1.48,1.21896,0.183168,0.123762,0.05940594524145126,,0.258621,0.29771,0.698052,5.12159,127.01999435424807,2.8672685449616337,133.49999618530273,3.0135439838477276,-0.355545,-0.361445,999.0,-1.0,,Clay Helvey,663627,sa3007459,sa3007459,Clay Helvey
CIN,Reds,1,3,0,28,0,0,,33.3,155,35,24,22,6,29,20,1,1,5.94595,1.65165,7.83784,5.40541,1.45,1.62162,0.187097,0.129032,0.05806452035903931,,0.261194,0.292929,0.665236,5.62763,76.61999435424804,2.3009007840749556,83.49999618530273,2.5075074504017745,-0.356748,-0.527639,999.0,18.0,NL,Johnathan Lavallee,702300,sa3017993,sa3017993,Johnathan Lavallee
,,1,3,1,28,0,0,,34.0,159,39,24,22,5,21,17,0,2,5.82353,1.64706,5.55882,4.5,1.23529,1.32353,0.132075,0.106918,0.02515723556280136,,0.278571,0.298246,0.653061,5.48808,73.70000000000002,2.1676470588235297,90.0,2.6470588235294117,-0.35851,-0.548982,999.0,,,Todd Peterson,668720,sa3011334,sa3011334,Todd Peterson
CHW,White Sox,2,2,1,32,0,0,,55.0,244,61,35,32,9,34,21,0,2,5.23636,1.49091,5.56364,3.43636,1.61905,1.47273,0.139344,0.0860656,0.05327868461608887,,0.276018,0.292135,0.677233,5.28059,136.70000000000002,2.485454545454546,157.0,2.8545454545454545,-0.358682,-0.58775,999.0,4.0,AL,Chase Plymell,684384,sa3017985,sa3017985,Chase Plymell
TOR,Blue Jays,3,3,0,41,0,0,,45.3,206,44,27,25,6,38,27,0,2,4.96689,1.56733,7.54967,5.36424,1.40741,1.19205,0.184466,0.131068,0.05339805781841278,,0.248588,0.285714,0.702875,5.09982,136.01999435424804,3.0026489325626353,137.49999618530273,3.0353200552112174,-0.358786,-0.390378,999.0,14.0,AL,Caleb Freeman,673965,26255,26255,Caleb Freeman
COL,Rockies,2,5,0,37,0,0,,36.3,168,40,25,23,6,28,19,0,3,5.70248,1.62534,6.94215,4.71074,1.47368,1.4876,0.166667,0.113095,0.0535714328289032,,0.273973,0.303571,0.671937,5.55938,80.81999435424802,2.2264461722559683,93.49999618530273,2.5757575248057787,-0.358986,-0.282534,999.0,19.0,NL,Austin Smith,694518,sa3017071,sa3017071,Austin Smith
STL,Cardinals,2,4,0,38,0,0,,54.3,245,50,32,30,7,51,28,0,7,4.97238,1.43646,8.45304,4.64088,1.82143,1.16022,0.208163,0.114286,0.09387754648923874,,0.238095,0.282895,0.674487,4.86626,182.71999435424812,3.3650091514096934,177.49999618530273,3.2688765870949843,-0.360264,-0.403801,999.0,28.0,NL,Michael Watson,828594,sa3025165,sa3025165,Michael Watson
,,5,9,16,25,0,0,,98.0,437,112,66,61,18,56,35,0,2,5.60204,1.5,5.14286,3.21429,1.6,1.65306,0.128146,0.0800915,0.04805491864681244,,0.28,0.288344,0.665025,5.51269,213.60000000000008,2.1795918367346947,257.0,2.622448979591837,-0.361065,-0.724098,999.0,-2.0,,Jared Kollar,806577,sa3020439,sa3020439,Jared Kollar
TBR,Rays,2,4,0,41,0,1,,50.0,222,46,30,28,7,45,28,0,4,5.04,1.48,8.1,5.04,1.60714,1.26,0.202703,0.126126,0.07657657563686371,,0.242105,0.282609,0.685358,5.07514,162.29999999999998,3.2459999999999996,157.0,3.14,-0.364215,-0.405731,999.0,12.0,AL,Luis Guerrero,692285,31184,31184,Luis Guerrero
,,1,2,0,25,0,0,,38.0,175,40,24,22,5,27,21,0,2,5.21053,1.60526,6.39474,4.97368,1.28571,1.18421,0.154286,0.12,0.03428571671247482,,0.263158,0.291667,0.685185,5.2404,100.69999999999999,2.65,110.0,2.8947368421052633,-0.3645,-0.483048,999.0,-1.0,,Nate Webb,670246,sa918814,sa918814,Nate Webb
NYY,Yankees,2,2,0,36,0,1,,35.7,166,30,23,21,4,36,29,1,5,5.29412,1.65266,9.07563,7.31092,1.24138,1.0084,0.216867,0.174699,0.04216867685317993,,0.227273,0.282609,0.674157,5.43205,110.98000564575199,3.1086835650984495,100.50000381469727,2.815126097112787,-0.364636,-0.495787,999.0,9.0,AL,Dylan Coleman,669395,22276,22276,Dylan Coleman
SEA,Mariners,2,2,0,42,0,0,,46.3,209,44,26,24,6,42,25,0,4,4.66523,1.49028,8.16415,4.85961,1.68,1.16631,0.200957,0.119617,0.08133971691131592,,0.244444,0.287879,0.709571,4.8846,151.41999435424802,3.2704102991225286,150.49999618530273,3.2505399279755482,-0.364732,-0.403855,999.0,11.0,AL,Michael Hobbs,669419,sa3017498,sa3017498,Michael Hobbs
,,2,2,0,46,0,0,,47.0,215,50,29,27,6,31,24,1,3,5.17021,1.57447,5.93617,4.59574,1.29167,1.14894,0.144186,0.111628,0.0325581431388855,,0.265957,0.291391,0.685976,5.19897,125.0,2.6595744680851063,138.0,2.9361702127659575,-0.366446,-0.407834,999.0,-1.0,,Colton Johnson,687439,sa3017750,sa3017750,Colton Johnson
,,2,3,1,34,0,0,,43.7,207,46,28,26,5,30,27,0,4,5.35469,1.67048,6.17849,5.56064,1.11111,1.02975,0.144928,0.130435,0.01449275016784668,,0.261364,0.29078,0.681818,5.3777,109.28000564575197,2.5006865843908357,120.50000381469727,2.7574371100901534,-0.367443,-0.422419,999.0,-1.0,,Tanner Dodson,663541,sa3007008,sa3007008,Tanner Dodson
,,2,4,0,27,0,0,,36.7,165,40,23,21,6,23,15,1,2,5.14986,1.49864,5.64033,3.67847,1.53333,1.47139,0.139394,0.0909091,0.04848484694957733,,0.27027,0.285714,0.686695,5.39672,88.78000564575194,2.4190736730284796,100.50000381469727,2.738419665543566,-0.368708,-0.429551,999.0,-1.0,,Justin Kelly,702124,sa3017072,sa3017072,Justin Kelly
ATL,Braves,3,4,0,29,0,0,,36.0,163,37,22,20,5,27,17,0,4,5.0,1.5,6.75,4.25,1.58824,1.25,0.165644,0.104294,0.061349689960479736,,0.260563,0.290909,0.680851,5.19069,99.70000000000003,2.7694444444444453,106.0,2.9444444444444446,-0.369466,-0.289322,999.0,16.0,NL,Shay Schanaman,681212,sa3022933,sa3022933,Shay Schanaman
,,1,2,0,28,0,0,,28.0,133,28,19,18,4,25,19,0,4,5.78571,1.67857,8.03571,6.10714,1.31579,1.28571,0.18797,0.142857,0.04511277377605438,,0.254545,0.296296,0.676328,5.67085,66.20000000000006,2.3642857142857165,69.0,2.4642857142857144,-0.369913,-0.391614,999.0,,,Andrew Schultz,669697,sa3010782,sa3010782,Andrew Schultz
,,3,4,12,24,0,0,,59.0,277,63,42,39,10,42,32,0,7,5.94915,1.61017,6.40678,4.88136,1.3125,1.52542,0.151625,0.115523,0.0361010804772377,,0.264706,0.284946,0.654321,5.89785,116.80000000000001,1.9796610169491526,132.0,2.23728813559322,-0.370014,-0.58481,999.0,-1.0,,Jacob Meador,687138,sa3020385,sa3020385,Jacob Meador
,,1,2,0,33,0,0,,33.7,155,35,21,19,4,25,19,2,3,5.07418,1.60237,6.67656,5.07418,1.31579,1.06825,0.16129,0.122581,0.038709670305252075,,0.263158,0.298077,0.681818,5.15294,93.18000564575198,2.7649852681375555,100.50000381469727,2.982195891378705,-0.370811,-0.518574,999.0,-1.0,,Bryan Shaw,543766,8110,8110,Bryan Shaw
TOR,Blue Jays,3,4,0,33,0,0,,38.7,176,38,24,22,6,32,21,0,3,5.11628,1.52455,7.44186,4.88372,1.52381,1.39535,0.181818,0.119318,0.0625000074505806,,0.25,0.280702,0.6917,5.35736,105.78000564575196,2.733333425332921,107.50000381469727,2.7777778215871054,-0.373065,-0.428285,999.0,14.0,AL,Conor Larkin,680212,sa3018092,sa3018092,Conor Larkin
CIN,Reds,3,6,0,40,0,0,,53.7,242,57,37,34,9,43,23,0,5,5.69832,1.48976,7.2067,3.85475,1.86957,1.50838,0.177686,0.0950413,0.08264462649822235,,0.266355,0.296296,0.637982,5.27666,140.480005645752,2.6160149655473175,153.50000381469727,2.8584730285634157,-0.374525,-0.689348,999.0,18.0,NL,Taylor Floyd,687905,sa3011367,sa3011367,Taylor Floyd
SFG,Giants,1,1,0,38,0,0,,37.0,170,38,22,20,5,31,19,0,4,4.86486,1.54054,7.54054,4.62162,1.63158,1.21622,0.182353,0.111765,0.07058823853731155,,0.258503,0.297297,0.7,5.08108,106.50000000000001,2.878378378378379,113.0,3.054054054054054,-0.375887,-0.301994,999.0,30.0,NL,Dylan Hecht,663408,sa3067284,sa3067284,Dylan Hecht
PIT,Pirates,3,6,0,40,0,0,,59.7,270,59,35,32,8,51,28,0,7,4.82412,1.45729,7.68844,4.22111,1.82143,1.20603,0.188889,0.103704,0.08518519252538681,,0.251064,0.289773,0.686016,4.92743,186.98000564575202,3.131993354375724,191.50000381469727,3.207705215534546,-0.377603,-0.282953,999.0,27.0,NL,Jaden Woods,692243,sa3023064,sa3023064,Jaden Woods
ARI,Diamondbacks,3,3,0,45,0,0,,46.3,213,41,25,23,5,45,31,2,5,4.47084,1.55508,8.7473,6.02592,1.45161,0.971922,0.211268,0.14554,0.06572769582271576,,0.231638,0.283465,0.723077,4.92779,156.51999435424804,3.380561488842587,148.49999618530273,3.20734338298729,-0.380048,-0.0301111,999.0,15.0,NL,Hayden Durke,694492,sa3022733,sa3022733,Hayden Durke
WSN,Nationals,0,1,0,40,0,0,,40.3,190,41,27,25,5,35,29,0,1,5.58313,1.73697,7.81638,6.47643,1.2069,1.11663,0.184211,0.152632,0.03157894313335419,,0.25625,0.3,0.68254,5.24432,110.11999435424806,2.732506115111285,116.49999618530273,2.8908188186308306,-0.380132,-0.573031,999.0,24.0,NL,Erick Mejia,625510,15817,15817,Erick Mejia
MIL,Brewers,2,4,5,28,0,0,,62.7,282,65,40,37,11,48,28,0,4,5.311,1.48325,6.88995,4.01914,1.71429,1.57895,0.170213,0.0992908,0.07092197984457016,,0.26,0.282723,0.68299,5.41584,159.68000564575203,2.5467305215749736,170.50000381469727,2.7192982733658266,-0.380331,-0.38448,999.0,23.0,NL,Stiven Cruz,691602,sa3015938,sa3015938,Stiven Cruz
CHC,Cubs,2,5,2,45,0,1,,53.3,250,53,36,33,8,52,34,0,6,5.57223,1.63227,8.78049,5.74109,1.52941,1.35084,0.208,0.136,0.07199999690055847,,0.252381,0.3,0.672823,5.38654,146.21999435424806,2.743339520586304,150.49999618530273,2.8236397437067335,-0.381126,-0.251264,999.0,17.0,NL,Luis Peralta,678821,24203,24203,Luis Peralta
BAL,Orioles,2,4,0,32,0,0,,42.3,193,40,26,24,6,39,24,1,5,5.10638,1.513,8.29787,5.10638,1.625,1.2766,0.202073,0.124352,0.07772021740674973,,0.243902,0.285714,0.683453,5.19187,126.21999435424806,2.9839242702317166,124.49999618530273,2.9432623742513884,-0.383874,-0.466144,999.0,2.0,AL,Yaqui Rivera,700072,sa3015504,sa3015504,Yaqui Rivera
,,1,2,1,30,0,0,,35.3,168,34,21,19,4,33,24,0,6,4.84419,1.64306,8.4136,6.11898,1.375,1.01983,0.196429,0.142857,0.053571417927742004,,0.246377,0.29703,0.706107,5.28811,99.61999435424806,2.8220962183381477,100.49999618530273,2.8470254492184357,-0.383878,-0.164319,999.0,-1.0,,Conor Grammes,682202,sa3011651,sa3011651,Conor Grammes
,,3,5,11,17,0,0,,58.7,271,67,38,35,9,32,27,0,4,5.36627,1.60136,4.9063,4.13969,1.18519,1.3799,0.118081,0.099631,0.018450185656547546,,0.279167,0.291457,0.687961,5.62236,120.48000564575199,2.052470256896788,147.50000381469727,2.5127768636729244,-0.384343,-0.116658,999.0,-2.0,,Logan Clayton,700875,sa3020890,sa3020890,Logan Clayton
ATL,Braves,2,3,0,37,0,0,,41.7,190,39,25,23,6,40,25,0,3,4.96403,1.53477,8.63309,5.39568,1.6,1.29496,0.210526,0.131579,0.07894736528396606,,0.240741,0.284483,0.701439,5.10156,129.38000564575194,3.102637968312399,126.50000381469727,3.033573177464379,-0.386336,-0.287396,999.0,16.0,NL,Elison Joseph,693176,sa3015306,sa3015306,Elison Joseph
LAD,Dodgers,2,4,0,41,0,0,,45.7,208,46,29,27,7,38,26,1,2,5.31729,1.57549,7.48359,5.12035,1.46154,1.37856,0.182692,0.125,0.057692304253578186,,0.255556,0.288889,0.691318,5.30144,124.48000564575199,2.723851281567142,129.50000381469727,2.833698066799939,-0.387581,-0.502617,999.0,22.0,NL,Kelvin Ramirez,699062,sa3015492,sa3015492,Kelvin Ramirez
,,3,4,0,40,0,0,,45.3,202,43,26,24,7,41,23,0,3,4.76821,1.45695,8.1457,4.56954,1.78261,1.39073,0.20297,0.113861,0.089108906686306,,0.244318,0.28125,0.711744,5.05567,141.31999435424808,3.119646727027586,139.49999618530273,3.0794701663300668,-0.387787,-0.256836,999.0,-1.0,,Mitchell Tyranski,680454,sa3011235,sa3011235,Mitchell Tyranski
KCR,Royals,2,4,0,41,0,0,,42.7,199,38,26,24,5,42,30,1,6,5.05855,1.59251,8.85246,6.32318,1.4,1.05386,0.211055,0.150754,0.060301512479782104,,0.233129,0.284483,0.688525,5.21945,131.68000564575198,3.0838408265332116,124.50000381469727,2.915690903751795,-0.393534,-0.331256,999.0,7.0,AL,Christian Chamberlain,685125,sa3014486,sa3014486,Christian Chamberlain
,,2,2,0,32,0,0,,39.0,182,45,26,24,5,22,18,0,3,5.53846,1.61538,5.07692,4.15385,1.22222,1.15385,0.120879,0.0989011,0.021978020668029785,,0.279503,0.298507,0.660714,5.28898,91.10000000000002,2.3358974358974365,111.0,2.8461538461538463,-0.393838,-0.498675,999.0,,,Brett de Geus,676969,23592,23592,Brett de Geus
TEX,Rangers,2,2,0,27,0,0,,38.7,177,41,25,23,6,29,19,0,3,5.34884,1.55039,6.74419,4.4186,1.52632,1.39535,0.163842,0.107345,0.056497178971767426,,0.264516,0.291667,0.678295,5.35736,97.98000564575196,2.531783041709426,107.50000381469727,2.7777778215871054,-0.398103,-0.411994,999.0,13.0,AL,Zach Bryant,687926,sa3011368,sa3011368,Zach Bryant
,,1,2,1,44,0,0,,52.7,239,49,31,29,7,49,32,0,4,4.95256,1.537,8.36812,5.4649,1.53125,1.19545,0.205021,0.133891,0.071129709482193,,0.241379,0.285714,0.702247,5.05164,166.48000564575202,3.1590133441293378,162.50000381469727,3.0834914888459193,-0.398434,-0.384637,999.0,-1.0,,Sean Reynolds,669308,22253,22253,Sean Reynolds
,,1,3,0,25,0,0,,34.3,156,38,22,20,5,22,16,1,2,5.24781,1.57434,5.77259,4.19825,1.375,1.31195,0.141026,0.102564,0.03846154361963272,,0.275362,0.297297,0.680851,5.32173,83.51999435424803,2.4349853123030436,96.49999618530273,2.8134110300806126,-0.40216,-0.377904,999.0,-1.0,,Jonathan Hughes,663670,sa3014908,sa3014908,Jonathan Hughes
,,2,4,2,30,0,0,,45.3,212,47,30,28,6,33,26,0,5,5.56291,1.61148,6.55629,5.16556,1.26923,1.19205,0.15566,0.122642,0.03301886469125748,,0.259668,0.288732,0.665635,5.45302,112.21999435424804,2.4772626102483315,121.49999618530273,2.682119166260425,-0.412711,-0.466249,999.0,-1.0,,Nicholas Regalado,805727,sa3020184,sa3020184,Nicholas Regalado
CHC,Cubs,2,3,0,38,0,0,,41.7,188,39,24,22,6,37,23,0,4,4.7482,1.48681,7.98561,4.96403,1.6087,1.29496,0.196809,0.12234,0.07446809113025665,,0.242236,0.279661,0.708955,5.17351,126.38000564575194,3.0306955235854858,123.50000381469727,2.9616307327374662,-0.412899,-0.243258,999.0,17.0,NL,Zac Leigh,684949,sa3017873,sa3017873,Zac Leigh
