pitcher,n_qual_years,starts_pre,starts_playoff,fp_pre,fp_playoff,lift_std,career_rate_pre,career_rate_playoff,career_playoff_lift_pct,player_name
660761,3,31,18,218.99999999999994,170.89999999999998,59.500290197592946,7.064516129032256,9.494444444444444,34.39624556062915,
663436,3,24,20,206.69999999999996,136.89999999999998,36.67377911230665,8.612499999999999,6.844999999999999,-20.52249637155298,"Martin, Davis"
663554,3,59,19,536.5999999999999,170.09999999999997,11.909706411176074,9.094915254237286,8.952631578947367,-1.564431017910031,"Mize, Casey"
663559,3,39,20,291.9,130.6,84.5791464874986,7.484615384615384,6.529999999999999,-12.754367934224048,"Falter, Bailey"
663623,3,68,22,594.9999999999999,114.69999999999997,30.24063130362463,8.749999999999998,5.213636363636362,-40.41558441558442,"Irvin, Jake"
663903,5,110,34,1101.1,292.0999999999999,67.45845763894921,10.01,8.591176470588232,-14.17406123288479,"Singer, Brady"
663978,3,63,13,631.9999999999999,112.79999999999998,70.47892846519768,10.03174603174603,8.676923076923076,-13.505355404089572,"Paddack, Chris"
664192,3,46,19,497.59999999999997,197.49999999999997,42.96301903049131,10.817391304347826,10.394736842105262,-3.907175495007624,
664285,6,110,41,1463.2999999999997,526.5999999999999,57.76682399577191,13.302727272727271,12.843902439024388,-3.4491035131085286,"Valdez, Framber"
665152,4,78,28,774.4999999999999,313.09999999999997,19.643027394848286,9.929487179487179,11.182142857142855,12.615512312090738,"Kremer, Dean"
665795,4,56,24,601.1999999999998,232.6,32.38398591509035,10.735714285714282,9.691666666666666,-9.72499445553335,"Cabrera, Edward"
666142,4,42,24,561.9999999999999,331.3,18.414060274085447,13.380952380952378,13.804166666666667,3.1628113879003834,"Ragans, Cole"
666159,3,27,18,200.39999999999998,168.7,47.437731453008205,7.422222222222222,9.372222222222222,26.27245508982036,
666200,4,69,31,739.3,464.9,52.31554434112431,10.714492753623187,14.996774193548386,39.96718779316094,"Luzardo, Jesús"
668678,6,117,47,1410.9999999999998,691.8999999999999,31.536594710778243,12.059829059829058,14.721276595744678,22.068700333247882,"Gallen, Zac"
668881,3,46,19,572.5999999999999,259.29999999999995,70.40158067391266,12.44782608695652,13.64736842105263,9.636560839752196,"Greene, Hunter"
668909,3,42,21,466.69999999999993,221.59999999999997,45.51723548072364,11.11190476190476,10.55238095238095,-5.035354617527326,"Williams, Gavin"
669022,3,72,17,706.1999999999999,167.79999999999998,75.17900639491104,9.808333333333332,9.870588235294116,0.6347143785296641,"Gore, MacKenzie"
669194,3,61,16,511.5999999999999,185.2,40.54215342823929,8.386885245901638,11.575,38.01309616888195,"Nelson, Ryne"
669203,4,93,32,1535.6999999999998,435.7,24.480319954772735,16.51290322580645,13.615625,-17.545541121312752,"Burnes, Corbin"
669302,5,106,40,1445.7999999999997,568.9,22.41128932577135,13.639622641509431,14.2225,4.273412643519179,"Gilbert, Logan"
669373,4,76,30,1204.6999999999998,473.6,70.48032540475101,15.851315789473682,15.786666666666667,-0.4078470435239621,"Skubal, Tarik"
669432,3,50,16,596.3,212.09999999999997,82.5472769643908,11.925999999999998,13.256249999999998,11.154200905584434,"Rogers, Trevor"
669456,3,60,23,907.8,358.5999999999999,26.839479333069814,15.129999999999999,15.591304347826084,3.0489381878789463,"Bieber, Shane"
669923,4,80,32,1065.3999999999999,338.59999999999997,14.167351707212754,13.317499999999999,10.581249999999999,-20.546273700018773,"Kirby, George"
671737,3,54,19,573.3,161.59999999999997,29.71509986644281,10.616666666666665,8.505263157894735,-19.887631165826665,"Bradley, Taj"
672282,3,53,17,514.5,149.5,6.155338858684231,9.70754716981132,8.794117647058824,-9.409478076945053,"Detmers, Reid"
