owner,name,team,own,slots,per_game,rank,signal,etfr,src,vol,inj,ret,xfp_ros,xfp_po,buckets
FA,Jonah Heim,Oak,1.8,C|DH|UTIL|BE|IL,1.6,259.0,drop,40.0,id·vol,2.32,,,68.0,19.0,C|UTIL
FA,Ezequiel Tovar,Col,3.5,SS|2B/SS|IF|UTIL|BE|IL,1.32,416.0,drop,65.0,id·vol,2.83,,,68.0,19.0,2B/SS|UTIL
FA,Donovan Solano,FA,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.51,,stash,,talent_prior·flat↓,,,,68.0,19.0,1B/3B|UTIL
FA,Yasmani Grandal,FA,0.0,C|UTIL|BE|IL,1.51,,stash,,talent_prior·flat↓,,,,68.0,19.0,C|UTIL
FA,Robbie Grossman,FA,0.0,LF|OF|UTIL|BE|IL,1.52,,stash,,talent_prior·flat↓,,,,68.0,19.0,OF|UTIL
FA,Nathaniel Lowe,Cin,1.0,1B|1B/3B|IF|UTIL|BE|IL|DH,1.75,165.0,hold,57.0,id·vol,2.14,,,68.0,19.0,1B/3B|UTIL
FA,Yan Gomes,FA,0.0,C|UTIL|BE|IL,1.48,,stash,,talent_prior·flat↓,,,,67.0,19.0,C|UTIL
FA,Christian Bethancourt,ChC,0.0,C|UTIL|BE|IL,1.49,,stash,,talent_prior·flat↓,,,,67.0,19.0,C|UTIL
FA,Brett Baty,NYM,3.2,2B|3B|2B/SS|1B/3B|IF|UTIL|BE|IL|RF|OF|1B,1.3,428.0,drop,61.0,id·vol,2.82,,,67.0,19.0,1B/3B|2B/SS|OF|UTIL
FA,Sean Murphy,Atl,0.6,C|UTIL|BE|IL,1.62,,stash,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-07-17,67.0,20.0,C|UTIL
FA,Tyler Fitzgerald,LAD,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.48,,stash,,talent_prior·flat↓,,,,67.0,19.0,2B/SS|UTIL
FA,Gio Urshela,FA,0.0,3B|1B/3B|IF|UTIL|BE|IL,1.48,,stash,,talent_prior·flat↓,,,,67.0,19.0,1B/3B|UTIL
FA,Dalton Rushing,LAD,14.1,C|UTIL|BE|IL,1.71,192.0,hold,50.0,id·vol,2.13,,,66.0,19.0,C|UTIL
FA,Tommy Troy,Ari,0.5,2B|2B/SS|IF|CF|OF|UTIL|BE|IL|LF,1.56,291.0,hold,30.0,id·vol,2.27,,,65.0,18.0,2B/SS|OF|UTIL
FA,Jon Singleton,FA,0.0,1B|1B/3B|IF|DH|UTIL|BE|IL,1.44,,stash,,talent_prior·flat↓,,,,65.0,18.0,1B/3B|UTIL
FA,Adam Duvall,FA,0.0,LF|OF|UTIL|BE|IL,1.45,,stash,,talent_prior·flat↓,,,,65.0,18.0,OF|UTIL
MINE,Aaron Judge,NYY,,RF|OF|DH|UTIL|BE|IL,2.51,7.0,add,96.0,id·vol,2.09,TEN_DAY_DL,2026-08-03,65.0,27.0,OF|UTIL
FA,Nolan Jones,ChW,0.1,CF|RF|OF|UTIL|BE|IL,1.45,,stash,,talent_prior·flat↓,,,,65.0,18.0,OF|UTIL
FA,Andrew Knizner,FA,0.0,C|UTIL|BE|IL,1.44,,stash,,talent_prior·flat↓,,,,65.0,18.0,C|UTIL
FA,Ryan Jeffers,Min,29.3,C|DH|UTIL|BE|IL,2.07,41.0,hold,47.0,id·vol,1.72,,,65.0,18.0,C|UTIL
FA,Carlos Cortes,Oak,4.7,RF|OF|UTIL|BE|IL|DH|LF,1.99,62.0,hold,67.0,id·vol,1.78,,,65.0,18.0,OF|UTIL
FA,Joey Ortiz,Mil,0.9,SS|2B/SS|IF|UTIL|BE|IL|3B|1B/3B,1.58,274.0,drop,53.0,id·vol,2.25,,,65.0,18.0,1B/3B|2B/SS|UTIL
FA,Owen Miller,ChC,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.46,,stash,,talent_prior·flat↓,,,,65.0,18.0,2B/SS|UTIL
FA,Kevin Kiermaier,FA,0.0,CF|OF|UTIL|BE|IL,1.46,,stash,,talent_prior·flat↓,,,,65.0,18.0,OF|UTIL
FA,Brandon Drury,KC,0.0,1B|1B/3B|IF|DH|UTIL|BE|IL,1.42,,stash,,talent_prior·flat↓,,,,64.0,18.0,1B/3B|UTIL
FA,J.D. Davis,FA,0.0,1B|3B|1B/3B|IF|UTIL|BE|IL,1.42,,stash,,talent_prior·flat↓,,,,64.0,18.0,1B/3B|UTIL
FA,Matt Chapman,SF,54.3,3B|1B/3B|IF|UTIL|BE|IL,1.53,313.0,drop,79.0,id·vol,2.52,TEN_DAY_DL,2026-07-17,64.0,20.0,1B/3B|UTIL
FA,Cavan Biggio,Hou,0.0,RF|OF|UTIL|BE|IL,1.42,,stash,,talent_prior·flat↓,,,,64.0,18.0,OF|UTIL
FA,Jack Suwinski,LAD,0.0,LF|CF|RF|OF|UTIL|BE|IL,1.43,,stash,,talent_prior·flat↓,,,,64.0,18.0,OF|UTIL
FA,DJ LeMahieu,FA,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.43,,stash,,talent_prior·flat↓,,,,64.0,18.0,2B/SS|UTIL
FA,Evan Carter,Tex,2.2,CF|OF|UTIL|BE|IL,1.74,173.0,hold,66.0,id·vol,2.02,,,64.0,18.0,OF|UTIL
FA,Austin Martin,Min,0.8,LF|OF|UTIL|BE|IL|RF,1.55,301.0,drop,62.0,id·vol,2.26,,,64.0,18.0,OF|UTIL
FA,Akil Baddoo,Mil,0.0,LF|RF|OF|UTIL|BE|IL,1.41,,stash,,talent_prior·flat↓,,,,63.0,18.0,OF|UTIL
FA,Corey Julks,Det,0,LF|OF|UTIL|BE|IL,1.4,,stash,,talent_prior·flat↓,,,,63.0,18.0,OF|UTIL
FA,Chris Taylor,LAA,0.0,LF|OF|UTIL|BE|IL,1.4,,stash,,talent_prior·flat↓,,,,63.0,18.0,OF|UTIL
FA,Liover Peguero,Phi,0.0,1B|SS|2B/SS|1B/3B|IF|UTIL|BE|IL,1.39,,stash,,talent_prior·flat↓,,,,63.0,18.0,1B/3B|2B/SS|UTIL
FA,Romy Gonzalez,Bos,0.8,1B|2B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.77,,stash,,talent_prior·vol,1.95,,,63.0,18.0,1B/3B|2B/SS|UTIL
FA,Wade Meckler,LAA,0.8,LF|CF|OF|UTIL|BE|IL,1.58,279.0,hold,32.0,id·vol,2.17,,,63.0,18.0,OF|UTIL
FA,Bryan De La Cruz,Phi,0.0,LF|OF|UTIL|BE|IL,1.4,,stash,,talent_prior·flat↓,,,,63.0,18.0,OF|UTIL
FA,Andres Gimenez,Tor,9.2,2B|2B/SS|IF|UTIL|BE|IL|SS,1.54,307.0,drop,70.0,name·vol,2.25,,,63.0,18.0,2B/SS|UTIL
FA,Jonny DeLuca,TB,0.4,CF|OF|UTIL|BE|IL|RF,1.66,214.0,hold,42.0,id·vol,2.07,,,63.0,18.0,OF|UTIL
FA,Blaze Jordan,StL,3.2,1B|3B|1B/3B|IF|UTIL|BE|IL,1.7,194.0,hold,20.0,id·vol,2.04,,,63.0,18.0,1B/3B|UTIL
FA,Jean Segura,Bal,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.39,,stash,,talent_prior·flat↓,,,,63.0,18.0,2B/SS|UTIL
FA,Mike Yastrzemski,Atl,1.5,RF|OF|UTIL|BE|IL|LF,1.63,230.0,hold,63.0,id·vol,2.12,,,63.0,18.0,OF|UTIL
FA,Brian Anderson,Atl,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.37,,stash,,talent_prior·flat↓,,,,62.0,18.0,1B/3B|UTIL
FA,Anthony Volpe,NYY,3.6,SS|2B/SS|IF|UTIL|BE|IL,1.4,378.0,hold,32.0,id·vol,2.42,,,62.0,17.0,2B/SS|UTIL
FA,Jake Cronenworth,SD,3.1,2B|2B/SS|IF|UTIL|BE|IL,1.5,330.0,drop,34.0,id·vol,2.26,,,62.0,17.0,2B/SS|UTIL
FA,Tyler Stephenson,Cin,2.1,C|UTIL|BE|IL,1.6,260.0,drop,59.0,id·vol,2.12,,,62.0,17.0,C|UTIL
FA,Victor Mesa Jr.,TB,0.1,LF|CF|RF|OF|UTIL|BE|IL,1.71,189.0,hold,25.0,id·vol,2.0,,,62.0,18.0,OF|UTIL
FA,Garrett Cooper,Atl,0.0,1B|1B/3B|IF|DH|UTIL|BE|IL,1.37,,stash,,talent_prior·flat↓,,,,62.0,18.0,1B/3B|UTIL
FA,Jonah Bride,Tex,0.0,3B|1B/3B|IF|UTIL|BE|IL,1.38,,stash,,talent_prior·flat↓,,,,62.0,18.0,1B/3B|UTIL
FA,Anthony Seigler,Bos,1.8,3B|1B/3B|IF|UTIL|BE|IL|2B|2B/SS,1.39,381.0,hold,16.0,id·vol,2.45,,,62.0,18.0,1B/3B|2B/SS|UTIL
FA,Brendan Donovan,Sea,39.7,2B|2B/SS|IF|UTIL|BE|IL|3B|1B/3B,1.89,101.0,hold,28.0,id·vol,1.95,TEN_DAY_DL,2026-07-17,61.0,19.0,1B/3B|2B/SS|UTIL
FA,Trey Mancini,LAA,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.34,,stash,,talent_prior·flat↓,,,,61.0,17.0,1B/3B|UTIL
FA,Kristian Campbell,Bos,0.4,2B|2B/SS|IF|UTIL|BE|IL,1.34,,stash,,talent_prior·flat↓,,,,61.0,17.0,2B/SS|UTIL
FA,Elehuris Montero,Col,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.36,,stash,,talent_prior·flat↓,,,,61.0,17.0,1B/3B|UTIL
FA,Matt Carpenter,FA,0.0,DH|UTIL|BE|IL,1.35,,stash,,talent_prior·flat↓,,,,61.0,17.0,UTIL
FA,Seth Brown,NYY,0.0,LF|OF|UTIL|BE|IL,1.36,,stash,,talent_prior·flat↓,,,,61.0,17.0,OF|UTIL
FA,Jace Peterson,Ari,0.0,SS|2B/SS|IF|UTIL|BE|IL,1.34,,stash,,talent_prior·flat↓,,,,61.0,17.0,2B/SS|UTIL
FA,Blake Sabol,TB,0.0,C|UTIL|BE|IL,1.33,,stash,,talent_prior·flat↓,,,,60.0,17.0,C|UTIL
FA,Gabriel Rincones Jr.,Phi,0.1,RF|OF|DH|UTIL|BE|IL,1.48,338.0,hold,14.0,id·vol,2.18,,,59.0,17.0,OF|UTIL
FA,Jorge Polanco,NYM,7.0,2B|2B/SS|IF|DH|UTIL|BE|IL,1.59,270.0,hold,17.0,id·vol,2.05,,,59.0,17.0,2B/SS|UTIL
FA,Dylan Carlson,ChC,0.0,LF|OF|UTIL|BE|IL,1.32,,stash,,talent_prior·flat↓,,,,59.0,17.0,OF|UTIL
FA,Matt Thaiss,Bos,0.0,C|UTIL|BE|IL,1.31,,stash,,talent_prior·flat↓,,,,59.0,17.0,C|UTIL
FA,Kahlil Watson,Cle,1.0,LF|CF|RF|OF|UTIL|BE|IL,1.43,364.0,hold,15.0,id·vol,2.27,,,59.0,17.0,OF|UTIL
FA,Joe Mack,Mia,1.6,C|DH|UTIL|BE|IL,1.62,244.0,drop,39.0,id·vol,2.01,,,59.0,17.0,C|UTIL
FA,Rodolfo Castro,Phi,0.0,SS|2B/SS|IF|UTIL|BE|IL,1.28,,stash,,talent_prior·flat↓,,,,58.0,16.0,2B/SS|UTIL
FA,Jacob Stallings,FA,0.0,C|UTIL|BE|IL,1.29,,stash,,talent_prior·flat↓,,,,58.0,16.0,C|UTIL
FA,Mitch Haniger,FA,0.0,RF|OF|UTIL|BE|IL,1.3,,stash,,talent_prior·flat↓,,,,58.0,16.0,OF|UTIL
FA,Leody Taveras,Bal,0.9,CF|RF|OF|UTIL|BE|IL,1.39,382.0,drop,58.0,id·vol,2.29,,,58.0,16.0,OF|UTIL
FA,Matt McLain,Cin,6.4,2B|2B/SS|IF|UTIL|BE|IL|SS,1.6,257.0,hold,73.0,id·vol,2.55,TEN_DAY_DL,2026-07-27,58.0,21.0,2B/SS|UTIL
FA,Paul DeJong,NYY,0.0,3B|1B/3B|IF|UTIL|BE|IL,1.3,,stash,,talent_prior·flat↓,,,,58.0,16.0,1B/3B|UTIL
FA,Justyn-Henry Malloy,TB,0.0,RF|OF|DH|UTIL|BE|IL,1.3,,stash,,talent_prior·flat↓,,,,58.0,16.0,OF|UTIL
FA,Max Muncy,Oak,2.6,2B|3B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.33,410.0,drop,34.0,id·vol,2.39,,,58.0,16.0,1B/3B|2B/SS|UTIL
FA,Brandon Crawford,FA,0.0,SS|2B/SS|IF|UTIL|BE|IL,1.28,,stash,,talent_prior·flat↓,,,,58.0,16.0,2B/SS|UTIL
FA,Drew Waters,KC,0.0,LF|CF|RF|OF|UTIL|BE|IL,1.29,,stash,,talent_prior·flat↓,,,,58.0,16.0,OF|UTIL
FA,Brett Wisely,Atl,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.3,,stash,,talent_prior·flat↓,,,,58.0,16.0,2B/SS|UTIL
FA,Dominic Fletcher,Pit,0.0,CF|RF|OF|UTIL|BE|IL,1.29,,stash,,talent_prior·flat↓,,,,58.0,16.0,OF|UTIL
FA,Michael Toglia,Cin,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.28,,stash,,talent_prior·flat↓,,,,58.0,16.0,1B/3B|UTIL
FA,Michael A. Taylor,FA,0.0,LF|CF|RF|OF|UTIL|BE|IL,1.27,,stash,,talent_prior·flat↓,,,,57.0,16.0,OF|UTIL
FA,Marcell Ozuna,Pit,4.0,DH|UTIL|BE|IL,1.41,375.0,drop,50.0,id·vol,2.21,,,57.0,16.0,UTIL
FA,Joey Wendle,Atl,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.27,,stash,,talent_prior·flat↓,,,,57.0,16.0,2B/SS|UTIL
FA,Luke Raley,Sea,6.8,1B|1B/3B|IF|RF|OF|UTIL|BE|IL,1.52,319.0,hold,57.0,id·vol,2.07,,,57.0,16.0,1B/3B|OF|UTIL
FA,Jose Herrera,Tex,0.0,C|UTIL|BE|IL,1.24,,stash,,talent_prior·flat↓,,,,56.0,15.0,C|UTIL
FA,Michael Siani,Bal,0.0,CF|OF|UTIL|BE|IL,1.25,,stash,,talent_prior·flat↓,,,,56.0,15.0,OF|UTIL
FA,Ben Williamson,TB,0.3,3B|1B/3B|IF|UTIL|BE|IL|2B|2B/SS|SS,1.44,360.0,drop,46.0,id·vol,2.15,,,56.0,16.0,1B/3B|2B/SS|UTIL
FA,Zack Gelof,Oak,19.5,2B|2B/SS|IF|UTIL|BE|IL|OF|CF|3B|1B/3B,1.7,198.0,hold,62.0,id·vol,2.08,TEN_DAY_DL,2026-07-20,56.0,18.0,1B/3B|2B/SS|OF|UTIL
FA,Carson Kelly,ChC,11.0,C|UTIL|BE|IL,1.49,331.0,drop,53.0,id·vol,2.05,,,56.0,16.0,C|UTIL
FA,Jackson Holliday,Bal,26.3,2B|2B/SS|IF|UTIL|BE|IL,1.54,310.0,hold,31.0,id·vol,1.99,,,56.0,16.0,2B/SS|UTIL
FA,Ryan Noda,Bal,0.0,1B|1B/3B|IF|RF|OF|UTIL|BE|IL,1.23,,stash,,talent_prior·flat↓,,,,56.0,15.0,1B/3B|OF|UTIL
FA,Joey Gallo,FA,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.23,,stash,,talent_prior·flat↓,,,,56.0,15.0,1B/3B|UTIL
FA,Garrett Hampson,Cin,0.0,LF|OF|UTIL|BE|IL,1.24,,stash,,talent_prior·flat↓,,,,56.0,15.0,OF|UTIL
FA,Jeremiah Jackson,Bal,6.5,3B|1B/3B|IF|RF|OF|UTIL|BE|IL|2B|2B/SS,1.79,141.0,hold,55.0,id·vol,1.71,,,56.0,16.0,1B/3B|2B/SS|OF|UTIL
FA,Taylor Walls,TB,0.3,SS|2B/SS|IF|UTIL|BE|IL,1.21,448.0,drop,47.0,id·vol,2.54,,,56.0,16.0,2B/SS|UTIL
FA,Alejandro Osuna,Tex,0.1,LF|RF|OF|UTIL|BE|IL|CF,1.32,415.0,drop,37.0,id·vol,2.29,,,55.0,16.0,OF|UTIL
FA,Josh Lowe,LAA,0.8,RF|OF|UTIL|BE|IL|LF|CF,1.51,324.0,drop,40.0,id·vol,1.99,,,55.0,15.0,OF|UTIL
FA,Austin Wells,NYY,6.2,C|UTIL|BE|IL,1.4,379.0,drop,45.0,id·vol,2.17,,,55.0,16.0,C|UTIL
FA,Richie Palacios,TB,0.4,2B|2B/SS|IF|LF|OF|UTIL|BE|IL,1.56,298.0,drop,50.0,id·vol,1.94,,,55.0,16.0,2B/SS|OF|UTIL
FA,Daniel Schneemann,Cle,2.2,2B|3B|2B/SS|1B/3B|IF|CF|OF|UTIL|BE|IL,1.25,442.0,drop,48.0,id·vol,2.43,,,55.0,16.0,1B/3B|2B/SS|OF|UTIL
FA,Amed Rosario,NYY,0.8,2B|3B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.74,170.0,hold,42.0,id·vol,1.73,,,55.0,15.0,1B/3B|2B/SS|UTIL
FA,Alexander Canario,FA,0.0,LF|CF|RF|OF|UTIL|BE|IL,1.21,,stash,,talent_prior·flat↓,,,,54.0,15.0,OF|UTIL
FA,Coby Mayo,Bal,1.0,1B|1B/3B|IF|UTIL|BE|IL|3B|DH,1.37,393.0,drop,49.0,id·vol,2.16,,,54.0,15.0,1B/3B|UTIL
FA,Jacob Gonzalez,Pit,1.4,2B|SS|2B/SS|IF|UTIL|BE|IL|1B|1B/3B,1.58,282.0,drop,22.0,id·vol,1.89,,,54.0,15.0,1B/3B|2B/SS|UTIL
FA,Korey Lee,ChW,0.0,C|UTIL|BE|IL,1.2,,stash,,talent_prior·flat↓,,,,54.0,15.0,C|UTIL
FA,Colt Emerson,Sea,8.5,SS|2B/SS|IF|UTIL|BE|IL|3B|1B/3B,1.31,418.0,hold,30.0,id·vol,2.24,,,54.0,15.0,1B/3B|2B/SS|UTIL
FA,Edouard Julien,Col,0.3,1B|2B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.4,377.0,drop,50.0,id·vol,2.11,,,54.0,15.0,1B/3B|2B/SS|UTIL
FA,Pavin Smith,Ari,0.1,1B|1B/3B|IF|DH|UTIL|BE|IL,1.49,332.0,drop,20.0,id·vol,1.97,,,54.0,15.0,1B/3B|UTIL
FA,Dominic Smith,Atl,2.6,1B|1B/3B|IF|UTIL|BE|IL|DH,1.57,286.0,hold,53.0,id·vol,1.85,,,53.0,15.0,1B/3B|UTIL
FA,Nick Ahmed,FA,0.0,SS|2B/SS|IF|UTIL|BE|IL,1.18,,stash,,talent_prior·flat↓,,,,53.0,15.0,2B/SS|UTIL
FA,Rhys Hoskins,Cle,1.5,1B|1B/3B|IF|UTIL|BE|IL|DH,1.3,424.0,drop,50.0,id·vol,2.23,,,53.0,15.0,1B/3B|UTIL
FA,Ben Rortvedt,NYM,0.0,C|UTIL|BE|IL,1.19,,stash,,talent_prior·flat↓,,,,53.0,15.0,C|UTIL
FA,Dylan Beavers,Bal,0.9,LF|RF|OF|UTIL|BE|IL,1.53,312.0,drop,32.0,id·vol,1.86,,,52.0,15.0,OF|UTIL
FA,Edwin Arroyo,Cin,0.6,SS|2B/SS|IF|UTIL|BE|IL|2B,1.38,389.0,hold,20.0,id·vol,2.09,,,52.0,15.0,2B/SS|UTIL
FA,Brandon Valenzuela,Tor,1.6,C|DH|UTIL|BE|IL,1.64,223.0,hold,44.0,id·vol,1.72,,,52.0,15.0,C|UTIL
FA,Hao-Yu Lee,Det,0.2,2B|3B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.44,361.0,drop,32.0,id·vol,1.93,,,51.0,14.0,1B/3B|2B/SS|UTIL
FA,Austin Barnes,NYM,0.0,C|UTIL|BE|IL,1.15,,stash,,talent_prior·flat↓,,,,51.0,15.0,C|UTIL
FA,Jorbit Vivas,Wsh,0.1,2B|3B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.52,318.0,drop,45.0,id·vol,1.85,,,51.0,14.0,1B/3B|2B/SS|UTIL
FA,Nick Pratto,Tex,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.11,,stash,,talent_prior·flat↓,,,,50.0,14.0,1B/3B|UTIL
FA,Logan O'Hoppe,LAA,2.0,C|UTIL|BE|IL,1.19,454.0,drop,39.0,id·vol,2.28,,,50.0,14.0,C|UTIL
FA,Yohendrick Pinango,Tor,0.3,LF|RF|OF|DH|UTIL|BE|IL,1.62,240.0,hold,38.0,name·vol,1.7,,,50.0,14.0,OF|UTIL
FA,Jose Fermin,StL,0.2,2B|2B/SS|IF|UTIL|BE|IL|OF|LF|CF|3B|1B/3B,1.56,290.0,drop,39.0,name·vol,1.76,,,50.0,14.0,1B/3B|2B/SS|OF|UTIL
FA,Ryan Mountcastle,Bal,0.3,1B|1B/3B|IF|DH|UTIL|BE|IL,1.57,,stash,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-08-01,50.0,20.0,1B/3B|UTIL
FA,Samad Taylor,SD,2.5,2B|2B/SS|IF|CF|OF|UTIL|BE|IL|LF,1.46,347.0,hold,22.0,id·vol,2.07,TEN_DAY_DL,2026-07-18,50.0,16.0,2B/SS|OF|UTIL
FA,Andruw Monasterio,Bos,0.1,SS|2B/SS|IF|UTIL|BE|IL|DH|2B,1.64,228.0,drop,39.0,id·vol,1.68,,,50.0,14.0,2B/SS|UTIL
FA,Drew Gilbert,SF,0.2,RF|OF|UTIL|BE|IL|CF|LF,1.62,238.0,hold,50.0,id·vol,1.67,,,49.0,14.0,OF|UTIL
FA,Riley Adams,Wsh,0.0,C|UTIL|BE|IL,1.1,,stash,,talent_prior·flat↓,,,,49.0,14.0,C|UTIL
FA,Brice Matthews,Hou,0.3,2B|2B/SS|IF|UTIL|BE|IL|OF|LF|CF,1.53,314.0,drop,51.0,id·vol,1.77,,,49.0,14.0,2B/SS|OF|UTIL
FA,Luis Rengifo,SD,0.5,2B|3B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.6,262.0,hold,49.0,id·vol,1.63,,,48.0,13.0,1B/3B|2B/SS|UTIL
FA,Leo Jimenez,Mia,0.0,2B|2B/SS|IF|UTIL|BE|IL|3B|1B/3B,1.54,306.0,drop,28.0,name·vol,1.71,,,48.0,14.0,1B/3B|2B/SS|UTIL
FA,Luis Robert Jr.,NYM,14.6,CF|OF|UTIL|BE|IL,1.67,209.0,hold,24.0,id·vol,1.65,SIXTY_DAY_DL,2026-07-16,47.0,14.0,OF|UTIL
FA,Josh Smith,Tex,1.3,1B|3B|SS|2B/SS|1B/3B|IF|UTIL|BE|IL|2B,1.32,413.0,drop,27.0,id·vol,1.94,,,47.0,13.0,1B/3B|2B/SS|UTIL
FA,Jose Fernandez,Ari,1.1,SS|2B/SS|IF|UTIL|BE|IL|DH|1B|1B/3B|3B,1.75,166.0,hold,46.0,id·vol,1.47,,,47.0,13.0,1B/3B|2B/SS|UTIL
FA,Edmundo Sosa,Phi,0.4,2B|3B|2B/SS|1B/3B|IF|UTIL|BE|IL|LF|OF|SS,1.75,162.0,hold,41.0,id·vol,1.46,,,47.0,13.0,1B/3B|2B/SS|OF|UTIL
FA,Victor Robles,Sea,0.3,RF|OF|UTIL|BE|IL|CF,1.73,182.0,hold,25.0,id·vol,1.48,,,47.0,13.0,OF|UTIL
FA,Connor Wong,Bos,0.3,C|UTIL|BE|IL,1.64,229.0,hold,31.0,id·vol,1.57,,,47.0,13.0,C|UTIL
FA,Joey Loperfido,Hou,0.2,LF|OF|UTIL|BE|IL,1.54,308.0,drop,27.0,id·vol,1.68,,,47.0,13.0,OF|UTIL
FA,Adrian Del Castillo,Ari,0.1,DH|UTIL|BE|IL|C,1.58,278.0,hold,38.0,id·vol,1.6,,,46.0,13.0,C|UTIL
FA,Ryan Vilade,TB,0.1,LF|RF|OF|UTIL|BE|IL|1B|1B/3B|IF,1.71,187.0,hold,39.0,id·vol,1.48,,,46.0,13.0,1B/3B|OF|UTIL
FA,Michael Conforto,ChC,0.5,LF|OF|UTIL|BE|IL|DH|RF,1.59,267.0,hold,38.0,id·vol,1.58,,,46.0,13.0,OF|UTIL
FA,Jesus Sanchez,Tor,2.0,LF|RF|OF|UTIL|BE|IL,1.65,219.0,hold,57.0,name·vol,1.52,TEN_DAY_DL,2026-07-11,46.0,13.0,OF|UTIL
FA,Nick Fortes,TB,1.6,C|UTIL|BE|IL,1.49,336.0,drop,48.0,id·vol,1.65,,,45.0,13.0,C|UTIL
FA,Justin Foscue,Tex,0.3,1B|2B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.84,121.0,hold,32.0,id·vol,1.35,,,45.0,13.0,1B/3B|2B/SS|UTIL
FA,Blake Dunn,Cin,0.4,LF|RF|OF|UTIL|BE|IL|CF,1.29,431.0,drop,29.0,id·vol,2.09,TEN_DAY_DL,2026-07-17,45.0,14.0,OF|UTIL
FA,Sung-Mun Song,SD,0.4,3B|1B/3B|IF|UTIL|BE|IL|2B|2B/SS,1.61,253.0,hold,22.0,id·vol,1.54,,,45.0,13.0,1B/3B|2B/SS|UTIL
FA,David Hamilton,Mil,1.0,2B|2B/SS|IF|UTIL|BE|IL|3B|1B/3B|SS,1.63,231.0,hold,57.0,id·vol,1.65,TEN_DAY_DL,2026-07-17,45.0,14.0,1B/3B|2B/SS|UTIL
FA,Tyler O'Neill,Bal,0.6,RF|OF|UTIL|BE|IL,1.64,221.0,hold,41.0,id·vol,1.51,,,45.0,13.0,OF|UTIL
FA,Marcus Semien,NYM,37.0,2B|2B/SS|IF|UTIL|BE|IL,1.81,132.0,hold,85.0,id·vol,1.93,TEN_DAY_DL,2026-08-01,45.0,18.0,2B/SS|UTIL
FA,LuJames Groover,Ari,0.0,3B|1B/3B|IF|UTIL|BE|IL,1.67,208.0,hold,13.0,id·vol,1.43,,,44.0,12.0,1B/3B|UTIL
FA,Mickey Gasper,Bos,0.1,C|UTIL|BE|IL|DH,1.54,305.0,drop,27.0,id·vol,1.56,,,44.0,12.0,C|UTIL
FA,Addison Barger,Tor,5.5,3B|1B/3B|IF|RF|OF|UTIL|BE|IL,1.67,,stash,,talent_prior·flat↓,,TEN_DAY_DL,2026-08-10,44.0,21.0,1B/3B|OF|UTIL
FA,Jose Tena,Wsh,0.1,3B|1B/3B|IF|UTIL|BE|IL|DH,1.49,333.0,hold,40.0,name·vol,1.61,,,44.0,12.0,1B/3B|UTIL
FA,Tim Anderson,FA,0.0,2B|SS|2B/SS|IF|UTIL|BE|IL,0.98,,stash,,talent_prior·flat↓,,,,44.0,13.0,2B/SS|UTIL
FA,Carlos Narvaez,Bos,1.1,C|UTIL|BE|IL,1.31,419.0,drop,33.0,name·vol,1.84,,,44.0,12.0,C|UTIL
FA,Matt Shaw,ChC,1.9,3B|1B/3B|IF|UTIL|BE|IL|RF|OF|DH,1.83,126.0,hold,40.0,id·vol,1.45,TEN_DAY_DL,2026-07-17,44.0,14.0,1B/3B|OF|UTIL
FA,Endy Rodriguez,Pit,0.9,C|1B|1B/3B|IF|UTIL|BE|IL,1.63,237.0,hold,29.0,name·vol,1.59,TEN_DAY_DL,2026-07-17,43.0,13.0,1B/3B|C|UTIL
FA,Nelson Velazquez,StL,0.2,RF|OF|DH|UTIL|BE|IL|LF,1.73,181.0,hold,16.0,name·vol,1.37,,,43.0,12.0,OF|UTIL
FA,Oswald Peraza,LAA,1.4,3B|1B/3B|IF|UTIL|BE|IL|2B|2B/SS,1.12,457.0,drop,45.0,id·vol,2.08,,,43.0,12.0,1B/3B|2B/SS|UTIL
FA,Gary Sanchez,Mil,2.4,C|UTIL|BE|IL|DH,1.65,220.0,hold,41.0,name·vol,1.42,,,43.0,12.0,C|UTIL
