player_name,bucket,pl_rank,pl_rank_raw,model_rank,model_proj,blended_xfp,blend_confidence,headline_proj,headline_source,model_signal,model_rep_delta,model_recform,schedule_idx,arche_have,arche_overall,arche_label,arche_cell,arche_traj,arche_domains,arche_slope_3yr,arche_career_pct,arche_t1_fp,arche_age,arche_age_tier,arche_velo,arche_velo_tier,verdict,verdict_top,reason_tag,confidence,confidence_n_aligned,confidence_n_available,watch_list,rationale,override_tag,decline_tier,velo_severity,velo_yoy,velo_in,velo_2y,split_rate_vs_L,split_rate_vs_R,split_lift_vs_L_pct,split_lift_vs_R_pct,split_pa_vs_L,split_pa_vs_R,split_dominant,xstat_xwoba,xstat_woba,xstat_gap,xstat_regression,xstat_vs_L_xwoba,xstat_vs_L_woba,xstat_vs_L_reg,xstat_vs_L_pa,xstat_vs_R_xwoba,xstat_vs_R_woba,xstat_vs_R_reg,xstat_vs_R_pa,ha_rate_home,ha_rate_away,ha_lift_home_pct,ha_lift_away_pct,ha_dominant,tto_tier,tto_penalty,tto1_rate,tto3_rate,bb_window,bb_n,bb_mean,bb_std,bb_boom_pct,bb_bust_pct,bb_min,bb_max,bb_l3_mean,bb_trend,bb_last,traj_n,traj_cadence,traj_first_label,traj_last_label,traj_ovr_first,traj_ovr_last,traj_ovr_delta,traj_last_archetype,traj_dom_last,traj_dom_deltas,stuff_plus,stuff_proj_ros_fp,stuff_breakout_gap,floor_bust_prob,floor_tier,trend_tag,shadow_grade,shadow_verdict,category,resolved,within_bucket_rank,group
Jake Irvin,SP,,—,245.0,7.15,8.122849768611745,high,8.122849768611745,blended_xfp,il,-4.419,0.0,,True,47.0,GENERIC_HR_PRONE,AVG/MINUS/AVG,STABLE,STUFF=54;MOVEMENT=39;CONTROL=46,-0.0,0.5,10.37,29.0,PEAK,87.12852512155592,BALANCED,CAUTION,CAUTION,process_red_flag,0.5,2.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Archetype flag: GENERIC_HR_PRONE — bottom-tier process profile.,,RISING,,-0.0008090779679577,,-2.5646534548984903,0.378,0.302,8.0,-13.8,144.0,84.0,L,0.35,0.336,-0.014,ALIGNED,0.378,0.325,OVERPERFORMING,144.0,0.302,0.354,UNDERPERFORMING,84.0,0.391,0.314,11.8,-10.2,HOME,AVERAGE,-0.014,-0.267,-0.281,L8 starts,8.0,9.2,9.7,25.0,25.0,-5.1,22.7,8.5,FLAT,9.5 9.5 22.7 5.5 0.5 -5.1 8.2 22.5,6.0,per_start,#3,#11,48.0,53.0,5.0,MOVE_WILD,STUFF=52;MOVEMENT=61;CONTROL=38,STUFF:+1;MOVEMENT:+9;CONTROL:+12,98.4,11.6,25.0,23.0,MODERATE,• FB velo +0.3 mph (+0.3σ) — stable,50.0,AVG_PROCESS,FA-SP,,75,SP
Yennier Cano,RP,,—,79.0,73.7,3.532192042783921,high,3.532192042783921,blended_xfp,drop,-45.9,,,True,62.0,COMMAND_MIDDLE,AVG/PLUS/AVG,TRENDING_UP,STUFF=55;CONTROL=65;BATTED_BALL=54,4.0,0.5,3.7,32.0,POST_PEAK,92.07757731958762,BALANCED,BUY — process upgrade,BUY,process_upgrade,0.75,3.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,Archetype COMMAND_MIDDLE OVERALL 62 TRENDING_UP; ranked top-80 by at least one outcome lens. Process leads the outcomes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.6,4.2,27.0,13.0,-6.0,7.3,4.5,UP,3.3 0.1 6.4 6.3 4.3 2.1 4.1 7.2,6.0,weekly,04-25,06-20,59.0,58.0,-1.0,COMMAND_MIDDLE,STUFF=57;CONTROL=62;BATTED_BALL=57,STUFF:-3;CONTROL:+0;BATTED_BALL:+5,,,,,,• FB velo -0.3 mph (-0.5σ) — stable,,,FA-RP,,45,RP
Tobias Myers,SP,,—,146.0,8.976356208860649,11.37890384537937,low,11.37890384537937,blended_xfp,drop,-2.593,0.0,,True,49.0,AVERAGE_4_5,AVG/AVG/AVG,CAREER_LOW,STUFF=46;MOVEMENT=51;CONTROL=56,,0.0,10.55,26.0,PRE_PEAK,88.53608917789131,BALANCED,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,0.267,0.331,-9.8,12.0,85.0,70.0,R,0.308,0.344,0.036,UNDERPERFORMING,0.267,0.263,ALIGNED,85.0,0.361,0.448,UNDERPERFORMING,66.0,0.288,0.321,-6.3,4.4,AWAY,STEEP_DECAY,-0.238,-0.167,-0.405,L8 starts,3.0,-2.9,11.5,0.0,67.0,-15.6,6.6,-2.9,FLAT,6.6 0.4 -15.6,5.0,per_start,#3,#7,48.0,47.0,-1.0,JUNKBALLER,STUFF=36;MOVEMENT=56;CONTROL=61,STUFF:+4;MOVEMENT:+0;CONTROL:-19,,,,,,• FB velo -0.6 mph (-0.8σ) — stable,39.0,BELOW_AVG_HARD,FA-RP,,9,SP
Luis Rengifo,H,,UR,,,1.908700825693212,high,1.908700825693212,blended_xfp,—,,,,True,47.0,GENERIC_NO_POWER,AVG/MINUS/AVG,STABLE,CONTACT=56;POWER=34;DISCIPLINE=51,-2.0,0.286,0.51,29.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 47); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.1,2.3,0.0,71.0,-2.0,8.0,1.3,FLAT,1.0 2.0 1.0 6.0 -1.0 1.0 1.0 2.0,6.0,weekly,04-25,06-13,48.0,48.0,0.0,AVERAGE_HITTER,CONTACT=52;POWER=42;DISCIPLINE=52,CONTACT:+2;POWER:-3;DISCIPLINE:+2,,,,,,,,,FA-H,,124,1B/3B
Bryan Hudson,SP,,—,180.0,8.379023253141533,11.562951955721244,low,11.562951955721244,blended_xfp,drop,-3.19,0.0,,False,,,,,,,,,,,,,MIXED — see profile,MIXED,no_convergence,0.25,1.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #180); archetype OVERALL changes by >10 (currently None); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.272,0.283,-2.4,1.9,66.0,84.0,R,0.306,0.311,0.005,ALIGNED,0.319,0.375,UNDERPERFORMING,63.0,0.295,0.262,OVERPERFORMING,82.0,0.301,0.311,-1.6,1.7,AWAY,,,,,L8 starts,5.0,3.8,2.5,0.0,60.0,0.3,6.5,4.1,FLAT,2.3 4.3 5.4 0.3 6.5,,,,,,,,,,,,,,,,"🔺 FB velo +1.4 mph (+1.8σ) — stuff-up watch, results confirming",49.0,BELOW_AVG,FA-RP,,14,SP
Taylor Rogers,RP,,—,148.0,68.6,3.5727890418834307,high,3.5727890418834307,blended_xfp,drop,-81.5,,,True,34.0,LOW_K_LIGHT_USE,MINUS/AVG/MINUS,TRENDING_DOWN,STUFF=32;CONTROL=57;BATTED_BALL=34,-3.5,0.0,2.06,36.0,POST_PEAK,84.59897119341564,FINESSE,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —); velo drops further (already FINESSE tier),WARN FINESSE velo tier + declining = drop tier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.0,3.7,13.0,27.0,-3.9,8.2,0.5,DOWN,2.3 -3.8 5.4 -2.8 5.3 0.2 2.1 -0.9,6.0,weekly,04-25,06-20,35.0,42.0,7.0,GENERIC_MIDDLE,STUFF=40;CONTROL=42;BATTED_BALL=47,STUFF:+6;CONTROL:+6;BATTED_BALL:+10,,,,,,• FB velo -1.1 mph (-1.4σ) — stable,,,FA-RP,,105,RP
Enyel De Los Santos,RP,,UR,36.0,103.5,2.9827837874760963,high,2.9827837874760963,blended_xfp,hold,-6.3,,,True,57.0,GENERIC_MIDDLE,AVG/AVG/AVG,STABLE,STUFF=56;CONTROL=58;BATTED_BALL=40,1.5,0.333,3.21,31.0,POST_PEAK,89.9406,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #36); archetype OVERALL changes by >10 (currently 57); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.2,5.6,33.0,20.0,-6.9,13.5,1.6,DOWN,3.3 9.5 0.3 2.4 -6.9 -5.9 4.3 6.3,6.0,weekly,04-25,06-20,50.0,52.0,2.0,GENERIC_MIDDLE,STUFF=52;CONTROL=56;BATTED_BALL=46,STUFF:+2;CONTROL:+6;BATTED_BALL:-6,,,,,,"🔻 FB velo -1.2 mph (-1.5σ) — velo decline/health watch, results diverging (tool moved, results hasn't)",,,FA-RP,,11,RP
Ty Madden,RP,,—,150.0,78.4,3.063425617480044,low,3.063425617480044,blended_xfp,drop,-82.0,,,False,,,,,,,,,,,,,MIXED — see profile,MIXED,no_convergence,0.25,1.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #150); archetype OVERALL changes by >10 (currently None); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,6.0,7.8,8.5,67.0,17.0,-2.8,19.5,4.2,DOWN,19.5 14.8 0.1 6.8 -2.8 8.6,2.0,weekly,06-13,06-20,53.0,53.0,0.0,GENERIC_MIDDLE,STUFF=50;CONTROL=56;BATTED_BALL=59,STUFF:+0;CONTROL:+0;BATTED_BALL:+0,,,,,,,,,FA-SP,,5,RP
Shawn Armstrong,RP,,—,98.0,94.7,3.3711035140985124,high,3.3711035140985124,blended_xfp,drop,-56.5,,,True,48.0,GENERIC_MIDDLE,AVG/AVG/AVG,STABLE,STUFF=53;CONTROL=42;BATTED_BALL=47,-2.81,0.333,2.82,36.0,POST_PEAK,90.25,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #98); archetype OVERALL changes by >10 (currently 48); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.4,3.7,0.0,13.0,-9.0,5.3,3.6,UP,5.2 0.3 4.3 3.3 -1.7 3.3 5.3 2.2,6.0,weekly,04-25,06-20,42.0,50.0,8.0,GENERIC_MIDDLE,STUFF=50;CONTROL=48;BATTED_BALL=51,STUFF:+6;CONTROL:+8;BATTED_BALL:+14,,,,,,• FB velo -0.2 mph (-0.3σ) — stable,,,FA-RP,,64,RP
Alex Freeland,H,,—,252.0,1.17,1.6870154511569782,low,1.6870154511569782,blended_xfp,drop,-0.1828,0.0019,,True,39.0,BACKUP_BAT,MINUS/AVG/AVG,CAREER_LOW,CONTACT=39;POWER=43;DISCIPLINE=51,,0.0,0.343,25.0,PRE_PEAK,,,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,0.299,0.303,0.004,ALIGNED,,,,,0.316,0.319,ALIGNED,152.0,0.274,0.322,-8.4,7.9,AWAY,,,,,L21 games,21.0,1.1,3.1,5.0,81.0,-2.0,10.0,0.3,FLAT,-1.0 3.0 -2.0 -2.0 1.0 1.0 0.0 0.0,6.0,weekly,04-25,06-20,53.0,50.0,-3.0,AVERAGE_HITTER,CONTACT=50;POWER=48;DISCIPLINE=57,CONTACT:-3;POWER:-3;DISCIPLINE:+0,,,,,,,,,FA-H,,120,1B/3B
Caleb Thielbar,RP,32.0,32,137.0,75.6,3.456315167628909,high,3.456315167628909,blended_xfp,drop,-76.8,,,True,45.0,WILD_LIGHT_USE,AVG/MINUS/MINUS,TRENDING_UP,STUFF=55;CONTROL=38;BATTED_BALL=32,3.5,0.167,2.59,39.0,POST_PEAK,86.86983695652174,FINESSE,BUY — archetype breakout,BUY,archetype_breakout,0.75,3.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,Archetype TRENDING_UP to WILD_LIGHT_USE (AVG/MINUS/MINUS); PL has caught it (#32); model lagging (#137). Buy before model catches up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.2,4.0,20.0,27.0,-4.8,8.4,0.2,DOWN,-4.8 3.3 1.2 8.4 6.5 -0.7 4.2 -2.9,6.0,weekly,04-25,06-20,46.0,47.0,1.0,LIGHT_USE_MIDDLE,STUFF=52;CONTROL=42;BATTED_BALL=37,STUFF:+6;CONTROL:-6;BATTED_BALL:-3,,,,,,• FB velo +0.4 mph (+0.5σ) — stable,,,FA-RP,,96,RP
Jesse Scholtens,RP,,—,182.0,47.8,3.3577586461239672,low,3.3577586461239672,blended_xfp,drop,-94.3,,,False,,,,,,,,,,,,,MIXED — see profile,MIXED,no_convergence,0.25,1.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #182); archetype OVERALL changes by >10 (currently None); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,7.0,8.2,7.0,71.0,14.0,-4.6,15.5,5.0,DOWN,14.4 15.5 5.3 6.9 13.5 6.2 -4.6,6.0,weekly,05-16,06-20,43.0,43.0,0.0,FILLER_RP,STUFF=36;CONTROL=54;BATTED_BALL=44,STUFF:+1;CONTROL:+2;BATTED_BALL:-10,,,,,,,,,FA-SP,,8,RP
Henry Davis,H,,UR,,,1.4744468340985488,high,1.4744468340985488,blended_xfp,—,,,,True,46.0,BALANCED_EYE,AVG/AVG/PLUS,TRENDING_UP,CONTACT=41;POWER=51;DISCIPLINE=64,12.0,0.75,0.519,27.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 46); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.1,2.3,0.0,71.0,-1.0,6.0,0.7,FLAT,3.0 6.0 1.0 1.0 -1.0 -1.0 3.0 0.0,6.0,weekly,04-25,06-13,45.0,50.0,5.0,AVERAGE_HITTER,CONTACT=47;POWER=54;DISCIPLINE=52,CONTACT:+1;POWER:+12;DISCIPLINE:+0,,,,,,,,,FA-H,,124,C
Blake Treinen,RP,,—,156.0,59.6,2.4230534036013736,high,2.4230534036013736,blended_xfp,drop,-85.9,,,True,49.0,GENERIC_MIDDLE,AVG/AVG/AVG,TRENDING_DOWN,STUFF=49;CONTROL=49;BATTED_BALL=50,-4.0,0.286,2.95,38.0,POST_PEAK,89.89331550802139,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #156); archetype OVERALL changes by >10 (currently 49); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.4,3.2,13.0,20.0,-2.8,7.1,2.3,FLAT,5.3 0.1 1.1 -2.7 4.3 -1.8 3.3 5.3,6.0,weekly,04-25,06-20,49.0,50.0,1.0,GENERIC_MIDDLE,STUFF=50;CONTROL=52;BATTED_BALL=49,STUFF:-2;CONTROL:+4;BATTED_BALL:+8,,,,,,• FB velo -0.8 mph (-1.0σ) — stable,,,FA-RP,,110,RP
Anthony Banda,RP,,—,130.0,54.8,2.433256071888148,high,2.433256071888148,blended_xfp,drop,-72.0,,,True,46.0,GENERIC_MIDDLE,AVG/AVG/AVG,TRENDING_DOWN,STUFF=48;CONTROL=48;BATTED_BALL=44,-6.0,0.4,2.66,33.0,POST_PEAK,89.83846153846153,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #130); archetype OVERALL changes by >10 (currently 46); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,4.3,3.2,33.0,7.0,-0.9,10.4,3.9,FLAT,6.3 0.1 6.3 7.5 1.2 -0.9 3.3 9.3,6.0,weekly,04-25,06-20,49.0,47.0,-2.0,GENERIC_MIDDLE,STUFF=45;CONTROL=48;BATTED_BALL=53,STUFF:+1;CONTROL:-6;BATTED_BALL:-5,,,,,,"🔻 FB velo -1.4 mph (-1.8σ) — velo decline/health watch, results confirming",,,FA-RP,,91,RP
Jonny DeLuca,H,,—,185.0,1.51,1.2180091231987191,high,1.2180091231987191,blended_xfp,hold,-0.0426,0.0131,,True,46.0,AVG_HACKER,AVG/AVG/MINUS,STABLE,CONTACT=47;POWER=51;DISCIPLINE=32,2.0,0.5,0.478,28.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #185); archetype OVERALL changes by >10 (currently 46); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.29,0.339,0.049,OVERPERFORMING,0.275,0.33,OVERPERFORMING,57.0,0.301,0.345,OVERPERFORMING,75.0,0.275,0.309,-5.2,6.5,AWAY,,,,,L21 games,21.0,1.8,3.1,0.0,57.0,-3.0,7.0,4.3,UP,-3.0 4.0 6.0 0.0 -1.0 1.0 5.0 7.0,6.0,weekly,04-25,06-20,53.0,50.0,-3.0,AVERAGE_HITTER,CONTACT=52;POWER=48;DISCIPLINE=42,CONTACT:-2;POWER:-5;DISCIPLINE:-2,,,,,,,,,FA-H,,83,OF
Mason Montgomery,SP,,—,105.0,9.69107889931488,14.701403668085035,low,14.701403668085035,blended_xfp,hold,-1.878,0.0,,False,,,,,,,,,,,,,MIXED — see profile,MIXED,no_convergence,0.25,1.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #105); archetype OVERALL changes by >10 (currently None); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.345,0.292,11.9,-5.3,39.0,88.0,L,0.308,0.319,0.011,ALIGNED,,,,,0.292,0.349,UNDERPERFORMING,88.0,0.276,0.331,-10.4,7.4,AWAY,,,,,L8 starts,4.0,3.8,1.3,0.0,75.0,2.3,5.3,4.0,FLAT,3.3 4.3 5.3 2.3,,,,,,,,,,,,,,,,• FB velo -0.6 mph (-0.7σ) — stable,63.0,PLUS_PROCESS,FA-RP,,5,SP
Yohan Ramírez,RP,,—,66.0,74.7,2.714825721808802,high,2.714825721808802,blended_xfp,drop,-35.6,,,True,48.0,BULK_GB_RP,AVG/AVG/PLUS,STABLE,STUFF=48;CONTROL=43;BATTED_BALL=61,1.5,0.5,2.94,31.0,POST_PEAK,90.14318529862176,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #66); archetype OVERALL changes by >10 (currently 48); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.1,4.5,20.0,7.0,-10.9,8.6,4.4,UP,4.3 3.7 8.6 5.6 4.3 1.2 4.4 7.6,6.0,weekly,04-25,06-20,54.0,52.0,-2.0,GENERIC_MIDDLE,STUFF=50;CONTROL=53;BATTED_BALL=58,STUFF:-3;CONTROL:-1;BATTED_BALL:+2,,,,,,• FB velo -0.2 mph (-0.2σ) — stable,,,FA-RP,,34,RP
Tyler Wells,SP,,UR,71.0,10.42,12.235467004552168,high,12.235467004552168,blended_xfp,il,-1.149,0.0,,True,49.0,GENERIC_HR_PRONE,AVG/MINUS/AVG,CAREER_LOW,STUFF=55;MOVEMENT=39;CONTROL=52,0.0,0.0,11.27,29.0,PEAK,87.61382028376248,BALANCED,CAUTION,CAUTION,process_red_flag,0.5,2.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently UR),WARN Archetype flag: GENERIC_HR_PRONE — bottom-tier process profile. WARN Career-low season (0% career-percentile).,,,,,,,0.284,0.326,-5.9,8.0,80.0,59.0,R,0.305,0.295,-0.01,ALIGNED,0.29,0.268,OVERPERFORMING,79.0,0.326,0.331,ALIGNED,59.0,0.376,0.217,23.0,-29.0,HOME,DECAY,-0.079,-0.164,-0.243,L8 starts,,,,,,,,,,,2.0,per_start,#3,#4,45.0,54.0,9.0,PURE_CONTROL,STUFF=51;MOVEMENT=56;CONTROL=60,STUFF:+17;MOVEMENT:+6;CONTROL:-9,,,,,,• FB velo +0.6 mph (+0.8σ) — stable,62.0,PLUS_PROCESS,FA-SP,,9,SP
Mason Fluharty,RP,,UR,,,2.8920844777635684,high,2.8920844777635684,blended_xfp,—,,,,True,49.0,LIGHT_USE_MIDDLE,AVG/AVG/MINUS,CAREER_LOW,STUFF=54;CONTROL=49;BATTED_BALL=35,0.0,0.0,2.72,25.0,PRE_PEAK,86.8721382289417,FINESSE,CAUTION,CAUTION,process_red_flag,0.5,2.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently UR); velo drops further (already FINESSE tier),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.4,3.3,13.0,13.0,-5.0,8.3,1.8,FLAT,4.3 4.3 0.2 5.3 0.2 2.1 8.3 -5.0,6.0,weekly,04-25,05-30,61.0,52.0,-9.0,GENERIC_MIDDLE,STUFF=56;CONTROL=44;BATTED_BALL=53,STUFF:-15;CONTROL:-4;BATTED_BALL:+2,,,,,,,,,FA-RP,,135,RP
Brice Matthews,H,,UR,,,1.8547263151781084,low,1.8547263151781084,blended_xfp,—,,,,True,37.0,BACKUP_BAT,MINUS/AVG/AVG,CAREER_LOW,CONTACT=34;POWER=50;DISCIPLINE=44,,0.0,0.346,24.0,PRE_PEAK,,,CAUTION,CAUTION,process_red_flag,0.5,2.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently UR),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,0.7,2.6,0.0,67.0,-2.0,8.0,-1.0,DOWN,-1.0 6.0 8.0 2.0 -1.0 -1.0 -1.0 -1.0,6.0,weekly,05-02,06-13,51.0,50.0,-1.0,AVERAGE_HITTER,CONTACT=48;POWER=53;DISCIPLINE=50,CONTACT:+0;POWER:-2;DISCIPLINE:-3,,,,,,,,,FA-H,,124,2B/SS
Ty France,H,,UR,128.0,1.69,1.7641441401420903,high,1.7641441401420903,blended_xfp,drop,-0.0861,-0.015,,True,52.0,POWER_HITTER,AVG/PLUS/AVG,STABLE,CONTACT=47;POWER=60;DISCIPLINE=47,1.0,0.286,0.423,32.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #128); archetype OVERALL changes by >10 (currently 52); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.274,0.277,-0.8,0.3,880.0,2274.0,R,0.314,0.346,0.032,OVERPERFORMING,0.294,0.355,OVERPERFORMING,49.0,0.323,0.342,ALIGNED,116.0,0.278,0.354,-11.5,12.8,AWAY,,,,,L21 games,21.0,1.1,4.4,5.0,67.0,-4.0,17.0,5.0,UP,-1.0 -1.0 -2.0 2.0 -2.0 17.0 0.0 -2.0,6.0,weekly,05-02,06-20,60.0,54.0,-6.0,POWER_HITTER,CONTACT=52;POWER=60;DISCIPLINE=46,CONTACT:-6;POWER:-6;DISCIPLINE:+1,,,,,,• stable (phys -0.2σ) — bat speed +0.5mph,,,FA-H,,47,1B/3B
Wenceel Pérez,H,,UR,,,1.980970709191569,high,1.980970709191569,blended_xfp,—,,,,True,48.0,AVERAGE_HITTER,AVG/AVG/AVG,STABLE,CONTACT=48;POWER=50;DISCIPLINE=44,0.5,0.333,0.523,27.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 48); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,2.1,3.9,0.0,67.0,-3.0,9.0,2.3,FLAT,9.0 -1.0 8.0 0.0 1.0 7.0 -1.0 1.0,6.0,weekly,05-02,06-13,53.0,51.0,-2.0,AVERAGE_HITTER,CONTACT=50;POWER=53;DISCIPLINE=50,CONTACT:-2;POWER:-1;DISCIPLINE:-4,,,,,,,,,FA-H,,124,OF
Richie Palacios,H,,UR,,,1.7545159798565466,high,1.7545159798565466,blended_xfp,—,,,,True,41.0,GENERIC_NO_POWER,AVG/MINUS/AVG,TRENDING_DOWN,CONTACT=46;POWER=37;DISCIPLINE=54,-6.71,0.0,0.41,29.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 41); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.6,2.3,0.0,52.0,-2.0,6.0,1.7,FLAT,1.0 -2.0 1.0 -2.0 4.0 1.0 3.0 1.0,6.0,weekly,04-25,06-13,54.0,48.0,-6.0,AVERAGE_HITTER,CONTACT=51;POWER=42;DISCIPLINE=54,CONTACT:-5;POWER:-5;DISCIPLINE:-10,,,,,,,,,FA-H,,124,OF
