player_name,bucket,pl_rank,pl_rank_raw,model_rank,model_proj,blended_xfp,blend_confidence,headline_proj,headline_source,model_signal,model_rep_delta,model_recform,schedule_idx,arche_have,arche_overall,arche_label,arche_cell,arche_traj,arche_domains,arche_slope_3yr,arche_career_pct,arche_t1_fp,arche_age,arche_age_tier,arche_velo,arche_velo_tier,verdict,verdict_top,reason_tag,confidence,confidence_n_aligned,confidence_n_available,watch_list,rationale,override_tag,decline_tier,velo_severity,velo_yoy,velo_in,velo_2y,split_rate_vs_L,split_rate_vs_R,split_lift_vs_L_pct,split_lift_vs_R_pct,split_pa_vs_L,split_pa_vs_R,split_dominant,xstat_xwoba,xstat_woba,xstat_gap,xstat_regression,xstat_vs_L_xwoba,xstat_vs_L_woba,xstat_vs_L_reg,xstat_vs_L_pa,xstat_vs_R_xwoba,xstat_vs_R_woba,xstat_vs_R_reg,xstat_vs_R_pa,ha_rate_home,ha_rate_away,ha_lift_home_pct,ha_lift_away_pct,ha_dominant,tto_tier,tto_penalty,tto1_rate,tto3_rate,bb_window,bb_n,bb_mean,bb_std,bb_boom_pct,bb_bust_pct,bb_min,bb_max,bb_l3_mean,bb_trend,bb_last,traj_n,traj_cadence,traj_first_label,traj_last_label,traj_ovr_first,traj_ovr_last,traj_ovr_delta,traj_last_archetype,traj_dom_last,traj_dom_deltas,stuff_plus,stuff_proj_ros_fp,stuff_breakout_gap,floor_bust_prob,floor_tier,trend_tag,shadow_grade,shadow_verdict,category,resolved,within_bucket_rank,group
Jacob Webb,RP,22.0,22,65.0,84.3,2.963947064210562,high,2.963947064210562,blended_xfp,drop,-35.4,,,True,63.0,PURE_STUFF_RP,PLUS/AVG/AVG,TRENDING_UP,STUFF=63;CONTROL=56;BATTED_BALL=44,9.5,0.833,3.57,33.0,POST_PEAK,89.42203098106712,BALANCED,BUY — process upgrade,BUY,process_upgrade,1.0,4.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,Archetype PURE_STUFF_RP OVERALL 63 TRENDING_UP; ranked top-80 by at least one outcome lens. Process leads the outcomes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.4,3.4,20.0,13.0,-4.8,6.4,1.6,DOWN,5.3 5.6 3.2 -2.7 1.1 3.3 6.3 -4.8,6.0,weekly,04-25,06-20,51.0,56.0,5.0,PURE_STUFF_RP,STUFF=62;CONTROL=52;BATTED_BALL=42,STUFF:+5;CONTROL:+10;BATTED_BALL:-7,,,,,,• FB velo +0.7 mph (+0.9σ) — stable,,,FA-RP,,33,RP
George Soriano,RP,37.0,37,83.0,63.5,2.477369570855723,high,2.477369570855723,blended_xfp,drop,-48.2,,,True,57.0,GENERIC_MIDDLE,AVG/AVG/AVG,TRENDING_UP,STUFF=58;CONTROL=52;BATTED_BALL=48,7.0,0.75,3.66,27.0,PEAK,91.7034,BALANCED,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 37); model rank changes by >20 (currently #83); archetype OVERALL changes by >10 (currently 57); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.0,2.2,7.0,13.0,-1.8,6.3,1.7,DOWN,5.3 2.3 -1.8 5.4 3.3 3.5 -0.7 2.3,6.0,weekly,04-25,06-20,50.0,56.0,6.0,PURE_STUFF_RP,STUFF=60;CONTROL=55;BATTED_BALL=46,STUFF:+10;CONTROL:+5;BATTED_BALL:-6,,,,,,• FB velo +0.8 mph (+1.1σ) — stable,,,FA-RP,,49,RP
Joey Ortiz,H,,UR,,,1.8206058094642288,high,1.8206058094642288,blended_xfp,—,,,,True,42.0,NO_POWER_HACKER,AVG/MINUS/MINUS,TRENDING_DOWN,CONTACT=51;POWER=34;DISCIPLINE=39,-4.0,0.0,0.439,28.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 42); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.1,1.4,0.0,67.0,-1.0,4.0,-0.3,DOWN,2.0 0.0 4.0 0.0 1.0 -1.0 0.0 0.0,6.0,weekly,04-25,06-13,46.0,49.0,3.0,AVERAGE_HITTER,CONTACT=52;POWER=42;DISCIPLINE=54,CONTACT:+3;POWER:+1;DISCIPLINE:+3,,,,,,,,,FA-H,,124,2B/SS
José Alvarado,RP,,—,95.0,101.9,3.856317269478623,high,3.856317269478623,blended_xfp,drop,-54.4,,,True,58.0,STUFF_NO_BULK,PLUS/AVG/MINUS,TRENDING_UP,STUFF=60;CONTROL=54;BATTED_BALL=38,4.5,0.667,3.78,31.0,POST_PEAK,95.89201451905626,POWER,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #95); archetype OVERALL changes by >10 (currently 58); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.0,4.0,13.0,33.0,-5.7,9.3,-1.0,DOWN,3.3 -1.7 3.3 3.2 6.3 -1.7 -5.7 4.3,6.0,weekly,04-25,06-20,57.0,56.0,-1.0,COMMAND_MIDDLE,STUFF=52;CONTROL=65;BATTED_BALL=53,STUFF:+0;CONTROL:+3;BATTED_BALL:-10,,,,,,• FB velo -0.9 mph (-1.2σ) — stable,,,FA-RP,,61,RP
Kyle Freeland,SP,,—,248.0,7.0824137837687005,9.176831810954168,high,9.176831810954168,blended_xfp,drop,-4.487,-1.508,0.0,True,45.0,PURE_CONTROL,AVG/AVG/PLUS,TRENDING_UP,STUFF=44;MOVEMENT=42;CONTROL=64,6.0,0.5,9.35,32.0,POST_PEAK,87.21156325543916,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #248); archetype OVERALL changes by >10 (currently 45); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,RISING,,-0.5986363636363592,-0.3363775280898835,-1.6654275534441894,0.3,0.376,-16.6,4.2,62.0,244.0,R,0.363,0.4,0.037,UNDERPERFORMING,0.305,0.308,ALIGNED,61.0,0.377,0.423,UNDERPERFORMING,243.0,0.342,0.381,-5.8,5.0,AWAY,AVERAGE,-0.039,-0.309,-0.348,L8 starts,8.0,2.2,10.7,12.0,88.0,-10.9,24.2,9.8,UP,-1.5 -10.9 4.4 -8.8 4.7 4.5 0.7 24.2,6.0,per_start,#3,#13,59.0,50.0,-9.0,PURE_CONTROL,STUFF=43;MOVEMENT=54;CONTROL=63,STUFF:-11;MOVEMENT:-13;CONTROL:+4,91.8,9.67,14.0,30.0,RISKY,• FB velo -0.1 mph (-0.1σ) — stable,41.0,BELOW_AVG,FA-SP,,76,SP
Miguel Amaya,H,,UR,,,1.6783857995478864,high,1.6783857995478864,blended_xfp,—,,,,True,47.0,BALANCED_EYE,AVG/AVG/PLUS,CAREER_LOW,CONTACT=46;POWER=45;DISCIPLINE=70,-2.0,0.0,0.442,27.0,PEAK,,,CAUTION,CAUTION,process_red_flag,0.5,2.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently UR),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.3,2.0,0.0,57.0,-1.0,7.0,2.3,UP,1.0 2.0 1.0 1.0 0.0 2.0 3.0 2.0,6.0,weekly,04-25,06-13,49.0,49.0,0.0,AVERAGE_HITTER,CONTACT=49;POWER=48;DISCIPLINE=54,CONTACT:+1;POWER:+0;DISCIPLINE:-1,,,,,,,,,FA-H,,124,C
Michael Massey,H,,UR,88.0,1.81,1.4042399696573389,high,1.4042399696573389,blended_xfp,hold,0.0,0.015,,True,52.0,AVG_HACKER,AVG/AVG/MINUS,STABLE,CONTACT=54;POWER=54;DISCIPLINE=28,-2.0,0.2,0.493,28.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #88); archetype OVERALL changes by >10 (currently 52); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.157,0.239,-29.8,6.9,242.0,1046.0,R,0.296,0.323,0.027,OVERPERFORMING,,,,,0.312,0.325,ALIGNED,150.0,0.316,0.274,6.7,-7.4,HOME,,,,,L21 games,21.0,2.7,3.2,0.0,43.0,-2.0,9.0,3.3,FLAT,7.0 5.0 -2.0 0.0 6.0 2.0 2.0 6.0,6.0,weekly,05-02,06-20,48.0,53.0,5.0,AVERAGE_HITTER,CONTACT=53;POWER=56;DISCIPLINE=40,CONTACT:+5;POWER:+6;DISCIPLINE:-2,,,,,,🔺 breakout watch (phys +1.1σ) — bat speed +1.5mph; contact confirming,,,FA-H,,20,2B/SS
Tim Hill,RP,,—,147.0,70.6,2.424459686647701,high,2.424459686647701,blended_xfp,drop,-81.1,,,True,43.0,SOFT_GB_INNINGS_EATER,MINUS/PLUS/PLUS,STABLE,STUFF=30;CONTROL=65;BATTED_BALL=62,1.5,0.375,1.82,36.0,POST_PEAK,87.03765903307888,FINESSE,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #147); archetype OVERALL changes by >10 (currently 43); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,0.1,4.7,0.0,33.0,-10.0,5.3,-0.2,FLAT,-0.8 3.3 3.3 1.1 4.3 -3.9 1.1 2.3,6.0,weekly,04-25,06-20,49.0,44.0,-5.0,LOW_K_GB_BULK,STUFF=32;CONTROL=53;BATTED_BALL=67,STUFF:-6;CONTROL:-7;BATTED_BALL:+0,,,,,,• FB velo -0.1 mph (-0.2σ) — stable,,,FA-RP,,104,RP
Sam Bachman,RP,30.0,30,89.0,57.2,2.980285881236484,low,2.980285881236484,blended_xfp,drop,-51.8,,,True,57.0,GENERIC_MIDDLE,AVG/AVG/AVG,TRENDING_UP,STUFF=59;CONTROL=45;BATTED_BALL=58,7.0,0.5,3.82,27.0,PEAK,92.36484962406014,BALANCED,BUY — archetype breakout,BUY,archetype_breakout,0.75,3.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,Archetype TRENDING_UP to GENERIC_MIDDLE (AVG/AVG/AVG); PL has caught it (#30); model lagging (#89). Buy before model catches up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.0,5.0,27.0,13.0,-11.7,8.3,-2.0,DOWN,6.4 4.3 2.1 5.3 2.3 -11.7 -2.7 8.3,6.0,weekly,04-25,06-20,54.0,58.0,4.0,PURE_STUFF_RP,STUFF=62;CONTROL=50;BATTED_BALL=58,STUFF:+0;CONTROL:+5;BATTED_BALL:+12,,,,,,"🔺 FB velo +1.5 mph (+1.9σ) — stuff-up watch, results confirming",,,FA-RP,,55,RP
Kyle Karros,H,145.0,145,224.0,1.42,1.1070390324720492,high,1.1070390324720492,blended_xfp,drop,-0.0922,0.007,,True,50.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_UP,CONTACT=51;POWER=46;DISCIPLINE=55,16.0,0.5,0.468,24.0,PRE_PEAK,,,BUY — archetype breakout,BUY,archetype_breakout,0.5,2.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,Archetype TRENDING_UP to AVERAGE_HITTER (AVG/AVG/AVG); PL has caught it (#145); model lagging (#224). Buy before model catches up.,,,,,,,,,,,,,,0.332,0.326,-0.006,ALIGNED,0.353,0.329,UNDERPERFORMING,81.0,0.322,0.325,ALIGNED,167.0,0.358,0.311,7.8,-6.3,HOME,,,,,L21 games,21.0,2.9,3.4,5.0,48.0,-1.0,11.0,2.7,FLAT,0.0 3.0 4.0 11.0 0.0 7.0 0.0 1.0,6.0,weekly,04-25,06-20,52.0,52.0,0.0,AVERAGE_HITTER,CONTACT=53;POWER=50;DISCIPLINE=58,CONTACT:+0;POWER:+4;DISCIPLINE:-6,,,,,,• stable (phys +0.6σ) — bat speed +1.7mph,,,FA-H,,101,1B/3B
Calvin Faucher,RP,,—,117.0,57.6,3.555543833936228,high,3.555543833936228,blended_xfp,drop,-66.3,,,True,38.0,AVG_STUFF_WILD,AVG/MINUS/AVG,TRENDING_DOWN,STUFF=43;CONTROL=34;BATTED_BALL=56,-3.5,0.0,2.94,31.0,POST_PEAK,91.35018315018314,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #117); archetype OVERALL changes by >10 (currently 38); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.0,4.0,13.0,13.0,-6.8,8.6,4.6,UP,5.3 8.6 0.2 7.3 2.3 4.3 4.2 5.4,6.0,weekly,04-25,06-20,48.0,48.0,0.0,GENERIC_MIDDLE,STUFF=50;CONTROL=40;BATTED_BALL=59,STUFF:-6;CONTROL:+4;BATTED_BALL:+14,,,,,,• FB velo +0.4 mph (+0.5σ) — stable,,,FA-RP,,80,RP
Griffin Canning,SP,,—,157.0,8.799831584508048,10.428302604268607,high,10.428302604268607,blended_xfp,drop,-2.77,4.446,,True,47.0,WILD_MID,AVG/AVG/MINUS,TRENDING_DOWN,STUFF=50;MOVEMENT=50;CONTROL=36,-4.5,0.2,10.12,29.0,PEAK,90.00446760982874,BALANCED,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Archetype flag: WILD_MID — bottom-tier process profile.,,RISING,,0.4770420977346106,-0.9972782037239512,1.0865890230710846,0.375,0.29,9.5,-15.3,113.0,70.0,L,0.342,0.357,0.015,ALIGNED,0.375,0.408,UNDERPERFORMING,113.0,0.29,0.274,ALIGNED,70.0,0.303,0.395,-11.6,15.3,AWAY,AVERAGE,-0.033,-0.252,-0.285,L8 starts,8.0,5.5,10.6,0.0,38.0,-13.5,15.5,6.2,FLAT,15.5 -1.7 -13.5 10.5 15.0 5.5 15.5 -2.5,6.0,per_start,#3,#9,54.0,46.0,-8.0,WILD_MID,STUFF=47;MOVEMENT=57;CONTROL=20,STUFF:-8;MOVEMENT:-10;CONTROL:+0,91.3,9.97,9.0,28.0,MODERATE,• FB velo +0.0 mph (+0.1σ) — stable,43.0,BELOW_AVG,FA-SP,,38,SP
Tyler Holton,RP,,—,133.0,57.1,3.039201690539846,low,3.039201690539846,blended_xfp,drop,-73.8,,,True,55.0,COMMAND_MIDDLE,AVG/PLUS/AVG,CAREER_LOW,STUFF=47;CONTROL=63;BATTED_BALL=55,-1.67,0.0,2.66,30.0,PEAK,86.34117647058824,FINESSE,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —); velo drops further (already FINESSE tier),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.1,4.1,27.0,13.0,-4.9,8.6,6.5,UP,5.5 -1.9 0.1 0.1 6.5 2.3 8.5 8.6,6.0,weekly,04-25,06-20,35.0,49.0,14.0,GENERIC_MIDDLE,STUFF=48;CONTROL=50;BATTED_BALL=53,STUFF:+18;CONTROL:+16;BATTED_BALL:+0,,,,,,• FB velo -0.4 mph (-0.6σ) — stable,,,FA-RP,,93,RP
Adrian Houser,SP,,—,227.0,7.398034385885802,9.712152804888138,high,9.712152804888138,blended_xfp,drop,-4.171,0.325,,True,32.0,PIT_CHF,MINUS/MINUS/AVG,TRENDING_DOWN,STUFF=31;MOVEMENT=38;CONTROL=54,-3.71,0.0,7.28,33.0,POST_PEAK,90.75040322580644,BALANCED,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Archetype flag: PIT_CHF — bottom-tier process profile.,,STABLE,,0.4559827311271078,0.1352597686473302,2.986579169183429,0.39,0.298,9.3,-16.6,190.0,106.0,L,0.361,0.386,0.025,UNDERPERFORMING,0.393,0.445,UNDERPERFORMING,189.0,0.302,0.279,OVERPERFORMING,105.0,0.356,0.363,-1.3,0.8,AWAY,STEEP_DECAY,-0.109,-0.258,-0.368,L8 starts,8.0,7.3,6.9,0.0,25.0,-2.9,16.8,4.6,DOWN,16.8 11.7 11.8 7.4 -2.9 7.3 9.3 -2.7,6.0,per_start,#3,#13,49.0,46.0,-3.0,AVERAGE_4_5,STUFF=40;MOVEMENT=56;CONTROL=46,STUFF:+5;MOVEMENT:-10;CONTROL:-9,88.8,8.59,1.0,38.0,RISKY,• FB velo +0.3 mph (+0.4σ) — stable,41.0,BELOW_AVG,FA-SP,,70,SP
Tyler Freeman,H,,UR,109.0,1.75,1.7499702992298756,high,1.7499702992298756,blended_xfp,hold,0.0263,-0.0047,,True,56.0,CONTACT_EYE,PLUS/AVG/PLUS,STABLE,CONTACT=62;POWER=40;DISCIPLINE=63,1.5,0.75,0.578,27.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #109); archetype OVERALL changes by >10 (currently 56); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.26,0.274,-3.4,1.8,365.0,700.0,R,0.332,0.339,0.007,ALIGNED,0.254,0.295,OVERPERFORMING,50.0,0.361,0.356,ALIGNED,132.0,0.363,0.312,9.4,-6.0,HOME,,,,,L21 games,21.0,2.6,2.2,0.0,33.0,-1.0,7.0,2.7,FLAT,3.0 0.0 6.0 1.0 1.0 2.0 3.0 3.0,6.0,weekly,04-25,06-20,49.0,51.0,2.0,AVERAGE_HITTER,CONTACT=56;POWER=44;DISCIPLINE=48,CONTACT:-1;POWER:+6;DISCIPLINE:+5,,,,,,• stable (phys -0.3σ) — bat speed -0.6mph,,,FA-H,,32,OF
Drew Anderson,RP,,UR,35.0,74.0,3.063425617480044,low,3.063425617480044,blended_xfp,hold,-5.1,,,True,59.0,BULK_GB_RP,AVG/AVG/PLUS,CAREER_LOW,STUFF=55;CONTROL=50;BATTED_BALL=72,,0.0,3.4,32.0,POST_PEAK,89.69720588235293,BALANCED,CAUTION,CAUTION,process_red_flag,0.5,2.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently UR),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,4.7,5.5,33.0,20.0,-5.8,13.2,3.6,DOWN,0.2 -5.8 4.3 5.6 3.3 5.2 -0.7 6.4,6.0,weekly,04-25,06-20,45.0,52.0,7.0,GENERIC_MIDDLE,STUFF=54;CONTROL=50;BATTED_BALL=51,STUFF:+6;CONTROL:+9;BATTED_BALL:+6,,,,,,,,,FA-SP,,1,RP
Kyle Higashioka,H,,—,223.0,1.42,1.2330211700632834,high,1.2330211700632834,blended_xfp,hold,-0.0739,0.0141,,True,43.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_DOWN,CONTACT=41;POWER=51;DISCIPLINE=42,-6.0,0.0,0.31,36.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #223); archetype OVERALL changes by >10 (currently 43); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.241,0.16,30.2,-13.4,444.0,999.0,L,0.299,0.31,0.011,ALIGNED,,,,,0.296,0.29,ALIGNED,111.0,0.295,0.303,-1.5,1.2,AWAY,,,,,L21 games,21.0,1.9,3.4,0.0,62.0,-2.0,9.0,-0.7,DOWN,1.0 -2.0 1.0 0.0 9.0 0.0 -2.0 0.0,6.0,weekly,05-02,06-20,51.0,52.0,1.0,AVERAGE_HITTER,CONTACT=50;POWER=54;DISCIPLINE=52,CONTACT:+1;POWER:+1;DISCIPLINE:-2,,,,,,• stable (phys +0.3σ) — bat speed +0.8mph,,,FA-H,,100,C
Ryne Stanek,RP,,—,88.0,76.1,2.677014630098995,high,2.677014630098995,blended_xfp,drop,-51.2,,,True,55.0,WILD_FIREBALLER_RP,PLUS/MINUS/AVG,STABLE,STUFF=64;CONTROL=37;BATTED_BALL=44,-1.5,0.429,3.54,35.0,POST_PEAK,94.6630662020906,POWER,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #88); archetype OVERALL changes by >10 (currently 55); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.5,3.1,20.0,13.0,-3.6,7.5,5.0,UP,2.2 7.5 3.3 3.2 -3.6 4.3 7.3 3.3,6.0,weekly,04-25,06-20,51.0,53.0,2.0,GENERIC_MIDDLE,STUFF=55;CONTROL=51;BATTED_BALL=49,STUFF:-3;CONTROL:+8;BATTED_BALL:+9,,,,,,• FB velo -0.5 mph (-0.6σ) — stable,,,FA-RP,,54,RP
Isaac Collins,H,,UR,118.0,1.72,1.483128439484107,high,1.483128439484107,blended_xfp,hold,0.0172,0.008,,True,42.0,BALANCED_EYE,AVG/AVG/PLUS,TRENDING_DOWN,CONTACT=43;POWER=42;DISCIPLINE=61,-9.0,0.0,0.423,29.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #118); archetype OVERALL changes by >10 (currently 42); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.315,0.31,-0.005,ALIGNED,0.282,0.271,ALIGNED,78.0,0.329,0.327,ALIGNED,178.0,0.327,0.3,4.0,-4.9,HOME,,,,,L21 games,21.0,1.7,2.6,0.0,52.0,-2.0,7.0,4.7,UP,0.0 3.0 -1.0 2.0 3.0 7.0 6.0 1.0,6.0,weekly,04-25,06-20,49.0,50.0,1.0,BALANCED_EYE,CONTACT=51;POWER=47;DISCIPLINE=60,CONTACT:+2;POWER:+2;DISCIPLINE:+0,,,,,,• stable (phys +0.9σ) — bat speed +0.6mph,,,FA-H,,38,OF
Michael Petersen,RP,40.0,40,48.0,83.7,3.063425617480044,low,3.063425617480044,blended_xfp,hold,-19.0,,,True,51.0,GENERIC_MIDDLE,AVG/AVG/AVG,CAREER_LOW,STUFF=54;CONTROL=49;BATTED_BALL=41,,0.0,3.53,32.0,POST_PEAK,93.21115311909264,POWER,CAUTION,CAUTION,process_red_flag,0.5,2.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently 40),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,4.1,3.4,33.0,13.0,-2.8,9.6,3.3,FLAT,0.3 7.3 1.3 5.3 9.6 6.3 -1.7 5.3,6.0,weekly,04-25,06-20,49.0,52.0,3.0,LIGHT_USE_MIDDLE,STUFF=54;CONTROL=55;BATTED_BALL=39,STUFF:+4;CONTROL:+3;BATTED_BALL:+2,,,,,,• FB velo +0.0 mph (+0.1σ) — stable,,,FA-RP,,19,RP
Heriberto Hernández,H,,UR,,,1.5800287234239925,high,1.5800287234239925,blended_xfp,—,,,,True,55.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_UP,CONTACT=51;POWER=57;DISCIPLINE=53,3.0,0.5,0.48,27.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 55); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,2.2,3.8,10.0,62.0,-2.0,11.0,2.0,FLAT,0.0 5.0 1.0 4.0 -1.0 -2.0 1.0 7.0,6.0,weekly,04-25,06-13,48.0,53.0,5.0,AVERAGE_HITTER,CONTACT=52;POWER=55;DISCIPLINE=54,CONTACT:+4;POWER:+12;DISCIPLINE:-8,,,,,,,,,FA-H,,124,OF
Yohendrick Piñango,H,,UR,,,1.8547263151781084,low,1.8547263151781084,blended_xfp,—,,,,True,50.0,AVG_HACKER,AVG/AVG/MINUS,CAREER_LOW,CONTACT=52;POWER=51;DISCIPLINE=39,,0.0,0.495,24.0,PRE_PEAK,,,CAUTION,CAUTION,process_red_flag,0.5,2.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently UR),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.4,3.2,0.0,57.0,-3.0,9.0,0.3,DOWN,4.0 1.0 -1.0 -2.0 4.0 0.0 3.0 -2.0,4.0,weekly,05-23,06-13,52.0,54.0,2.0,AVERAGE_HITTER,CONTACT=55;POWER=54;DISCIPLINE=46,CONTACT:-1;POWER:+6;DISCIPLINE:+0,,,,,,,,,FA-H,,124,OF
Ryan Feltner,SP,,—,228.0,7.381648872236296,10.45708930293251,low,10.45708930293251,blended_xfp,drop,-4.188,5.046,0.0,True,51.0,AVERAGE_4_5,AVG/AVG/AVG,TRENDING_UP,STUFF=47;MOVEMENT=55;CONTROL=51,5.0,0.667,10.62,28.0,PEAK,89.77393328161367,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #228); archetype OVERALL changes by >10 (currently 51); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,STABLE,,0.5388523535968375,,-0.4725867003707122,0.331,0.394,-9.2,8.0,81.0,93.0,R,0.367,0.335,-0.032,OVERPERFORMING,0.336,0.289,OVERPERFORMING,80.0,0.394,0.375,ALIGNED,93.0,0.366,0.368,-0.2,0.4,AWAY,STEEP_DECAY,-0.101,-0.268,-0.369,L8 starts,8.0,7.0,8.8,0.0,50.0,-4.8,17.8,8.5,UP,1.6 -4.8 13.7 2.6 17.8 17.8 -1.7 9.4,6.0,per_start,#3,#9,38.0,49.0,11.0,AVERAGE_4_5,STUFF=44;MOVEMENT=58;CONTROL=42,STUFF:+10;MOVEMENT:+12;CONTROL:+6,92.0,9.97,-9.0,32.0,RISKY,• FB velo +1.1 mph (+1.4σ) — stable,41.0,BELOW_AVG,FA-SP,,71,SP
