pitcher,player_name,pitches,plv,plv_std,plv_raw,swing_pct,whiff_pct,cs_pct,xwoba_model,contact_pct,plv_pctile,primary_position
605135,Chris Bassitt,1014,4.836,1.591,-0.062,0.447,0.279,0.503,0.326,0.721,15.8,P
641312,Shaun Anderson,337,4.836,1.531,-0.062,0.462,0.325,0.507,0.33,0.675,15.6,P
527048,Martín Pérez,1282,4.834,1.472,-0.062,0.455,0.287,0.489,0.328,0.713,15.4,P
608372,Tomoyuki Sugano,1539,4.834,1.7,-0.062,0.473,0.347,0.502,0.336,0.653,15.3,P
679883,Luinder Avila,1057,4.832,1.65,-0.062,0.472,0.359,0.448,0.321,0.641,15.1,P
571510,Matt Boyd,854,4.83,1.576,-0.062,0.49,0.319,0.485,0.344,0.681,15.0,P
687473,Ryan Gusto,485,4.83,1.557,-0.062,0.499,0.3,0.525,0.342,0.7,14.8,P
701519,Travis Adams,440,4.829,1.558,-0.062,0.459,0.366,0.46,0.332,0.634,14.6,P
607625,Seth Lugo,1871,4.829,1.579,-0.062,0.47,0.262,0.548,0.34,0.738,14.5,P
694477,Chad Patrick,1268,4.828,1.595,-0.062,0.463,0.313,0.507,0.335,0.687,14.3,P
668674,Lucas Erceg,704,4.827,1.582,-0.062,0.512,0.325,0.478,0.326,0.675,14.1,P
607067,Colin Rea,1747,4.826,1.669,-0.062,0.498,0.31,0.494,0.334,0.69,14.0,P
687765,Mitch Spence,200,4.826,1.49,-0.062,0.468,0.378,0.456,0.322,0.622,13.8,P
695034,Kade Morris,209,4.825,1.619,-0.062,0.457,0.321,0.476,0.32,0.679,13.7,P
694363,Jared Shuster,166,4.823,1.55,-0.062,0.434,0.394,0.458,0.336,0.606,13.5,P
677955,Jaden Hill,505,4.822,1.583,-0.062,0.475,0.33,0.497,0.328,0.67,13.3,P
605288,Adrian Houser,1375,4.821,1.583,-0.062,0.454,0.275,0.506,0.329,0.725,13.2,P
621097,Jacob Waguespack,189,4.818,1.471,-0.062,0.48,0.339,0.481,0.337,0.661,13.0,P
669372,J. T. Ginn,1765,4.818,1.636,-0.062,0.46,0.342,0.455,0.315,0.658,12.8,P
695418,Brad Lord,1055,4.818,1.579,-0.062,0.494,0.282,0.536,0.329,0.718,12.7,P
701552,Andre Granillo,222,4.817,1.668,-0.062,0.441,0.353,0.494,0.333,0.647,12.5,P
669330,Tyler Wells,738,4.816,1.411,-0.062,0.547,0.297,0.539,0.338,0.703,12.4,P
695076,Rhett Lowder,1298,4.815,1.632,-0.062,0.486,0.312,0.518,0.333,0.688,12.2,P
656212,Charlie Barnes,181,4.813,1.482,-0.062,0.418,0.302,0.468,0.332,0.698,12.0,P
647336,Michael Soroka,1370,4.812,1.515,-0.062,0.499,0.304,0.497,0.341,0.696,11.9,P
669467,Andre Pallante,1647,4.808,1.626,-0.063,0.494,0.318,0.505,0.328,0.682,11.7,P
472610,Luis García,265,4.807,1.703,-0.063,0.458,0.369,0.473,0.32,0.631,11.5,P
663568,Stephen Kolek,837,4.805,1.568,-0.063,0.5,0.311,0.512,0.331,0.689,11.4,P
700712,Walbert Ureña,1444,4.804,1.583,-0.063,0.498,0.35,0.45,0.313,0.65,11.2,P
682227,Brandon Williamson,593,4.802,1.482,-0.063,0.47,0.315,0.479,0.337,0.685,11.1,P
663436,Davis Martin,1661,4.802,1.648,-0.063,0.475,0.33,0.488,0.33,0.67,10.9,P
624522,Keegan Thompson,195,4.8,1.455,-0.063,0.461,0.313,0.528,0.339,0.687,10.7,P
678394,Brayan Bello,1102,4.798,1.62,-0.063,0.475,0.324,0.49,0.322,0.676,10.6,P
624133,Ranger Suarez,1410,4.797,1.595,-0.063,0.479,0.304,0.464,0.328,0.696,10.4,P
656222,Jalen Beeks,432,4.79,1.482,-0.063,0.477,0.327,0.516,0.345,0.673,10.2,P
657514,Brennan Bernardino,673,4.785,1.499,-0.063,0.458,0.278,0.506,0.323,0.722,10.1,P
700241,Michael Mcgreevy,1744,4.785,1.677,-0.063,0.495,0.328,0.478,0.333,0.672,9.9,P
702752,Jonathan Pintaro,198,4.782,1.51,-0.064,0.484,0.343,0.476,0.318,0.657,9.8,P
694851,Andrew Hoffmann,244,4.782,1.635,-0.064,0.478,0.338,0.501,0.338,0.662,9.6,P
608337,Lucas Giolito,551,4.782,1.491,-0.064,0.432,0.369,0.482,0.34,0.631,9.4,P
543056,Danny Coulombe,405,4.779,1.639,-0.064,0.447,0.329,0.469,0.33,0.671,9.3,P
656849,David Peterson,1450,4.776,1.647,-0.064,0.482,0.32,0.491,0.333,0.68,9.1,P
685299,Tanner Gordon,841,4.776,1.488,-0.064,0.528,0.3,0.556,0.349,0.7,8.9,P
621112,Paul Blackburn,726,4.773,1.613,-0.064,0.456,0.329,0.491,0.327,0.671,8.8,P
607259,Nick Martínez,1562,4.769,1.542,-0.064,0.5,0.274,0.527,0.337,0.726,8.6,P
693821,Bryce Elder,1531,4.769,1.664,-0.064,0.477,0.309,0.496,0.335,0.691,8.5,P
615698,Cal Quantrill,829,4.766,1.585,-0.064,0.496,0.277,0.511,0.336,0.723,8.3,P
676568,Ricky Vanasco,184,4.763,1.489,-0.064,0.472,0.277,0.491,0.337,0.723,8.1,P
669298,Tj Shook,108,4.763,1.49,-0.064,0.523,0.316,0.536,0.349,0.684,8.0,P
471911,Carlos Carrasco,246,4.76,1.532,-0.064,0.508,0.316,0.48,0.324,0.684,7.8,P
686799,Jack Kochanowicz,1062,4.755,1.618,-0.064,0.461,0.336,0.486,0.318,0.664,7.6,P
641927,Bailey Ober,1275,4.753,1.456,-0.065,0.489,0.311,0.529,0.34,0.689,7.5,P
592454,Tommy Kahnle,208,4.751,1.491,-0.065,0.551,0.314,0.508,0.336,0.686,7.3,P
677976,Randy Dobnak,255,4.751,1.561,-0.065,0.461,0.321,0.411,0.315,0.679,7.2,P
605540,Brandon Woodruff,639,4.749,1.495,-0.065,0.509,0.258,0.543,0.351,0.742,7.0,P
687312,Gabriel Hughes,229,4.745,1.615,-0.065,0.53,0.286,0.537,0.343,0.714,6.8,P
692230,Carlos Rodriguez,182,4.745,1.531,-0.065,0.463,0.38,0.456,0.325,0.62,6.7,P
681252,Jack Anderson,139,4.744,1.668,-0.065,0.515,0.317,0.506,0.34,0.683,6.5,P
500779,Jose Quintana,687,4.734,1.529,-0.065,0.465,0.328,0.444,0.333,0.672,6.3,P
571945,Miles Mikolas,1472,4.729,1.679,-0.065,0.491,0.286,0.531,0.339,0.714,6.2,P
689520,Cody Laweryson,324,4.722,1.488,-0.066,0.499,0.267,0.525,0.351,0.733,6.0,P
691769,Philip Abner,143,4.722,1.444,-0.066,0.48,0.322,0.494,0.341,0.678,5.9,P
807743,Sean Sullivan,412,4.722,1.636,-0.066,0.475,0.272,0.538,0.357,0.728,5.7,P
669724,Brenan Hanifee,227,4.721,1.686,-0.066,0.474,0.31,0.549,0.311,0.69,5.5,P
642152,Lou Trivino,172,4.716,1.745,-0.066,0.404,0.311,0.429,0.322,0.689,5.4,P
455119,Chris Martin,266,4.715,1.617,-0.066,0.545,0.258,0.551,0.341,0.742,5.2,P
699151,Jedixson Paez,115,4.707,1.495,-0.066,0.49,0.305,0.452,0.331,0.695,5.0,P
687849,Zak Kent,290,4.706,1.858,-0.066,0.471,0.338,0.484,0.335,0.662,4.9,P
694462,Hurston Waldrep,215,4.703,1.747,-0.066,0.429,0.358,0.441,0.323,0.642,4.7,P
696270,Ryan Johnson,657,4.703,1.575,-0.066,0.506,0.318,0.501,0.322,0.682,4.6,P
607481,Aaron Bummer,291,4.702,1.646,-0.066,0.443,0.313,0.497,0.322,0.687,4.4,P
544150,Albert Suárez,600,4.7,1.393,-0.067,0.483,0.311,0.497,0.341,0.689,4.2,P
666201,Alek Manoah,161,4.696,1.543,-0.067,0.418,0.349,0.432,0.331,0.651,4.1,P
666129,Braxton Garrett,129,4.693,1.827,-0.067,0.413,0.382,0.439,0.336,0.618,3.9,P
665871,Javier Assad,1015,4.68,1.675,-0.067,0.466,0.297,0.528,0.338,0.703,3.7,P
680604,Blas Castano,343,4.679,1.642,-0.067,0.489,0.282,0.526,0.323,0.718,3.6,P
702153,Brian Fitzpatrick,118,4.679,1.504,-0.067,0.512,0.276,0.568,0.35,0.724,3.4,P
669920,Jason Alexander,299,4.678,1.485,-0.067,0.479,0.293,0.527,0.333,0.707,3.3,P
434378,Justin Verlander,150,4.675,1.592,-0.067,0.419,0.3,0.484,0.34,0.7,3.1,P
641778,Eric Lauer,1228,4.672,1.589,-0.068,0.499,0.28,0.506,0.353,0.72,2.9,P
663465,Kolby Allard,190,4.67,1.494,-0.068,0.523,0.258,0.537,0.342,0.742,2.8,P
641793,Zack Littell,1531,4.669,1.662,-0.068,0.513,0.295,0.516,0.342,0.705,2.6,P
697812,Joe Rock,195,4.657,1.778,-0.068,0.393,0.356,0.485,0.327,0.644,2.4,P
669270,Joel Kuhnel,594,4.649,1.789,-0.068,0.487,0.328,0.482,0.314,0.672,2.3,P
671106,Logan Allen,249,4.647,1.704,-0.068,0.493,0.285,0.51,0.341,0.715,2.1,P
660787,Yerry De Los Santos,178,4.645,1.794,-0.069,0.463,0.273,0.565,0.326,0.727,2.0,P
685005,Christian Roa,195,4.637,1.833,-0.069,0.469,0.279,0.501,0.332,0.721,1.8,P
643511,Tyler Rogers,624,4.628,1.502,-0.069,0.515,0.224,0.6,0.317,0.776,1.6,P
608718,Brent Suter,1008,4.624,1.701,-0.069,0.503,0.302,0.521,0.34,0.698,1.5,P
669060,Bryse Wilson,208,4.621,1.646,-0.069,0.573,0.245,0.614,0.349,0.755,1.3,P
693313,Carson Seymour,119,4.612,1.738,-0.07,0.476,0.314,0.48,0.32,0.686,1.1,P
641585,J. P. France,117,4.583,1.678,-0.071,0.462,0.314,0.521,0.333,0.686,1.0,P
657612,Tim Hill,488,4.566,1.611,-0.071,0.507,0.201,0.612,0.32,0.799,0.8,P
678368,Valente Bellozo,223,4.551,1.651,-0.072,0.472,0.357,0.501,0.328,0.643,0.7,P
672021,Eric Cerantola,122,4.542,1.844,-0.072,0.337,0.403,0.356,0.323,0.597,0.5,P
691951,Sam Aldegheri,610,4.529,1.566,-0.073,0.485,0.283,0.491,0.342,0.717,0.3,P
680723,Drew Rom,113,4.448,1.783,-0.076,0.437,0.348,0.527,0.356,0.652,0.2,P
657649,Jared Koenig,184,4.401,1.872,-0.077,0.493,0.284,0.538,0.339,0.716,0.0,P
