pitcher,year,age,age_residual_28,career_year
544928,2019,31,3,5
544930,2016,29,1,1
544931,2015,27,1,1
544931,2016,28,0,2
544931,2017,29,1,3
544931,2018,30,2,4
544931,2019,31,3,5
544931,2021,33,5,6
544931,2022,34,6,7
544993,2015,28,0,1
544993,2016,29,1,2
545064,2015,24,4,1
545064,2017,26,2,2
545064,2019,28,0,3
545121,2022,31,3,1
545121,2023,32,4,2
545121,2024,33,5,3
545332,2016,25,3,1
545332,2017,26,2,2
545332,2018,27,1,3
545332,2019,28,0,4
545333,2015,24,4,1
545333,2016,25,3,2
545333,2017,26,2,3
545333,2018,27,1,4
545333,2019,28,0,5
545333,2021,30,2,6
545338,2015,24,4,1
545341,2022,31,3,1
545343,2021,31,3,1
545343,2022,32,4,2
545346,2015,24,4,1
545346,2017,26,2,2
545348,2017,26,2,1
545357,2016,26,2,1
545358,2019,28,0,1
545363,2016,25,3,1
545363,2017,26,2,2
545363,2018,27,1,3
545404,2015,29,1,1
546276,2016,24,4,1
546991,2021,27,1,1
547001,2021,27,1,1
547001,2022,28,0,2
547001,2024,30,2,3
547001,2025,31,3,4
547007,2016,22,6,1
547007,2017,23,5,2
547007,2018,24,4,3
547176,2021,29,1,1
547179,2015,23,5,1
547179,2016,24,4,2
547179,2017,25,3,3
547179,2018,26,2,4
547179,2019,27,1,5
547179,2021,29,1,6
547179,2022,30,2,7
547179,2023,31,3,8
547179,2024,32,4,9
547179,2025,33,5,10
547179,2026,34,6,11
547184,2022,30,2,1
547184,2023,31,3,2
547184,2024,32,4,3
547184,2025,33,5,4
547184,2026,34,6,5
547348,2015,29,1,1
547749,2015,29,1,1
547749,2016,30,2,2
547749,2017,31,3,3
547749,2018,32,4,4
547874,2015,34,6,1
547874,2016,35,7,2
547874,2017,36,8,3
547888,2015,27,1,1
547888,2016,28,0,2
547888,2017,29,1,3
547888,2018,30,2,4
547888,2019,31,3,5
547942,2021,33,5,1
547943,2016,29,1,1
547943,2017,30,2,2
547943,2018,31,3,3
547943,2019,32,4,4
547943,2021,34,6,5
547943,2022,35,7,6
547943,2023,36,8,7
547973,2015,27,1,1
547973,2016,28,0,2
547973,2017,29,1,3
547973,2018,30,2,4
547973,2019,31,3,5
547973,2021,33,5,6
547973,2022,34,6,7
547973,2023,35,7,8
547973,2024,36,8,9
547973,2025,37,9,10
547973,2026,38,10,11
547982,2017,29,1,1
548337,2015,25,3,1
548337,2016,26,2,2
548337,2017,27,1,3
548357,2015,27,1,1
548357,2016,28,0,2
548357,2017,29,1,3
548357,2018,30,2,4
548384,2021,33,5,1
548384,2022,34,6,2
548384,2023,35,7,3
548384,2024,36,8,4
548384,2025,37,9,5
548384,2026,38,10,6
548389,2016,27,1,1
548389,2017,28,0,2
548389,2018,29,1,3
548389,2019,30,2,4
548389,2021,32,4,5
548389,2022,33,5,6
548389,2023,34,6,7
548389,2024,35,7,8
552640,2017,27,1,1
552640,2018,28,0,2
552640,2019,29,1,3
552640,2021,31,3,4
552640,2022,32,4,5
552640,2023,33,5,6
552640,2024,34,6,7
552640,2025,35,7,8
552640,2026,36,8,9
553872,2015,24,4,1
553878,2015,24,4,1
553878,2016,25,3,2
553878,2017,26,2,3
553878,2018,27,1,4
553878,2019,28,0,5
553883,2016,24,4,1
553902,2018,27,1,1
553902,2021,30,2,2
553902,2022,31,3,3
553970,2015,25,3,1
554234,2015,24,4,1
554234,2016,25,3,2
554340,2015,25,3,1
554340,2016,26,2,2
554340,2018,28,0,3
554340,2019,29,1,4
554340,2021,31,3,5
554340,2022,32,4,6
554340,2023,33,5,7
554340,2024,34,6,8
554340,2025,35,7,9
554374,2017,25,3,1
554430,2017,27,1,1
554430,2018,28,0,2
554430,2019,29,1,3
554430,2021,31,3,4
554430,2022,32,4,5
554430,2023,33,5,6
554430,2024,34,6,7
554430,2025,35,7,8
554430,2026,36,8,9
554431,2015,25,3,1
554431,2021,31,3,2
554431,2022,32,4,3
554431,2024,34,6,4
554431,2025,35,7,5
554432,2015,28,0,1
570240,2016,26,2,1
570240,2017,27,1,2
570240,2018,28,0,3
570240,2019,29,1,4
570240,2021,31,3,5
570257,2016,25,3,1
570257,2017,26,2,2
570257,2021,30,2,3
570257,2022,31,3,4
570257,2023,32,4,5
570257,2024,33,5,6
570488,2019,28,0,1
570488,2021,30,2,2
570488,2022,31,3,3
570560,2022,30,2,1
570632,2015,24,4,1
570632,2016,25,3,2
570632,2017,26,2,3
570632,2018,27,1,4
570632,2019,28,0,5
570632,2021,30,2,6
570632,2022,31,3,7
570632,2023,32,4,8
570632,2024,33,5,9
570632,2025,34,6,10
570649,2015,24,4,1
570649,2016,25,3,2
570663,2015,25,3,1
570663,2016,26,2,2
570663,2017,27,1,3
570663,2018,28,0,4
570663,2019,29,1,5
570663,2021,31,3,6
570663,2022,32,4,7
570666,2016,24,4,1
570666,2017,25,3,2
570666,2018,26,2,3
570666,2019,27,1,4
570666,2021,29,1,5
570666,2022,30,2,6
570666,2023,31,3,7
570702,2017,26,2,1
570702,2018,27,1,2
570714,2016,25,3,1
570731,2023,32,4,1
570810,2017,27,1,1
571035,2016,26,2,1
571035,2017,27,1,2
571035,2018,28,0,3
571057,2015,25,3,1
571437,2019,28,0,1
571439,2015,24,4,1
571439,2022,31,3,2
571446,2022,31,3,1
571466,2022,31,3,1
571466,2023,32,4,2
571466,2024,33,5,3
571466,2025,34,6,4
571473,2016,29,1,1
571473,2017,30,2,2
571473,2018,31,3,3
571476,2015,25,3,1
571476,2016,26,2,2
571476,2017,27,1,3
571476,2018,28,0,4
571479,2015,24,4,1
571479,2021,30,2,2
571479,2022,31,3,3
571479,2023,32,4,4
571510,2015,24,4,1
571510,2016,25,3,2
571510,2017,26,2,3
571510,2018,27,1,4
571510,2019,28,0,5
571510,2021,30,2,6
571510,2022,31,3,7
571510,2023,32,4,8
571510,2024,33,5,9
571510,2025,34,6,10
571510,2026,35,7,11
571521,2015,28,0,1
571521,2017,30,2,2
571521,2018,31,3,3
571521,2021,34,6,4
571527,2015,26,2,1
571527,2024,35,7,2
571539,2016,25,3,1
571539,2019,28,0,2
571539,2023,32,4,3
571539,2024,33,5,4
571561,2015,26,2,1
571561,2016,27,1,2
571561,2017,28,0,3
571561,2018,29,1,4
571572,2016,26,2,1
571577,2015,28,0,1
571577,2018,31,3,2
571578,2015,26,2,1
571578,2016,27,1,2
571578,2017,28,0,3
571578,2018,29,1,4
571578,2019,30,2,5
571578,2021,32,4,6
571578,2022,33,5,7
571578,2023,34,6,8
571578,2024,35,7,9
571578,2025,36,8,10
571578,2026,37,9,11
571584,2015,28,0,1
571584,2016,29,1,2
571602,2018,27,1,1
571616,2016,26,2,1
571616,2017,27,1,2
571616,2022,32,4,3
571616,2023,33,5,4
571656,2015,24,4,1
571656,2016,25,3,2
571656,2017,26,2,3
571656,2018,27,1,4
571656,2019,28,0,5
571656,2021,30,2,6
571656,2022,31,3,7
571656,2023,32,4,8
571656,2024,33,5,9
571657,2019,29,1,1
571657,2024,34,6,2
571657,2025,35,7,3
571666,2015,30,2,1
571666,2016,31,3,2
571666,2017,32,4,3
571666,2018,33,5,4
571666,2019,34,6,5
571666,2021,36,8,6
571670,2016,26,2,1
571670,2017,27,1,2
571670,2018,28,0,3
571670,2019,29,1,4
571670,2021,31,3,5
571670,2022,32,4,6
571670,2023,33,5,7
571670,2024,34,6,8
571676,2017,29,1,1
571676,2021,33,5,2
571697,2017,27,1,1
571704,2015,25,3,1
571704,2016,26,2,2
571704,2017,27,1,3
571704,2018,28,0,4
571704,2019,29,1,5
571704,2022,32,4,6
571710,2015,25,3,1
571710,2016,26,2,2
571710,2017,27,1,3
571710,2018,28,0,4
571710,2019,29,1,5
571710,2021,31,3,6
571710,2022,32,4,7
571710,2023,33,5,8
571735,2015,28,0,1
571735,2016,29,1,2
571735,2018,31,3,3
571735,2019,32,4,4
571735,2021,34,6,5
571760,2015,24,4,1
571760,2016,25,3,2
571760,2017,26,2,3
571760,2018,27,1,4
571760,2019,28,0,5
571760,2021,30,2,6
571760,2022,31,3,7
571760,2023,32,4,8
571760,2024,33,5,9
571760,2025,34,6,10
571771,2018,27,1,1
571771,2024,33,5,2
571771,2025,34,6,3
571787,2015,24,4,1
571787,2017,26,2,2
571788,2021,33,5,1
571800,2015,25,3,1
571800,2016,26,2,2
571800,2018,28,0,3
571800,2021,31,3,4
571800,2022,32,4,5
571858,2019,28,0,1
571863,2016,26,2,1
571863,2017,27,1,2
571863,2018,28,0,3
571863,2019,29,1,4
571863,2022,32,4,5
571863,2023,33,5,6
571863,2024,34,6,7
571871,2015,24,4,1
571871,2016,25,3,2
571871,2017,26,2,3
571871,2018,27,1,4
571871,2021,30,2,5
571875,2023,33,5,1
571882,2016,26,2,1
571882,2017,27,1,2
571882,2018,28,0,3
571882,2019,29,1,4
571882,2021,31,3,5
571882,2022,32,4,6
571882,2023,33,5,7
571882,2024,34,6,8
571893,2015,28,0,1
571893,2016,29,1,2
571893,2017,30,2,3
571893,2018,31,3,4
571901,2015,28,0,1
571901,2016,29,1,2
571901,2017,30,2,3
571901,2018,31,3,4
571901,2019,32,4,5
571901,2021,34,6,6
571901,2022,35,7,7
571901,2023,36,8,8
571911,2016,25,3,1
571911,2017,26,2,2
571912,2019,28,0,1
571912,2021,30,2,2
571912,2023,32,4,3
571912,2024,33,5,4
571912,2025,34,6,5
571917,2019,29,1,1
571917,2022,32,4,2
571927,2015,24,4,1
571927,2016,25,3,2
571927,2017,26,2,3
571927,2018,27,1,4
571927,2019,28,0,5
571927,2021,30,2,6
571927,2022,31,3,7
571927,2023,32,4,8
571927,2024,33,5,9
571927,2025,34,6,10
571927,2026,35,7,11
571945,2018,30,2,1
571945,2019,31,3,2
571945,2021,33,5,3
571945,2022,34,6,4
571945,2023,35,7,5
571945,2024,36,8,6
571945,2025,37,9,7
571945,2026,38,10,8
571946,2015,25,3,1
571946,2016,26,2,2
571946,2017,27,1,3
571946,2018,28,0,4
571946,2019,29,1,5
571946,2021,31,3,6
571946,2022,32,4,7
571946,2023,33,5,8
571946,2024,34,6,9
571946,2025,35,7,10
571948,2017,26,2,1
571948,2018,27,1,2
571948,2019,28,0,3
571948,2021,30,2,4
571948,2022,31,3,5
571948,2023,32,4,6
571948,2024,33,5,7
571948,2025,34,6,8
571948,2026,35,7,9
571951,2015,24,4,1
571951,2016,25,3,2
571951,2017,26,2,3
571951,2018,27,1,4
571951,2021,30,2,5
571963,2016,30,2,1
571969,2016,28,0,1
571974,2019,28,0,1
571976,2022,32,4,1
572008,2019,28,0,1
572008,2022,31,3,2
572008,2023,32,4,3
572020,2015,27,1,1
572020,2016,28,0,2
572020,2017,29,1,3
572020,2018,30,2,4
572020,2019,31,3,5
572020,2021,33,5,6
572020,2023,35,7,7
572020,2024,36,8,8
572021,2015,24,4,1
572021,2016,25,3,2
572021,2017,26,2,3
572021,2018,27,1,4
572021,2019,28,0,5
572033,2016,28,0,1
572038,2015,26,2,1
572038,2016,27,1,2
572044,2016,26,2,1
572044,2017,27,1,2
572044,2018,28,0,3
572044,2019,29,1,4
572070,2015,27,1,1
572070,2016,28,0,2
572070,2017,29,1,3
572070,2018,30,2,4
572070,2019,31,3,5
572070,2021,33,5,6
572070,2022,34,6,7
572086,2016,26,2,1
572086,2019,29,1,2
572089,2015,24,4,1
572096,2015,25,3,1
572096,2016,26,2,2
572096,2017,27,1,3
572096,2019,29,1,4
572102,2015,24,4,1
572102,2016,25,3,2
572119,2016,26,2,1
572125,2019,29,1,1
572125,2021,31,3,2
572125,2022,32,4,3
572140,2016,25,3,1
572140,2017,26,2,2
572140,2018,27,1,3
572140,2019,28,0,4
572143,2018,28,0,1
572143,2019,29,1,2
572143,2021,31,3,3
572143,2024,34,6,4
572143,2026,36,8,5
572191,2022,31,3,1
572193,2015,28,0,1
572193,2016,29,1,2
572193,2017,30,2,3
572193,2018,31,3,4
572193,2019,32,4,5
572193,2021,34,6,6
572193,2022,35,7,7
572193,2023,36,8,8
572208,2016,28,0,1
572208,2017,29,1,2
572283,2016,26,2,1
572308,2015,25,3,1
572308,2016,26,2,2
572308,2017,27,1,3
572308,2018,28,0,4
572309,2015,24,4,1
572309,2016,25,3,2
572362,2015,25,3,1
572362,2016,26,2,2
572362,2018,28,0,3
572362,2019,29,1,4
572362,2022,32,4,5
572365,2016,28,0,1
572383,2019,31,3,1
572383,2022,34,6,2
572403,2015,25,3,1
572403,2016,26,2,2
572403,2017,27,1,3
572403,2018,28,0,4
572403,2019,29,1,5
572403,2022,32,4,6
572403,2023,33,5,7
572703,2018,28,0,1
572703,2019,29,1,2
572703,2022,32,4,3
572728,2017,30,2,1
572750,2015,24,4,1
572750,2016,25,3,2
572750,2017,26,2,3
572750,2018,27,1,4
572761,2021,36,8,1
572788,2015,26,2,1
572788,2016,27,1,2
572816,2022,33,5,1
572821,2019,32,4,1
572831,2016,30,2,1
572831,2017,31,3,2
572888,2015,27,1,1
572888,2016,28,0,2
572888,2017,29,1,3
572888,2018,30,2,4
572888,2019,31,3,5
572888,2021,33,5,6
572888,2022,34,6,7
572888,2023,35,7,8
572889,2015,28,0,1
572955,2017,26,2,1
572955,2018,27,1,2
572955,2021,30,2,3
572955,2022,31,3,4
572955,2023,32,4,5
572955,2024,33,5,6
572955,2025,34,6,7
572955,2026,35,7,8
572971,2015,27,1,1
572971,2016,28,0,2
572971,2017,29,1,3
572971,2018,30,2,4
572971,2019,31,3,5
572971,2021,33,5,6
572971,2022,34,6,7
572971,2023,35,7,8
572971,2024,36,8,9
572990,2016,25,3,1
572998,2017,27,1,1
572998,2018,28,0,2
572998,2019,29,1,3
573009,2016,25,3,1
573009,2019,28,0,2
573009,2021,30,2,3
573009,2022,31,3,4
573009,2023,32,4,5
573009,2024,33,5,6
573009,2025,34,6,7
573009,2026,35,7,8
573016,2017,26,2,1
573046,2015,24,4,1
573046,2016,25,3,2
573046,2017,26,2,3
573046,2018,27,1,4
573046,2019,28,0,5
573062,2021,31,3,1
573064,2015,28,0,1
573064,2016,29,1,2
573064,2017,30,2,3
573064,2018,31,3,4
573109,2015,29,1,1
573109,2016,30,2,2
573109,2017,31,3,3
573109,2018,32,4,4
573109,2021,35,7,5
573124,2016,26,2,1
573124,2017,27,1,2
573124,2018,28,0,3
573124,2019,29,1,4
573124,2021,31,3,5
573124,2022,32,4,6
573124,2023,33,5,7
573124,2024,34,6,8
573124,2025,35,7,9
573124,2026,36,8,10
573127,2015,27,1,1
573127,2017,29,1,2
573127,2018,30,2,3
573127,2019,31,3,4
573127,2021,33,5,5
573131,2021,35,7,1
573131,2022,36,8,2
573166,2018,31,3,1
573185,2015,27,1,1
573185,2016,28,0,2
573185,2017,29,1,3
573185,2018,30,2,4
573185,2019,31,3,5
573186,2015,24,4,1
573186,2016,25,3,2
573186,2017,26,2,3
573186,2018,27,1,4
573186,2019,28,0,5
573186,2021,30,2,6
573186,2022,31,3,7
573186,2023,32,4,8
573186,2024,33,5,9
573186,2025,34,6,10
573188,2016,31,3,1
573204,2015,28,0,1
573204,2021,34,6,2
573204,2022,35,7,3
573204,2023,36,8,4
573204,2024,37,9,5
573204,2025,38,10,6
573204,2026,39,11,7
573244,2015,28,0,1
573244,2017,30,2,2
573262,2024,34,6,1
573262,2025,35,7,2
573589,2016,25,3,1
573589,2017,26,2,2
573668,2016,26,2,1
573668,2017,27,1,2
573668,2018,28,0,3
573668,2019,29,1,4
573668,2021,31,3,5
573668,2022,32,4,6
575070,2019,27,1,1
576397,2018,30,2,1
576397,2019,31,3,2
579328,2019,28,0,1
579328,2021,30,2,2
579328,2022,31,3,3
579328,2023,32,4,4
579328,2024,33,5,5
579328,2025,34,6,6
579328,2026,35,7,7
580792,2015,24,4,1
580792,2016,25,3,2
580792,2017,26,2,3
580792,2018,27,1,4
580792,2019,28,0,5
582494,2016,27,1,1
582494,2017,28,0,2
582494,2018,29,1,3
582494,2019,30,2,4
584171,2017,29,1,1
584171,2018,30,2,2
584171,2019,31,3,3
591672,2018,26,2,1
591693,2016,24,4,1
591693,2017,25,3,2
591693,2018,26,2,3
591693,2019,27,1,4
591701,2017,24,4,1
591720,2021,29,1,1
591741,2019,27,1,1
592091,2015,27,1,1
592091,2016,28,0,2
592094,2018,27,1,1
592094,2019,28,0,2
592094,2021,30,2,3
592094,2022,31,3,4
592094,2023,32,4,5
592094,2024,33,5,6
592094,2025,34,6,7
592094,2026,35,7,8
592102,2015,27,1,1
592102,2016,28,0,2
592102,2017,29,1,3
592102,2018,30,2,4
592102,2019,31,3,5
592120,2017,26,2,1
592127,2016,24,4,1
592127,2017,25,3,2
592127,2018,26,2,3
592130,2016,27,1,1
592130,2017,28,0,2
592130,2018,29,1,3
592135,2015,24,4,1
592135,2016,25,3,2
592135,2017,26,2,3
592135,2018,27,1,4
592135,2019,28,0,5
592135,2021,30,2,6
592145,2018,27,1,1
592145,2019,28,0,2
592145,2021,30,2,3
592155,2024,32,4,1
592155,2025,33,5,2
592165,2019,28,0,1
592165,2021,30,2,2
592169,2016,24,4,1
592169,2017,25,3,2
592169,2018,26,2,3
592169,2019,27,1,4
592169,2021,29,1,5
592169,2022,30,2,6
592170,2016,25,3,1
592170,2017,26,2,2
592170,2018,27,1,3
592181,2015,27,1,1
592222,2015,23,5,1
592222,2016,24,4,2
592222,2017,25,3,3
592222,2018,26,2,4
592222,2019,27,1,5
592222,2021,29,1,6
592222,2022,30,2,7
592222,2023,31,3,8
592229,2017,26,2,1
592229,2018,27,1,2
592229,2019,28,0,3
592229,2023,32,4,4
592233,2017,25,3,1
592233,2019,27,1,2
592233,2021,29,1,3
592238,2018,30,2,1
592254,2016,24,4,1
592254,2017,25,3,2
592254,2019,27,1,3
592254,2021,29,1,4
592254,2023,31,3,5
592254,2025,33,5,6
592273,2021,29,1,1
592279,2017,24,4,1
592280,2019,28,0,1
592288,2021,29,1,1
592288,2024,32,4,2
592314,2015,24,4,1
592314,2016,25,3,2
592314,2017,26,2,3
592314,2018,27,1,4
592314,2019,28,0,5
592314,2021,30,2,6
592329,2015,23,5,1
592330,2016,28,0,1
592332,2015,24,4,1
592332,2016,25,3,2
592332,2017,26,2,3
592332,2018,27,1,4
592332,2019,28,0,5
592332,2021,30,2,6
592332,2022,31,3,7
592332,2023,32,4,8
592332,2024,33,5,9
592332,2025,34,6,10
592332,2026,35,7,11
592340,2015,27,1,1
592340,2016,28,0,2
592340,2017,29,1,3
592340,2018,30,2,4
592341,2015,27,1,1
592341,2016,28,0,2
592341,2017,29,1,3
592346,2015,23,5,1
592346,2016,24,4,2
592346,2019,27,1,3
592346,2021,29,1,4
592346,2022,30,2,5
592346,2023,31,3,6
592351,2015,24,4,1
592351,2016,25,3,2
592351,2017,26,2,3
592351,2018,27,1,4
592351,2019,28,0,5
592351,2021,30,2,6
592351,2022,31,3,7
592351,2023,32,4,8
592351,2024,33,5,9
592351,2025,34,6,10
592390,2015,26,2,1
592390,2016,27,1,2
592390,2017,28,0,3
592390,2018,29,1,4
592390,2019,30,2,5
592390,2021,32,4,6
592390,2022,33,5,7
592390,2023,34,6,8
592398,2015,26,2,1
592407,2016,29,1,1
592407,2018,31,3,2
592407,2019,32,4,3
592407,2021,34,6,4
592419,2016,27,1,1
592422,2016,25,3,1
592422,2017,26,2,2
592426,2015,24,4,1
592426,2016,25,3,2
592426,2017,26,2,3
592426,2018,27,1,4
592426,2019,28,0,5
592426,2021,30,2,6
592426,2023,32,4,7
592426,2024,33,5,8
592426,2025,34,6,9
592433,2016,24,4,1
592454,2015,26,2,1
592454,2016,27,1,2
592454,2017,28,0,3
592454,2018,29,1,4
592454,2019,30,2,5
592454,2022,33,5,6
592454,2023,34,6,7
592454,2024,35,7,8
592454,2025,36,8,9
592464,2021,33,5,1
592468,2018,27,1,1
592468,2019,28,0,2
592473,2017,28,0,1
592473,2018,29,1,2
592473,2019,30,2,3
592473,2021,32,4,4
592473,2022,33,5,5
592473,2023,34,6,6
592499,2017,25,3,1
592499,2018,26,2,2
592527,2015,27,1,1
592527,2016,28,0,2
592527,2023,35,7,3
592533,2015,26,2,1
592533,2016,27,1,2
592533,2017,28,0,3
592547,2017,28,0,1
592547,2018,29,1,2
592570,2015,23,5,1
592570,2017,25,3,2
592570,2018,26,2,3
592592,2017,29,1,1
592593,2015,24,4,1
592593,2016,25,3,2
592593,2017,26,2,3
592612,2015,27,1,1
592612,2016,28,0,2
592612,2017,29,1,3
592612,2018,30,2,4
592612,2019,31,3,5
592612,2021,33,5,6
592614,2016,25,3,1
592614,2017,26,2,2
592644,2016,25,3,1
592644,2018,27,1,2
592644,2019,28,0,3
592644,2021,30,2,4
592662,2015,24,4,1
592662,2016,25,3,2
592662,2017,26,2,3
592662,2018,27,1,4
592662,2019,28,0,5
592662,2021,30,2,6
592662,2022,31,3,7
592662,2023,32,4,8
592662,2024,33,5,9
592662,2025,34,6,10
592662,2026,35,7,11
592665,2015,27,1,1
592665,2016,28,0,2
592665,2017,29,1,3
592665,2018,30,2,4
592677,2015,25,3,1
592705,2015,24,4,1
592705,2018,27,1,2
592705,2019,28,0,3
592712,2018,27,1,1
592712,2019,28,0,2
592712,2022,31,3,3
592716,2016,25,3,1
592716,2018,27,1,2
592716,2019,28,0,3
592716,2021,30,2,4
592716,2022,31,3,5
592717,2015,23,5,1
592717,2016,24,4,2
592717,2017,25,3,3
592717,2018,26,2,4
592717,2019,27,1,5
592717,2021,29,1,6
592717,2022,30,2,7
592741,2015,25,3,1
592741,2016,26,2,2
592741,2017,27,1,3
592741,2018,28,0,4
592741,2019,29,1,5
592741,2021,31,3,6
592741,2022,32,4,7
592741,2023,33,5,8
592741,2024,34,6,9
592743,2022,33,5,1
592753,2017,25,3,1
592761,2017,26,2,1
592761,2018,27,1,2
592761,2019,28,0,3
592761,2021,30,2,4
592761,2022,31,3,5
592767,2015,26,2,1
592767,2016,27,1,2
592767,2019,30,2,3
592767,2021,32,4,4
592767,2022,33,5,5
592767,2023,34,6,6
592767,2024,35,7,7
592769,2018,26,2,1
592773,2017,26,2,1
592773,2018,27,1,2
592773,2019,28,0,3
592773,2021,30,2,4
592773,2022,31,3,5
592773,2023,32,4,6
592773,2024,33,5,7
592773,2025,34,6,8
592773,2026,35,7,9
592779,2016,25,3,1
592779,2017,26,2,2
592779,2018,27,1,3
592779,2019,28,0,4
592779,2023,32,4,5
592779,2024,33,5,6
592779,2025,34,6,7
592781,2015,25,3,1
592789,2015,23,5,1
592789,2016,24,4,2
592789,2017,25,3,3
592789,2018,26,2,4
592789,2019,27,1,5
592789,2021,29,1,6
592789,2022,30,2,7
592789,2023,31,3,8
592791,2016,25,3,1
592791,2017,26,2,2
592791,2018,27,1,3
592791,2019,28,0,4
592791,2021,30,2,5
592791,2022,31,3,6
592791,2023,32,4,7
592791,2024,33,5,8
592791,2025,34,6,9
592791,2026,35,7,10
592804,2015,27,1,1
592804,2016,28,0,2
592804,2018,30,2,3
592804,2019,31,3,4
592804,2022,34,6,5
592811,2016,27,1,1
592811,2017,28,0,2
592811,2018,29,1,3
592815,2015,23,5,1
592815,2016,24,4,2
592815,2017,25,3,3
592815,2018,26,2,4
592815,2019,27,1,5
592826,2015,23,5,1
592826,2016,24,4,2
592826,2017,25,3,3
592826,2018,26,2,4
592826,2019,27,1,5
592826,2021,29,1,6
592826,2022,30,2,7
592826,2023,31,3,8
592826,2026,34,6,9
592831,2021,30,2,1
592833,2017,25,3,1
592833,2018,26,2,2
592836,2015,23,5,1
592836,2016,24,4,2
592836,2017,25,3,3
592836,2018,26,2,4
592836,2019,27,1,5
592836,2021,29,1,6
592836,2022,30,2,7
592836,2023,31,3,8
592836,2024,32,4,9
592836,2025,33,5,10
592836,2026,34,6,11
592848,2018,26,2,1
592848,2022,30,2,2
592848,2023,31,3,3
592858,2018,26,2,1
592858,2019,27,1,2
592858,2021,29,1,3
592858,2022,30,2,4
592859,2019,27,1,1
592859,2021,29,1,2
592865,2017,26,2,1
592865,2018,27,1,2
592865,2019,28,0,3
592865,2021,30,2,4
592866,2016,24,4,1
592866,2017,25,3,2
592866,2018,26,2,3
592866,2019,27,1,4
592866,2021,29,1,5
592866,2022,30,2,6
592866,2023,31,3,7
592866,2024,32,4,8
592866,2025,33,5,9
592869,2015,26,2,1
592869,2016,27,1,2
592869,2017,28,0,3
592872,2016,28,0,1
592872,2017,29,1,2
592879,2015,27,1,1
592879,2017,29,1,2
592879,2019,31,3,3
592879,2021,33,5,4
593140,2015,22,6,1
593140,2016,23,5,2
593140,2017,24,4,3
593140,2018,25,3,4
593140,2019,26,2,5
593140,2021,28,0,6
593140,2022,29,1,7
593144,2017,27,1,1
593144,2018,28,0,2
593144,2019,29,1,3
593144,2021,31,3,4
593160,2022,33,5,1
593334,2017,25,3,1
593334,2018,26,2,2
593334,2019,27,1,3
593334,2021,29,1,4
593334,2022,30,2,5
593334,2023,31,3,6
593334,2024,32,4,7
593372,2015,24,4,1
593372,2016,25,3,2
593372,2017,26,2,3
593372,2018,27,1,4
593372,2019,28,0,5
593372,2021,30,2,6
593417,2016,24,4,1
593417,2017,25,3,2
593423,2015,22,6,1
593423,2017,24,4,2
593423,2018,25,3,3
593423,2019,26,2,4
593423,2021,28,0,5
593423,2022,29,1,6
593423,2023,30,2,7
593423,2024,31,3,8
593423,2025,32,4,9
593576,2015,26,2,1
593576,2016,27,1,2
593576,2017,28,0,3
593576,2018,29,1,4
593576,2019,30,2,5
593576,2021,32,4,6
593576,2022,33,5,7
593576,2023,34,6,8
593576,2024,35,7,9
593576,2025,36,8,10
593582,2015,23,5,1
593582,2016,24,4,2
593604,2021,28,0,1
593619,2021,30,2,1
593619,2022,31,3,2
593619,2023,32,4,3
593643,2019,27,1,1
593643,2021,29,1,2
593643,2022,30,2,3
593643,2023,31,3,4
593679,2016,23,5,1
593679,2017,24,4,2
593679,2019,26,2,3
593833,2018,27,1,1
593833,2019,28,0,2
593833,2021,30,2,3
593833,2023,32,4,4
593833,2024,33,5,5
593833,2025,34,6,6
593934,2024,31,3,1
593958,2015,22,6,1
593958,2016,23,5,2
593958,2017,24,4,3
593958,2018,25,3,4
593958,2019,26,2,5
593958,2021,28,0,6
593958,2022,29,1,7
593958,2023,30,2,8
593958,2024,31,3,9
593958,2025,32,4,10
593958,2026,33,5,11
593969,2016,24,4,1
593969,2017,25,3,2
593974,2016,25,3,1
593974,2017,26,2,2
593974,2018,27,1,3
593974,2019,28,0,4
593974,2021,30,2,5
593974,2022,31,3,6
593974,2023,32,4,7
593974,2024,33,5,8
593974,2025,34,6,9
593974,2026,35,7,10
594027,2016,25,3,1
594027,2018,27,1,2
594027,2019,28,0,3
594056,2017,25,3,1
594056,2018,26,2,2
594056,2019,27,1,3
594056,2021,29,1,4
594311,2016,24,4,1
594311,2017,25,3,2
594311,2019,27,1,3
594311,2021,29,1,4
594311,2022,30,2,5
594577,2016,25,3,1
594577,2017,26,2,2
594577,2018,27,1,3
594577,2019,28,0,4
594577,2021,30,2,5
594577,2022,31,3,6
594577,2023,32,4,7
594580,2017,25,3,1
594580,2021,29,1,2
594580,2022,30,2,3
594580,2023,31,3,4
594580,2024,32,4,5
594580,2025,33,5,6
594580,2026,34,6,7
594694,2021,29,1,1
594736,2015,25,3,1
594736,2016,26,2,2
594736,2019,29,1,3
594742,2015,24,4,1
594742,2016,25,3,2
594742,2017,26,2,3
594742,2018,27,1,4
594760,2016,24,4,1
594760,2017,25,3,2
594762,2015,28,0,1
594772,2015,26,2,1
594772,2016,27,1,2
594772,2017,28,0,3
594792,2015,27,1,1
594792,2016,28,0,2
594795,2016,29,1,1
594795,2017,30,2,2
594795,2019,32,4,3
594795,2021,34,6,4
594798,2015,27,1,1
594798,2016,28,0,2
594798,2017,29,1,3
594798,2018,30,2,4
594798,2019,31,3,5
