rank,batter,player_name,team,primary_position,pa_to,lineup_spot_to,prior_fp_per_pa,xfp_rh3_april_per_pa,xfp_rh3_april_per_game,xfp_rh3_april_sigma,xfp_rh3_april_p25,xfp_rh3_april_p75,expected_pa_remaining,expected_total_fp_remaining
161,609280,Miguel Andujar,SD,3B,60,6.0,0.5489464570204818,0.46030217872720597,1.61,0.10574436684832061,0.38897760328801373,0.5316267541663983,264.0,121.5
162,691718,Pete Crow-Armstrong,CHC,OF,111,6.653846153846154,0.5582123634734963,0.45985665301539114,1.61,0.10574436684832061,0.3885320775761989,0.5311812284545834,488.0,224.4
163,666969,Adolis García,PHI,OF,108,5.076923076923077,0.48740211438322956,0.4595114505610594,1.61,0.10574436684832061,0.38818687512186717,0.5308360260002517,475.0,218.3
164,571448,Nolan Arenado,AZ,3B,92,5.791666666666667,0.5450589955929782,0.4582587632395651,1.6,0.10574436684832061,0.38693418780037286,0.5295833386787574,405.0,185.6
165,656775,Cedric Mullins,TB,OF,93,5.727272727272728,0.529800829728722,0.45818057218645775,1.6,0.10574436684832061,0.3868559967472655,0.52950514762565,409.0,187.4
166,678882,Ceddanne Rafaela,BOS,OF,93,6.652173913043479,0.47882974423765506,0.4573057883103311,1.6,0.10574436684832061,0.38598121287113885,0.5286303637495233,409.0,187.0
167,669236,Jeremiah Jackson,BAL,2B,90,7.608695652173913,0.4403681983801626,0.4568824270305749,1.6,0.10574436684832061,0.38555785159138267,0.5282070024697672,396.0,180.9
168,669477,Casey Schmitt,SF,1B,81,6.1,0.4196134729065103,0.4565547511191936,1.6,0.10574436684832061,0.38523017568000134,0.5278793265583859,356.0,162.5
169,641584,Jake Fraley,TB,OF,55,4.066666666666666,0.5344654429453469,0.4558306345742459,1.6,0.10574436684832061,0.38450605913505365,0.5271552100134381,242.0,110.3
170,641343,Jake Bauers,MIL,1B,91,4.45,0.4215609418812897,0.45470650409519947,1.59,0.10574436684832061,0.38338192865600723,0.5260310795343918,400.0,181.9
171,805367,Chase Meidroth,CWS,2B,111,2.4,0.42767494428538816,0.4526296312336632,1.58,0.10574436684832061,0.38130505579447094,0.5239542066728554,488.0,220.9
172,680700,Richie Palacios,TB,2B,51,7.714285714285714,0.5165062980795078,0.45207037418440993,1.58,0.10574436684832061,0.3807457987452177,0.5233949496236022,224.0,101.3
173,660688,Keibert Ruiz,WSH,C,54,8.466666666666667,0.4932017483390201,0.45186669042380356,1.58,0.10574436684832061,0.3805421149846113,0.5231912658629958,238.0,107.5
174,671289,Tyler Freeman,COL,OF,53,2.4444444444444446,0.512757066661575,0.45150072060729307,1.58,0.10574436684832061,0.38017614516810083,0.5228252960464853,233.0,105.2
175,665862,Jazz Chisholm Jr.,NYY,2B,101,6.173913043478261,0.5616105720501746,0.45147315267990135,1.58,0.10574436684832061,0.3801485772407091,0.5227977281190936,444.0,200.5
176,686797,Brooks Lee,MIN,SS,91,8.434782608695652,0.44899838636248124,0.4507850305244447,1.58,0.10574436684832061,0.37946045508525245,0.522109605963637,400.0,180.3
177,663616,Trevor Larnach,MIN,OF,66,3.8666666666666663,0.49315909444126693,0.449971860822266,1.57,0.10574436684832061,0.37864728538307374,0.5212964362614583,290.0,130.5
178,650859,Luis Rengifo,MIL,3B,81,4.470588235294118,0.4830166435281305,0.4492097395041568,1.57,0.10574436684832061,0.3778851640649646,0.5205343149433491,356.0,159.9
179,671732,Lawrence Butler,ATH,OF,92,5.85,0.4772859346383865,0.44855086466455646,1.57,0.10574436684832061,0.3772262892253642,0.5198754401037488,405.0,181.7
180,663837,Matt Vierling,DET,OF,56,5.384615384615385,0.4597626717328269,0.4480617454486858,1.57,0.10574436684832061,0.3767371700094936,0.5193863208878781,246.0,110.2
181,672960,Kazuma Okamoto,TOR,3B,105,5.6,0.47707111588841494,0.4465123664737564,1.56,0.10574436684832061,0.3751877910345642,0.5178369419129487,462.0,206.3
182,606192,Teoscar Hernández,LAD,OF,97,5.166666666666667,0.5087967734122092,0.44634539507462917,1.56,0.10574436684832061,0.37502081963543693,0.5176699705138215,427.0,190.6
183,696285,Jacob Young,WSH,OF,93,6.7727272727272725,0.4286001392264707,0.4458883328937391,1.56,0.10574436684832061,0.37456375745454684,0.5172129083329313,409.0,182.4
184,663968,Jake Mangum,PIT,OF,61,5.636363636363637,0.4884495621226793,0.4456630585325866,1.56,0.10574436684832061,0.37433848309339435,0.5169876339717788,268.0,119.4
185,682663,Agustín Ramírez,MIA,C,109,3.16,0.5224965569257773,0.4452010391646402,1.56,0.10574436684832061,0.37387646372544797,0.5165256146038325,480.0,213.7
186,664728,Kyle Isbel,KC,OF,76,9.0,0.4423255414389048,0.4447773283501493,1.56,0.10574436684832061,0.3734527529109571,0.5161019037893416,334.0,148.6
187,663886,Tyler Stephenson,CIN,C,77,7.45,0.45647869449668654,0.44474213719399724,1.56,0.10574436684832061,0.373417561754805,0.5160667126331895,339.0,150.8
188,596142,Gary Sánchez,MIL,C,69,4.25,0.5037711004859958,0.44441109365612513,1.56,0.10574436684832061,0.3730865182169329,0.5157356690953174,304.0,135.1
189,691026,Masyn Winn,STL,SS,91,5.190476190476191,0.47365604773084,0.44433170865734867,1.56,0.10574436684832061,0.37300713321815643,0.515656284096541,400.0,177.7
190,630105,Jake Cronenworth,SD,2B,96,7.0,0.49559916880254434,0.44398455860090424,1.55,0.10574436684832061,0.372659983161712,0.5153091340400965,422.0,187.4
191,702222,Justin Crawford,PHI,OF,87,8.73913043478261,0.47707111588841494,0.4436379113723947,1.55,0.10574436684832061,0.3723133359332025,0.514962486811587,383.0,169.9
192,602104,Ramón Urías,STL,3B,55,6.071428571428571,0.4420945130003697,0.44161428510980705,1.55,0.10574436684832061,0.3702897096706148,0.5129388605489993,242.0,106.9
193,680574,Matt McLain,CIN,2B,117,1.96,0.4308620486799355,0.44003511562757,1.54,0.10574436684832061,0.36871054018837773,0.5113596910667623,515.0,226.6
194,643217,Andrew Benintendi,CWS,OF,87,3.555555555555556,0.5071965367660198,0.43945650611336545,1.54,0.10574436684832061,0.3681319306741732,0.5107810815525577,383.0,168.3
195,681715,Heriberto Hernández,MIA,OF,71,6.333333333333333,0.5181037042724304,0.4387835961856518,1.54,0.10574436684832061,0.3674590207464596,0.5101081716248441,312.0,136.9
196,670042,Luke Raley,SEA,OF,82,5.5,0.4567375975963291,0.43791809590275305,1.53,0.10574436684832061,0.3665935204635608,0.5092426713419453,361.0,158.1
197,687637,Dylan Beavers,BAL,OF,75,5.277777777777778,0.47799350918840783,0.4375839580846688,1.53,0.10574436684832061,0.3662593826454766,0.5089085335238611,330.0,144.4
198,663743,Nick Fortes,TB,C,73,7.3125,0.37828676736498607,0.4368062234773896,1.53,0.10574436684832061,0.3654816480381974,0.5081307989165819,321.0,140.2
199,677950,Alek Thomas,AZ,OF,76,7.55,0.3967915204165108,0.4348692795079005,1.52,0.10574436684832061,0.36354470406870826,0.5061938549470928,334.0,145.2
200,605170,Victor Caratini,MIN,C,88,5.571428571428571,0.48439699187169416,0.43410307357177247,1.52,0.10574436684832061,0.36277849813258023,0.5054276490109647,387.0,168.0
201,677587,Brayan Rocchio,CLE,SS,100,8.74074074074074,0.3978352741936119,0.4339752547796286,1.52,0.10574436684832061,0.3626506793404364,0.5052998302188209,440.0,190.9
202,676609,José Caballero,NYY,SS,94,8.16,0.4759706526966846,0.43275379748476606,1.51,0.10574436684832061,0.3614292220455738,0.5040783729239583,414.0,179.2
203,686555,Isaac Collins,KC,OF,76,7.611111111111111,0.5561884743475863,0.43229298543782796,1.51,0.10574436684832061,0.3609684099986357,0.5036175608770203,334.0,144.4
204,694377,Nick Yorke,PIT,3B,71,5.6,0.4025253985315767,0.43117466330149046,1.51,0.10574436684832061,0.3598500878622982,0.5024992387406827,312.0,134.5
205,669701,Josh Smith,TEX,2B,89,7.409090909090909,0.4633504555902223,0.430716744949377,1.51,0.10574436684832061,0.35939216951018477,0.5020413203885693,392.0,168.8
206,663647,Ke'Bryan Hayes,CIN,3B,72,8.952380952380953,0.40009887687985884,0.42839115177778475,1.5,0.11221077729196358,0.35270498249435533,0.5040773210612142,317.0,135.8
207,664983,Jake McCarthy,COL,OF,58,6.294117647058823,0.49832527137265026,0.4277482332688247,1.5,0.11221077729196358,0.3520620639853953,0.5034344025522541,255.0,109.1
208,573262,Mike Yastrzemski,ATL,OF,94,6.045454545454546,0.4945158665966655,0.426914981498116,1.49,0.11221077729196358,0.3512288122146866,0.5026011507815454,414.0,176.7
209,666310,Bo Naylor,CLE,C,67,6.705882352941177,0.41338949043023704,0.42658523873426046,1.49,0.11221077729196358,0.35089906945083105,0.5022714080176899,295.0,125.8
210,687401,Joey Ortiz,MIL,SS,70,8.333333333333334,0.47485701067090974,0.4258189098520281,1.49,0.11221077729196358,0.35013274056859867,0.5015050791354575,308.0,131.2
211,624585,Jorge Soler,LAA,OF,102,3.9166666666666665,0.49402663612740644,0.4252213269731309,1.49,0.11221077729196358,0.3495351576897015,0.5009074962565604,449.0,190.9
212,701358,Cam Smith,HOU,OF,111,6.1923076923076925,0.3814632610010029,0.4251986150716843,1.49,0.11221077729196358,0.3495124457882549,0.5008847843551137,488.0,207.5
213,702284,Cole Young,SEA,2B,113,8.285714285714286,0.40095233884019055,0.4248987055662131,1.49,0.11221077729196358,0.3492125362827837,0.5005848748496425,497.0,211.2
214,657041,Lane Thomas,KC,OF,58,5.769230769230769,0.47583087996405427,0.42435449695246724,1.49,0.11221077729196358,0.3486683276690378,0.5000406662358967,255.0,108.2
215,666152,David Hamilton,MIL,3B,76,8.333333333333334,0.5022044882645289,0.42288767404135674,1.48,0.11221077729196358,0.3472015047579273,0.49857384332478616,334.0,141.2
216,693304,Nick Gonzales,PIT,3B,91,5.619047619047619,0.41812003422028754,0.42280974738859145,1.48,0.11221077729196358,0.34712357810516203,0.49849591667202087,400.0,169.1
217,701807,Carson Benge,NYM,OF,80,6.9523809523809526,0.47707111588841494,0.42239869039953404,1.48,0.11221077729196358,0.3467125211161046,0.49808485968296345,352.0,148.7
218,665966,Carlos Narváez,BOS,C,60,8.235294117647058,0.44873013299493125,0.42233870478127733,1.48,0.11221077729196358,0.3466525354978479,0.49802487406470675,264.0,111.5
219,668901,Mark Vientos,NYM,1B,71,5.777777777777778,0.4520554450334163,0.4218867643491512,1.48,0.11221077729196358,0.34620059506572176,0.4975729336325806,312.0,131.6
220,676356,Jonny DeLuca,TB,OF,59,6.416666666666667,0.4066705398142916,0.42184495291488056,1.48,0.11221077729196358,0.34615878363145114,0.49753112219830997,260.0,109.7
221,681393,Connor Norby,MIA,1B,94,6.5,0.42016269133671147,0.4198764224547811,1.47,0.11221077729196358,0.34419025317135166,0.4955625917382105,414.0,173.8
222,665750,Leody Taveras,BAL,OF,71,6.75,0.42438316393724296,0.4187119378238429,1.47,0.11221077729196358,0.3430257685404135,0.49439810710727233,312.0,130.6
223,665019,Kody Clemens,MIN,1B,61,3.769230769230769,0.4789073230495372,0.4175338924598989,1.46,0.11221077729196358,0.3418477231764695,0.49322006174332833,268.0,111.9
224,678662,Ezequiel Tovar,COL,SS,104,4.708333333333333,0.41815177124008296,0.4172822160707197,1.46,0.11221077729196358,0.3415960467872903,0.4929683853541491,458.0,191.1
225,676914,Davis Schneider,TOR,OF,50,2.9,0.4451184319312348,0.4161394782682206,1.46,0.11221077729196358,0.3404533089847912,0.49182564755165004,220.0,91.6
226,596115,Trevor Story,BOS,SS,119,4.037037037037037,0.47999414562291237,0.41536228994802316,1.45,0.11221077729196358,0.33967612066459374,0.49104845923145257,524.0,217.6
227,691785,Marcelo Mayer,BOS,2B,72,7.052631578947368,0.37899912223467,0.41303650773929473,1.45,0.11221077729196358,0.3373503384558653,0.48872267702272415,317.0,130.9
228,678554,Curtis Mead,WSH,1B,60,2.5,0.3257987245834117,0.4093231890272289,1.43,0.11221077729196358,0.3336370197437995,0.48500935831065833,264.0,108.1
229,592626,Joc Pederson,TEX,1B,72,4.7,0.5295593049734811,0.40810921202337164,1.43,0.11221077729196358,0.3324230427399422,0.48379538130680105,317.0,129.4
230,670242,Matt Wallner,MIN,OF,97,5.565217391304348,0.5023689539953908,0.4079417366624077,1.43,0.11221077729196358,0.33225556737897827,0.4836279059458371,427.0,174.2
231,664056,Harrison Bader,SF,OF,52,7.615384615384615,0.48784487462170195,0.40449615864662625,1.42,0.11221077729196358,0.32880998936319683,0.48018232793005566,229.0,92.6
232,592663,J.T. Realmuto,PHI,C,61,7.1875,0.45236335097617786,0.4036939858142747,1.41,0.11221077729196358,0.32800781653084526,0.4793801550977041,268.0,108.2
233,701675,Nathan Church,STL,OF,70,7.117647058823529,0.3722175679574914,0.4033090612506658,1.41,0.11221077729196358,0.3276228919672364,0.4789952305340952,308.0,124.2
234,683083,Nasim Nuñez,WSH,2B,96,7.260869565217392,0.5236030475581481,0.40263119493312793,1.41,0.11221077729196358,0.3269450256496985,0.47831736421655735,422.0,169.9
235,694212,Samuel Basallo,BAL,C,79,4.789473684210527,0.3739420546552949,0.4021414460767173,1.41,0.11221077729196358,0.3264552767932879,0.47782761536014673,348.0,139.9
236,592206,Nick Castellanos,SD,OF,51,6.916666666666667,0.494999900623984,0.40192575582577095,1.41,0.11221077729196358,0.32623958654234153,0.47761192510920036,224.0,90.0
237,666139,Josh Lowe,LAA,OF,73,7.052631578947368,0.4738860913761594,0.400140054034881,1.4,0.11221077729196358,0.3244538847514516,0.4758262233183104,321.0,128.4
238,665804,Miguel Amaya,CHC,C,55,8.0,0.48683950653640906,0.3988775619931574,1.4,0.11221077729196358,0.32319139270972796,0.4745637312765868,242.0,96.5
239,672820,Lenyn Sosa,TOR,2B,57,4.857142857142857,0.41290218172485915,0.3963692705457566,1.39,0.11221077729196358,0.3206831012623272,0.472055439829186,251.0,99.5
240,641857,Ryan McMahon,NYY,3B,64,8.6,0.37737077450094403,0.3937292134974503,1.38,0.11221077729196358,0.3180430442140209,0.46941538278087974,282.0,111.0
241,682177,Daniel Schneemann,CLE,OF,71,6.117647058823529,0.35924052071937473,0.3921817449865366,1.37,0.11221077729196358,0.31649557570310716,0.467867914269966,312.0,122.4
242,686780,Pedro Pagés,STL,C,59,8.0,0.3496902426937051,0.39200364687335787,1.37,0.11221077729196358,0.31631747758992845,0.4676898161567873,260.0,101.9
243,686668,Brenton Doyle,COL,OF,80,6.7368421052631575,0.4303888132187541,0.3917888566307455,1.37,0.11221077729196358,0.31610268734731606,0.4674750259141749,352.0,137.9
244,691723,Coby Mayo,BAL,3B,77,7.5,0.38647558274112753,0.39067398714479185,1.37,0.11221077729196358,0.31498781786136243,0.46636015642822126,339.0,132.4
245,656555,Rhys Hoskins,CLE,1B,78,5.166666666666667,0.4556273576630069,0.3901525631505866,1.37,0.11221077729196358,0.3144663938671572,0.465838732434016,343.0,133.8
246,804606,Konnor Griffin,PIT,SS,81,7.578947368421052,0.47707111588841494,0.38985430263723,1.36,0.11221077729196358,0.31416813335380056,0.4655404719206594,356.0,138.8
247,650489,Willi Castro,COL,2B,77,5.157894736842105,0.4644150333564626,0.3892083516747432,1.36,0.11221077729196358,0.3135221823913138,0.46489452095817263,339.0,131.9
248,660162,Yoán Moncada,LAA,3B,87,5.35,0.4597407138786491,0.38819532515241373,1.36,0.11221077729196358,0.3125091558689843,0.46388149443584314,383.0,148.7
249,686894,Joey Wiemer,WSH,OF,60,5.923076923076923,0.39771063938982365,0.38698198510345316,1.35,0.11221077729196358,0.31129581582002375,0.4626681543868826,264.0,102.2
250,671976,Tristan Peters,CWS,OF,64,7.705882352941177,0.47707111588841494,0.38374056349208696,1.34,0.11221077729196358,0.30805439420865754,0.4594267327755164,282.0,108.2
251,669003,Garrett Mitchell,MIL,OF,83,5.052631578947368,0.419785970261956,0.38353400583097885,1.34,0.11221077729196358,0.30784783654754944,0.45922017511440827,365.0,140.0
252,682668,Luisangel Acuña,CWS,OF,74,8.45,0.42524826023835444,0.3833673178193121,1.34,0.11221077729196358,0.3076811485358827,0.4590534871027415,326.0,125.0
253,666023,Freddy Fermin,SD,C,54,8.142857142857142,0.4174749388929102,0.3830409304308195,1.34,0.11221077729196358,0.3073547611473901,0.4587270997142489,238.0,91.2
254,643376,Danny Jansen,TEX,C,65,7.705882352941177,0.47802249894551907,0.38244764130100956,1.34,0.11221077729196358,0.30676147201758014,0.45813381058443897,286.0,109.4
255,683357,Owen Caissie,MIA,OF,83,6.45,0.47707111588841494,0.3815407043680442,1.34,0.11221077729196358,0.3058545350846148,0.45722687365147363,365.0,139.3
256,683146,Brett Baty,NYM,OF,80,5.631578947368421,0.4045153700255718,0.38144576384791007,1.34,0.11221077729196358,0.30575959456448065,0.4571319331313395,352.0,134.3
257,672275,Patrick Bailey,SF,C,67,8.45,0.34168815334418406,0.37838559165449837,1.32,0.11221077729196358,0.30269942237106895,0.4540717609379278,295.0,111.6
258,595879,Javier Báez,DET,SS,79,8.727272727272727,0.39259247842101175,0.3779637442089786,1.32,0.11221077729196358,0.3022775749255492,0.453649913492408,348.0,131.5
259,810938,Ben Williamson,TB,2B,79,6.176470588235294,0.35547117801652717,0.37731001545251247,1.32,0.11221077729196358,0.30162384616908305,0.4529961847359419,348.0,131.3
260,666397,Edouard Julien,COL,2B,75,2.631578947368421,0.3365282086422853,0.37715576732954814,1.32,0.11221077729196358,0.3014695980461187,0.45284193661297756,330.0,124.5
261,669357,Nolan Gorman,STL,3B,98,4.818181818181818,0.3866387561129012,0.37696098519874066,1.32,0.11221077729196358,0.30127481591531124,0.4526471544821701,431.0,162.5
262,678391,Jorbit Vivas,WSH,3B,68,7.0,0.36870608146732636,0.37645586993477087,1.32,0.11221077729196358,0.30076970065134145,0.4521420392182003,299.0,112.6
263,700337,Edgar Quero,CWS,C,75,6.388888888888889,0.4087648863104663,0.3747783486892671,1.31,0.11221077729196358,0.2990921794058377,0.45046451797269654,330.0,123.7
264,700932,Kyle Manzardo,CLE,1B,87,4.095238095238095,0.4556806832504825,0.3736420464260121,1.31,0.11221077729196358,0.2979558771425827,0.44932821570944154,383.0,143.1
265,677649,Ezequiel Duran,TEX,OF,57,8.2,0.3532394735493164,0.37268707116159855,1.3,0.11221077729196358,0.29700090187816913,0.44837324044502797,251.0,93.5
266,681351,Logan O'Hoppe,LAA,C,93,7.695652173913044,0.361460686928593,0.37033925138310425,1.3,0.11221077729196358,0.29465308209967483,0.44602542066653367,409.0,151.5
267,691720,Kyle Karros,COL,3B,91,8.208333333333334,0.3167492073241663,0.36967144389143536,1.29,0.11221077729196358,0.29398527460800594,0.4453576131748648,400.0,147.9
268,656484,Tristan Gray,MIN,3B,51,8.5,0.4451019415518777,0.3689904375587943,1.29,0.11221077729196358,0.2933042682753649,0.4446766068422237,224.0,82.7
269,686452,Drew Millas,WSH,C,50,7.6923076923076925,0.46387802062185185,0.3686226198505772,1.29,0.11221077729196358,0.2929364505671478,0.4443087891340066,220.0,81.1
270,687597,Jordan Beck,COL,OF,54,6.461538461538462,0.3520778725013355,0.3608428221944773,1.26,0.11221077729196358,0.28515665291104786,0.4365289914779067,238.0,85.9
271,682877,Juan Brito,CLE,2B,52,6.923076923076923,0.47707111588841494,0.36068175413346304,1.26,0.11221077729196358,0.2849955848500336,0.43636792341689246,229.0,82.6
272,695506,Jac Caglianone,KC,OF,88,6.409090909090909,0.3275104582188845,0.35577563364768633,1.25,0.11221077729196358,0.2800894643642569,0.43146180293111575,387.0,137.7
273,688363,Graham Pauley,MIA,3B,61,8.588235294117647,0.41814597615794036,0.35451994016951727,1.24,0.11221077729196358,0.27883377088608785,0.4302061094529467,268.0,95.0
274,660844,Leo Rivas,SEA,3B,78,8.842105263157896,0.4662549801434786,0.35304657278879104,1.24,0.11221077729196358,0.2773604035053616,0.42873274207222045,343.0,121.1
275,677942,Blaze Alexander,BAL,3B,63,9.0,0.3772749881840013,0.3495130366926903,1.22,0.11221077729196358,0.2738268674092609,0.4251992059761197,277.0,96.8
276,681297,Colton Cowser,BAL,OF,62,7.176470588235294,0.40740892776660337,0.3447639437579071,1.21,0.11221077729196358,0.26907777447447767,0.4204501130413365,273.0,94.1
277,670764,Taylor Walls,TB,SS,58,8.866666666666667,0.4030694266504762,0.3422406520654908,1.2,0.11221077729196358,0.2665544827820614,0.41792682134892023,255.0,87.3
278,691781,Brady House,WSH,3B,107,3.227272727272727,0.2964421803679509,0.3407784924727635,1.19,0.11221077729196358,0.26509232318933407,0.4164646617561929,471.0,160.5
279,663604,Brandon Lockridge,MIL,OF,74,6.176470588235294,0.37278108848689673,0.33980005591264284,1.19,0.11221077729196358,0.2641138866292134,0.41548622519607226,326.0,110.8
280,672724,Oswald Peraza,LAA,2B,83,7.190476190476191,0.24008292393035838,0.3318707388096682,1.16,0.11221077729196358,0.2561845695262388,0.40755690809309764,365.0,121.1
281,690976,Alex Freeland,LAD,2B,77,8.523809523809524,0.28527623821559556,0.32548250230654563,1.14,0.11221077729196358,0.2497963330231162,0.40116867158997505,339.0,110.3
282,687363,Victor Scott II,STL,OF,76,9.0,0.369357828345869,0.312379303860355,1.09,0.11221077729196358,0.2366931345769256,0.3880654731437844,334.0,104.3
283,680779,Henry Davis,PIT,C,65,8.882352941176471,0.2522333646161849,0.30619294486532556,1.07,0.11221077729196358,0.23050677558189614,0.381879114148755,286.0,87.6
284,678489,Jorge Barrosa,AZ,OF,64,8.875,0.26566533876527004,0.2963583963265113,1.04,0.11221077729196358,0.22067222704308187,0.3720445656099407,282.0,83.6
285,677592,Everson Pereira,CWS,OF,61,5.133333333333334,0.20527943155341302,0.29430632583169314,1.03,0.11221077729196358,0.21862015654826372,0.36999249511512255,268.0,78.9
286,695336,Thomas Saggese,STL,OF,54,7.0,0.2933692103970701,0.2924531681888364,1.02,0.11221077729196358,0.21676699890540696,0.3681393374722658,238.0,69.6
