batter_name,primary_position,fantasy_positions,fantasy_positions_display,is_multi_position,position_count,batter,pa,pitches,decision_raw,contact_raw,power_raw,process_raw,decision_plus,k_avoidance_plus,power_plus,process_plus,swing_pct,chase_pct,contact_pct,in_play_pct,whiff_pct,xwoba_actual,pa_pitches,xwoba_vs_expected,xwoba_on_contact,blend_weight,all_positions_seen,avg_swing_speed,blast_rate,blast_contact_rate,squared_up_rate,max_ev,swing_count,proc_plus_positional
Oneil Cruz,OF,OF,OF,False,1.0,665833,189,775,0.038766524816953564,0.002692730406319473,0.15702477563310038,0.15971750603941987,73.5,103.0,132.4,122.1,0.454,0.308,0.68,0.145,0.156,0.522,189,0.157,0.522,0.486,CF|DH,78.38636016845703,0.16796875,0.27388535,0.2265625,119.0,152.0,118.3
Kevin Villavicencio,,,,,,692944,2,5,0.04573543565320694,0.15620798230568958,,0.15620798230568958,80.3,169.5,,121.3,0.6,0.296,0.78,0.4,0.2,,2,,,0.01,,,,,,,,
Jordan Walker,OF,OF,OF,False,1.0,691023,171,636,0.06871162844771111,-0.007019611892356367,0.15882913780115596,0.1518095259087996,102.8,98.8,132.8,120.4,0.509,0.292,0.723,0.167,0.159,0.526,171,0.159,0.526,0.461,DH|RF,78.3840028165236,0.18454936,0.26219512,0.23175966,115.2,142.0,117.4
Arjun Nimmala,,,,,,805796,3,11,0.002103888310826176,0.15148046174910323,,0.15148046174910323,37.7,167.5,,120.4,0.273,0.298,0.788,0.182,0.0,,3,,,0.015,,,,,,,,
Gavin Kilen,,,,,,702264,6,15,0.09629662703569235,0.15142882626061663,,0.15142882626061663,129.8,167.5,,120.3,0.467,0.284,0.783,0.333,0.133,,6,,,0.029,,,,,,,,
Ryan Waldschmidt,OF,OF,OF,False,1.0,814439,13,43,0.048841279344860065,0.01562129497355851,0.1356888034851417,0.15131009845870022,83.4,108.6,128.2,120.3,0.442,0.265,0.796,0.186,0.093,0.521,13,0.136,0.521,0.061,CF|LF,,,,,,,117.3
Randal Grichuk,DH,OF|DH,"OF, DH",True,2.0,545341,57,200,0.03270023421492548,0.030642322042829483,0.12018158679103111,0.1508239088338606,67.6,115.1,125.2,120.2,0.475,0.311,0.754,0.2,0.13,0.498,57,0.12,0.498,0.222,DH|LF|RF,73.63248697916667,0.15686275,0.21052632,0.29411765,110.9,33.0,117.4
Drew Swift,,,,,,669439,4,10,0.1022924848506872,0.1506464786827462,,0.1506464786827462,135.7,167.1,,120.2,0.5,0.287,0.785,0.4,0.1,,4,,,0.02,,,,,,,,
Shea Langeliers,C,C|DH,"C, DH",True,2.0,669127,170,641,0.07346060030292198,-0.00019227066060680583,0.14901464688976238,0.14882237622915556,107.5,101.7,130.8,119.8,0.51,0.315,0.755,0.183,0.12,0.507,170,0.149,0.507,0.459,C|DH,75.04997385580708,0.13385827,0.17894737,0.23228346,114.4,146.0,120.9
Elly De La Cruz,SS,SS,SS,False,1.0,682829,195,776,0.03535951469634764,0.022196964899780063,0.12662951569889128,0.14882648059867135,70.2,111.4,126.4,119.8,0.399,0.258,0.731,0.157,0.115,0.498,195,0.127,0.498,0.494,DH|SS,74.59831519265776,0.17961165,0.25517241,0.26699029,115.3,149.0,118.4
Darren Baker,,,,,,671117,4,11,0.08885427494324939,0.1484399927129833,,0.1484399927129833,122.5,166.2,,119.7,0.455,0.285,0.787,0.364,0.0,,4,,,0.02,,,,,,,,
Jefferson Rojas,,,,,,800473,4,7,0.1469172430445453,0.1477890230831086,,0.1477890230831086,179.3,165.9,,119.6,0.714,0.295,0.789,0.571,0.0,,4,,,0.02,,,,,,,,
Maick Collado,,,,,,691408,2,8,-0.01581357662512208,0.14722368020342116,,0.14722368020342116,20.1,165.6,,119.5,0.375,0.296,0.771,0.25,0.125,,2,,,0.01,,,,,,,,
D'Andre Smith,,,,,,694266,1,3,0.07624116852209142,0.1472780778260516,,0.1472780778260516,110.2,165.7,,119.5,0.667,0.307,0.783,0.333,0.0,,1,,,0.005,,,,,,,,
Jj Bleday,OF,OF,OF,False,1.0,668709,51,209,0.08084620313486104,0.011860454084532996,0.13413645617807632,0.1459969102626093,114.7,106.9,127.9,119.2,0.445,0.27,0.74,0.172,0.115,0.526,51,0.134,0.526,0.203,DH|LF,74.66922433035714,0.17142857,0.24,0.28571429,112.0,20.0,116.8
Ben McLaughlin,,,,,,808768,7,28,-0.010681393383137085,0.14587328699958832,,0.14587328699958832,25.2,165.0,,119.2,0.179,0.275,0.775,0.107,0.036,,7,,,0.034,,,,,,,,
Max Muncy,3B,3B,3B,False,1.0,571970,152,643,0.06438030183586387,-0.020391253356988083,0.16577664276442466,0.1453853894074366,98.6,93.0,134.1,119.1,0.431,0.248,0.749,0.143,0.115,0.543,152,0.166,0.543,0.432,3B,71.39669622189153,0.12169312,0.17293233,0.28042328,110.1,127.0,109.6
Munetaka Murakami,1B,1B,1B,False,1.0,808959,176,772,0.06943798110077151,-0.05061207111515862,0.19546899418867641,0.1448569230735178,103.5,79.9,140.0,119.0,0.417,0.234,0.66,0.111,0.171,0.575,176,0.195,0.575,0.468,1B|DH,74.8694378396739,0.15652174,0.26666667,0.21304348,114.1,149.0,112.4
Jonathan Martinez,,,,,,808159,2,10,0.029324746182487333,0.14405294252181675,,0.14405294252181675,64.3,164.3,,118.8,0.2,0.292,0.778,0.1,0.1,,2,,,0.01,,,,,,,,
Buddy Kennedy,1B,1B,1B,False,1.0,671083,4,17,0.05392356721335205,0.1429503815947661,,0.1429503815947661,88.4,163.8,,118.6,0.294,0.293,0.782,0.176,0.059,,4,,,0.02,3B|DH,,,,,,,112.2
Jacob Gonzalez,1B,1B,1B,False,1.0,694378,2,4,-0.0016359696322970282,0.1402212591642565,,0.1402212591642565,34.0,162.6,,118.0,0.75,0.303,0.784,0.5,0.0,,2,,,0.01,1B,,,,,,,111.8
Matt Olson,1B,1B,1B,False,1.0,621566,193,851,0.06366930067505681,-0.009300069453062157,0.14881687479547753,0.13951680534241537,97.9,97.8,130.8,117.9,0.445,0.285,0.784,0.149,0.094,0.507,193,0.149,0.507,0.491,1B,74.52108373397436,0.16849817,0.21495327,0.23809524,111.6,158.0,111.8
Mike Trout,OF,OF|DH,"OF, DH",True,2.0,545361,184,788,0.0561324806055116,-0.015481946708617092,0.15466611236896238,0.1391841656603453,90.5,95.1,131.9,117.8,0.364,0.198,0.809,0.119,0.072,0.545,184,0.155,0.545,0.479,CF|DH,75.13240037270643,0.1559633,0.1878453,0.22477064,114.6,157.0,116.0
Kyle Schwarber,DH,DH,DH,False,1.0,656941,195,801,0.0562337589703754,-0.02577103803528117,0.16517823644385654,0.13940719840857538,90.6,90.6,134.0,117.8,0.431,0.259,0.718,0.127,0.126,0.535,195,0.165,0.535,0.494,1B|DH|LF,76.77575736899563,0.12227074,0.16766467,0.1790393,113.0,152.0,116.0
Kay-Lan Nicasia,,,,,,702461,1,4,0.07187952047832352,0.13705616367480697,,0.13705616367480697,105.9,161.2,,117.3,0.5,0.294,0.772,0.25,0.25,,1,,,0.005,,,,,,,,
Michael Conforto,DH,OF|DH,"OF, DH",True,2.0,624424,62,244,0.07702723561254425,-0.007750070921021119,0.1435307627449913,0.13578069182397018,111.0,98.4,129.8,117.1,0.398,0.243,0.784,0.16,0.086,0.541,62,0.144,0.541,0.237,DH|LF|RF,72.80182354266827,0.09615385,0.13888889,0.28846154,108.7,38.0,115.6
Willson Contreras,1B,1B,1B,False,1.0,575929,173,692,0.06469305626813888,-0.022772438464203133,0.15636901744742107,0.13359657898321795,98.9,91.9,132.3,116.6,0.451,0.271,0.682,0.14,0.152,0.534,173,0.156,0.534,0.464,1B|DH,75.98024780825791,0.14932127,0.21568627,0.19909502,113.2,142.0,111.1
Isaiah Jackson,,,,,,805365,1,4,0.0007392238537723486,0.13375524671229747,,0.13375524671229747,36.3,159.8,,116.6,0.5,0.302,0.772,0.25,0.25,,1,,,0.005,,,,,,,,
Jaison Chourio,,,,,,702693,5,12,0.1281405333376009,0.13202958366976775,,0.13202958366976775,161.0,159.0,,116.3,0.583,0.306,0.782,0.417,0.083,,5,,,0.024,,,,,,,,
Ben Rortvedt,,,,,,666163,6,21,-0.012695959090597685,0.13172725367725602,,0.13172725367725602,23.2,158.9,,116.2,0.381,0.325,0.782,0.238,0.048,,6,,,0.029,,,,,,,,
Dane Myers,OF,OF,OF,False,1.0,667472,73,311,0.03902115125397501,-0.0030985025768670185,0.13487067464949112,0.1317721720726241,73.8,100.5,128.0,116.2,0.341,0.235,0.807,0.141,0.064,0.49,73,0.135,0.49,0.267,CF,71.43927633351294,0.12068966,0.14285714,0.31034483,105.6,53.0,115.2
Ryan Jackson,,,,,,810838,5,15,0.054113018506108015,0.1310394741796619,,0.1310394741796619,88.5,158.6,,116.1,0.467,0.301,0.786,0.333,0.067,,5,,,0.024,,,,,,,,
Ryan Kreidler,OF,SS|OF,"SS, OF",True,2.0,668952,24,94,0.10057053600616501,-0.012357655132201262,0.14246143415835613,0.13010377902615486,134.0,96.4,129.5,115.9,0.468,0.278,0.791,0.181,0.096,0.529,24,0.142,0.529,0.107,3B|CF|LF|SS,74.94803059895834,0.1,0.125,0.16666667,108.9,18.0,115.0
Will Verdung,,,,,,815299,3,12,0.05083692340700182,0.12969812831917704,,0.12969812831917704,85.3,158.0,,115.8,0.25,0.295,0.771,0.167,0.083,,3,,,0.015,,,,,,,,
Jeferson Quero,C,C,C,False,1.0,691620,5,17,0.02865266754716803,0.08126464182848366,0.04674149418718565,0.1280061360156693,63.6,137.0,110.7,115.4,0.471,0.297,0.782,0.235,0.118,0.291,5,0.047,0.291,0.024,C,,,,,,,118.3
Wallace Clark,,,,,,800712,3,6,0.016744262649014203,0.12326584727083584,,0.12326584727083584,52.0,155.2,,114.5,0.667,0.308,0.787,0.5,0.0,,3,,,0.015,,,,,,,,
Tres Barrera,,,,,,668663,1,2,0.0769127155438169,0.12161777816920073,,0.12161777816920073,110.8,154.5,,114.1,1.0,0.307,0.772,0.5,0.5,,1,,,0.005,,,,,,,,
Cameron Cauley,SS,SS,SS,False,1.0,695508,3,12,0.06152076448928231,0.12007549528087869,,0.12007549528087869,95.8,153.9,,113.8,0.167,0.285,0.78,0.083,0.083,,3,,,0.015,2B|CF,,,,,,,115.2
Drew Compton,,,,,,686541,2,7,-0.005107152737429023,0.11824637103721033,,0.11824637103721033,30.6,153.1,,113.4,0.286,0.305,0.77,0.143,0.143,,2,,,0.01,,,,,,,,
Kole Myers,,,,,,801887,3,7,0.1518008768092713,0.11642823103865779,,0.11642823103865779,184.1,152.3,,113.0,0.571,0.289,0.779,0.429,0.143,,3,,,0.015,,,,,,,,
Ronny Cruz,,,,,,826723,1,6,-0.030514639121694453,0.11363942758211693,,0.11363942758211693,5.8,151.1,,112.4,0.333,0.291,0.777,0.167,0.167,,1,,,0.005,,,,,,,,
Brady O'Brien,,,,,,835614,2,4,0.13210676881035713,0.11360655022966067,,0.11360655022966067,164.8,151.1,,112.4,0.75,0.3,0.776,0.5,0.25,,2,,,0.01,,,,,,,,
Matt O'Neill,,,,,,690841,3,7,-0.014592811232566593,0.11296135663212102,,0.11296135663212102,21.3,150.8,,112.3,0.429,0.3,0.785,0.286,0.143,,3,,,0.015,,,,,,,,
Rodolfo Durán,C,C,C,False,1.0,660710,11,39,0.049497884992685925,-0.046534917111042365,0.15924894817501983,0.11271403106397747,84.0,81.6,132.9,112.2,0.513,0.28,0.788,0.179,0.103,0.52,11,0.159,0.52,0.052,C,,,,,,,116.3
Mickey Gasper,C,C|DH,"C, DH",True,2.0,681508,11,35,0.04336061444826659,0.06720568359472796,0.04283701033494919,0.11004269392967715,78.0,130.9,109.9,111.7,0.486,0.299,0.808,0.257,0.0,0.422,11,0.043,0.422,0.052,1B|C|DH,,,,,,,116.0
Eduardo Valencia,C,C,C,False,1.0,680664,2,4,0.1597639571834481,0.10946425499752092,,0.10946425499752092,191.9,149.3,,111.6,0.75,0.296,0.783,0.5,0.0,,2,,,0.01,DH,,,,,,,116.0
Emaarion Boyd,,,,,,702708,3,4,0.2601642215503028,0.10877779769397732,,0.10877779769397732,290.1,149.0,,111.4,1.0,0.3,0.786,0.75,0.0,,3,,,0.015,,,,,,,,
Jaiden Lo Re,,,,,,828318,2,8,-0.06890560715998667,0.10722786306439268,,0.10722786306439268,-31.8,148.3,,111.1,0.25,0.313,0.771,0.125,0.125,,2,,,0.01,,,,,,,,
Rafael Lantigua,,,,,,672463,3,5,0.12683294016891294,0.10636147956868963,,0.10636147956868963,159.7,147.9,,110.9,0.8,0.303,0.786,0.6,0.0,,3,,,0.015,,,,,,,,
Douglas Hodo III,,,,,,683233,3,10,-0.0906112706494516,0.10637158726304002,,0.10637158726304002,-53.0,147.9,,110.9,0.4,0.312,0.783,0.2,0.1,,3,,,0.015,,,,,,,,
Randy Martinez,,,,,,821690,2,4,0.1938697954842747,0.10631346489458689,,0.10631346489458689,225.2,147.9,,110.9,0.75,0.307,0.784,0.5,0.0,,2,,,0.01,,,,,,,,
Dillon Dingler,C,C|DH,"C, DH",True,2.0,693307,150,583,0.05751395604621185,0.016188782826805706,0.08953355341018139,0.1057223362369871,91.9,108.8,119.1,110.8,0.489,0.313,0.796,0.19,0.091,0.462,150,0.09,0.462,0.429,C|DH,71.28795209390863,0.13705584,0.16463415,0.27411168,107.8,114.0,115.5
Alec Burleson,1B,1B,1B,False,1.0,676475,174,638,0.057503741766072355,0.029510758976364213,0.07596846839708195,0.10547922737344616,91.9,114.6,116.4,110.7,0.489,0.325,0.804,0.205,0.094,0.424,174,0.076,0.424,0.465,1B|DH,72.04265344730942,0.15246637,0.18181818,0.30493274,111.6,147.0,108.0
Nathaniel Lowe,DH,1B|DH,"1B, DH",True,2.0,663993,100,412,0.05945726888333383,0.00016807517328903412,0.10441738382663802,0.10458545899992706,93.8,101.9,122.0,110.5,0.459,0.261,0.829,0.165,0.08,0.467,100,0.104,0.467,0.333,1B|DH,74.33758393595042,0.1322314,0.16,0.23140496,112.7,69.0,111.7
Bryce Harper,1B,1B,1B,False,1.0,547180,177,659,0.08430405583947546,0.0017671945014546078,0.10201929777152803,0.10378649227298264,118.1,102.6,121.6,110.4,0.537,0.35,0.744,0.193,0.135,0.446,177,0.102,0.446,0.469,1B|DH,73.83334108382937,0.10714286,0.14754098,0.20238095,112.5,145.0,107.8
Drake Baldwin,C,C|DH,"C, DH",True,2.0,686948,199,769,0.06283569890167844,-0.0016915608675559717,0.10564252021601736,0.1039509593484614,97.1,101.1,122.3,110.4,0.503,0.31,0.795,0.173,0.109,0.462,199,0.106,0.462,0.499,C|DH,74.80800276752767,0.16605166,0.21126761,0.26568266,110.2,161.0,115.3
José Azócar,OF,OF,OF,False,1.0,640492,6,16,0.0566369035638749,0.04169288433820282,0.06211444499179941,0.10380732933000222,91.0,119.9,113.7,110.4,0.75,0.321,0.777,0.312,0.25,0.446,6,0.062,0.446,0.029,LF|RF,,,,,,,112.1
Jesus Rodriguez,C,C,C,False,1.0,683679,22,71,0.060720723477878984,0.05985794334517729,0.0435875639671331,0.10344550731231039,95.0,127.8,110.1,110.3,0.479,0.263,0.8,0.254,0.085,0.413,22,0.044,0.413,0.099,C|LF|RF,,,,,,,115.2
Jayson Bass,,,,,,814188,3,13,0.04861771127830683,0.10285732707983809,,0.10285732707983809,83.2,146.4,,110.2,0.538,0.324,0.794,0.231,0.0,,3,,,0.015,,,,,,,,
Archer Brookman,,,,,,666386,2,5,-0.012159029330360444,0.10140798328024703,,0.10140798328024703,23.7,145.8,,109.9,0.6,0.308,0.784,0.4,0.0,,2,,,0.01,,,,,,,,
Bryan De La Cruz,,,,,,650559,9,33,0.04421525574370723,0.10041735693073196,,0.10041735693073196,78.9,145.3,,109.7,0.424,0.294,0.803,0.273,0.0,,9,,,0.043,,,,,,,,
Cade Marlowe,,,,,,687799,4,15,0.03745841972298659,0.10012810551199136,,0.10012810551199136,72.3,145.2,,109.6,0.2,0.279,0.778,0.133,0.067,,4,,,0.02,,,,,,,,
Bobby Witt,SS,SS,SS,False,1.0,677951,192,720,0.057574326999820354,0.025421888372937313,0.07381157639644503,0.09923346476938234,91.9,112.8,116.0,109.4,0.492,0.33,0.776,0.193,0.103,0.438,192,0.074,0.438,0.49,DH|SS,73.1695,0.128,0.17021277,0.248,115.6,154.0,112.8
Paul Goldschmidt,1B,1B,1B,False,1.0,502671,74,288,0.07691848484668493,-0.019044494367351266,0.11772112700035824,0.09867663263300697,110.8,93.5,124.7,109.3,0.479,0.28,0.792,0.163,0.094,0.482,74,0.118,0.482,0.27,1B|DH,71.84614458476027,0.15068493,0.17460317,0.26027397,107.4,41.0,107.2
Jarred Kelenic,OF,OF,OF,False,1.0,672284,30,115,0.059416144107150265,0.03143427980465282,0.066676690123329,0.09811096992798182,93.7,115.4,114.6,109.2,0.4,0.274,0.732,0.174,0.139,0.442,30,0.067,0.442,0.13,LF|RF,,,,,,,111.5
Riley Greene,OF,OF,OF,False,1.0,682985,181,763,0.06258945001716082,-0.022378488585582043,0.11955492220452284,0.0971764336189408,96.8,92.1,125.0,109.0,0.434,0.269,0.747,0.138,0.115,0.487,181,0.12,0.487,0.475,DH|LF,75.400390625,0.14468085,0.20359281,0.20425532,111.0,145.0,111.4
Brendan Summerhill,,,,,,804911,2,4,0.13312168820620834,0.09741090363555234,,0.09741090363555234,165.8,144.0,,109.0,0.75,0.307,0.784,0.5,0.0,,2,,,0.01,,,,,,,,
Juan Baez,,,,,,800345,5,14,0.08762926114339,0.09608797117271957,,0.09608797117271957,121.3,143.5,,108.8,0.429,0.299,0.792,0.286,0.0,,5,,,0.024,,,,,,,,
Ty France,1B,1B,1B,False,1.0,664034,73,236,0.08383275060836692,0.03496632317711206,0.060684706142081886,0.09565102931919395,117.6,117.0,113.4,108.7,0.568,0.317,0.799,0.258,0.114,0.418,73,0.061,0.418,0.267,1B|DH,71.49540301067073,0.19512195,0.24242424,0.29268293,107.7,56.0,106.9
Junior Caminero,3B,3B,3B,False,1.0,691406,173,681,0.05980889262868552,0.03717488279322156,0.05805862930298174,0.09523351209620329,94.1,117.9,112.9,108.6,0.441,0.291,0.752,0.185,0.094,0.406,173,0.058,0.406,0.464,3B,79.89436463270142,0.17535545,0.22289157,0.1943128,116.9,143.0,106.4
Dominic Canzone,DH,DH,DH,False,1.0,686527,102,389,0.04195813397695595,0.027714479593227044,0.06707566257107968,0.09479014216430673,76.7,113.8,114.7,108.5,0.468,0.327,0.78,0.185,0.123,0.435,102,0.067,0.435,0.338,DH|RF,74.34872295673077,0.17692308,0.25274725,0.30769231,114.1,80.0,110.6
Zach Dezenzo,OF,OF,OF,False,1.0,701305,8,37,0.014209354257592649,0.011545766806749376,0.08306037498202283,0.0946061417887722,49.5,106.8,117.8,108.5,0.405,0.296,0.785,0.162,0.108,0.43,8,0.083,0.43,0.038,LF,,,,,,,111.1
Oswaldo Cabrera,3B,3B,3B,False,1.0,665828,8,23,0.042776311910854126,0.09327345016922643,,0.09327345016922643,77.5,142.2,,108.2,0.522,0.302,0.772,0.304,0.13,,8,,,0.038,3B,,,,,,,106.3
Brice Turang,2B,2B,2B,False,1.0,668930,173,719,0.05609988655517709,-0.004193539517858259,0.09770582603355371,0.09351228651569546,90.5,100.0,120.7,108.2,0.412,0.231,0.823,0.149,0.065,0.471,173,0.098,0.471,0.464,2B,70.74645935960591,0.15270936,0.18343195,0.29064039,109.6,139.0,112.2
Charlie Szykowny,,,,,,805126,4,14,0.10187789138619917,0.09276685056012002,,0.09276685056012002,135.3,142.0,,108.1,0.5,0.312,0.795,0.214,0.0,,4,,,0.02,,,,,,,,
Jordan Lawlar,OF,OF,OF,False,1.0,691783,29,124,0.06969203986764476,-0.014315128649768567,0.1071659339232842,0.09285080527351564,103.8,95.6,122.6,108.1,0.444,0.284,0.761,0.153,0.129,0.481,29,0.107,0.481,0.127,CF|LF,71.03295158617425,0.15151515,0.2173913,0.27272727,106.5,20.0,110.9
Spencer Steer,1B,1B|2B|OF,"1B, 2B, OF",True,3.0,668715,162,617,0.0637786245553524,0.00389568315303208,0.08896018677546319,0.09285586992849527,98.0,103.5,119.0,108.1,0.433,0.284,0.787,0.178,0.089,0.458,162,0.089,0.458,0.448,1B|2B|CF|LF|RF,71.1092578125,0.13714286,0.17647059,0.27428571,107.2,120.0,106.6
Nick Kurtz,1B,1B,1B,False,1.0,701762,187,822,0.06548345995080775,-0.0413923111881282,0.13422546923998294,0.09283315805185474,99.7,83.9,127.9,108.1,0.401,0.248,0.689,0.112,0.131,0.503,187,0.134,0.503,0.483,1B|DH,77.62040201822917,0.14583333,0.22151899,0.18333333,115.9,153.0,106.6
Omar Martinez,C,C,C,False,1.0,683079,1,1,0.23983762056366922,0.21698160839032177,-0.12525143479869622,0.09173017359162555,270.2,195.9,76.8,107.9,1.0,0.3,0.78,1.0,0.0,0.29,1,-0.125,0.29,0.005,C,,,,,,,113.8
Dominic Smith,DH,DH,DH,False,1.0,642086,92,318,0.07563537948993737,0.03607680698830872,0.05385846159677033,0.08993526858507905,109.6,117.4,112.1,107.5,0.547,0.331,0.815,0.233,0.101,0.427,92,0.054,0.427,0.315,DH|LF,68.40428880423553,0.10743802,0.13265306,0.29752066,109.1,72.0,110.0
Dalton Rushing,C,C,C,False,1.0,687221,78,267,0.06603656973727377,-0.0075475550702698,0.09712706373360838,0.08957950866333858,100.2,98.5,120.6,107.4,0.483,0.266,0.745,0.18,0.131,0.463,78,0.097,0.463,0.281,1B|C|DH,72.37550636574075,0.19753086,0.26229508,0.25925926,109.3,57.0,113.5
Cade Fergus,,,,,,681495,1,6,-0.10220181810515135,0.08961421731683078,,0.08961421731683078,-64.4,140.7,,107.4,0.333,0.294,0.777,0.167,0.167,,1,,,0.005,,,,,,,,
Duke Ellis,,,,,,668752,3,9,0.07688807278917717,0.08911550863843246,,0.08911550863843246,110.8,140.4,,107.3,0.556,0.298,0.772,0.333,0.222,,3,,,0.015,,,,,,,,
BJ Murray,,,,,,681230,3,10,0.08695706198640171,0.08839944542317205,,0.08839944542317205,120.7,140.1,,107.2,0.4,0.286,0.787,0.3,0.0,,3,,,0.015,,,,,,,,
Kyle Lodise,,,,,,827517,2,9,0.0769855029626916,0.08797802498408935,,0.08797802498408935,110.9,139.9,,107.1,0.333,0.285,0.784,0.222,0.0,,2,,,0.01,,,,,,,,
Sal Stewart,1B,1B|3B,"1B, 3B",True,2.0,701398,192,751,0.081287007962384,-0.0017511002201444663,0.0895238592067929,0.08777275898664844,115.1,101.0,119.1,107.0,0.505,0.292,0.771,0.178,0.115,0.448,192,0.09,0.448,0.49,1B|2B|3B|DH,71.30292570153061,0.13469388,0.17460317,0.24897959,111.4,147.0,106.0
Jesus Castillo,,,,,,691913,1,3,0.02970585990724403,0.08786424222436523,,0.08786424222436523,64.7,139.9,,107.0,0.667,0.305,0.775,0.333,0.333,,1,,,0.005,,,,,,,,
Connor Hujsak,,,,,,824615,1,3,-0.012531955743460492,0.08738713391235785,,0.08738713391235785,23.4,139.7,,106.9,0.667,0.301,0.775,0.333,0.333,,1,,,0.005,,,,,,,,
Nick Solak,1B,1B,1B,False,1.0,669256,4,12,0.005986928431204137,0.08702149010156113,,0.08702149010156113,41.5,139.5,,106.9,0.5,0.307,0.776,0.25,0.167,,4,,,0.02,DH,,,,,,,106.0
Eric Hartman,,,,,,807080,1,3,-0.015730411720569694,0.08680127166175328,,0.08680127166175328,20.2,139.4,,106.8,0.667,0.301,0.781,0.333,0.0,,1,,,0.005,,,,,,,,
Pedro Ramírez,2B,2B,2B,False,1.0,699393,2,5,0.11851299440938476,0.08683966635624399,,0.08683966635624399,151.5,139.5,,106.8,0.8,0.301,0.785,0.4,0.0,,2,,,0.01,2B|3B|DH,,,,,,,111.4
Connor Joe,OF,OF,OF,False,1.0,656582,38,166,0.038784571791654725,-0.019924617207204703,0.10600077146032005,0.08607615425311535,73.5,93.2,122.4,106.7,0.416,0.319,0.793,0.145,0.084,0.473,38,0.106,0.473,0.16,1B|LF|RF,73.3335848721591,0.15151515,0.17857143,0.27272727,107.7,21.0,110.2
Otto Lopez,SS,SS,SS,False,1.0,672640,172,616,0.04696876527475359,0.04027345003642916,0.04584619176727105,0.08611964180370021,81.6,119.3,110.5,106.7,0.489,0.341,0.797,0.219,0.089,0.411,172,0.046,0.411,0.462,DH|SS,71.91812518962378,0.16504854,0.20731707,0.31067961,112.8,141.0,111.4
Jack Winnay,,,,,,813400,2,6,0.026482720143140005,0.08621000867552685,,0.08621000867552685,61.5,139.2,,106.7,0.333,0.294,0.781,0.167,0.167,,2,,,0.01,,,,,,,,
Daniel Bucciero,,,,,,827759,2,6,0.14124973608606853,0.08459936741480689,,0.08459936741480689,173.8,138.5,,106.4,0.5,0.294,0.785,0.333,0.0,,2,,,0.01,,,,,,,,
Samuel Basallo,C,C|DH,"C, DH",True,2.0,694212,134,499,0.050998101680687115,0.014809588391927303,0.07007812028344763,0.08488770867537494,85.5,108.2,115.3,106.4,0.491,0.306,0.741,0.174,0.144,0.43,134,0.07,0.43,0.401,1B|C|DH,75.19393784832802,0.15286624,0.23300971,0.25477707,111.4,100.0,112.9
Kazuma Okamoto,3B,3B,3B,False,1.0,672960,167,715,0.07534547794471652,-0.020034239720497986,0.10464289523081373,0.08460865551031574,109.3,93.1,122.1,106.4,0.445,0.276,0.701,0.143,0.138,0.49,167,0.105,0.49,0.455,1B|3B|DH,73.61999830163043,0.14347826,0.2,0.26086957,112.6,138.0,105.7
Brandon Drury,,,,,,592273,4,16,0.07898933517923547,0.0843405343210808,,0.0843405343210808,112.9,138.4,,106.3,0.438,0.282,0.78,0.25,0.125,,4,,,0.02,,,,,,,,
Jonny McGill,,,,,,692169,1,4,-0.015134328642017802,0.0840327370878322,,0.0840327370878322,20.8,138.2,,106.2,0.5,0.301,0.782,0.25,0.0,,1,,,0.005,,,,,,,,
Cody Bellinger,OF,OF,OF,False,1.0,641355,181,672,0.05751531774316471,0.044817422691262876,0.03781873654457887,0.08263615923584175,91.9,121.2,108.9,106.0,0.43,0.255,0.779,0.195,0.077,0.397,181,0.038,0.397,0.475,1B|CF|DH|LF|RF,69.8173095703125,0.1,0.12121212,0.335,109.3,142.0,109.8
Shohei Ohtani,TWP,DH|TWP,"DH, TWP",True,2.0,660271,176,695,0.050143139023364425,-0.0016619142046866765,0.08473215906211035,0.08307024485742368,84.7,101.1,118.2,106.0,0.424,0.299,0.762,0.15,0.105,0.445,176,0.085,0.445,0.468,DH|P,74.80664922907489,0.14977974,0.20606061,0.27312775,114.6,153.0,
Daniel Susac,C,C,C,False,1.0,691740,29,94,0.0904981552862107,0.025266708642409017,0.05688495936613049,0.08215166800853951,124.1,112.8,112.7,105.8,0.596,0.341,0.794,0.266,0.117,0.428,29,0.057,0.428,0.127,C,69.539990234375,0.1,0.13333333,0.275,104.7,24.0,112.5
Jake Munroe,,,,,,827719,2,6,0.07113343362229796,0.08104890397027481,,0.08104890397027481,105.2,136.9,,105.6,0.667,0.295,0.787,0.333,0.0,,2,,,0.01,,,,,,,,
Jalin Flores,,,,,,703602,2,6,0.06747897131194193,0.07995717230157662,,0.07995717230157662,101.6,136.5,,105.4,0.5,0.295,0.783,0.333,0.0,,2,,,0.01,,,,,,,,
Cj Abrams,SS,SS,SS,False,1.0,682928,176,668,0.06088152043340085,0.009930859574796638,0.0694525604782603,0.07938342005305694,95.2,106.1,115.2,105.3,0.5,0.328,0.755,0.18,0.129,0.42,176,0.069,0.42,0.468,DH|SS,72.08475534539474,0.13157895,0.18181818,0.25877193,110.8,143.0,110.6
