batter_name,primary_position,fantasy_positions,fantasy_positions_display,is_multi_position,position_count,batter,pa,pitches,decision_raw,contact_raw,power_raw,process_raw,decision_plus,k_avoidance_plus,power_plus,process_plus,swing_pct,chase_pct,contact_pct,in_play_pct,whiff_pct,xwoba_actual,pa_pitches,xwoba_vs_expected,xwoba_on_contact,blend_weight,all_positions_seen,avg_swing_speed,blast_rate,blast_contact_rate,squared_up_rate,max_ev,swing_count,proc_plus_positional
Colby Jones,,,,,,803475,3,14,0.11270012674087426,-0.11105099246823986,,-0.11105099246823986,145.8,53.7,,65.4,0.357,0.285,0.775,0.071,0.214,,3,,,0.015,,,,,,,,
Breyson Guedez,,,,,,829052,2,5,0.1613261015180628,-0.11158095972897009,,-0.11158095972897009,193.4,53.4,,65.3,0.8,0.298,0.783,0.2,0.4,,2,,,0.01,,,,,,,,
Ryan McCoy,,,,,,700178,1,4,-0.022087927238667506,-0.11218822886042878,,-0.11218822886042878,14.0,53.2,,65.2,0.25,0.299,0.769,0.0,0.25,,1,,,0.005,,,,,,,,
Alex Call,OF,OF,OF,False,1.0,669743,56,259,0.061779348226641835,0.015071627613806114,-0.12835452099629252,-0.1132828933824864,96.0,108.3,76.2,65.0,0.359,0.224,0.856,0.147,0.015,0.272,56,-0.128,0.272,0.219,CF|LF|RF,68.50301387392241,0.01724138,0.01818182,0.27586207,104.0,39.0,88.3
Austin Slater,OF,OF,OF,False,1.0,596103,44,181,0.06260983928943906,-0.011311208503951956,-0.10238487350468971,-0.11369608200864166,96.9,96.9,81.3,64.9,0.436,0.305,0.735,0.149,0.122,0.291,44,-0.102,0.291,0.18,DH|LF|RF,71.7108378092448,0.01666667,0.025,0.18333333,101.5,37.0,88.3
Carlos Caro,,,,,,814261,1,7,0.06862599945614108,-0.11389485847030827,,-0.11389485847030827,102.7,52.4,,64.8,0.714,0.303,0.774,0.0,0.286,,1,,,0.005,,,,,,,,
Branny De Oleo,,,,,,808067,3,12,0.025992474397774912,-0.11448691474159559,,-0.11448691474159559,61.0,52.2,,64.7,0.417,0.303,0.777,0.083,0.25,,3,,,0.015,,,,,,,,
Tyler Heineman,C,C,C,False,1.0,623168,64,215,0.05573393892505047,0.0202670225915828,-0.13483106890659938,-0.11456404631501657,90.1,110.6,74.9,64.7,0.586,0.376,0.787,0.223,0.135,0.244,64,-0.135,0.244,0.242,C,65.19442424368351,0.0212766,0.02777778,0.20212766,103.0,57.0,87.9
C. J. Stubbs,,,,,,667690,1,10,0.16389699345165262,-0.11479769613298711,,-0.11479769613298711,195.9,52.0,,64.6,0.6,0.294,0.778,0.0,0.1,,1,,,0.005,,,,,,,,
Corey Collins,,,,,,690970,1,6,0.0737746729006148,-0.11489805823917858,,-0.11489805823917858,107.8,52.0,,64.6,0.333,0.301,0.784,0.0,0.0,,1,,,0.005,,,,,,,,
Carson Williams,SS,SS,SS,False,1.0,700246,34,117,0.0460859224911524,-0.02812835709624356,-0.08753168651554925,-0.11566004361179281,80.7,89.6,84.2,64.5,0.538,0.349,0.726,0.179,0.197,0.275,34,-0.088,0.275,0.145,2B|SS,74.04237923971037,0.04878049,0.06896552,0.17073171,110.1,25.0,88.5
Jacob Burke,,,,,,804240,2,5,0.13308329158753798,-0.11574533490496501,,-0.11574533490496501,165.8,51.6,,64.4,0.6,0.292,0.779,0.2,0.2,,2,,,0.01,,,,,,,,
Sean Murphy,C,C,C,False,1.0,669221,14,44,0.00267984631800153,-0.0006108655488103049,-0.1159583211672426,-0.1165691867160529,38.2,101.5,78.6,64.3,0.545,0.328,0.735,0.182,0.25,0.232,14,-0.116,0.232,0.065,C,,,,,,,87.7
Charles Davalan,,,,,,804560,2,10,0.1018508612023866,-0.11690674331527934,,-0.11690674331527934,135.2,51.1,,64.2,0.4,0.306,0.768,0.0,0.2,,2,,,0.01,,,,,,,,
Tyler Black,DH,DH,DH,False,1.0,672012,28,97,0.060818305110331504,0.012058938627423625,-0.12936329763932677,-0.11730435901190314,95.1,107.0,76.0,64.1,0.536,0.317,0.773,0.206,0.124,0.233,28,-0.129,0.233,0.123,DH|LF,71.32557588465073,0.0,0.0,0.20588235,98.6,22.0,84.9
Brett Squires,,,,,,689531,2,7,0.11268037499140439,-0.1179111588602046,,-0.1179111588602046,145.8,50.7,,64.0,0.714,0.294,0.787,0.143,0.143,,2,,,0.01,,,,,,,,
Willie Maciver,,,,,,680862,1,4,0.021037427888550952,-0.11839789565988877,,-0.11839789565988877,56.2,50.5,,63.9,0.75,0.3,0.779,0.0,0.5,,1,,,0.005,,,,,,,,
Reese Mcguire,C,C,C,False,1.0,624512,41,132,0.042448345691970424,0.010014485875157747,-0.1299663862847989,-0.11995190040964115,77.1,106.1,75.9,63.6,0.515,0.319,0.789,0.197,0.098,0.257,41,-0.13,0.257,0.17,C,69.26156107584636,0.0,0.0,0.14583333,96.0,34.0,87.3
Luken Baker,1B,1B,1B,False,1.0,663609,5,24,-0.010838130645048905,-0.005993946944742576,-0.11443703003338773,-0.12043097697813031,25.0,99.2,78.9,63.5,0.333,0.302,0.766,0.083,0.167,0.307,5,-0.114,0.307,0.024,1B,,,,,,,82.9
Kyle Sinzza,,,,,,820989,1,8,0.2031395655789467,-0.12007963117197966,,-0.12007963117197966,234.3,49.7,,63.5,0.625,0.29,0.786,0.125,0.0,,1,,,0.005,,,,,,,,
Adam Frazier,2B,2B,2B,False,1.0,624428,77,309,0.07845517137181252,-0.036304163024342834,-0.08499187600536506,-0.1212960390297079,112.4,86.1,84.7,63.3,0.511,0.263,0.77,0.146,0.11,0.281,77,-0.085,0.281,0.278,2B|DH|LF,65.55186304552802,0.00862069,0.01136364,0.19827586,104.1,64.0,88.8
Eric Wagaman,1B,1B,1B,False,1.0,676572,4,23,0.10699814301263393,-0.12133002792403197,,-0.12133002792403197,140.3,49.2,,63.3,0.522,0.301,0.759,0.087,0.174,,4,,,0.02,1B|DH|RF,,,,,,,82.8
Blake Burke,,,,,,695501,2,9,0.11161546992969147,-0.12187002404902551,,-0.12187002404902551,144.8,49.0,,63.2,0.667,0.302,0.761,0.111,0.333,,2,,,0.01,,,,,,,,
Jorge Barrosa,OF,OF,OF,False,1.0,678489,98,424,0.04978891246073112,-0.02575226402306369,-0.09573643671240259,-0.12148870073546628,84.3,90.6,82.6,63.2,0.429,0.28,0.785,0.142,0.097,0.27,98,-0.096,0.27,0.329,CF|LF|RF,69.32922570180085,0.05084746,0.06451613,0.22033898,104.1,76.0,87.4
Clay Dungan,,,,,,687867,5,18,0.05860402418399594,-0.12215688608135404,,-0.12215688608135404,92.9,48.8,,63.1,0.333,0.295,0.747,0.056,0.222,,5,,,0.024,,,,,,,,
Tevin Tucker,,,,,,686683,3,11,0.05598214455158443,-0.12205387503996072,,-0.12205387503996072,90.4,48.9,,63.1,0.455,0.29,0.762,0.091,0.364,,3,,,0.015,,,,,,,,
Henry Davis,C,C,C,False,1.0,680779,98,352,0.08983175507173737,-0.013067679470927879,-0.10969517591032692,-0.1227628553812548,123.5,96.1,79.9,63.0,0.514,0.313,0.78,0.185,0.105,0.276,98,-0.11,0.276,0.329,C,75.6203068794964,0.12230216,0.14655172,0.22302158,112.3,84.0,86.9
Peyton Wilson,,,,,,686523,2,8,0.12020385286629166,-0.12259647422844788,,-0.12259647422844788,153.2,48.7,,63.0,0.75,0.302,0.772,0.125,0.375,,2,,,0.01,,,,,,,,
Mitch Garver,C,C,C,False,1.0,641598,61,265,0.07089751501058418,-0.05420397254627288,-0.06858079830634499,-0.12278477085261787,105.0,78.3,88.0,63.0,0.449,0.311,0.678,0.113,0.17,0.319,61,-0.069,0.319,0.234,C|DH,73.1639117959105,0.12345679,0.18518519,0.2345679,110.5,49.0,86.9
Graham Pauley,3B,3B,3B,False,1.0,688363,85,346,0.051768421370614756,0.021063456545045246,-0.14431203341699553,-0.12324857687195029,86.2,110.9,73.0,62.9,0.416,0.264,0.765,0.171,0.087,0.219,85,-0.144,0.219,0.298,1B|3B,71.91134617909664,0.06722689,0.08421053,0.21848739,105.1,75.0,92.7
Anthony Donofrio,,,,,,823703,2,6,-0.06721743561499817,-0.12437803788455744,,-0.12437803788455744,-30.1,47.9,,62.6,0.5,0.308,0.77,0.0,0.333,,2,,,0.01,,,,,,,,
Nasim Nuñez,2B,2B,2B,False,1.0,683083,151,627,0.0794428282783701,-0.021326882710839632,-0.10309244275187632,-0.12441932546271595,113.3,92.6,81.2,62.6,0.464,0.272,0.776,0.158,0.094,0.276,151,-0.103,0.276,0.43,2B|SS,67.49701971340673,0.04145078,0.05194805,0.22797927,103.2,116.0,88.4
Bobby Boser,,,,,,804119,1,6,0.06458896330713294,-0.12550819152413215,,-0.12550819152413215,98.8,47.4,,62.4,0.167,0.294,0.783,0.0,0.0,,1,,,0.005,,,,,,,,
Edgar Quero,C,C,C,False,1.0,700337,102,401,0.07533901793441139,-0.009973667158554961,-0.11715756929330115,-0.12713123645185612,109.3,97.5,78.4,62.1,0.479,0.281,0.761,0.17,0.117,0.259,102,-0.117,0.259,0.338,C,68.04752838354317,0.05035971,0.06862745,0.27338129,106.5,88.0,86.4
Darell Hernaiz,SS,SS,SS,False,1.0,687231,68,287,0.07039718495582033,-0.005072393954353145,-0.12187823051018136,-0.1269506244645345,104.5,99.6,77.5,62.1,0.519,0.364,0.786,0.164,0.087,0.221,68,-0.122,0.221,0.254,2B|3B|SS,69.57482038225446,0.04464286,0.05208333,0.17857143,108.5,57.0,87.2
Josiah Hartshorn,,,,,,815824,3,15,0.05887884056777525,-0.127140780808723,,-0.127140780808723,93.2,46.7,,62.1,0.267,0.28,0.78,0.067,0.067,,3,,,0.015,,,,,,,,
Eddie Rynders,,,,,,815535,1,6,0.07636985396464889,-0.12815939424088818,,-0.12815939424088818,110.3,46.2,,61.8,0.167,0.29,0.772,0.0,0.167,,1,,,0.005,,,,,,,,
Andrew Velazquez,,,,,,623205,2,8,0.09797813306434838,-0.12896735066980283,,-0.12896735066980283,131.4,45.9,,61.7,0.75,0.305,0.791,0.0,0.125,,2,,,0.01,,,,,,,,
Trent Youngblood,,,,,,827636,3,15,-0.017343854041916285,-0.12868156441642414,,-0.12868156441642414,18.6,46.0,,61.7,0.467,0.299,0.755,0.0,0.333,,3,,,0.015,,,,,,,,
Alex Mooney,,,,,,695612,5,18,0.10482818822864443,-0.12890089730145238,,-0.12890089730145238,138.1,45.9,,61.7,0.611,0.283,0.751,0.111,0.333,,5,,,0.024,,,,,,,,
Zach Kokoska,,,,,,694808,2,6,0.11244355761999257,-0.1293572190796457,,-0.1293572190796457,145.6,45.7,,61.6,0.667,0.295,0.787,0.167,0.167,,2,,,0.01,,,,,,,,
Danny Jansen,C,C,C,False,1.0,643376,97,408,0.07246799559571432,-0.03603074240234622,-0.09365669365781351,-0.12968743606015973,106.5,86.2,83.0,61.5,0.434,0.26,0.75,0.137,0.105,0.28,97,-0.094,0.28,0.327,C,70.62432952425372,0.09701493,0.12621359,0.21641791,107.3,81.0,86.0
Caden Powell,,,,,,702547,1,9,0.12423456046565527,-0.13142652306700528,,-0.13142652306700528,157.1,44.8,,61.2,0.667,0.301,0.761,0.0,0.333,,1,,,0.005,,,,,,,,
Jonathan India,2B,2B,2B,False,1.0,663697,66,267,0.05727358950151479,0.00010439774128943772,-0.1319447343825961,-0.13184033664130668,91.6,101.9,75.5,61.1,0.378,0.257,0.786,0.154,0.079,0.27,66,-0.132,0.27,0.248,2B,71.00319764672255,0.07317073,0.08955224,0.24390244,105.5,58.0,87.6
Cedric Mullins,OF,OF,OF,False,1.0,656775,137,531,0.06724940867681722,-0.004608565535651987,-0.12799965426534626,-0.13260821980099824,101.4,99.8,76.2,60.9,0.49,0.274,0.794,0.183,0.098,0.231,137,-0.128,0.231,0.407,CF,70.65178571428571,0.07692308,0.09271523,0.26373626,105.5,113.0,86.2
Ethan Workinger,,,,,,689688,2,10,0.09883903231581899,-0.133554268452822,,-0.133554268452822,132.3,43.9,,60.7,0.5,0.294,0.789,0.1,0.1,,2,,,0.01,,,,,,,,
Maui Ahuna,,,,,,694757,1,3,0.1840802053550564,-0.13390726067289144,,-0.13390726067289144,215.7,43.8,,60.6,1.0,0.3,0.778,0.0,0.333,,1,,,0.005,,,,,,,,
Billy Cook,OF,OF,OF,False,1.0,695257,31,88,0.054466442151505624,0.02435590228054562,-0.15857561006499005,-0.13421970778444442,88.9,112.4,70.2,60.6,0.636,0.357,0.813,0.261,0.114,0.218,31,-0.159,0.218,0.134,1B|CF|LF|RF,72.01328735351562,0.1,0.16666667,0.2,103.7,12.0,86.0
Jaron Elkins,,,,,,814696,5,22,0.09542391071748678,-0.13450694310457323,,-0.13450694310457323,128.9,43.5,,60.5,0.409,0.3,0.76,0.045,0.182,,5,,,0.024,,,,,,,,
Anthony Huezo,,,,,,805953,1,4,-0.04019145233087811,-0.13529946790883046,,-0.13529946790883046,-3.7,43.1,,60.3,0.5,0.307,0.769,0.0,0.5,,1,,,0.005,,,,,,,,
Vinny Capra,,,,,,681962,3,9,0.030845468480157037,-0.13604104814375745,,-0.13604104814375745,65.8,42.8,,60.2,0.556,0.304,0.776,0.111,0.333,,3,,,0.015,,,,,,,,
Cole Gabrielson,,,,,,702068,1,3,0.06420615347871966,-0.1362158047831094,,-0.1362158047831094,98.4,42.8,,60.2,1.0,0.3,0.765,0.0,1.0,,1,,,0.005,,,,,,,,
Nicky Lopez,2B,2B,2B,False,1.0,670032,9,35,0.04789521898205464,0.010958520573441467,-0.1470114350516042,-0.13605291447816273,82.5,106.6,72.5,60.2,0.514,0.294,0.789,0.171,0.114,0.24,9,-0.147,0.24,0.043,2B|SS,,,,,,,87.2
Jason Matthews,,,,,,667240,3,17,0.060718248000824857,-0.13616391257186714,,-0.13616391257186714,95.0,42.8,,60.2,0.353,0.285,0.763,0.0,0.235,,3,,,0.015,,,,,,,,
Zach Mckinstry,2B,2B|SS|OF,"2B, SS, OF",True,3.0,656716,71,284,0.07789506758860762,-0.015856722879980113,-0.12055162460687269,-0.1364083474868528,111.8,94.9,77.7,60.1,0.507,0.297,0.844,0.176,0.053,0.253,71,-0.121,0.253,0.262,2B|3B|CF|RF|SS,69.6363037109375,0.025,0.02985075,0.2,102.2,46.0,87.1
Trei Cruz,OF,OF,OF,False,1.0,669360,5,23,0.13001262131802613,-0.138209173074789,,-0.138209173074789,162.8,41.9,,59.7,0.478,0.281,0.764,0.087,0.174,,5,,,0.024,LF|RF,,,,,,,85.5
Tyler Callihan,OF,OF,OF,False,1.0,682997,1,4,0.02451073535584125,-0.13834174807716174,,-0.13834174807716174,59.6,41.8,,59.7,0.75,0.309,0.771,0.0,0.5,,1,,,0.005,1B|2B|3B|LF|RF,,,,,,,85.5
Felnin Celesten,,,,,,806958,2,7,0.007849612572159785,-0.13994022830209074,,-0.13994022830209074,43.3,41.1,,59.4,0.714,0.311,0.767,0.0,0.571,,2,,,0.01,,,,,,,,
Rece Hinds,OF,OF,OF,False,1.0,677956,37,150,0.04708119619715563,-0.0500900331589066,-0.08951821601923635,-0.13960824917814296,81.7,80.1,83.8,59.4,0.56,0.348,0.676,0.113,0.24,0.29,37,-0.09,0.29,0.156,RF,73.10840521918402,0.04166667,0.06976744,0.11111111,109.5,36.0,85.4
Jacob Amaya,,,,,,676070,4,20,0.139396309275647,-0.14174274054343525,,-0.14174274054343525,172.0,40.4,,59.0,0.5,0.286,0.759,0.05,0.2,,4,,,0.02,,,,,,,,
Manolfi Jimenez,,,,,,800272,2,7,0.08574591078628525,-0.14196183814986535,,-0.14196183814986535,119.5,40.3,,59.0,0.571,0.294,0.777,0.143,0.286,,2,,,0.01,,,,,,,,
Braylon Payne,,,,,,815520,1,4,-0.02440809421830635,-0.14213925588784176,,-0.14213925588784176,11.7,40.2,,58.9,0.5,0.297,0.781,0.0,0.25,,1,,,0.005,,,,,,,,
Greg Jones,OF,OF,OF,False,1.0,675659,24,85,0.0373105200329049,-0.05924151683749633,-0.08352845780748674,-0.1427699746449831,72.1,76.1,85.0,58.8,0.529,0.326,0.732,0.141,0.212,0.302,24,-0.084,0.302,0.107,2B|LF|RF,71.69227337015086,0.06896552,0.11764706,0.13793103,109.1,22.0,85.1
Bryce Teodosio,OF,OF,OF,False,1.0,669326,50,173,0.07577240886417541,-0.04022181535697924,-0.10385464346407834,-0.14407645882105757,109.7,84.4,81.0,58.5,0.52,0.295,0.736,0.168,0.168,0.266,50,-0.104,0.266,0.2,CF|LF,70.22673688616071,0.08928571,0.15151515,0.17857143,107.2,36.0,84.9
Jeimer Candelario,3B,3B,3B,False,1.0,600869,26,103,0.07655620379084654,-0.07533628238376237,-0.06971362829088926,-0.14504991067465162,110.5,69.1,87.7,58.3,0.534,0.329,0.711,0.117,0.252,0.292,26,-0.07,0.292,0.115,1B|3B,71.00534057617188,0.05,0.0952381,0.175,102.3,20.0,91.3
Noelvi Marte,OF,OF,OF,False,1.0,682622,43,160,0.04506401671246466,0.005719675322856139,-0.15057017719930665,-0.14485050187645052,79.7,104.3,71.8,58.3,0.55,0.364,0.737,0.175,0.15,0.188,43,-0.151,0.188,0.177,CF|RF,71.32481728830645,0.06451613,0.09090909,0.17741935,106.0,31.0,84.8
Addison Barger,OF,OF,OF,False,1.0,680718,35,144,0.028703244575358118,0.006135139764551444,-0.1512546159123666,-0.14511947614781517,63.7,104.5,71.7,58.3,0.444,0.357,0.79,0.139,0.083,0.229,35,-0.151,0.229,0.149,RF,73.6556884765625,0.1,0.125,0.2,108.1,23.0,84.8
PJ Morlando,,,,,,703563,1,4,0.04641221924642268,-0.1461923594087101,,-0.1461923594087101,81.0,38.4,,58.1,0.75,0.299,0.778,0.0,0.5,,1,,,0.005,,,,,,,,
Drew Bowser,,,,,,690958,2,8,0.02364769384598625,-0.14646632343572813,,-0.14646632343572813,58.7,38.3,,58.0,0.5,0.313,0.761,0.0,0.25,,2,,,0.01,,,,,,,,
Denzel Clarke,OF,OF,OF,False,1.0,672016,68,267,0.05832797534899312,-0.02840735577762711,-0.11832731091601112,-0.14673466669363822,92.7,89.5,78.2,58.0,0.468,0.312,0.718,0.139,0.169,0.286,68,-0.118,0.286,0.254,CF,77.1595292524858,0.10227273,0.16666667,0.20454545,112.7,60.0,84.7
Joe Mack,C,C,C,False,1.0,691788,21,94,0.05867980262650081,-0.002592513732195521,-0.14439145887888358,-0.1469839726110791,93.0,100.7,73.0,57.9,0.468,0.292,0.779,0.16,0.085,0.238,21,-0.144,0.238,0.095,C,,,,,,,83.8
Yassel Soler,,,,,,807957,4,14,0.07221371563215413,-0.14905639125435352,,-0.14905639125435352,106.2,37.2,,57.5,0.714,0.31,0.769,0.071,0.286,,4,,,0.02,,,,,,,,
Ryan McCarty,,,,,,806005,1,4,-0.017721346228783588,-0.14999238141584087,,-0.14999238141584087,18.3,36.8,,57.3,0.5,0.3,0.782,0.0,0.0,,1,,,0.005,,,,,,,,
Miguel Hernández,,,,,,829791,1,6,0.0956525040445783,-0.1516153473662015,,-0.1516153473662015,129.2,36.1,,56.9,0.333,0.302,0.767,0.0,0.333,,1,,,0.005,,,,,,,,
Heriberto Rincon,,,,,,808298,1,3,0.12632431028793153,-0.1529420422041391,,-0.1529420422041391,159.2,35.5,,56.7,1.0,0.3,0.784,0.0,0.333,,1,,,0.005,,,,,,,,
Christian Cairo,,,,,,686551,7,31,0.06797927782441077,-0.15290649408876855,,-0.15290649408876855,102.1,35.5,,56.7,0.387,0.304,0.745,0.032,0.226,,7,,,0.034,,,,,,,,
Mac Guscette,,,,,,691944,1,7,0.13560123553766995,-0.15268893325161853,,-0.15268893325161853,168.2,35.6,,56.7,0.714,0.302,0.778,0.0,0.286,,1,,,0.005,,,,,,,,
Brendan Jones,,,,,,800957,1,7,0.0852522338784222,-0.15449054250495212,,-0.15449054250495212,119.0,34.8,,56.3,0.143,0.286,0.781,0.0,0.0,,1,,,0.005,,,,,,,,
Lonnie White Jr.,,,,,,696145,1,5,-0.09676562183113917,-0.15571301383890782,,-0.15571301383890782,-59.0,34.3,,56.1,0.2,0.293,0.78,0.0,0.2,,1,,,0.005,,,,,,,,
Sean Keys,DH,DH,DH,False,1.0,815873,3,15,0.07038788071207283,-0.15640755589451305,,-0.15640755589451305,104.5,34.0,,55.9,0.267,0.277,0.784,0.067,0.067,,3,,,0.015,1B|DH,,,,,,,80.1
Drew Faurot,,,,,,702656,4,17,0.08592642833206246,-0.15639256932206871,,-0.15639256932206871,119.7,34.0,,55.9,0.529,0.285,0.759,0.059,0.294,,4,,,0.02,,,,,,,,
Blake Perkins,OF,OF,OF,False,1.0,663368,56,222,0.05131296696323857,-0.007579379422497173,-0.15134438787682825,-0.15892376729932542,85.8,98.5,71.6,55.4,0.464,0.332,0.771,0.167,0.104,0.221,56,-0.151,0.221,0.219,CF|LF|RF,70.1400390625,0.05,0.06451613,0.25,106.4,53.0,83.3
James Outman,OF,OF,OF,False,1.0,681546,45,178,0.09098536051842192,-0.0378078626878292,-0.12104703597029554,-0.15885489865812474,124.6,85.4,77.6,55.4,0.567,0.302,0.733,0.157,0.191,0.239,45,-0.121,0.239,0.184,CF|LF|RF,71.85462607106855,0.01612903,0.02631579,0.12903226,100.4,33.0,83.3
Taylor Walls,SS,SS,SS,False,1.0,670764,93,369,0.06868449804794668,-0.0034343063854935523,-0.15635207566098677,-0.15978638204648032,102.8,100.3,70.7,55.2,0.453,0.263,0.795,0.165,0.081,0.23,93,-0.156,0.23,0.317,SS,66.99002708579009,0.00943396,0.01123596,0.26415094,100.0,82.0,83.4
Clark Elliott,,,,,,686499,4,15,-0.004238251275835488,-0.1612313169452931,,-0.1612313169452931,31.5,31.9,,54.9,0.133,0.284,0.781,0.0,0.067,,4,,,0.02,,,,,,,,
Josh Wakefield,,,,,,811718,2,14,0.09354029470408429,-0.16255389727649944,,-0.16255389727649944,127.1,31.3,,54.6,0.357,0.279,0.784,0.0,0.0,,2,,,0.01,,,,,,,,
Nathan Archer,,,,,,814453,3,16,0.13253249891942648,-0.163225101777067,,-0.163225101777067,165.2,31.0,,54.5,0.312,0.279,0.775,0.062,0.125,,3,,,0.015,,,,,,,,
Enrique Bradfield Jr.,,,,,,690961,5,25,0.008760558013019481,-0.16614929325360284,,-0.16614929325360284,44.2,29.8,,53.9,0.12,0.261,0.775,0.0,0.08,,5,,,0.024,,,,,,,,
Dom Nuñez,,,,,,624513,5,26,0.10543177398433949,-0.16726654714958122,,-0.16726654714958122,138.7,29.3,,53.7,0.231,0.263,0.77,0.038,0.077,,5,,,0.024,,,,,,,,
Bryce Arnold,,,,,,683301,2,13,0.08034179887482415,-0.1669296856129778,,-0.1669296856129778,114.2,29.4,,53.7,0.462,0.289,0.756,0.0,0.231,,2,,,0.01,,,,,,,,
Ryan Ritter,2B,2B,2B,False,1.0,690022,18,72,0.08979402259124651,-0.04560311191419995,-0.12193852586220497,-0.1675416377764049,123.4,82.0,77.4,53.6,0.514,0.265,0.796,0.153,0.111,0.29,18,-0.122,0.29,0.083,2B,,,,,,,83.7
Tavian Josenberger,,,,,,694444,1,4,0.07359391682809258,-0.16883758400657065,,-0.16883758400657065,107.6,28.6,,53.3,0.75,0.299,0.785,0.0,0.25,,1,,,0.005,,,,,,,,
Carlos Santana,1B,1B,1B,False,1.0,467793,38,163,0.06806283928718145,7.742392688607052e-05,-0.17281408901911421,-0.17273666509222815,102.2,101.8,67.4,52.5,0.485,0.278,0.762,0.16,0.129,0.217,38,-0.173,0.217,0.16,1B,71.61241658528645,0.0625,0.08571429,0.20833333,107.2,26.0,77.0
Raymond Mola,,,,,,806986,1,3,0.11581913125885392,-0.1726266364484698,,-0.1726266364484698,148.9,27.0,,52.5,1.0,0.314,0.765,0.0,1.0,,1,,,0.005,,,,,,,,
Hansel Jimenez,,,,,,823851,1,4,0.07106024875616263,-0.17268477573542476,,-0.17268477573542476,105.1,26.9,,52.5,0.75,0.303,0.783,0.0,0.25,,1,,,0.005,,,,,,,,
Jordan Sprinkle,,,,,,688394,1,4,0.07779128113114286,-0.17504824246030704,,-0.17504824246030704,111.7,25.9,,52.0,0.75,0.307,0.779,0.0,0.5,,1,,,0.005,,,,,,,,
Ian Moller,,,,,,695744,1,4,0.015762567766220856,-0.17737470948594625,,-0.17737470948594625,51.0,24.9,,51.5,0.5,0.296,0.773,0.0,0.25,,1,,,0.005,,,,,,,,
Rosman Verdugo,,,,,,698916,2,10,0.07611087268428629,-0.17873403881470712,,-0.17873403881470712,110.1,24.3,,51.3,0.5,0.287,0.77,0.0,0.3,,2,,,0.01,,,,,,,,
Nicandro Aybar,,,,,,800384,1,6,0.002367151622326822,-0.1794846400030857,,-0.1794846400030857,37.9,24.0,,51.1,0.5,0.305,0.786,0.0,0.167,,1,,,0.005,,,,,,,,
Tyler Tolbert,2B,2B,2B,False,1.0,686475,8,29,0.1454124700263671,-0.0299981915355194,-0.1509811105952492,-0.18097930213076863,177.8,88.8,71.7,50.8,0.517,0.27,0.791,0.207,0.069,0.28,8,-0.151,0.28,0.038,2B|3B|LF|RF|SS,,,,,,,82.3
Rafael Flores,C,C,C,False,1.0,804668,2,10,0.046409510423587284,-0.18208498859028965,,-0.18208498859028965,81.0,22.9,,50.6,0.3,0.284,0.783,0.0,0.1,,2,,,0.01,C,,,,,,,79.5
Carter Dorighi,,,,,,826163,1,4,-0.040098263414374016,-0.18253970484790413,,-0.18253970484790413,-3.6,22.7,,50.5,0.25,0.293,0.776,0.0,0.25,,1,,,0.005,,,,,,,,
Pavin Smith,1B,1B,1B,False,1.0,656976,19,83,0.035430397167743516,0.0046893218055517,-0.18722228245126968,-0.18253296064571797,70.3,103.8,64.6,50.5,0.373,0.287,0.778,0.145,0.06,0.172,19,-0.187,0.172,0.087,1B|DH,,,,,,,76.0
Luis Matos,OF,OF,OF,False,1.0,682641,25,88,0.04170119315129053,0.00086411220467078,-0.18410246952880216,-0.18323835732413138,76.4,102.2,65.2,50.3,0.591,0.329,0.751,0.193,0.159,0.156,25,-0.184,0.156,0.111,DH|LF|RF,71.1083733974359,0.07692308,0.10344828,0.17948718,104.5,21.0,80.6
Mario Camilletti,,,,,,680519,1,7,0.14395133231511834,-0.18367763707386855,,-0.18367763707386855,176.4,22.2,,50.2,0.429,0.293,0.784,0.0,0.143,,1,,,0.005,,,,,,,,
Logan Davidson,,,,,,669722,1,3,-0.007416167596024229,-0.18563187591260966,,-0.18563187591260966,28.4,21.3,,49.8,0.667,0.3,0.781,0.0,0.333,,1,,,0.005,,,,,,,,
Keshawn Ogans,,,,,,687248,2,7,-0.04319504544289656,-0.18708649323011378,,-0.18708649323011378,-6.6,20.7,,49.5,0.286,0.292,0.763,0.0,0.286,,2,,,0.01,,,,,,,,
Leo Rivas,3B,3B,3B,False,1.0,660844,119,533,0.05266832068825756,-0.027894857740307085,-0.1607134520733737,-0.1886083098136808,87.1,89.7,69.8,49.2,0.371,0.241,0.764,0.124,0.084,0.246,119,-0.161,0.246,0.373,3B|SS,65.3634920188849,0.02158273,0.02777778,0.26618705,100.0,99.0,88.6
Austin Gauthier,,,,,,702789,1,4,-0.04485146135690063,-0.18911448283002685,,-0.18911448283002685,-8.3,19.8,,49.1,0.25,0.296,0.781,0.0,0.0,,1,,,0.005,,,,,,,,
Derik Alcantara,,,,,,814131,1,5,0.04551237232659609,-0.18930066309285634,,-0.18930066309285634,80.1,19.7,,49.0,0.4,0.301,0.774,0.0,0.4,,1,,,0.005,,,,,,,,
Samuel Zavala,,,,,,694214,1,5,0.05615583631441425,-0.19015550041624618,,-0.19015550041624618,90.5,19.4,,48.9,0.6,0.295,0.768,0.0,0.6,,1,,,0.005,,,,,,,,
