rank,batter,player_name,team,primary_position,pa_to,pa_last21,prior_fp_per_pa,recency_form_gap,xfp_rh3_per_pa,xfp_rh3_per_game,xfp_rh3_sigma,xfp_rh3_sigma_raw,xfp_rh3_sigma_global,xfp_rh3_sigma_hetero,batter_sigma_factor,sigma_calibration_method,xfp_rh3_p25,xfp_rh3_p75,expected_pa_remaining,expected_total_fp_remaining,replacement_xfp_per_pa,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta,arche_overall_prior,slope_3yr_prior,traj_career_low_prior
308,703607,Henry Bolte,ATH,OF,258,56.0,0.5014067123883225,-0.0003,0.4311836228705996,1.51,0.1126446790598829,0.1075864795068277,0.1075864795068277,0.1126446790598829,1.0470151972277724,hetero_v1,0.3552047868447086,0.5071624588964907,56.0,24.1,0.5071578343016413,-0.076,hold,,,,,,,0.0,False
309,666139,Josh Lowe,LAA,OF,214,29.0,0.4747806179889109,0.0115,0.4303645059683718,1.51,0.1123566589821722,0.1075864795068277,0.1075864795068277,0.1123566589821722,1.044338094314554,hetero_v1,0.3545799394848966,0.5061490724518469,47.0,20.2,0.5071578343016413,-0.0768,drop,11.1,41.0,100.0,0.3235,0.2992,46.0,-5.5,False
310,677649,Ezequiel Duran,TEX,SS,404,78.0,0.3545356438023074,0.0025,0.4301644187472422,1.51,0.1054490575680118,0.1075864795068277,0.1075864795068277,0.1054490575680118,0.9801329874477376,hetero_v1,0.3590390294176182,0.5012898080768662,88.0,37.9,0.5522482949622523,-0.1221,drop,85.9,275.0,64.2,0.134,0.0438,34.0,-9.0,False
311,701678,Hao-Yu Lee,DET,2B,204,47.0,0.5014067123883225,0.0149,0.4297715652524632,1.5,0.1080654337967127,0.1075864795068277,0.1075864795068277,0.1080654337967127,1.0044518074397504,hetero_v1,0.3568814301565804,0.502661700348346,44.0,18.9,0.5178999715490752,-0.0881,drop,,,,,,,0.0,False
312,694728,Brice Matthews,HOU,OF,227,0.0,0.5014067123883225,0.0256,0.4289993240630174,1.5,0.1139964800095463,0.1075864795068277,0.1075864795068277,0.1139964800095463,1.0595799819094534,hetero_v1,0.3521086982965784,0.5058899498294565,49.0,21.0,0.5071578343016413,-0.0782,drop,,0.0,,,,,0.0,False
313,687637,Dylan Beavers,BAL,OF,201,53.0,0.4834621825591736,0.0096,0.428949270528389,1.5,0.1022093313289079,0.1075864795068277,0.1075864795068277,0.1022093313289079,0.9500202237068408,hetero_v1,0.3600090765470406,0.4978894645097375,44.0,18.9,0.5071578343016413,-0.0782,drop,0.0,0.0,,,,53.0,0.0,True
314,656305,Matt Chapman,SF,3B,352,0.0,0.5220489123031097,0.0146,0.4286288592679658,1.5,0.1090743449497687,0.1075864795068277,0.1075864795068277,0.1090743449497687,1.0138294834979389,hetero_v1,0.3550582135993468,0.5021995049365848,77.0,33.0,0.5235834022778508,-0.095,drop,21.6,240.0,94.6,0.2045,0.098,57.0,1.5,False
315,677870,Leo Jiménez,MIA,3B,147,22.0,0.3656551369977543,-0.0081,0.4282200878558577,1.5,0.1019487689617042,0.1075864795068277,0.1075864795068277,0.1019487689617042,0.9475983360458812,hetero_v1,0.3594556431911882,0.4969845325205272,32.0,13.7,0.5235834022778508,-0.0954,drop,,,,,,,0.0,False
316,665926,Andrés Giménez,TOR,SS,365,51.0,0.4789060215227952,0.016,0.4278310774494328,1.5,0.0989441696308108,0.1075864795068277,0.1075864795068277,0.0989441696308108,0.9196710412346152,hetero_v1,0.3610932350334509,0.4945689198654147,80.0,34.2,0.5522482949622523,-0.1244,drop,67.8,421.0,67.7,0.2398,0.0452,48.0,-0.0,False
317,650489,Willi Castro,COL,2B,388,63.0,0.4651948954458684,0.0171,0.4257553403928922,1.49,0.114179172623405,0.1075864795068277,0.1075864795068277,0.114179172623405,1.0612780820303622,hetero_v1,0.3487414884584055,0.5027691923273789,85.0,36.2,0.5178999715490752,-0.0921,drop,4.3,28.0,96.4,0.1935,0.1618,48.0,1.0,False
318,690984,Petey Halpin,CLE,OF,119,54.0,0.361601739233441,0.0105,0.4250572642842227,1.49,0.1003093311570002,0.1075864795068277,0.1075864795068277,0.1003093311570002,0.9323600104475424,hetero_v1,0.3573986204188261,0.4927159081496194,26.0,11.1,0.5071578343016413,-0.0821,drop,,,,,,,0.0,False
319,605170,Victor Caratini,MIN,C,307,43.0,0.4856401896494672,-0.027,0.424687561635512,1.49,0.1055245816904184,0.1075864795068277,0.1075864795068277,0.1055245816904184,0.9808349727041824,hetero_v1,0.3535112312853248,0.4958638919856992,67.0,28.5,0.5266768880291347,-0.102,drop,34.7,235.0,90.6,0.2217,0.0847,59.0,4.5,False
320,694203,Denzer Guzman,LAA,3B,160,44.0,0.5014067123883225,-0.0024,0.4244727045020721,1.49,0.1037788827670599,0.1075864795068277,0.1075864795068277,0.1037788827670599,0.964608966133833,hetero_v1,0.3544738480756901,0.494471560928454,35.0,14.9,0.5235834022778508,-0.0991,drop,,,,,,,0.0,False
321,656537,Derek Hill,PHI,OF,166,21.0,0.3473254865270131,-0.0051,0.4244566343385095,1.49,0.1159718303442604,0.1075864795068277,0.1075864795068277,0.1159718303442604,1.0779405634971124,hetero_v1,0.3462336347713058,0.5026796339057131,36.0,15.3,0.5071578343016413,-0.0827,drop,,,,,,45.0,1.15,False
322,669289,Santiago Espinal,LAD,3B,60,0.0,0.4219123667489638,0.0014,0.4243884924156934,1.49,0.0879284722679337,0.1075864795068277,0.1075864795068277,0.0879284722679337,0.8172818059573513,hetero_v1,0.365080737870972,0.4836962469604147,13.0,5.5,0.5235834022778508,-0.0992,drop,,,,,,42.0,-3.0,False
323,663743,Nick Fortes,TB,C,262,40.0,0.3795884842144061,0.0256,0.4237776324062592,1.48,0.0951830120595267,0.1075864795068277,0.1075864795068277,0.0951830120595267,0.8847116523920294,hetero_v1,0.3595766907721084,0.48797857404041,57.0,24.2,0.5266768880291347,-0.1029,drop,80.1,273.0,61.3,0.2,0.0375,43.0,0.0,True
324,663330,Jahmai Jones,BOS,DH,121,16.0,0.663454044713331,0.0093,0.4236850640281572,1.48,0.117602078866617,0.1075864795068277,0.1075864795068277,0.117602078866617,1.0930934761105706,hetero_v1,0.344362461832624,0.5030076662236904,26.0,11.0,0.4780723282736954,-0.0544,hold,,,,,,73.0,0.0,True
325,608348,Carson Kelly,CHC,C,303,52.0,0.4851916335277981,-0.0092,0.4235097591113238,1.48,0.1019080791385057,0.1075864795068277,0.1075864795068277,0.1019080791385057,0.9472201303142224,hetero_v1,0.3547727597324017,0.4922467584902459,66.0,28.0,0.5266768880291347,-0.1032,drop,73.4,449.0,75.0,0.2698,0.1118,57.0,13.0,False
326,668901,Mark Vientos,NYM,1B,254,0.0,0.4530253771378367,0.0038,0.4231717427424543,1.48,0.1155757902890811,0.1075864795068277,0.1075864795068277,0.1155757902890811,1.0742594312861256,hetero_v1,0.3452158721924691,0.5011276132924396,55.0,23.3,0.5728714641460441,-0.1497,drop,54.4,155.0,87.5,0.2488,0.1182,53.0,3.0,False
327,682663,Agustín Ramírez,MIA,C,132,3.0,0.5240515471174648,0.0048,0.4228729771313901,1.48,0.1129100336158423,0.1075864795068277,0.1075864795068277,0.1129100336158423,1.049481627555968,hetero_v1,0.3467151594575045,0.4990307948052758,29.0,12.3,0.5266768880291347,-0.1038,drop,12.3,13.0,84.6,0.22,0.0358,59.0,0.0,True
328,691019,Kyle Teel,CWS,C,70,9.0,0.4897812121529166,-0.0054,0.422640667658102,1.48,0.1128605163560298,0.1075864795068277,0.1075864795068277,0.1128605163560298,1.0490213721406083,hetero_v1,0.3465162493759598,0.4987650859402441,15.0,6.3,0.5266768880291347,-0.104,drop,,,,,,52.0,0.0,True
329,695731,Braden Montgomery,CWS,OF,186,70.0,0.5014067123883225,-0.002,0.4226141379017425,1.48,0.1041766987638438,0.1075864795068277,0.1075864795068277,0.1041766987638438,0.9683066054525232,hetero_v1,0.3523469545855299,0.4928813212179551,41.0,17.3,0.5071578343016413,-0.0845,drop,,,,,,,0.0,False
330,694371,Tommy Troy,AZ,OF,135,0.0,0.3694157315923048,-0.0003,0.4219043553956798,1.48,0.1027946834717708,0.1075864795068277,0.1075864795068277,0.1027946834717708,0.9554609830433872,hetero_v1,0.3525693413939704,0.4912393693973892,29.0,12.2,0.5071578343016413,-0.0853,drop,,,,,,,0.0,False
331,670042,Luke Raley,SEA,OF,287,28.0,0.4578600882097935,-0.0114,0.4218421199242869,1.48,0.12260652088832,0.1075864795068277,0.1075864795068277,0.12260652088832,1.1396090052425136,hetero_v1,0.3391440215851151,0.5045402182634589,63.0,26.6,0.5071578343016413,-0.0853,drop,37.6,127.0,95.2,0.1921,0.1445,43.0,-4.5,False
332,682622,Noelvi Marte,CIN,OF,180,43.0,0.4491732882883441,-0.0061,0.421198329510993,1.47,0.1086296390282002,0.1075864795068277,0.1075864795068277,0.1086296390282002,1.0096960094442569,hetero_v1,0.3479276379864719,0.4944690210355141,39.0,16.4,0.5071578343016413,-0.086,drop,,,,,,51.0,-1.5,False
333,700932,Kyle Manzardo,CLE,1B,356,46.0,0.457076072958046,-0.0016,0.4209065285418119,1.47,0.1155735798261756,0.1075864795068277,0.1075864795068277,0.1155735798261756,1.0742388853688718,hetero_v1,0.3429521489490565,0.4988609081345673,78.0,32.8,0.5728714641460441,-0.152,drop,0.0,0.0,,,,57.0,12.0,False
334,682668,Luisangel Acuña,CWS,SS,182,19.0,0.4294260450452055,0.0035,0.420879829687547,1.47,0.095920013837507,0.1075864795068277,0.1075864795068277,0.095920013837507,0.891561972073077,hetero_v1,0.3561817803541485,0.4855778790209454,40.0,16.8,0.5522482949622523,-0.1314,drop,36.5,19.0,92.3,0.0865,0.0462,40.0,0.0,True
335,805367,Chase Meidroth,CWS,2B,460,67.0,0.4294610431110695,0.0113,0.4200290118210967,1.47,0.0989971434511893,0.1075864795068277,0.1075864795068277,0.0989971434511893,0.920163424855878,hetero_v1,0.3532554385632694,0.4868025850789239,100.0,42.0,0.5178999715490752,-0.0979,drop,14.8,13.0,100.0,0.266,0.1125,48.0,0.0,True
336,592206,Nick Castellanos,SD,OF,122,0.0,0.4956225332579844,0.0067,0.419784502411191,1.47,0.1125131056723581,0.1075864795068277,0.1075864795068277,0.1125131056723581,1.0457922425579302,hetero_v1,0.3438944126351854,0.4956745921871966,27.0,11.3,0.5071578343016413,-0.0874,drop,5.4,81.0,100.0,0.2531,0.2285,49.0,-1.0,True
337,691785,Marcelo Mayer,SF,2B,228,0.0,0.3844986920651576,0.0238,0.419688630683583,1.47,0.1046471366106465,0.1075864795068277,0.1075864795068277,0.1046471366106465,0.9726792538462542,hetero_v1,0.3491041370397019,0.4902731243274641,50.0,21.0,0.5178999715490752,-0.0982,drop,100.0,14.0,100.0,0.2008,0.0461,41.0,0.0,True
338,656976,Pavin Smith,AZ,1B,89,0.0,0.5193779913659217,0.0126,0.4194097554759247,1.47,0.1162309447357859,0.1075864795068277,0.1075864795068277,0.1162309447357859,1.0803489924438845,hetero_v1,0.341011983251637,0.4978075277002123,19.0,8.0,0.5728714641460441,-0.1535,drop,,,,,,46.0,-3.0,False
339,630105,Jake Cronenworth,SD,2B,238,75.0,0.4962994737377935,0.0023,0.4190442361316088,1.47,0.1018131639504063,0.1075864795068277,0.1075864795068277,0.1018131639504063,0.9463379080448948,hetero_v1,0.3503712570470598,0.4877172152161579,52.0,21.8,0.5178999715490752,-0.0989,drop,0.4,3.0,100.0,0.3498,0.2476,49.0,-1.0,True
340,669224,Austin Wells,NYY,C,259,38.0,0.4940603562304074,0.0238,0.4185303289105758,1.46,0.1142624571631352,0.1075864795068277,0.1075864795068277,0.1142624571631352,1.0620521991881315,hetero_v1,0.3414603015540411,0.4956003562671106,56.0,23.4,0.5266768880291347,-0.1081,drop,48.9,110.0,78.7,0.2098,0.0485,51.0,-6.0,False
341,622268,Donovan Walton,ATH,3B,138,41.0,0.424812169217087,-0.0009,0.4185296308077829,1.46,0.1043838045635097,0.1075864795068277,0.1075864795068277,0.1043838045635097,0.970231622430635,hetero_v1,0.3481227546296956,0.4889365069858702,30.0,12.6,0.5235834022778508,-0.1051,drop,,,,,,,0.0,False
342,519317,Giancarlo Stanton,NYY,DH,96,0.0,0.5151856289897028,-0.0034,0.4180244274070387,1.46,0.1342764257930653,0.1075864795068277,0.1075864795068277,0.1342764257930653,1.2480790003407796,hetero_v1,0.3274549782096161,0.5085938766044613,21.0,8.8,0.4780723282736954,-0.06,hold,20.6,220.0,96.8,0.2815,0.2007,66.0,5.5,False
343,642201,Eli White,BOS,OF,145,20.0,0.4969752195369644,0.0003,0.4159846985895294,1.46,0.1058012756678168,0.1075864795068277,0.1075864795068277,0.1058012756678168,0.9834068012338152,hetero_v1,0.3446217381515869,0.4873476590274719,32.0,13.3,0.5071578343016413,-0.0912,drop,86.7,183.0,71.8,0.1532,0.0676,52.0,5.19,False
344,805904,Zach Cole,HOU,OF,53,0.0,0.5812501988766978,0.0023,0.4149282450702139,1.45,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3423611646428586,0.4874953254975692,12.0,5.0,0.5071578343016413,-0.0922,drop,,,,,,,0.0,False
345,642350,Jose Siri,LAA,OF,126,30.0,0.375901862022589,-0.0032,0.4148464143424791,1.45,0.1142274630567561,0.1075864795068277,0.1075864795068277,0.1142274630567561,1.0617269342799436,hetero_v1,0.337799990510697,0.4918928381742611,27.0,11.2,0.5071578343016413,-0.0923,drop,,,,,,,0.0,False
346,624431,Jose Trevino,CIN,C,90,20.0,0.4364989985657039,-0.0016,0.4143227760845056,1.45,0.0974557570114007,0.1075864795068277,0.1075864795068277,0.0974557570114007,0.905836471814434,hetero_v1,0.3485888679803158,0.4800566841886954,20.0,8.3,0.5266768880291347,-0.1124,drop,,,,,,48.0,-0.0,False
347,699625,Jimmy Crooks,STL,C,106,36.0,0.3752682976546249,-0.0034,0.413988455278988,1.45,0.117909820060112,0.1075864795068277,0.1075864795068277,0.117909820060112,1.095953883802185,hetero_v1,0.3344582816484424,0.4935186289095335,23.0,9.5,0.5266768880291347,-0.1127,drop,,,,,,,0.0,False
348,663853,Romy Gonzalez,BOS,DH,73,30.0,0.5232945563652499,-0.0033,0.4136679410638231,1.45,0.110266394659737,0.1075864795068277,0.1075864795068277,0.110266394659737,1.024909404650045,hetero_v1,0.3392932578658304,0.4880426242618157,16.0,6.6,0.4780723282736954,-0.0644,hold,,,,,,58.0,6.93,False
349,543510,James McCann,AZ,C,104,35.0,0.4426896128362002,0.0184,0.4134525458223955,1.45,0.1127864611103392,0.1075864795068277,0.1075864795068277,0.1127864611103392,1.048333039870326,hetero_v1,0.3373780778034717,0.4895270138413193,23.0,9.5,0.5266768880291347,-0.1132,drop,2.7,25.0,100.0,0.1592,0.2617,53.0,1.5,False
350,695506,Jac Caglianone,KC,OF,410,61.0,0.3310892224100474,-0.0176,0.4132532905777979,1.45,0.1204810350725715,0.1075864795068277,0.1075864795068277,0.1204810350725715,1.1198529371427708,hetero_v1,0.3319888324213484,0.4945177487342474,89.0,36.8,0.5071578343016413,-0.0939,drop,75.8,25.0,100.0,0.1793,0.0653,52.0,0.0,True
351,664056,Harrison Bader,SF,OF,111,0.0,0.4887333593423995,0.0113,0.4132412670386748,1.45,0.1123414963626658,0.1075864795068277,0.1075864795068277,0.1123414963626658,1.0441971600672777,hetero_v1,0.3374669277420566,0.4890156063352929,24.0,9.9,0.5071578343016413,-0.0939,drop,3.7,32.0,100.0,0.2325,0.3537,47.0,0.0,False
352,693304,Nick Gonzales,PIT,3B,454,81.0,0.4192833036514494,-0.0128,0.4132402413033814,1.45,0.0971702737185367,0.1075864795068277,0.1075864795068277,0.0971702737185367,0.9031829479313902,hetero_v1,0.3476988916802283,0.4787815909265344,99.0,40.9,0.5235834022778508,-0.1103,drop,64.8,125.0,70.4,0.2139,0.076,48.0,7.0,False
353,694514,Sterlin Thompson,COL,OF,77,0.0,0.4251829917613481,0.0003,0.4130040897114679,1.45,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3404370092841126,0.4855711701388233,17.0,7.0,0.5071578343016413,-0.0942,drop,,,,,,,0.0,False
354,663586,Austin Riley,ATL,3B,456,71.0,0.5153686288665116,0.023,0.4127922145171236,1.44,0.116921338912357,0.1075864795068277,0.1075864795068277,0.116921338912357,1.0867661015428705,hetero_v1,0.3339287714207388,0.4916556576135085,99.0,40.9,0.5235834022778508,-0.1108,drop,9.3,73.0,93.2,0.2167,0.1976,56.0,-4.5,False
355,660710,Rodolfo Durán,SD,C,91,0.0,0.4241209550922867,0.0114,0.4123036615823609,1.44,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3397365811550056,0.4848707420097162,20.0,8.2,0.5266768880291347,-0.1144,drop,,,,,,,0.0,False
356,681807,David Fry,CLE,OF,168,19.0,0.4668097076501085,0.0079,0.4113152674913193,1.44,0.1172146517077281,0.1075864795068277,0.1075864795068277,0.1172146517077281,1.0894923994635348,hetero_v1,0.3322539849144567,0.4903765500681819,37.0,15.2,0.5071578343016413,-0.0958,drop,,,,,,31.0,-10.5,False
357,702616,Jackson Holliday,BAL,2B,201,58.0,0.4129568758705428,-0.0084,0.4112970945365022,1.44,0.1106795724239515,0.1075864795068277,0.1075864795068277,0.1106795724239515,1.0287498292657444,hetero_v1,0.3366437229365469,0.4859504661364575,44.0,18.1,0.5178999715490752,-0.1066,drop,,,,,,51.0,15.0,False
358,669392,Samad Taylor,SD,OF,102,0.0,0.4185852561135894,-0.0057,0.4098985519816448,1.43,0.0930246809799317,0.1075864795068277,0.1075864795068277,0.0930246809799317,0.8646502925493358,hetero_v1,0.3471534046606809,0.4726436993026087,22.0,9.0,0.5071578343016413,-0.0973,drop,,,,,,,0.0,False
359,553869,Elias Díaz,TEX,C,137,44.0,0.4095373489410268,-0.0051,0.4088697022425727,1.43,0.1107006485661812,0.1075864795068277,0.1075864795068277,0.1107006485661812,1.0289457288093145,hetero_v1,0.3342021147846835,0.483537289700462,30.0,12.3,0.5266768880291347,-0.1178,drop,,,,,,41.0,-2.5,True
360,678391,Jorbit Vivas,WSH,3B,246,35.0,0.3778893254295556,0.0012,0.4078100763637442,1.43,0.097209256866217,0.1075864795068277,0.1075864795068277,0.097209256866217,0.9035452903731076,hetero_v1,0.3422424326074808,0.4733777201200076,54.0,22.0,0.5235834022778508,-0.1158,drop,,0.0,,,,,0.0,False
361,624585,Jorge Soler,LAA,DH,362,51.0,0.4948672439512374,-0.0084,0.4068407213603106,1.42,0.1250069097715626,0.1075864795068277,0.1075864795068277,0.1250069097715626,1.1619202556361128,hetero_v1,0.3225235607193915,0.4911578820012296,79.0,32.1,0.4780723282736954,-0.0712,hold,45.5,471.0,87.0,0.2488,0.0941,45.0,-11.0,False
362,694374,Tim Tawa,AZ,OF,171,72.0,0.3813444094171053,-0.0035,0.4062868803275571,1.42,0.1071000663222755,0.1075864795068277,0.1075864795068277,0.1071000663222755,0.9954788632662588,hetero_v1,0.3340478855931822,0.4785258750619319,37.0,15.0,0.5071578343016413,-0.1009,drop,60.8,31.0,64.7,0.0419,0.0315,43.0,0.0,True
363,677588,José Tena,WSH,DH,223,37.0,0.3993499956290902,-0.0086,0.4057600774940733,1.42,0.1148680914326279,0.1075864795068277,0.1075864795068277,0.1148680914326279,1.067681477813744,hetero_v1,0.3282815498227657,0.4832386051653808,49.0,19.9,0.4780723282736954,-0.0723,hold,36.1,30.0,93.3,0.1895,0.134,45.0,-1.0,True
364,666211,Taylor Trammell,HOU,OF,176,52.0,0.3722735785979525,0.0125,0.4056199697681341,1.42,0.123261479006108,0.1075864795068277,0.1075864795068277,0.123261479006108,1.1456967415527852,hetero_v1,0.3224801021785142,0.4887598373577539,38.0,15.4,0.5071578343016413,-0.1015,drop,,,,,,34.0,-0.27,False
365,687515,Colby Thomas,PHI,OF,121,18.0,0.4073038866019354,0.0021,0.4050530918690115,1.42,0.1148884146640241,0.1075864795068277,0.1075864795068277,0.1148884146640241,1.067870379165377,hetero_v1,0.3275608561781272,0.4825453275598958,26.0,10.5,0.5071578343016413,-0.1021,drop,,,,,,42.0,0.0,True
366,677950,Alek Thomas,LAD,OF,100,0.0,0.39795813578084,0.0046,0.4050256297167819,1.42,0.106414916445396,0.1075864795068277,0.1075864795068277,0.106414916445396,0.989110499137047,hetero_v1,0.3332487685743622,0.4768024908592015,22.0,8.9,0.5071578343016413,-0.1021,drop,30.0,109.0,91.6,0.1535,0.0777,43.0,-1.0,True
367,701852,Drew Cavanaugh,SF,C,68,30.0,0.5014067123883225,0.0025,0.4040519602556854,1.41,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3314848798283301,0.4766190406830407,15.0,6.1,0.5266768880291347,-0.1226,drop,,,,,,,0.0,False
368,687957,Dustin Harris,HOU,OF,52,0.0,0.4246940022974167,-0.0052,0.4039278601658422,1.41,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3313607797384869,0.4764949405931976,11.0,4.4,0.5071578343016413,-0.1032,drop,66.66666666666666,2.0,,,,,0.0,False
369,663604,Brandon Lockridge,MIL,OF,98,1.0,0.3779588749762387,0.0067,0.4030085056525607,1.41,0.0942080898429331,0.1075864795068277,0.1075864795068277,0.0942080898429331,0.8756498983401948,hetero_v1,0.3394651490535023,0.4665518622516191,21.0,8.5,0.5071578343016413,-0.1041,drop,93.5,29.0,88.9,0.1299,0.1025,35.0,0.0,True
370,691723,Coby Mayo,BAL,3B,288,42.0,0.3893900254357272,0.0086,0.4027881683263576,1.41,0.1236965417478458,0.1075864795068277,0.1075864795068277,0.1236965417478458,1.1497405837133627,hetero_v1,0.3193548509174356,0.4862214857352797,63.0,25.4,0.5235834022778508,-0.1208,drop,40.8,31.0,100.0,0.1701,0.1963,44.0,0.0,True
371,682987,Spencer Jones,NYY,OF,121,38.0,0.339909405419144,0.0101,0.4019893049381954,1.41,0.1246947648237739,0.1075864795068277,0.1075864795068277,0.1246947648237739,1.1590189157166393,hetero_v1,0.3178826860645599,0.4860959238118309,26.0,10.5,0.5071578343016413,-0.1052,drop,,,,,,,0.0,False
372,691011,Drew Romo,CWS,C,153,33.0,0.2987532271097704,0.0018,0.401836833476536,1.41,0.1116974964382674,0.1075864795068277,0.1075864795068277,0.1116974964382674,1.0382112785015785,hetero_v1,0.3264968721289245,0.4771767948241474,33.0,13.3,0.5266768880291347,-0.1248,drop,,,,,,,0.0,False
373,669699,Braden Shewmake,HOU,SS,91,6.0,0.3918795864978943,0.0004,0.4011252898974283,1.4,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.328558209470073,0.4736923703247837,20.0,8.0,0.5522482949622523,-0.1511,drop,,,,,,,0.0,False
374,683766,Christian Koss,SF,2B,51,31.0,0.4340008671495473,-0.0027,0.3999855516775183,1.4,0.1034617965030086,0.1075864795068277,0.1075864795068277,0.1034617965030086,0.9616616974295794,hetero_v1,0.330200569936239,0.4697705334187977,11.0,4.4,0.5178999715490752,-0.1179,drop,,,,,,46.0,0.0,True
375,669004,MJ Melendez,NYM,DH,145,0.0,0.3669518084667305,0.011,0.3986871661242211,1.4,0.1255435939555297,0.1075864795068277,0.1075864795068277,0.1255435939555297,1.1669086536804325,hetero_v1,0.3140080120012163,0.483366320247226,32.0,12.8,0.4780723282736954,-0.0794,hold,,,,,,,0.0,False
376,670032,Nicky Lopez,TEX,2B,194,67.0,0.3977879040049401,0.0091,0.3980504470406296,1.39,0.0873652086866052,0.1075864795068277,0.1075864795068277,0.0873652086866052,0.8120463564481709,hetero_v1,0.3391226137815143,0.4569782802997448,42.0,16.7,0.5178999715490752,-0.1198,drop,,,,,,,0.0,False
377,596115,Trevor Story,BOS,SS,176,0.0,0.4810995554116885,0.0251,0.3975628250946326,1.39,0.1083360028224675,0.1075864795068277,0.1075864795068277,0.1083360028224675,1.0069667054733602,hetero_v1,0.3244901911908783,0.4706354589983869,38.0,15.1,0.5522482949622523,-0.1547,drop,4.4,45.0,100.0,0.1921,0.2051,51.0,7.5,False
378,665804,Miguel Amaya,CHC,C,187,29.0,0.48869153062316,-0.0044,0.3966151231498405,1.39,0.1085856662833945,0.1075864795068277,0.1075864795068277,0.1085856662833945,1.009287289454465,hetero_v1,0.3233740912416909,0.46985615505799,41.0,16.3,0.5266768880291347,-0.1301,drop,56.0,94.0,64.8,0.2167,0.1019,50.0,0.0,True
379,642851,Austin Wynns,TEX,C,74,17.0,0.4263977573651177,-0.0037,0.3965929580058642,1.39,0.1143452637550985,0.1075864795068277,0.1075864795068277,0.1143452637550985,1.0628218738939392,hetero_v1,0.3194670776030502,0.4737188384086782,16.0,6.3,0.5266768880291347,-0.1301,drop,,,,,,51.0,4.86,False
380,688363,Graham Pauley,MIA,3B,106,9.0,0.4224723044245906,0.0196,0.3963098503159108,1.39,0.101020664002019,0.1075864795068277,0.1075864795068277,0.101020664002019,0.9389717412921575,hetero_v1,0.3281714124465489,0.4644482881852727,23.0,9.1,0.5235834022778508,-0.1273,drop,42.2,19.0,100.0,0.245,0.1939,47.0,0.0,True
381,810938,Ben Williamson,TB,2B,271,51.0,0.3583769208821877,-0.0083,0.3958462500022153,1.39,0.0939226576531809,0.1075864795068277,0.1075864795068277,0.0939226576531809,0.8729968494528199,hetero_v1,0.3324954174151447,0.4591970825892859,59.0,23.4,0.5178999715490752,-0.1221,drop,90.9,50.0,100.0,0.1871,0.0916,39.0,0.0,True
382,593871,Jorge Polanco,NYM,DH,120,41.0,0.5173326366057376,-0.0053,0.3957819159053581,1.39,0.1035829627465377,0.1075864795068277,0.1075864795068277,0.1035829627465377,0.9627879192753408,hetero_v1,0.3259152075328184,0.4656486242778978,26.0,10.3,0.4780723282736954,-0.0823,drop,18.7,200.0,94.0,0.3094,0.2277,63.0,2.5,False
383,656716,Zach McKinstry,DET,2B,307,57.0,0.4663491628094726,0.019,0.3956813440192253,1.38,0.0954030245656322,0.1075864795068277,0.1075864795068277,0.0954030245656322,0.8867566352478121,hetero_v1,0.3313320039497064,0.4600306840887442,67.0,26.5,0.5178999715490752,-0.1222,drop,,,,,,50.0,-0.0,False
384,595978,Austin Hedges,CLE,C,173,27.0,0.2150822624581532,-0.0111,0.3953983295075302,1.38,0.1024849763103563,0.1075864795068277,0.1075864795068277,0.1024849763103563,0.9525823019783106,hetero_v1,0.3262722129861949,0.4645244460288655,38.0,15.0,0.5266768880291347,-0.1313,drop,,,,,,35.0,-0.0,False
385,542303,Marcell Ozuna,PIT,DH,281,30.0,0.5829782317760794,-0.0094,0.3949728541317968,1.38,0.1130093444672466,0.1075864795068277,0.1075864795068277,0.1130093444672466,1.0504047068486402,hetero_v1,0.318748051288639,0.4711976569749547,61.0,24.1,0.4780723282736954,-0.0831,drop,4.3,58.0,100.0,0.2544,0.2136,58.0,-7.0,False
386,683357,Owen Caissie,MIA,OF,258,12.0,0.5014067123883225,-0.0071,0.394811378124307,1.38,0.1248445184917014,0.1075864795068277,0.1075864795068277,0.1248445184917014,1.160410853333838,hetero_v1,0.3106037504016544,0.4790190058469596,56.0,22.1,0.5071578343016413,-0.1123,drop,,0.0,,,,,0.0,False
387,686765,Nick Sogard,BOS,3B,70,28.0,0.4020485632356699,-0.0033,0.3931860237867999,1.38,0.094360731841949,0.1075864795068277,0.1075864795068277,0.094360731841949,0.8770686825565353,hetero_v1,0.3295397101594052,0.4568323374141945,15.0,5.9,0.5235834022778508,-0.1304,drop,,,,,,45.0,0.0,True
