pitcher,ptg,pitches,total,mix_pct,player_name
665795,CH,756,2800,27.0,"Cabrera, Edward"
665795,CB,650,2800,23.2,"Cabrera, Edward"
665795,SI,572,2800,20.4,"Cabrera, Edward"
665795,SL,448,2800,16.0,"Cabrera, Edward"
665795,FB,374,2800,13.4,"Cabrera, Edward"
665871,SI,366,888,41.2,"Assad, Javier"
665871,CT,181,888,20.4,"Assad, Javier"
665871,SL,116,888,13.1,"Assad, Javier"
665871,FB,105,888,11.8,"Assad, Javier"
665871,CB,62,888,7.0,"Assad, Javier"
665871,CH,58,888,6.5,"Assad, Javier"
666120,FB,104,203,51.2,
666120,CH,71,203,35.0,
666120,CB,28,203,13.8,
666142,FB,859,1660,51.7,"Ragans, Cole"
666142,CH,311,1660,18.7,"Ragans, Cole"
666142,SL,222,1660,13.4,"Ragans, Cole"
666142,CB,187,1660,11.3,"Ragans, Cole"
666142,CT,80,1660,4.8,"Ragans, Cole"
666142,OTHER,1,1660,0.1,"Ragans, Cole"
666157,CB,711,2478,28.7,
666157,FB,689,2478,27.8,
666157,SI,540,2478,21.8,
666157,CH,538,2478,21.7,
666168,SI,96,239,40.2,
666168,SL,80,239,33.5,
666168,FB,44,239,18.4,
666168,CB,12,239,5.0,
666168,CH,7,239,2.9,
666171,SL,645,1348,47.8,
666171,FB,407,1348,30.2,
666171,CT,226,1348,16.8,
666171,SI,69,1348,5.1,
666171,OTHER,1,1348,0.1,
666200,SL,1409,3685,38.2,"Luzardo, Jesús"
666200,FB,1179,3685,32.0,"Luzardo, Jesús"
666200,CH,670,3685,18.2,"Luzardo, Jesús"
666200,SI,427,3685,11.6,"Luzardo, Jesús"
666214,FB,800,1815,44.1,
666214,SL,462,1815,25.5,
666214,CB,323,1815,17.8,
666214,CT,167,1815,9.2,
666214,CH,63,1815,3.5,
666215,FB,86,256,33.6,
666215,CT,68,256,26.6,
666215,SI,45,256,17.6,
666215,CB,30,256,11.7,
666215,SL,24,256,9.4,
666215,CH,3,256,1.2,
666277,SL,315,941,33.5,
666277,CH,273,941,29.0,
666277,FB,185,941,19.7,
666277,SI,168,941,17.9,
666374,SL,580,970,59.8,
666374,SI,209,970,21.5,
666374,CH,121,970,12.5,
666374,FB,54,970,5.6,
666374,CB,6,970,0.6,
666661,FB,416,868,47.9,
666661,SL,168,868,19.4,
666661,SI,146,868,16.8,
666661,CH,137,868,15.8,
666661,CB,1,868,0.1,
666711,SI,108,315,34.3,
666711,SL,104,315,33.0,
666711,FB,103,315,32.7,
666808,SL,577,1288,44.8,
666808,CT,517,1288,40.1,
666808,SI,193,1288,15.0,
666808,OTHER,1,1288,0.1,
666974,SI,513,1138,45.1,
666974,SL,231,1138,20.3,
666974,CH,123,1138,10.8,
666974,SP,122,1138,10.7,
666974,FB,121,1138,10.6,
666974,CT,28,1138,2.5,
667297,SL,271,687,39.4,
667297,CB,224,687,32.6,
667297,SI,192,687,27.9,
667463,SI,517,971,53.2,
667463,CH,193,971,19.9,
667463,SL,185,971,19.1,
667463,CB,57,971,5.9,
667463,FB,19,971,2.0,
667755,SI,1557,3448,45.2,"Soriano, José"
667755,CB,916,3448,26.6,"Soriano, José"
667755,FB,400,3448,11.6,"Soriano, José"
667755,SP,363,3448,10.5,"Soriano, José"
667755,SL,202,3448,5.9,"Soriano, José"
667755,CH,10,3448,0.3,"Soriano, José"
668390,FB,257,864,29.7,
668390,CT,181,864,20.9,
668390,SL,171,864,19.8,
668390,SI,141,864,16.3,
668390,SP,108,864,12.5,
668390,CB,6,864,0.7,
668674,FB,381,1221,31.2,
668674,SL,355,1221,29.1,
668674,SI,285,1221,23.3,
668674,CH,200,1221,16.4,
668678,FB,1624,3710,43.8,"Gallen, Zac"
668678,CB,845,3710,22.8,"Gallen, Zac"
668678,CH,579,3710,15.6,"Gallen, Zac"
668678,SL,545,3710,14.7,"Gallen, Zac"
668678,SI,114,3710,3.1,"Gallen, Zac"
668678,CT,2,3710,0.1,"Gallen, Zac"
668678,OTHER,1,3710,0.0,"Gallen, Zac"
668716,SI,223,392,56.9,
668716,CT,89,392,22.7,
668716,SL,77,392,19.6,
668716,SP,2,392,0.5,
668716,OTHER,1,392,0.3,
668820,SL,252,529,47.6,
668820,FB,214,529,40.5,
668820,CB,63,529,11.9,
668834,CB,75,245,30.6,
668834,SI,73,245,29.8,
668834,FB,51,245,20.8,
668834,CT,34,245,13.9,
668834,SL,8,245,3.3,
668834,CH,4,245,1.6,
668873,FB,102,204,50.0,
668873,CB,59,204,28.9,
668873,SL,27,204,13.2,
668873,SI,16,204,7.8,
668881,FB,947,1748,54.2,
668881,SL,611,1748,35.0,
668881,SP,188,1748,10.8,
668881,CB,2,1748,0.1,
668909,FB,1277,3566,35.8,"Williams, Gavin"
668909,CB,768,3566,21.5,"Williams, Gavin"
668909,SL,760,3566,21.3,"Williams, Gavin"
668909,CT,484,3566,13.6,"Williams, Gavin"
668909,SI,275,3566,7.7,"Williams, Gavin"
668909,CH,2,3566,0.1,"Williams, Gavin"
668933,CT,701,1300,53.9,
668933,SL,599,1300,46.1,
668941,SL,490,1268,38.6,
668941,SI,437,1268,34.5,
668941,CH,271,1268,21.4,
668941,FB,69,1268,5.4,
668941,CT,1,1268,0.1,
668964,FB,502,1124,44.7,
668964,CT,204,1124,18.1,
668964,SL,198,1124,17.6,
668964,SP,196,1124,17.4,
668964,CB,12,1124,1.1,
668964,CH,12,1124,1.1,
668984,FB,514,1080,47.6,
668984,SI,247,1080,22.9,
668984,SL,206,1080,19.1,
668984,CH,113,1080,10.5,
669020,FB,352,769,45.8,
669020,CB,251,769,32.6,
669020,SL,138,769,17.9,
669020,CH,27,769,3.5,
669020,SI,1,769,0.1,
669022,FB,1673,3462,48.3,"Gore, MacKenzie"
669022,CB,808,3462,23.3,"Gore, MacKenzie"
669022,SL,390,3462,11.3,"Gore, MacKenzie"
669022,CH,373,3462,10.8,"Gore, MacKenzie"
669022,CT,175,3462,5.1,"Gore, MacKenzie"
669022,SI,43,3462,1.2,"Gore, MacKenzie"
669060,CT,205,854,24.0,
669060,SI,203,854,23.8,
669060,CH,152,854,17.8,
669060,FB,151,854,17.7,
669060,CB,143,854,16.7,
669062,SL,194,717,27.1,
669062,FB,189,717,26.4,
669062,SI,188,717,26.2,
669062,CH,146,717,20.4,
669084,FB,195,858,22.7,
669084,CH,165,858,19.2,
669084,SL,155,858,18.1,
669084,SI,141,858,16.4,
669084,CT,109,858,12.7,
669084,CB,93,858,10.8,
669093,FB,786,1366,57.5,
669093,SP,318,1366,23.3,
669093,SL,262,1366,19.2,
669160,SL,965,2762,34.9,"May, Dustin"
669160,SI,834,2762,30.2,"May, Dustin"
669160,FB,520,2762,18.8,"May, Dustin"
669160,CT,322,2762,11.7,"May, Dustin"
669160,CH,72,2762,2.6,"May, Dustin"
669160,CB,49,2762,1.8,"May, Dustin"
669194,FB,1866,3014,61.9,"Nelson, Ryne"
669194,SL,445,3014,14.8,"Nelson, Ryne"
669194,CB,323,3014,10.7,"Nelson, Ryne"
669194,CT,292,3014,9.7,"Nelson, Ryne"
669194,CH,88,3014,2.9,"Nelson, Ryne"
669199,SL,700,1404,49.9,
669199,FB,515,1404,36.7,
669199,SP,168,1404,12.0,
669199,CB,21,1404,1.5,
669203,CT,555,1009,55.0,
669203,CB,194,1009,19.2,
669203,SI,97,1009,9.6,
669203,SL,90,1009,8.9,
669203,CH,73,1009,7.2,
669211,FB,574,1121,51.2,
669211,SL,319,1121,28.5,
669211,CH,228,1121,20.3,
669212,CH,106,278,38.1,
669212,FB,97,278,34.9,
669212,SL,75,278,27.0,
669276,SL,744,1336,55.7,
669276,FB,407,1336,30.5,
669276,CH,185,1336,13.8,
669302,FB,983,2799,35.1,"Gilbert, Logan"
669302,SL,886,2799,31.7,"Gilbert, Logan"
669302,SP,516,2799,18.4,"Gilbert, Logan"
669302,CB,246,2799,8.8,"Gilbert, Logan"
669302,CT,88,2799,3.1,"Gilbert, Logan"
669302,CH,57,2799,2.0,"Gilbert, Logan"
669302,SI,23,2799,0.8,"Gilbert, Logan"
669308,FB,256,494,51.8,
669308,SL,210,494,42.5,
669308,CH,28,494,5.7,
669330,FB,231,631,36.6,
669330,CH,143,631,22.7,
669330,SL,139,631,22.0,
669330,CT,76,631,12.0,
669330,CB,42,631,6.7,
669358,FB,1386,3288,42.2,"Baz, Shane"
669358,CB,914,3288,27.8,"Baz, Shane"
669358,CT,523,3288,15.9,"Baz, Shane"
669358,CH,363,3288,11.0,"Baz, Shane"
669358,SL,82,3288,2.5,"Baz, Shane"
669358,SI,20,3288,0.6,"Baz, Shane"
669371,FB,564,1105,51.0,
669371,SL,368,1105,33.3,
669371,SI,98,1105,8.9,
669371,CT,48,1105,4.3,
669371,CH,27,1105,2.4,
669372,SI,978,2051,47.7,"Ginn, J.T."
669372,SL,482,2051,23.5,"Ginn, J.T."
669372,CT,290,2051,14.1,"Ginn, J.T."
669372,CH,228,2051,11.1,"Ginn, J.T."
669372,FB,73,2051,3.6,"Ginn, J.T."
669373,FB,1080,3475,31.1,"Skubal, Tarik"
