player_name,pitcher,pitches,confidence,plv,plv_pctile,swing_pct,whiff_pct,cs_pct,xwoba_model,rolling_plv_30d,rolling_pitches_30d,rolling_trend_pitcher,tag
Luis Gil,661563,1018,Tier A,5.177,74.5,0.48,0.362,0.495,0.333,5.316,48,hot,PLV strong (top 25%); rolling also strong; recent form improving
Edwin Uceta,670955,1216,Tier A,5.176,74.3,0.493,0.337,0.479,0.328,5.042,28,flat,PLV strong (top 25%)
Chris Sale,519242,2031,Tier A,5.174,74.2,0.485,0.318,0.506,0.34,5.032,96,flat,PLV strong (top 25%)
Zack Kelly,677161,587,Tier B,5.174,74.0,0.503,0.325,0.503,0.324,5.194,29,hot,PLV strong (top 25%); rolling also strong; recent form improving
Elvis Alvarado,665660,765,Tier B,5.174,73.9,0.458,0.356,0.462,0.321,4.944,36,flat,PLV strong (top 25%)
Andrés Muñoz,662253,1164,Tier A,5.173,73.8,0.462,0.367,0.464,0.322,5.224,106,hot,PLV strong (top 25%); rolling also strong; recent form improving
Jhoan Durán,661395,1177,Tier A,5.172,73.6,0.502,0.355,0.495,0.317,5.288,66,hot,PLV strong (top 25%); rolling also strong; recent form improving
Gavin Williams,668909,3085,Tier A,5.17,73.5,0.472,0.353,0.481,0.335,5.455,88,hot,PLV strong (top 25%); rolling also strong; recent form improving
Kyle Leahy,681517,1368,Tier A,5.17,73.4,0.496,0.362,0.515,0.334,4.802,39,flat,PLV strong (top 25%)
Jack Flaherty,656427,3103,Tier A,5.167,72.9,0.461,0.365,0.473,0.338,5.178,119,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Hunter Gaddis,683769,1105,Tier A,5.159,71.6,0.511,0.381,0.466,0.326,5.508,49,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Victor Vodnik,680767,944,Tier B,5.158,71.4,0.483,0.38,0.456,0.321,4.974,26,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Dylan Lee,669276,1102,Tier A,5.158,71.3,0.528,0.383,0.51,0.335,4.919,28,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Spencer Strider,675911,2110,Tier A,5.157,70.9,0.47,0.398,0.445,0.337,4.912,85,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Kai-Wei Teng,678906,573,Tier B,5.152,70.5,0.427,0.368,0.47,0.321,5.125,74,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Edward Cabrera,665795,2252,Tier A,5.151,69.9,0.489,0.361,0.483,0.318,5.295,83,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Gordon Graceffo,700669,756,Tier B,5.139,67.4,0.511,0.372,0.49,0.339,5.395,31,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Tyler Glasnow,607192,1895,Tier A,5.137,67.2,0.458,0.385,0.492,0.33,5.072,342,improving,"PLV-result divergence: whiff rate elite, results may catch up"
Michel Otañez,671305,121,Tier C,5.135,67.0,0.391,0.464,0.355,0.31,5.231,23,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Eli Morgan,669212,111,Tier C,5.133,66.8,0.48,0.394,0.44,0.318,5.308,26,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Luis Guerrero,692285,288,Tier C,5.131,66.3,0.445,0.408,0.438,0.329,5.047,45,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Penn Murfee,682171,251,Tier C,5.131,66.2,0.439,0.37,0.441,0.321,5.012,36,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Spencer Turnbull,605513,125,Tier C,5.126,65.0,0.483,0.378,0.468,0.318,5.002,45,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Trey Yesavage,702056,679,Tier B,5.126,64.8,0.492,0.37,0.466,0.327,5.079,440,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Chase Petty,695534,169,Tier C,5.125,64.7,0.437,0.383,0.418,0.31,5.243,90,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Jacob Barnes,606930,146,Tier C,5.125,64.6,0.413,0.432,0.409,0.317,4.956,37,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Yaramil Hiraldo,682274,314,Tier C,5.124,64.3,0.492,0.391,0.448,0.323,5.166,50,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Austin Cox,680735,427,Tier B,5.123,63.9,0.501,0.371,0.491,0.333,5.22,68,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Anthony Maldonado,687424,129,Tier C,5.119,63.3,0.388,0.393,0.404,0.325,4.798,39,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Yariel Rodríguez,684320,1216,Tier A,5.119,63.2,0.45,0.372,0.448,0.321,5.064,58,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Kodai Senga,673540,1901,Tier A,5.113,62.5,0.46,0.398,0.454,0.333,5.172,75,hot,"PLV-result divergence: whiff rate elite, results may catch up"
José Suarez,660761,324,Tier C,5.104,61.0,0.448,0.379,0.477,0.335,4.834,73,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Konnor Pilkington,663455,529,Tier B,5.101,60.4,0.43,0.369,0.468,0.338,5.349,38,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Reese Olson,681857,1243,Tier A,5.095,59.1,0.444,0.383,0.434,0.319,5.054,95,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Erik Miller,669062,504,Tier B,5.095,58.9,0.429,0.361,0.415,0.315,5.295,20,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Cole Sulser,642121,387,Tier C,5.089,58.1,0.536,0.379,0.456,0.334,4.474,32,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Tyler Phillips,663969,1131,Tier A,5.087,57.6,0.481,0.382,0.47,0.316,5.22,26,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Hayden Birdsong,806185,1194,Tier A,5.086,56.7,0.453,0.375,0.448,0.33,4.685,25,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Dedniel Núñez,673380,197,Tier C,5.085,56.5,0.547,0.37,0.521,0.342,5.286,33,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Tyler Kinley,641755,1235,Tier A,5.081,55.9,0.508,0.397,0.477,0.324,5.047,23,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Grant Holman,680880,375,Tier C,5.074,54.8,0.469,0.395,0.428,0.332,4.971,23,flat,"PLV-result divergence: whiff rate elite, results may catch up"
José Buttó,676130,1094,Tier A,5.073,54.7,0.45,0.373,0.44,0.32,5.672,22,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Dylan Dodd,689266,536,Tier B,5.072,54.5,0.495,0.373,0.501,0.335,4.825,31,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Ronel Blanco,669854,793,Tier B,5.071,54.3,0.483,0.36,0.474,0.33,4.895,92,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Mitch Spence,687765,1385,Tier A,5.065,52.9,0.491,0.376,0.499,0.321,4.905,47,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Ryan Fernandez,681676,544,Tier B,5.064,52.5,0.481,0.389,0.466,0.332,5.395,37,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Reynaldo López,625643,166,Tier C,5.063,52.2,0.457,0.367,0.518,0.345,5.164,94,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Elvis Peguero,665625,204,Tier C,5.052,51.0,0.46,0.397,0.41,0.299,5.252,41,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Chase Silseth,681217,212,Tier C,5.051,50.7,0.49,0.364,0.438,0.323,5.293,33,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Scott Mcgough,543518,332,Tier C,5.046,49.6,0.486,0.372,0.458,0.332,5.109,48,improving,"PLV-result divergence: whiff rate elite, results may catch up"
Grant Holmes,656550,1964,Tier A,5.03,47.9,0.49,0.368,0.477,0.333,4.798,81,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Kenta Maeda,628317,199,Tier C,5.028,47.5,0.429,0.366,0.443,0.315,4.856,36,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Scott Barlow,605130,1324,Tier A,5.023,47.0,0.465,0.376,0.469,0.322,5.506,30,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Kevin Ginkel,656464,499,Tier B,5.02,46.8,0.472,0.377,0.438,0.332,5.219,20,hot,"PLV-result divergence: whiff rate elite, results may catch up"
Andrew Hoffmann,694851,256,Tier C,5.016,46.0,0.476,0.388,0.436,0.326,4.759,24,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Frankie Montas,593423,708,Tier B,5.016,45.9,0.509,0.362,0.463,0.321,4.994,44,flat,"PLV-result divergence: whiff rate elite, results may catch up"
Mark Leiter,643410,855,Tier B,5.015,45.5,0.453,0.362,0.475,0.325,4.748,24,flat,"PLV-result divergence: whiff rate elite, results may catch up"
